"","AEW541","Panobinostat","Nilotinib","Sorafenib","ZD-6474","Lapatinib","PD-0332991","Nutlin-3","Erlotinib","X17-AAG","PLX4720","LBW242","Topotecan","Paclitaxel","RAF265","AZD6244","PF2341066","TKI258","PHA-665752","Irinotecan","PD-0325901","TAE684","AZD0530"
"ACH-000956",0.845835694944122,-3.58674840758245,2.07944154167984,1.91974804233355,2.07944154167984,2.06017019872214,2.07944154167984,2.07944154167984,2.07944154167984,-1.10956699697949,2.07944154167984,2.07944154167984,-2.31204212004155,-4.80020720268331,1.68005790283148,2.07944154167984,1.32784276368424,1.77142985998128,2.07944154167984,-2.51621571107968,2.07944154167984,1.42167256425896,2.07944154167984
"ACH-000323",0.986611202777552,-2.67425788739278,1.77286510277317,2.07944154167984,2.07944154167984,2.07944154167984,1.85147904009532,2.07944154167984,2.07944154167984,-2.9367448688935,2.07944154167984,2.07944154167984,-3.23668390160347,-5.97456259328863,0.870303281972153,2.07944154167984,2.07944154167984,-1.47295381894942,2.07944154167984,-1.19606401732671,1.76995517563389,1.03942509188613,1.52561044433201
"ACH-000905",1.60990062356679,-3.02019012320334,2.01161156577656,1.96936663419178,1.22330573486127,0.836280663334623,2.07944154167984,2.07944154167984,0.891798220572185,-2.64757443742342,1.31867173835964,2.07944154167984,-1.7515671090459,-5.83611447255651,0.0626607179181556,2.07944154167984,1.9790138132701,1.7854398880059,2.07944154167984,-2.70240063996856,2.07944154167984,0.905470185545308,1.16072181906974
"ACH-000973",0.551688091195207,-2.50707545186909,2.07944154167984,2.07944154167984,1.42766365312555,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,-1.89649022322739,2.07944154167984,2.07944154167984,-3.13001158008212,-5.99146454710798,1.02245031691099,2.07944154167984,1.73387027384407,1.19814308035829,2.07944154167984,-2.66544019482811,2.07944154167984,0.796416869712599,2.07944154167984
"ACH-000070",1.44946205693374,-4.46513575900111,0.647330632433754,1.85356938516853,1.72502194467598,-0.16313532295861,-0.165369678435814,0.636853865825601,1.44290257879635,-0.86139722628134,0.530374439442962,2.07944154167984,-3.38704512888464,-5.97456259328863,-1.69795438879047,2.07944154167984,0.87119803796889,-0.234574557025558,1.18645278670298,-3.35263470050788,2.07944154167984,-0.173818680126059,1.98263919726392
"ACH-000411",2.07944154167984,-2.43664167493491,2.07944154167984,2.07944154167984,0.942753285487076,0.0558708870551733,1.90205120107934,1.72121216130196,0.84376189708799,-1.88519931919019,2.07944154167984,2.07944154167984,-0.668284108352298,-1.58688864394601,0.0604794282175309,2.07944154167984,2.06216723208559,1.44893973912668,1.96716985561226,-0.300000427475697,0.374505207600027,1.89598334615676,0.0688822388340518
"ACH-000649",2.0298767178891,-1.43680395426045,2.07944154167984,2.00064320046112,1.61767284651821,1.97102570480586,2.07944154167984,2.07944154167984,2.07944154167984,-1.2746448455439,1.89467425466407,2.07944154167984,-2.64754371332215,-1.54499701949951,1.89174347572873,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,-1.564368275135,2.07944154167984,2.07944154167984,2.07944154167984
"ACH-000137",1.35798257565463,-2.18252685202579,1.77286510277317,2.07944154167984,0.808767701443614,1.65376478004067,1.85147904009532,2.07944154167984,2.04399418465555,-1.4483713638811,2.07944154167984,-3.17042845754213,-1.14800219249542,-5.99146454710798,0.870303281972153,2.07944154167984,2.07944154167984,-0.626486261428259,2.07944154167984,-1.19606401732671,2.07944154167984,0.866681713034729,1.50218372691475
"ACH-001306",1.59951603499613,-2.98121724807656,1.72904155253954,2.07944154167984,2.07944154167984,2.07944154167984,1.6750961056299,2.07944154167984,2.07944154167984,-0.979759803743175,1.67022641823259,2.07944154167984,-2.10462716558031,-4.61033540278245,0.0200164612948057,2.07944154167984,1.83041916975472,2.07944154167984,2.07944154167984,-0.687517069421592,-0.607989047933977,0.929111972965484,2.07944154167984
"ACH-001307",2.07944154167984,-2.67579405937132,1.92461771875926,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,-1.26522802805497,2.07944154167984,2.07944154167984,-2.44704154736759,-4.58460441858486,0.348067573681167,2.07944154167984,2.07944154167984,2.03987726085394,2.07944154167984,-2.08187637548334,-0.973169662714292,1.87320177777242,2.07944154167984
"ACH-000201",1.63905728507423,-3.73747836057429,0.0788060177492256,-0.633259178216325,0.492376231961505,2.00145739536004,2.07944154167984,2.07944154167984,2.07944154167984,-3.51742061693989,2.07944154167984,2.07944154167984,-0.868970578593873,-5.03160196663029,-1.10480485408391,2.07944154167984,1.34045478759841,-0.447043551163484,2.07944154167984,-1.79075500786832,1.65453648056372,0.978070046399824,1.80418125144856
"ACH-000740",2.07944154167984,-2.76129777753977,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,-1.08014919638378,2.07944154167984,2.07944154167984,-2.479885102885,-5.63605784705065,0.961847987822818,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,-1.19606401732671,2.07944154167984,2.07944154167984,2.07944154167984
"ACH-000219",1.01357116799361,-3.06254255719104,2.07944154167984,1.99485183861494,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,-1.7735037141927,-1.35368120680509,2.07944154167984,-1.12454470702513,-4.94069075558805,-0.473727021274539,-2.23650819014764,1.77414893758363,1.29252596563007,2.07944154167984,-1.92308145980836,-4.89595734088929,0.0712787729556135,2.07944154167984
"ACH-000052",0.12015994368215,-3.30596557765641,1.77286510277317,2.07944154167984,1.59814882479584,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,-1.61871828216135,2.07944154167984,2.07944154167984,-3.29762410817056,-5.99146454710798,-0.211101760573963,2.07944154167984,0.819474873985281,2.07944154167984,2.07944154167984,-1.19606401732671,2.07944154167984,0.218229612066458,2.07944154167984
"ACH-000788",1.70712546169126,-2.67858991827665,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,-3.15832332329943,2.07944154167984,2.07944154167984,-1.18258161266913,-5.85582378077726,1.70674136435099,1.61670590070397,2.07944154167984,1.72731080129801,2.07944154167984,-1.92947202044059,-1.59504574334503,1.59487680763485,2.07944154167984
