,ADCY9,ADCY6,DYNLL2,DYNC1LI2,DCTN6,CREB3L4,AQP4,PRKX,RAB11A,DYNLL1,DCTN2,AQP3,CREB3L1,ADCY3,CREB3,AVPR2,RAB5A,CREB3L3,NSF,DCTN5,AVP,CREB3L2,RAB11B,STX4,PRKACA,PRKACB,PRKACG,CREB1,GNAS,DYNC2H1,DYNC1H1,DCTN4,DYNC1I1,CREB5,AQP2,DYNC2LI1,ARHGDIA,ARHGDIB,DYNC1LI1,RAB5C
SIDM00490,-0.17304818195358546,-0.45608523092681474,1.0574946411705828,2.314616334714033,1.5587203803178977,0.4266676121778667,-0.9177721037313423,0.026553385033538924,1.3001178808453744,3.5290373361655996,1.6992136884843323,-0.8747467252099507,-0.39167758571656647,1.4674336965362933,1.7945714599164029,-0.8838467363257166,1.1764859221335848,-0.8213196652823134,-0.36625071361896866,-0.03009418241532029,-0.9192081021191767,-0.5722141232031083,-0.2623075643411052,1.5916876431840425,-0.6031854005384502,-0.001373694277386611,-0.8690855644572899,1.1466826208249385,3.332099391276631,0.9298601110476683,1.8507675050606074,0.34942186334910424,-0.8143420097700609,0.6548270139901549,-0.7979395776032029,0.24154101380304419,0.9940480078080612,-0.6853039763821741,0.967271130431055,0.17541207400974326
SIDM01090,-0.5251309555088539,-0.013532763443255273,1.0365255990280997,1.3809348660762728,1.199035210067145,0.06943735208057218,-0.8914009298676194,0.7207040660858745,1.6836074277200683,3.2484374283603477,1.9655834680700977,-0.8448673009452026,-0.7799678498265882,1.7518929943766897,1.620453248187035,-0.6880129315721486,1.005974758977123,-0.7935935265985079,-0.02603680347432868,0.0358492817823565,-0.795419556327692,-0.6117319348627039,-0.4278362359971336,1.5995495751597752,-0.6642359798810908,-0.7707670768826098,-0.6716802638274465,0.4905430292017264,3.2478616805385117,1.0729074222706334,2.048262320604963,0.2842480209897578,-1.02579854377217,-0.18198570501960393,-0.7213228462102235,0.00523134100899868,0.8853057571719304,-0.26428219395814595,0.8808179351115858,0.93612687780138
SIDM00394,-0.5274561767754071,-0.06540746685877984,0.7118390364744003,1.4603883370083577,1.8953476437144117,0.4805956617813004,-0.8663064843751641,0.37495488886439016,1.6030626852368932,3.302112414043657,1.565976472140935,2.1624356970008174,-0.41862609334765916,1.6363956456520068,1.521834063208305,-0.8106398501566119,1.0201705186717018,-0.8009380812458645,-0.21622574271623737,-0.4133149046209512,-0.9040360984557815,-0.6129281812372518,-0.6247135099328085,1.1425854507329891,-0.7499154992770979,-0.4716918005032519,-0.5963394762723299,0.13874649704235884,3.2189672870603423,-0.31157554162567475,1.4985674996104588,0.05237155148994501,-0.9551241320098574,-0.8354367208310122,-0.7573631924609829,-0.32427574165722134,0.7740559376440707,-0.2797187792212119,0.5823050776589503,1.0112775659533118
SIDM00538,-0.24241170710500265,-0.09751552499472799,1.4086265571895595,2.0237166394875157,1.966517838280286,0.5271791776870203,-0.9446357621728082,-0.5210047786853224,1.763757720423405,3.3280067725929556,2.081049876268896,1.7554205367932725,-0.49502693458076047,1.0023886212760311,1.3834366249307708,-0.8409491050854013,1.3725291433402742,1.0580236852090794,0.5489540431685184,0.03777091061947651,-0.8846333692151424,-0.6586981789427643,-0.495082204089501,1.707952268941477,-0.6715853597527431,-0.5556790788135729,-0.7003935101567634,0.6858825057033036,3.3339640617720643,0.0323695343681495,1.7721312012030723,0.3530834295953996,-0.9428988652423947,-0.8415847123544927,-0.6066972285012782,-0.0271731806458384,0.8577902728974518,-0.6995598792048766,0.9953198053202467,1.2967731023032611
SIDM01140,-0.7049716481000027,-0.31906400586850875,0.7918950029990474,1.1750951404212735,1.6007169005967972,0.41389161836560623,-0.9304305569873816,0.8125319870857701,1.5840299223712289,3.553272816246489,1.8273585122665008,-0.794820596029291,-0.6320162519456396,1.072301407420479,1.1972937612918062,-0.8797759218404515,1.235580797145688,-0.7322950709180894,0.09243418280002026,-0.0801672528415159,-0.8992964449901928,-0.6187649509142645,-0.4340190292115821,0.8000213124769102,-0.7340079728541411,-0.09801810189771538,-0.8736129428868868,0.8325063098712755,3.2146879561699655,0.8371278045644946,1.2601779920616036,0.11392875290656072,-0.8378249875025525,0.1392990368393956,-0.7445958847218616,0.26595820258310787,0.20297723817643484,-0.28956943295965354,1.0834337413480954,0.9437148785660023
SIDM00101,-0.279156681408584,-0.10372411879154099,0.6635925140262932,1.8721797507082252,1.1912969505789845,0.4790825495299062,-0.935917286118475,-0.10456470425164692,1.9247148914059993,3.3633797369510288,1.9667381804571982,-0.8801677322292003,0.08051355825843645,1.7668288715483407,1.3110831669652023,-0.8894734501811088,1.2766476452811448,-0.8408760794663392,-0.00352050431012688,-0.16509256876691222,-0.9376307377147469,-0.579506237200187,-0.7531279167405535,1.3384494427749465,-0.7579524369242983,-0.29538591466507097,-0.837479866840986,0.6582228491306225,3.3052808599173344,1.0755123848906962,1.686663934132513,0.25641383134633755,-0.9098994580928391,-0.8742978562273314,-0.7910485205288377,-0.041189438081343,0.9598449223894525,2.1675677972988683,0.8551014055812954,0.9872037502627593
SIDM00114,-0.6794154207245279,0.06036219733357587,1.1595199079238163,2.0721970865040364,1.6565943654346047,0.34796458790626594,-0.9290697780254417,-0.44668189020689314,1.427495652796947,3.4517185399648223,1.5142130071155202,-0.5938677320569004,-0.8227700810434088,1.3544356471358001,1.4724524719626235,-0.933935383697139,1.1019628493270668,-0.8505131287058916,0.049794995004090674,-0.2808741228808929,-0.9665268964211774,-0.784742709686308,-0.5880103094243216,1.6389106202562034,-0.6147729039277051,-0.05912781026526208,-0.7743319262510233,0.7277569827861994,3.4903460457933986,0.216660196265127,1.3685334219842031,0.28569193193068565,-0.7207708998602015,-0.7911728233039792,-0.7282656846544584,0.1300856374555034,0.17683197184198446,1.0535329705449075,0.7426913148759963,1.1237982706097112
SIDM00102,-0.48450385273033597,-0.13682087725235723,0.9544517990130263,2.0064354293389703,1.6625306584751163,0.15280489179414047,-0.9350962439456143,-0.387005334623941,1.6251486288737291,3.46276321221361,2.2601841009450956,-0.7011310188813165,-0.34442660630166644,1.3677071891185144,1.3080779620693066,-0.9376545619588523,0.8759261066426183,-0.8045611183802085,0.3294812209146415,-0.027584053147587544,-0.8907641726774269,-0.6354724658090207,-0.6378525779702037,1.8048326573654712,-0.6379353400997378,-0.06700962746737632,-0.8503557840373502,0.643429809884519,3.2084752079270933,0.9604407267732096,2.0302408100801306,0.5633546008025961,-0.7561978421021459,-0.45405088466513654,-0.6779815823887871,0.1692978694028075,1.1225807581170273,0.2529005566666563,0.6991293040811587,1.3910132436807017
SIDM01122,-0.12558086971594334,-0.25254738564821827,0.6667129419527603,1.4353384812054948,1.0713455257930673,0.19037055280498913,-0.899084423200007,-0.3608099111533397,1.6381746661044305,3.545280605868149,2.0022942548365577,-0.8928997708049847,-0.5941483362989453,1.3550137778799602,1.456154947890686,-0.8810727381737233,0.9987226124508132,-0.867010901025246,0.05144857615874199,-0.07162438345384219,-0.889052226835181,-0.7546664664055098,-0.49509375092023633,1.3756398964272616,-0.6918091719331915,0.08121568266323208,-0.7753841670919557,1.1694650832007152,3.441494332523608,1.861629232540285,1.7302437339579024,0.24617984814139643,-0.8699606350312298,-0.8727091515174593,-0.7888250965066778,0.13691599362552545,0.744832056498435,-0.44917176123916597,1.1918506195778502,0.978135143893107
SIDM00261,-0.41249171899673687,0.1774701824932021,1.4365181750678306,1.8902925376456663,1.5137122444988302,-0.07447165780175342,-0.9595426656195449,-0.0018908395259825835,1.4403873509691003,3.7687640630685664,1.652557412323045,-0.8722160852035505,-0.7114938443244014,0.35983168529421633,1.0779199989899086,-1.0211100541050921,1.0716978467835683,-0.8774237658528806,0.23644890493550078,0.2032468260112143,-0.7081610986939312,-0.7095160691893282,-0.4558671934519526,0.8529445062061192,-0.6793691261294206,-0.29891083960414055,-0.7982127669173401,1.176821761924385,3.40870687294954,1.3130777331884682,1.7749478240333778,0.6058200845776994,-0.41624807290529664,0.40720085361845715,-0.7440060124634316,-0.027379516102505455,0.9727958630608178,1.5158846333416864,1.1222307519361705,0.6815222303408278
SIDM00154,-0.46572565507174923,-0.37037185002156353,0.6483926335709607,1.983488267274698,1.6206383106909228,0.2504719178686469,-0.9619510171257808,-0.022674221044958216,2.0323060225333145,3.4713863442329416,1.6863399613218513,0.11561874587373058,-0.7817297572792723,0.856871351347971,1.614900155348053,-0.9194962857661095,1.3308035543046455,-0.8048776552477097,0.2614888067656608,0.09718535242263844,-0.9736563137389521,-0.7430757785840589,-0.2965619214710669,1.5987184385374065,-0.7150426212807434,-0.4947228928352437,-0.7798707151934414,0.8012516490963455,3.409801638299582,0.02485369177886812,1.8161993399468832,0.18514529494404958,-0.9298789548342387,0.5924845110083442,-0.7405087058569589,0.11172004235594285,0.9895688791761448,-0.40461335433292545,0.8553558456308976,1.2553351332464548
SIDM00104,-0.13317603524881683,-0.35203956298776673,0.8055680581117292,1.7523582941336782,1.7442424285523352,0.15778217494685165,-0.9181133235034568,-0.005013878493837408,1.4451598867611073,3.3889901002645324,1.8436642249716126,-0.9017438047097105,-0.4526704374524926,1.6733670147182511,0.9433939449021925,-0.9716972558931688,1.2584520320281984,-0.8201074324737627,-0.1550814757812864,-0.2850835025622496,-0.9533489978083504,-0.5645149421729877,-0.6562624661559112,1.4801843049681926,-0.6116645871823921,0.571979910399975,-0.7438884495207236,0.6921232233742475,3.1181659159481216,1.1226430927123106,2.0547901673221385,0.18483033122842868,-0.955119425722855,0.44498988322077765,-0.7806833341629766,0.06414485077467043,0.8203113288649355,-0.01592674253461282,0.825850431183439,1.130398772640119
SIDM00267,-0.6609333116986144,0.06398637896355865,0.5268816912353611,2.0279903503626104,1.5144692133125797,0.3290345506052082,-0.9294925823227504,0.2729831793382419,1.9412799262102083,3.3971778012301,1.9248534276995635,-0.02940640685293218,-0.7716669162053251,1.5770408089343488,1.0827647420432776,-0.876431710287128,1.0463256752266195,-0.8243226205276344,0.3939045579811151,-0.16096851613262678,-0.832405431596354,-0.640811996175785,-0.6095568834289448,0.8588277277621359,-0.7058028722137519,-0.31944424849471825,-0.7656097655908359,0.6958622178988865,3.6508203543386304,-0.13250299497051102,1.7917798034774903,0.4709911467935835,-0.9122926042126678,-0.16523951857467536,-0.6550084529176091,0.04126723811666012,0.2582310148627389,-0.18337437181264649,0.9634660785996604,1.1735085608253624
SIDM00100,-0.336611448031177,-0.04776425475427686,0.9536545878853828,1.797755830035864,1.130393148659195,0.052768565837334434,-0.940176860317259,-0.3477177492406388,1.650605924768022,3.6344021640821564,1.7554295119494383,-0.1592862554561364,-0.8458335630636206,1.2574647671881192,1.5619120882628084,-0.9319692684882599,1.4523319869972564,-0.8508651637792952,0.7325420228257832,0.16136528732011965,-0.8705543835406546,-0.5805723796809968,-0.5122165194269899,1.4016371282384161,-0.6303097891648619,0.20732541589826958,-0.7955674921883668,0.9069714781305703,3.370518185575435,0.5307820246702865,1.8021281720515558,0.5429751989804561,-0.809995245565083,-0.7727147949678252,-0.6622174807574951,-0.026686225676035766,0.7565463423804045,0.05486006121012219,0.7686813702455388,1.0638150612306898
