,JUN,FRS2,CALM2,CALM1,PDPK1,RPS6KA6,TP73,MAP3K5,RPS6KA5,BRAF,MAP3K1,MAP3K3,IKBKB,ABL1,AKT1,SHC4,AKT2,NRAS,AKT3,SH2B1,NFKB1,NFKBIB,NFKBIA,NFKBIE,PIK3R5,MAPK14,MAPK12,RELA,KRAS,SHC3,TRAF6,NGF,CALML5,BDNF,NGFR,SH2B3,CSK,CAMK4,YWHAB,BCL2,CAMK2A,CAMK2B,CAMK2D,FOXO3,CAMK2G,IRS2,SORT1,CALML3,CRK,SH2B2,CRKL,PLCG1,PLCG2,YWHAZ,ARHGDIA,CALM3,YWHAH,ARHGDIB,YWHAG,YWHAE,CDC42,SOS2,PTPN11,RAF1,SHC1,RIPK2,RHOA,BAD,IRAK4,PRKCD,MAPK9,MAPK10,MAGED1,MAPK11,MAP2K2,MAPK13,MAP2K1,BAX,MAP2K7,MAP2K5,RPS6KA2,RAPGEF1,RPS6KA3,GRB2,MAPK3,RPS6KA4,MAPK7,KIDINS220,RAC1,SOS1,MAPK1,RPS6KA1,YWHAQ,HRAS,MAPK8,PRDM4,MAPKAPK2,GSK3B,PSEN1,IRAK2,NTF3,IRAK1,RAP1A,PIK3R3,RAP1B,IRAK3,TP53,PIK3CA,PIK3CB,PIK3CD,GAB1,FASLG,SHC2,ATF4,IRS1,ZNF274,NTRK2,PIK3CG,IRS4,NTRK1,PIK3R1,PIK3R2,CALML6,NTRK3
SIDM00538,1.7298063027335713,-0.2871128289122813,3.1694937328292787,2.1787509048899913,0.9353052893065966,-0.8149769653353458,-0.7991074296901507,1.7177661142902194,-0.2120560935073707,-0.3953294490220491,0.871952954595616,0.019040691368033564,0.1291032110526416,-0.14777481377152912,-0.30947928867909746,-0.8239665586544725,-0.5158027795848967,1.2886824118621416,-0.82723080264921,-0.19042678004922375,1.6434568316088805,0.025235677888863398,2.1701165509771587,0.3130309500307033,-0.7159097451314804,0.22333078504795928,-0.0598736764697464,0.18990054038431078,0.5416380452842011,-0.8571306719094818,-0.4119019861304265,-0.6997314548696052,-0.9034369670895185,-0.6955284024148375,-0.7019332983105572,-0.5738257055498748,0.38779602447752115,-0.852314973746167,1.9493897698477944,-0.7986074681005457,-0.8062835546042882,-0.8587478995466111,1.2593423681064364,2.288277776528792,-0.05220201521852972,-0.37946188243763035,-0.04977243131758835,-0.7158746944829979,1.5334970981940386,-0.7546749949664026,0.822628577554871,-0.5311149620662603,0.8891684806550659,3.3362360330875016,0.8577902728974518,0.4670029100989165,2.459644888950332,-0.6995598792048766,0.2133474555957227,-0.196783456676126,0.05476949533263673,0.34812974851321055,-0.49686067242993853,1.277471417187775,1.4503272400764116,0.9572245687015885,2.6315459210854115,0.7298525508942966,-0.31370916486173817,0.6050439266121189,0.48407211275382134,-0.8521685678274785,1.866027916641311,-0.537145438784629,1.9260235559978451,-0.1261232619833327,2.015135209117641,0.9164820959418207,0.21340980728532885,-0.03237060242917974,-0.7910753511856404,-0.3869365827182408,1.1520824440931166,1.9051665316082949,1.0849253227592255,-0.7249173008073331,-0.005614049348074764,-0.14203729372661858,2.6596850373636167,0.9898735833640715,0.5218947297181094,0.49010457437535737,1.7357635440627375,0.5746160095839874,-0.08001124799325363,0.7871920342453023,0.15657436704850988,1.4783696832365913,0.8590010578445714,-0.3565780001803293,-0.2903646783232384,1.8519482034176178,1.9542040175563062,-0.3414759718672879,-0.6898698983265377,-0.8153951900632672,-0.7586979510942264,1.0210085209000996,0.46412076621316517,-0.6878135542183365,-0.4610274995859655,-0.8598702703564902,-0.3538096780560948,3.600533041441346,-0.2339192244420518,-0.10123316577094722,-0.8628005106508656,-0.9286997424551207,-0.7830124775231555,-0.9002167075904853,-0.394748267442785,-0.20213289882395022,-0.7262955024572173,-0.7670155332701821
SIDM01140,1.1268627001368867,-0.07892346215536762,3.249901297418744,2.567798655359786,0.7536686779186087,-0.9076607406834079,-0.9043777800905249,0.005293274901539876,-0.521078311953303,-0.16849483328693862,1.14525467775235,0.09415061156820308,-0.26686925728502464,0.46142429408937435,-0.3119084966402353,-0.8547670816039503,-0.5303198201065722,1.8030395755563762,-0.5731792136943076,-0.4471855693464571,1.0465294817216002,-0.2628492227061761,0.9569748400818179,0.4678652793089884,-0.8777972979970621,0.25454038397529827,0.021177871291461335,-0.4545088899294956,0.8846941890565448,-0.660291535342059,-0.042218411853642016,-0.40302323036803994,-0.8111815233286988,-0.3317690372723343,-0.6121706243377808,-0.3322111074100398,0.04845957256006543,-0.9333136470623657,2.1653883461973686,-0.773035812331814,-0.8505428676863036,-0.8687665390655216,0.9008689642247405,1.0221030725423161,-0.13224666708074054,0.4077361097912993,0.3963346919763017,-0.8066566180012981,0.9644944093802257,-0.6140901178270415,0.5948807222677123,0.13132792823301886,0.6013828064961155,3.0725021865384057,0.20297723817643484,0.6617955656222357,2.777398687360508,-0.28956943295965354,0.06092802615692365,0.22099774632939226,-0.01690291027432571,-0.40115521028403645,-0.5418458115940867,0.8768954269157636,1.2153150680000708,1.0396004600124082,2.6994088289061606,0.8463904381928901,-0.5851823456963589,0.34959022990842464,0.40447268502584194,0.15873872038479067,2.5216917394421987,-0.7086154685012253,1.6298742611986672,-0.6335540680649143,1.8319546180110737,1.9070228730398646,-0.16218774506468303,-0.060889040616500856,0.1296971348811318,0.0618274121193966,0.955926088283823,1.8296910411659224,0.7235975198110824,-0.7938068300873469,0.15576408725841653,0.07957038524077992,2.3205834790881457,0.49669912156315094,0.5782279276601292,0.14463345068049352,2.0602629294157824,1.4625640792932597,-0.12237112551675011,0.5121793937125745,0.09052143420810518,1.379716443809168,0.5580094191421104,-0.9393238322637126,-0.5075473348658402,1.8761290358382927,1.5204836863475848,-0.5848328535384936,-1.0196816239921938,-0.7947701583354744,-0.6808715671898623,0.5338677023283556,0.22226406589790446,-0.6388071316129379,-0.417494465847896,-0.8266042042762742,-0.7063685442362028,3.274384152819251,-0.08361285038742823,0.31197846017434966,-0.8568487310297851,-0.864503831916058,-0.7787466097371716,-1.106935729872403,-0.5708415085371915,-0.4347500169778208,-0.7383414480901184,-0.7493205856516164
SIDM00101,1.7090303159076383,-0.17195118640839238,3.0847343841985975,2.062430873299749,0.9008487162234566,-0.8326006057796097,-0.8646609819692327,-0.11906482810285486,-0.6289048917816037,-0.3886455984733667,1.119156279114606,0.12130552099694916,-0.15975590004547363,0.5953409514510383,-0.2942623939862246,-0.8613275665203785,-0.5759939640698314,1.3314835913662146,-0.35358601068759904,-0.5622616680328726,2.0693109795747087,-0.2558881799207555,1.5383218649702637,1.348922480738505,-0.8628410029093586,0.12499718660078729,0.5994254012511504,0.13720214657567767,0.47424188333366274,0.9081540911906166,0.0855820156512467,-0.8160164081946961,-0.9351893447467955,0.7328244044763518,-0.7371631465213946,-0.2816412878519786,0.5991655190358912,-0.8032887586217414,2.2994991876668855,-0.5414649189174842,-0.7769937673221997,-0.6223434523714844,0.9557558557497928,0.9803357743659595,-0.01970467501035912,1.2174404810124124,0.7798198366279173,-0.8768863874411919,0.9595268893377621,-0.6418401983004767,0.0694148257890754,0.211792355512427,0.4312374508598545,3.0755470020121125,0.9598449223894525,0.15540471317278648,1.9104296832652086,2.1675677972988683,0.318937708780852,-0.3800190497855708,-0.35821609685056793,-0.2333557891612172,-0.556951996389843,0.9227294220296743,1.7422268921695647,0.9030058664355202,2.6958325046142453,1.5717646417946878,-0.20231371084512742,-0.15801001048557697,0.6129127702850053,-0.7723354107644366,2.739556644225705,-0.5133355675886166,0.9539768978686396,-0.6068535454194476,1.821664872894759,1.3662678452165564,-0.3883626366867204,-0.08607825252046661,-0.7350873427262711,-0.12297978891387995,1.3254451530903673,1.7639791632852693,0.34262190349756033,-0.42082580973058653,-0.32113060568293006,0.09699727571454703,2.577339926420432,0.5744162955592186,0.25287245376043205,-0.22136553378295667,2.033669741889466,1.1158764038261206,-0.3000408783287137,1.3535737122279456,0.04078493356388599,1.7488777779037306,0.40432496112829225,-0.24874749507867297,-0.5908869481777288,2.6250816044303904,1.0164878236558585,-0.6704301924950056,-0.923867195713862,-0.8489351545108602,-0.6497271797879088,0.11721314975574713,-0.3389266209898149,-0.51732085697471,-0.5541463760749377,-0.8585316000025888,0.8226884180619529,3.3533956007500616,-0.48556485525294535,0.04971151076229115,-0.8759581029061506,-0.875418383962662,-0.6898248179784393,-1.1017685408757472,-0.1771303252072368,-0.3636941704163436,-0.7958253659212139,-0.7807956647153881
SIDM00114,0.682682924219773,-0.2343881930340898,3.0475198743458347,2.304424320517151,0.973013499986514,-0.6978116201290976,-0.8519912901947686,1.4835212460081917,-0.44618441946635007,0.3501308993338352,2.0577859039337034,-0.20775853380132753,-0.03290878716744491,0.04804010190730107,-0.1170882920972537,-0.926706491410152,-0.3687019249168026,1.155612906969612,-0.5278357405508393,-0.4003340201300058,1.728374751392072,0.21617666438123162,2.150410972269691,0.749031568896666,-0.692934206146981,1.3281083877640272,-0.35544851566280106,0.13071520142414733,0.963734505865975,-0.9295409779498156,-0.30572297299099443,-0.7304344479413424,-0.891925777230698,-0.8508901015664169,-0.7893156404759653,-0.5520895853914033,0.04044078734884442,-0.9070792884391855,2.5812479475423467,-0.7980822207653474,-0.8791555253255483,-0.8338420341175536,0.05097749388762237,1.859298225289589,0.4468851043767536,0.9130378238410894,0.9685294255723893,-0.7630678944251198,1.0130154818401271,-0.7319676128191298,0.5479281182903446,0.08642233973322272,0.22581373326191678,3.236544649757983,0.17683197184198446,0.4161070197963784,2.1792786424768003,1.0535329705449075,-0.04706991640740311,-0.17712053249040077,-0.3450829423279431,0.4346849163169968,-0.4713382862862389,0.7457108460395406,1.4700168538997391,1.0940949699144846,2.4887926779482714,0.9514123777270976,0.4167079600603908,0.6585379663091255,0.6426700377227732,-0.9416563467713194,0.36179526409438284,-0.563048402662431,1.090841234322991,1.8795985299525095,1.721860584473405,1.1379472238888493,-0.11077873718603659,-0.30246100324329267,-0.5735130407912189,-0.10919593746519161,1.2962041184922917,1.6953360321103428,0.7322735647928739,-0.48972950414293603,-0.2836375540407223,0.07506045896705699,2.5166117337143623,0.9007180069405478,0.6761117179057753,-0.3671033758245254,1.8518654669615018,1.2763093584075977,-0.4144834942130439,1.138194444529246,0.1367415192796181,1.3134068768589497,0.9261286595283755,-0.6694079550810872,-0.6198909894697301,2.0987444284113432,1.7436898721556562,0.05908532528663199,-0.9246762094112243,-0.8649574020423881,-0.7840990562420271,1.1708615325947356,0.6995674807938621,-0.694713209579172,-0.2963470899389239,-0.8230681213202508,-0.011241029747413422,3.5580765649789656,-0.5474109538953302,0.7573184697200845,-0.8976782972814167,-0.944637337911312,-0.7001402081673224,-1.0722807373270884,-0.4937927302321074,-0.36521034659124485,-0.7123261285883512,-0.851565210626356
SIDM00102,1.4838401004799409,-0.1328289246272053,3.2184148285553658,2.085943093013085,0.8682943813400594,-0.8687733139325998,-0.8388972544193206,-0.1406476434614778,-0.539291011825837,-0.3986248716560494,0.7782982134488279,-0.07227151302158287,-0.013585063226981131,0.5686901295860954,-0.2995993913968901,-0.920856165708714,-0.6060401696857259,1.3950532192571927,-0.3884514290085477,-0.4973485984024737,1.5651066503096498,-0.37872399694367853,1.1844705500213188,0.9589329652940324,-0.8253753111505013,0.17913919646310683,0.31686208438131913,-0.0838213488401819,0.17737389834373635,-0.035918351191764994,-0.296152289899045,-0.6581983340486975,-0.8943746579426265,1.5967154862771709,-0.8371951094498887,-0.10365450854148825,0.2082401896328526,-0.8435031362935355,2.4142754200166623,-0.6438179580866448,-0.8122712955896771,-0.7912903636779643,0.3476658539425161,1.3501306422483395,-0.16389375549663177,1.097142077339739,0.17241721044306899,-0.8439828677002097,0.9827731187822548,-0.6549882830676348,0.10045171086344827,0.07429085638713517,-0.0037176138299370143,3.2973876156053286,1.1225807581170273,0.3327764084912808,2.0943079622229916,0.2529005566666563,0.43665623873764503,-0.09145549541552946,-0.21116390426566445,-0.2897025332456288,-0.447233047673996,0.4330900191299219,1.9368511358872729,1.2119842623353974,2.395185369168148,1.084992426402994,-0.1906432474343212,0.21189271284343195,0.6330894072694615,-0.7955383154649593,2.0526677290474504,-0.5982875047515666,1.4923266892172717,-0.4692589171664429,1.476113023313415,1.5209988149463294,-0.3299474417347081,-0.10365071762440917,-0.27639834194789636,0.06091110712996109,1.095981974528997,1.6434130282922623,0.6645513594128664,-0.6462101606919941,0.04967859160398957,0.4301315009454359,2.807758875595466,0.5777980847955494,0.26850586585154834,-0.3361787596882689,2.0880479760223145,1.0932180085515788,-0.408938183100251,1.7438353500297348,0.10292391123515794,1.8843600029573895,0.5496633252053057,-0.7484461556009955,-0.6384824502179937,1.9029492230157319,1.27374436516961,-0.6864977023479188,-0.9571012601693238,-0.8208557017762418,-0.5154774894244156,0.7131237148331945,-0.19098248726827988,-0.5500089381720711,-0.5713704382294299,-0.7244216680174468,0.6564875665078703,3.4400217418178345,-0.4087842049206197,0.6856322776340055,-0.8903288928135699,-0.8733925476269246,-0.468660227995796,-0.8497711923911254,-0.4751780982534186,-0.15656266540443825,-0.7370007101053726,-0.8491432110469488
SIDM01122,1.3235832552116407,0.13122949766270078,2.7112547281561605,2.44668146061471,1.2660130005403931,-0.8505492904018183,-0.8360667912380602,-0.7546897425328715,-0.6523826933872083,0.22403020561928436,0.8462809026940956,-0.23693792824343332,-0.18383757313593643,0.32157089970335284,0.06446788639141716,-0.9212357186284327,-0.18862781148461127,2.3671271723931167,-0.6677897147305238,-0.37607015621434514,1.6974789861293693,0.7360250531344008,2.4512630373729145,0.9879803163037723,-0.8400112755938607,0.14640247389756492,0.9067644796246195,-0.02718448720285786,1.1579710453004597,-0.9370229604172791,-0.388152698165852,-0.6946653980713704,-0.9279247653119995,1.0513690932590263,-0.7168939351313698,-0.28930538536341854,0.18218164956715704,-1.0981027022842398,2.360605303060669,-0.8475983128932414,-0.7919858152974302,-0.7671899428217571,0.48710721523718503,1.2062197444866805,-0.10232015907847428,-0.5061912099363002,0.9882772774107457,-0.7119020228751552,1.3420205343959977,-0.541893817641383,0.28322887810698366,0.189067633276149,0.33897557934541894,3.0114372701764447,0.744832056498435,0.5002165922451345,2.3878062589163767,-0.44917176123916597,-0.08481941727997333,-0.04967266885577471,0.06458752860250162,0.21645262062965134,-0.4516409288722139,0.8405460826921051,0.058091693935522784,1.1814099151524402,2.5193777888066773,1.0302812252968534,-0.14323630033801465,0.1542243804376135,0.8202815165699745,-0.9347445952847923,2.171662097706564,-0.3570944712869379,1.3528467954090149,-0.7095127102062847,1.359029815521703,0.9078855190316539,-0.29555912687109526,-0.18937322738478807,-0.8242920856003991,-0.24976131179577307,1.460896097488815,1.9353250630059562,0.4281160964594751,-0.6434159646050797,0.09200223349678402,0.6169884557668897,2.5427427582581266,0.6548481534042206,0.6668321295115641,-0.1643622255099055,1.9881250385817981,1.4216300031401135,-0.5513227315598711,1.010492301457518,-0.37975478696175635,1.4889906326840183,0.6903423406936886,-0.6117724594652505,-0.6196986198134395,-0.6340986501723671,1.4574180034273834,-0.5770152861992411,-1.0368556423325193,-0.4887629209727648,-0.7235928994126165,0.7148248650152448,-0.010225915734680357,-0.515235865463313,-0.6133669523928176,-0.7903778204994052,0.8788569000753773,3.5370306057159606,1.0258582423780482,0.559568866398954,-0.8721287763786649,-0.8424536181226043,-0.8127325482237164,-0.8027632596080884,-0.557350003536845,-0.44564821983109254,-0.6343104625210229,-0.8214687311234699
SIDM00261,0.21200879062207703,0.1742925941667034,2.867195113860236,2.430384579762062,1.0698248092310885,-0.5807694733859896,-0.7505078827500421,0.5479350166805012,-0.5244083706110094,-0.1675727030302056,1.0585633894845952,-0.0606708390499754,-0.19530238084238633,0.8512853802394568,-0.36017975551765274,-0.8960293460005587,-0.5425628439613502,1.285470848511631,-0.7800540074531597,-0.07108191130236359,1.3307700502676185,-0.3786230921370362,1.8883918970382607,0.23742106936049773,-0.7869605807273079,0.1298033496174843,-0.038652460504180655,-0.03563124169586875,0.9809450990375077,-0.9040188873660703,-0.09692956956506557,-0.7063677852880299,-1.0049851013939646,-0.8940690098544506,-0.3730363505273993,-0.25242480928094513,0.5838817946306271,-0.5724811599249705,2.0276653547099857,-0.6977336444738276,-0.8621158488931493,-0.6853342143704672,0.018533356200098803,1.4764488089791519,-0.16071593677636153,2.1654288375041357,-0.012995842670631594,-0.780693557615005,1.5901838652304332,-0.40339705574476187,0.6106330249438633,0.5020403210618327,0.20921932351736064,2.9748083503502287,0.9727958630608178,0.27113993429779965,2.324935261230893,1.5158846333416864,0.671222727726205,-0.1626851881516618,-0.1751083677072101,0.06715557204619425,-0.6141931759763839,1.4616635245668979,1.6550154533718586,0.7986004561985053,2.239030987760876,0.9936420470213493,0.036601795951284495,-0.4029396362194125,0.3217617842245312,-0.4147360502828808,2.7203755961778278,-0.6507909635844382,0.9604518785460419,-0.6560135742245528,1.045603561801778,0.5567737272476223,0.0591768352726033,0.25426829721257593,-0.44559595567881854,-0.1952759893427246,0.7792363415700713,2.051362403589389,0.007689611316032604,-0.7686814525026614,0.8525225369058375,0.7872201780464434,2.524356873487222,0.7847597269848436,0.6068781732208816,-0.23209096121923628,1.793871432673775,1.335614462786495,-0.4076592813072775,1.7564891153442699,-0.109585098360992,1.6058594111893063,0.6870224783182627,-0.9802018775951891,-0.6365931182008094,1.5164864109167435,1.2597723544706034,-0.4868842550121182,-0.9655611041372063,-0.8305531800188508,-0.5758203799459211,0.7191616883532095,-0.3367886656550469,-0.7592659276830058,-0.3435843631363126,-0.8000942150766379,0.13565973477009746,3.6965498163657267,0.4488585620407265,0.632089317454562,-0.744136371364098,-0.7472628299930861,-0.8008837540274739,-0.5156333432021419,0.11988484330864434,-0.32284026842293295,-0.8787603839603901,-0.8356413126771157
SIDM00154,2.034276892885075,0.23453598497417608,3.25580961191863,2.593137714927767,0.9788182990932894,-0.9338797375700403,-0.8184700798371009,0.05689657222599404,-0.7359537050880671,-0.7220988155856084,0.804295144467097,-0.037892234427441655,-0.1280009459659035,0.8824976713986293,-0.0933770597802056,-0.9490054417308663,-0.545979830260974,1.5394991925248844,-0.7621983329535564,-0.5606205943165269,2.100418852372771,-0.42038400482307337,2.4703875259757737,0.07777244258514489,-0.8585212336692144,0.21860945192699033,0.2618136041122834,0.08567483134257996,1.3414667082501166,-0.9232858823686269,0.16035994943520515,-0.8243869337339909,-0.8435954528761404,1.1276213969641153,-0.8049905762102205,-0.5499800833446579,0.04764918381530595,-0.9500527246982887,2.288311576334633,-0.7139440260237456,-0.6262187795263401,-0.7327905875008882,-0.28528226076092705,0.5229037939723115,-0.056871699142402435,0.9904602311878767,0.028886032823554817,-0.7523629958787761,1.141548221033307,-0.7372981979643283,0.38230821365694234,-0.05041935965526069,-0.3318750674453383,3.3214583713462975,0.9895688791761448,0.24931132486622498,2.7162048094731905,-0.40461335433292545,0.4584396087273389,-0.16488495273690912,-0.2693185736942522,0.15142337406544817,-0.6349399683650641,0.7107574292566838,1.5543899660393055,1.5987983955844853,2.8527024234645726,1.326558442711942,-0.0660633553502943,-0.03518948593908217,0.4043171657564685,-0.9226029819219327,2.5870012769232784,-0.5098381132374324,0.4288102237864587,-0.6142449230414545,1.087027537413626,1.0317384528758242,-0.21187232500939007,-0.32150697277886386,-0.9048026482031994,-0.3893134134669717,1.3028185479322587,1.783425631831019,0.34667114963441054,-0.37416497260424403,0.31511197283420894,0.17884182891218958,2.794152850425385,0.8338371637563876,0.3633459324748118,-0.04480306604383422,2.101317091588329,1.2470028961815507,-0.6668871174212486,1.265344699586469,-0.09303963033154479,1.8682323650732686,1.1470438019581104,-0.9807614723799718,-0.5611576290470489,2.0377788227364615,1.1640888854954319,-0.6863564931115482,-0.9829400426977957,-0.8913816635301376,-0.5967003250617744,0.8937474790542002,-0.1318539385768953,-0.6774799382455801,-0.3112861146623198,-0.8203635260838907,0.22503140363512017,3.4194361033975205,-0.16851013041091176,0.8043877854342194,-0.817063462012576,-0.8813627191351198,-0.7635469485210654,-1.0834788421669888,-0.08188170366773397,-0.44670475959756684,-0.7495482802766856,-0.8712864876484844
SIDM00104,1.7305170830533008,-0.04638189985716138,3.0843500859072877,2.136269052907549,0.7305226999117191,-0.8909480818204052,-0.8909995043080002,0.5165867359998675,-0.6961940723494784,-0.5009097234894933,0.7591575476416487,-0.08418488311130509,0.06268816075669824,0.6423413315335289,-0.15798054417580107,-0.8990958308621384,-0.6591689372693976,1.1267514981330335,-0.0859061242964753,-0.6707740372105163,1.9603098623790889,-0.41821435138419183,1.9761830237408378,1.196679558667409,-0.7963605259101457,0.4850297588167362,-0.015584359468254176,0.10458099880323313,0.8551083429345261,1.024347574334058,-0.10873006831537618,0.710675879168267,-0.8346578957955877,1.8412315934594614,-0.8293706801546276,-0.2177240546516401,0.07976907967958494,-0.7386329182324499,2.156300396945558,-0.7877033514644874,-0.7733466124052916,-0.7473350142033651,0.588496779858737,1.3458579659539815,-0.15873238001206938,0.8043189535034482,-0.22492110523550934,-0.7809703411955563,0.7388339854910327,-0.7784440910094992,0.3635074692415323,-0.016043749434349244,-0.25092149100197064,2.957027749501726,0.8203113288649355,-0.422019273255294,2.204040455461186,-0.01592674253461282,0.46051993247488265,-0.29727268777929183,-0.09633372631323285,-0.007770006930414222,-0.2510532704653326,0.7179178068296951,1.4755174315169681,1.707056245477627,2.5556847310718243,1.3047515970687988,0.25015318862561314,-0.031060588067177743,0.5607438648569538,-0.8009631704331839,2.691443147123778,-0.6972555870888062,1.5618762939297497,-0.4561013492481528,1.6096289004713025,1.4668568386777674,-0.16692778578021084,-0.061928493132956015,0.6465133249276453,-0.37907018987270286,1.4823802112618718,1.5490772985164054,0.2557634555983044,-0.6541853637607336,-0.35853380995865197,0.04675902250344407,2.6726090415411665,0.6372980917025179,0.3477555433159035,-0.2529169406778554,1.8198992925121338,0.40515347812023517,-0.3180487228705898,1.5685086532203243,0.21080683145020185,1.987041243823692,0.7698583715571823,0.3017821238701347,-0.5721456794649026,2.1799763675651778,1.1546177183474267,-0.6977328561059671,-0.9619587877852768,-0.07543625312551741,-0.7259085912398182,0.777177265097798,-0.04065631824717853,-0.3770292179818483,-0.7130305992270475,-0.772652369306369,0.10597417673010573,3.4820514249319974,0.25520729088704086,0.7385052052974554,-0.8615724014602125,-0.8003283384783919,-0.6655283161725428,-1.0691247183030266,-0.3800244858471662,-0.344607199598009,-0.8384056415356802,-0.7927525079397654
SIDM00267,1.5972289825389134,-0.3225148415695089,3.112899943730979,2.407000058635021,0.9892371676643832,-0.9171500150284866,-0.7882262258906952,0.8610891076591367,-0.23208696811290686,-0.020228460868225884,2.372589010265938,-0.4458837465428227,-0.21728493132696478,0.0785074402952296,-0.2789228389785299,-0.8876128604185552,-0.51856636634975,1.1329318706205005,-0.7759699469345643,-0.5426698082853929,1.0420196797868875,0.22397108145766415,1.6957808669846315,0.3746839124336465,-0.7651726845061156,0.4696660679187385,-0.14995833659465072,-0.06718568996842987,0.568770305448259,-0.8344513145659715,-0.6375572642284433,-0.7243098550318031,-0.9301616372268232,-0.7964262688608612,-0.7320314928964454,-0.5997060351979315,0.21347882582790734,-0.9476977628701041,2.3688107273146173,-0.7419197532755816,-0.7194267252580976,-0.8486471913124946,0.81276485070053,1.4471528475466957,0.2072488841279039,0.14372333219300557,0.5020746422406689,-0.6705231960665642,0.9865278540195077,-0.6514755625628049,0.2836991285421626,-0.10168248990940537,-0.22615596622122366,3.2966092784009926,0.2582310148627389,0.07312586023917673,2.2566493888436034,-0.18337437181264649,0.3433471125945128,-0.05388956363298475,-0.27475692731625334,-0.19114592385604293,-0.4357179037269606,0.4989044465068157,0.6943562051820558,1.2243396597176945,2.4858245316715504,0.7616068728235708,-0.1993885411595469,0.689240439742142,0.8519992204955543,-0.8037590547551653,1.4409466755818658,-0.6437417960283764,1.171266102465666,1.0424817608681596,1.8086478014921823,1.4415898866838415,-0.2170773803335082,0.0648746963678862,-0.7062411787694477,-0.4241434137031804,1.112430057385198,1.2645050426074955,0.20307675785838694,-0.6162223768931697,-0.22985895113923868,-0.23531907833979748,2.493950595062173,0.8580494165100331,0.5494160832424906,-0.03160001374387028,1.8653895370944384,0.7857078789449276,-0.31066929176283525,1.101074095329939,-0.5732333289776032,1.2690552851355754,0.6415881293267205,-0.8751687879894089,-0.5716135976338752,1.8661051980778802,1.0424049719526314,-0.578414615304893,-0.9636162250748688,-0.8665727128732611,-0.8232628270065822,0.2633099305061805,0.12423005640118817,-0.7537687508504943,-0.4564488093452022,-0.6794983632288736,-0.15958194469281392,3.485377314458254,0.803333963099902,0.4399923556916307,-0.4672270418713086,-0.8385187382391202,-0.8028693833243308,-0.953370682441881,-0.30567821777031673,-0.21430984142540802,-0.6733227319766937,-0.832700104105771
SIDM00100,1.1295669927049383,-0.10017955585281756,3.2182810594102698,2.570039149569035,1.3303826578614375,-0.6512025719063733,-0.8720637249331276,-0.043697638962136215,-0.6822396274698319,-0.34563860183237766,1.0261235458424618,-0.0699031369873456,-0.26850803104457516,0.3764067243859622,-0.010417331180112075,-0.8616205747567368,-0.4709432775142222,1.596220738379266,-0.6940811579029966,-0.21165713724566293,1.715441432690348,-0.3403266470793839,1.5531400832218638,1.0680909775780507,-0.8257987003101517,0.4260139819285977,0.27900257432955966,-0.3254602359179757,0.6717725275055665,0.7415417816699587,-0.35401923390641427,-0.8276412441916546,-0.8323184722514769,1.2369997223545162,-0.6768937971512087,-0.1065279999060933,0.20665941543406893,-0.8255740455194795,2.4058465921585634,-0.7718479937097654,-0.7031506825593125,-0.7931033830574955,-0.0061610957969576805,1.3025861524937434,0.005130386444788241,0.8977540629242188,0.2349104218194512,-0.815064086545386,1.7203462333745996,-0.7410288612909959,0.549289641558971,0.6000139425402389,-0.09789372177103169,2.910074774141095,0.7565463423804045,0.6416525168893865,2.306659406566066,0.05486006121012219,0.5555163743054031,0.09539915695242433,0.006060733581070661,0.08713771911516109,-0.4776827491449207,1.3063439116973687,1.835054256810214,0.06550488441464841,2.538736495119506,1.2883559651562064,-0.20905776885428554,-0.19143783216000276,0.8658139879339964,-0.8236940110876397,2.636056878615396,-0.6357310167314895,1.2891398342472582,-0.6683660382099329,1.9134497207734025,1.047759680362743,-0.26772636628157254,-0.31829234864466194,-0.7442967564876595,-0.22025945952539377,1.5793555319691035,2.006716545947936,0.38866305987935745,-0.5633179833190909,-0.024874490634460455,0.3055835547960275,2.737606800726682,0.5051896934527652,0.3996411674339278,0.30510854788042996,2.037943382399428,1.2432875193909378,-0.44681324403435646,0.7974070633296958,-0.25263727169643435,1.6382129115637354,0.7447890480159639,-0.8848067343561088,-0.6614257567781467,2.288031674827384,1.5910376502047479,-0.6672453818496477,-0.975935707110291,-0.8264788447548664,-0.3665525404789583,0.6888437146452333,0.45002158474045056,-0.730966463370778,-0.703934131333426,-0.8403583841689501,0.0456146398383433,2.904111758108007,-0.6317704527127895,0.8019619760474737,-0.867518084589999,-0.9346492561462004,-0.764010311349732,-0.9223921747896107,-0.3696228243866325,-0.1210862121459311,-0.7024330143547711,-0.7876583782139527
