,ATP6V1G1,UQCR10,NDUFA4,PPA2,NDUFS7,ATP6V0A1,ATP6V0B,ATP6AP1,MT-CO3,COX5B,COX4I1,ATP6V0A4,ATP12A,NDUFA2,NDUFA3,NDUFA1,UQCRQ,ATP6V1H,LHPP,ATP6V0D2,COX7A2L,ATP6V1C2,COX5A,TCIRG1,ATP4B,ATP6V1D,ATP4A,SDHA,ATP6V1A,ATP6V1E1,NDUFA4L2,ATP6V1B2,ATP6V1B1,ATP6V1C1,COX10,SDHB,SDHC,ATP6V1G3,COX7B,COX7A1,COX7A2,COX6C,COX6B1,ATP6V1F,COX7B2,ATP6V0A2,UQCRB,ATP6V0D1,COX6A2,UQCRH,UQCRC2,UQCRC1,NDUFB3,NDUFB1,NDUFB2,NDUFA10,NDUFAB1,ATP6V0E2,NDUFA7,NDUFA8,UQCR11,NDUFA6,NDUFV3,ATP6V1E2,MT-ND4,COX6B2,PPA1,COX4I2,MT-ND1,ATP6V0E1,NDUFB10,NDUFS8,NDUFC1,NDUFS1,NDUFB6,NDUFS4,NDUFB7,NDUFV1,NDUFS6,NDUFB9,NDUFS5,NDUFS2,NDUFB4,NDUFS3,NDUFB5,CYC1,COX11,COX15
SIDM00343,2.2019159324611035,3.21137237687735,-0.5276529164083208,0.11564286694863771,1.7714308091566182,-0.31508845058646356,2.127064361380302,1.9452213751933474,3.53022817569201,2.7219649254071134,1.8972626453492798,-0.9486678047126001,-0.5812957391660153,2.3224808541043815,2.7120465019320767,3.1986142580793344,2.2369694535550066,0.9923957658481581,-0.20758325748722375,-0.7529134684519457,2.0516303108440495,-0.8896433732987478,2.484929861883388,0.09836244638053634,-0.8689632490810341,1.8147762638781628,-0.761447800713158,2.0592745401457706,0.8029822845276348,2.515476054383782,-0.858522540063059,2.1458868190524703,-0.5495687650837915,1.110557135292972,-0.33713069533468043,1.9868137889953958,2.209699172751887,-0.9635517985967728,2.9947649296221783,1.2151076966594632,2.8905727376359778,2.174422076048339,3.031514299634867,2.4234486832379067,-0.7810902087388606,-0.26093861312452793,-0.27796157861345694,1.2184072050600618,-0.9158352728597293,0.9193472242850502,2.1911511625381004,1.129796593095773,0.8196337842270842,2.6651730562913962,2.7783430898310915,1.7392467447112097,2.739058253658549,-0.5648381279233973,2.282766816550597,1.920740935080517,1.0641157964418988,2.7814460443631495,0.6239073202305276,-0.43610295119589193,3.625679690324979,-0.8153818528878733,3.2302519707856217,-0.872858085385936,2.4585092112770557,2.3147973373852677,2.0338018294373055,1.715111461897338,2.5396316305835023,1.3732927744519043,2.117210109529638,2.7876863928902647,2.408708187340827,1.643370734302632,2.9138389704802545,2.2902163437508314,2.4879680829669315,0.6967024367944831,2.9674003117940226,0.28101645887174453,1.9339227209541252,2.5612563556470067,1.106291650599352,0.19338025679404922
SIDM00543,2.8101313197544733,3.1849581830295337,-0.314427100071903,0.49786497488579556,1.6560725552592095,0.07129058211752788,2.2619137403375236,2.229105810775803,3.8313618979354307,3.2143040025579683,2.1691017218683304,-0.16685627198933395,-0.6505222666843324,2.5831750443354133,2.9384535333527824,3.1380189156059375,2.3784828175426007,1.861688362872069,-0.13887052858956328,0.36176747135558274,2.9977299032964257,-0.7451376434861527,2.956442753702661,0.08634984264977481,-0.8762143581972613,2.195482098734904,-0.847116026345824,2.4672619692168394,1.443935279389906,2.9131745101416033,-0.8866144840108671,2.2858670282172397,-0.3438838497115664,1.5901497713518162,-0.43745608715202894,2.2289418210388825,2.547831019931461,-0.9992032395072941,2.969603634146172,-0.8907891540444722,3.0317929546989335,2.325655178466867,3.286245458970841,3.150122518959443,0.8315845577000193,-0.12229417410551777,0.1585365776198552,1.9459968854697425,-0.8386262243299244,2.093973166266723,2.566873298285688,1.89085464614353,0.7797429189891792,3.0510445541006446,3.0755154563081426,2.276295006693829,2.858933418612611,-0.45855237681535155,2.5257126097182687,2.2811468363330287,0.7565337572973734,3.1873752820013337,0.9012553894983466,-0.32399806690288774,4.121656960919625,-0.20020027618425904,3.013258246162492,-0.8661132235854233,3.5010974304961544,2.2866947190752644,2.1534249566546433,1.6428666045896436,2.6506145732940714,1.937550843543603,2.219114730615781,2.6435314093738405,2.2643097947495563,2.253549275600419,2.613739835063296,2.4282872688912285,2.6147710276235565,1.1181397914851186,3.0586605258806667,0.5618154577540567,2.7848834564603524,2.5818097057347438,1.0841508853131454,0.8193814410664
SIDM00537,2.3883510201035283,3.055464076902724,-0.47545378557194695,0.5980588447491254,1.8696059019757767,-0.48992519882374735,1.6922786666683556,1.457301655002708,3.784553702405628,3.1601087610525944,2.299080272616145,-0.8989560598078561,-0.61921459882809,2.2086046694692323,2.5601144831466307,3.1447004311786406,2.406959841570776,0.982347586171338,0.1229113255937665,-0.8690868336845544,2.594310345316527,1.0356171930942633,3.185611223543487,0.8079138062056881,-1.0208540509807604,1.704914764824853,-0.5693557281850523,2.237361693489356,0.6894424127201124,1.7660250029670406,-0.9718074675956926,1.202695582878538,-0.8910361395487322,0.9084744609395686,-0.34330715818900637,2.0523708782459322,2.2360055735256417,-0.9608319447591359,2.8603429585233866,-0.891699482485731,2.8191270664308776,2.1850528944936167,3.1771073536948875,2.187047382292917,-0.8368399265926568,-0.11248231272392072,0.047273877305433795,1.3044528950524366,-0.8576395764388253,1.5261710669960822,2.7079587009667025,2.158709920421233,0.7189551134483344,2.8011495011192706,2.9266154920942857,2.2555039054059134,3.0217600292154603,-0.632632545201177,2.1742484389227767,2.234891229244688,1.0345654399951405,2.85854635675085,0.7518102874671063,0.38844969019652337,3.8378078490449927,-0.7802234859434513,3.6251737696965134,-0.8098821421423027,3.3306459217132747,1.7042855885446266,2.3984202599352713,1.606281178055117,2.8418026773735408,1.7015831269925508,2.1125070402387687,2.438336559981009,2.4427699812709203,2.08920188216753,2.729326010083316,2.391845339799691,2.780384172600869,0.9291655946916477,3.0541482566237996,0.41926721725548566,2.509333711865976,2.298887575591057,1.1288253280742142,0.8418529590085619
SIDM00332,2.663614814757083,2.962844049640798,-0.5726656581119056,0.209117938329753,1.698490270587344,-0.36130493330273766,1.5843451374611335,1.7960450879464653,3.6960957547217763,2.8174326077173992,1.9104284434433039,-0.8978777517297271,-0.5585017921150426,2.132887264619237,2.4684074466324857,2.9155991060963133,2.095804682479393,1.2241589019783896,0.5505672621706253,-0.7739226396748201,2.7709659635503403,-0.7357400130130668,2.6901471134989094,-0.20559706102052144,-0.9224297668706197,1.9537529712511035,-0.6784965118981454,2.401963255846314,0.8857946151276325,2.0330791962046186,-0.7911197854282589,1.0624174275213232,-0.559056445297928,0.6303155924633096,-0.3251408134613693,2.019673596504313,2.4277548631747483,-0.993531082290541,2.738838516601861,-0.8635576695068604,2.807825626253428,2.1394277788863842,2.976266071034335,2.5874602857983113,-0.7912044263071174,-0.39422157017456455,-0.36471160546384396,1.2692907616964393,-0.8908883935155784,1.6204403785609893,2.718225869475994,2.1458210456626117,0.675316162958753,2.8322476675388746,2.7415427825511833,1.9692373232355154,3.138566899495409,-0.5179468115003977,2.4598883398331166,1.986514373882417,0.8256664300014341,2.65856040100185,1.2411839491423475,0.5550775628484829,3.834297888078172,-0.8057893804663109,3.2459297115146986,-0.8900085498990272,2.7742084418403543,1.9034426983177934,2.7080787763500718,1.448557660874215,3.1128370268650323,1.2878402367247097,2.220169652566813,2.8233876529640596,2.32703466180301,3.0834025760734898,3.010435204815099,3.0519562854770554,2.6515061405936744,1.0205709268691574,3.099953495441977,0.2990136586011419,2.5402048263531607,2.5521708563360206,0.491469228192369,0.41072386596420296
SIDM00299,2.583929115336523,2.9099475626031754,-0.6367412009926912,0.1769793320433552,1.5991577708046443,-0.5883111577917057,1.124585690917904,1.4595818754645322,3.6399517849714327,2.788658912149402,1.9692470905318762,-0.8731537890242119,-0.7337858793488384,2.207284871983663,2.721050368970235,3.168833993554232,2.297918638163264,1.0528066780889256,0.01880956304212441,-0.7066411973881876,2.3165677170973655,-0.7801801319196671,2.7208664518716037,0.6210211302433476,-0.9291182847729966,2.158543888737693,-0.550081308921601,1.7544839059817183,0.913748101464683,2.1623024756739335,-0.9023246569196555,1.7162670846680774,-0.7706992172764514,0.9662085059661456,-0.4950727080366925,1.5624733556714954,2.33937804374801,-0.45811256651812793,2.8556514171014142,-0.8640536043493228,2.542979716952704,2.0646666191657594,3.0823622774131523,2.4991007826277625,-0.5965276363684999,-0.21443757302526836,-0.2795714386146467,1.537240596086936,-0.9236186622959649,0.803068938497527,2.2105623798180605,0.8339220187535653,0.6758252306949081,2.8222808878064716,2.902491262478844,1.8262055530618095,2.6077176112028013,-0.5487075459052242,2.0465042186915974,2.0485278681075245,0.9921712445945899,2.423362224395897,0.1328285347510148,-0.1763258154377989,3.716919215890577,-0.7218865343434862,3.248741089384613,-0.7631848780713872,2.6091930959540077,2.1412785209776883,2.000572546197584,1.6488301565653602,2.6762760215067316,1.3537593265710397,2.2921243835038316,2.361112906444606,2.268967970291007,1.6416118479304043,2.5742767152539003,2.16168719072116,2.6054342699115205,0.6373918228446513,2.8976398833590755,0.27534799224095075,1.666751607094631,2.318157486709013,0.8768622364011514,0.4465380829703783
SIDM00308,2.277489181572446,2.799547926897615,-0.517427680051271,0.6556692428385167,1.7344172164355085,-0.046771680574387055,1.6865681352955457,0.8923695974385065,3.572584249172254,2.5795092904555057,1.9161733902729485,-0.8505261176779174,-0.774065216170668,2.110464540082718,2.548629341691291,2.7845045103555894,1.7101781113262968,1.4528648937598354,-0.49427610255103843,-0.8524053321621717,2.1462890917426583,-0.8438859195766123,2.7372681959970264,0.2132450328755543,-0.9110575605119016,1.577127592729664,-0.8071878420270597,2.028533683709616,0.8111724611810154,2.082008372961791,-0.8303142054058122,1.939932058574481,-0.8546673972679197,1.5889589093251553,-0.49968982778983345,1.9102869210682736,2.2245417484612853,-0.9152822865978171,2.690292109471908,-0.8779228009880066,2.9734430788431845,2.4076643043364885,3.149687046575317,2.003650595888379,-0.7777340108894262,0.4523569424836644,0.06863126466439874,1.223089359751707,-0.6816504149384421,1.3745337283593981,2.450213573965195,1.1497915731875805,0.43446076865155414,2.608401731795023,2.526384459802037,1.8278886029706076,2.7354497796700623,-0.7434967326321842,2.359539797341712,2.02671570452413,1.1648536827114473,2.2175096806204344,0.7141934154106694,-0.2683929560413457,3.4654601183438922,-0.38609870640157273,3.220103347177681,-0.6920719058265219,2.0816221719234806,1.8442840264650617,1.7989633529289968,1.6282114527929494,2.6140869454193494,1.366582516117559,2.1393880152942457,2.6145104276142273,2.3729790889182283,2.0474575917909177,2.3538635997934327,2.6980551441234852,2.675201068606243,0.8712246304030176,2.876596495000462,0.2817582139110973,2.0467959173759938,2.8775243457825264,1.1617206636430224,0.35673868127709263
SIDM00227,2.227303676179249,2.884485863374429,-0.6680870398126846,0.1114530900437761,1.4293862314971932,-0.3423842499189537,1.4228882774159866,1.3935304570752454,3.662069625681488,2.9119050365388,2.2194390720095263,-0.8045793808904327,-0.5429996280328888,2.0401876331131215,2.5318048945098557,2.9859959727176406,2.261527618044966,1.2186639994929231,-0.3484614831266775,-0.771538326186808,2.745000598284897,-0.8370679667569932,2.35883259386339,-0.5681197343712369,-0.9966497563197149,2.0177753079740772,-0.7790510949279035,2.008295520390353,0.743483830661253,2.3601149260459953,-0.7713929115708401,1.1037198148645344,-0.34454297604406064,1.1054851458944477,-0.42277274649246327,1.238375537978074,2.2949689482261255,-0.9309704587623661,2.7617476997705985,-0.8336994609085878,2.8682910698596045,2.099483513273757,3.158220719020903,2.268229946798561,-0.8384469477169668,-0.03471265386831778,-0.13043611509356876,1.5040896351493362,-0.8680156263559867,1.4750700455916,2.4362295304664463,0.9678125111023465,0.4526070110630386,2.413693220526936,2.564321462594826,1.8296323307276037,2.9982033576266267,-0.6609997292458698,2.301154124055284,1.918635300410045,1.1453144521339607,2.2524821789842697,0.5772090250450009,0.19798497332287662,3.9141437895339832,-0.8150140301855295,3.064454310026069,-0.7897135793814231,2.9690910227315483,2.178130745694871,2.161090493399974,1.5465313833227208,2.7623360315364813,1.1117513580984535,2.1487397703171096,2.617122270476594,2.525289555659808,1.9215654331258722,1.9942862387141234,2.3340736220411054,2.857107848198984,0.753904214789341,2.827520951034613,0.4788129282190986,2.2550242543109493,2.2505988975096067,1.0058028354453217,0.4746833222516712
SIDM00294,2.328555623845546,3.3322182566125615,-0.3805387255954292,0.07187070158325705,2.2539364297613234,0.34087736147276415,2.7647379014841373,1.131601153808884,3.7239016925715025,3.052627777122295,2.2079177207566234,-0.9905410624984649,-0.5092871604312126,2.1633338023531463,2.673040894642441,3.0751108364964383,2.2854857586127704,0.7836462965258213,-0.5227734005420298,-0.8062425825703202,2.134531841127138,-0.8090215267127336,2.918404989701541,-0.27688636610678274,-0.8457470027838703,1.8662235399692904,-0.9365880929938428,2.2118484317357363,0.9801422992441913,2.107648309049185,-0.7873638136304209,1.6201160238158707,-0.5890344073704421,1.0930391600405664,-0.49438597763689873,2.268331163351057,2.0214112965617512,-0.9196694463766194,2.9601912883275423,-0.9355736838237101,2.9074026885449658,2.580610175012658,3.30969275556465,2.3523726762852992,-0.8696391541905379,-0.1514798776837496,0.007493394590847443,1.448478316411945,-0.7952860898351501,1.4560612838292495,2.3223658833407548,0.9671515187561147,1.0336149362255798,2.872303126655269,3.076717641799982,1.666919236549149,2.868846278242631,-0.41226667899778197,2.861270623446417,2.0482636966793133,1.418800418897947,3.0504282947611094,0.9736166331058327,-0.25953002900330485,3.7475827783631046,-0.7195609591907699,3.3329043935672935,-0.8110007455128202,2.8738978195196103,1.3268787842797134,2.1706359083777595,1.5573249283842883,2.395548496933475,1.7328606165221592,2.553439263666378,2.741329549828648,2.8676235799947154,1.8763784509087107,2.9547885443547286,2.747624218853549,2.9207937834630897,0.7997814126806132,2.9154950127589645,0.4665152469699857,1.9499582032384537,2.9463853390528736,1.4104414632829276,0.2877973976355527
SIDM00677,2.7464073883291205,3.082854071170426,-0.30268518838289477,0.4039773288912919,1.6348194102572715,-0.0686862685004523,2.022489892738447,1.015584555657097,3.7125979592606937,3.1559527260476554,2.1071789984561433,-0.9619035119686478,-0.4725959785708959,2.319488000478027,2.6802647292289294,3.096151990866022,2.697855117236424,1.0962265244561114,-0.24661003169687787,-0.8331314421767402,2.265899030682552,-0.14412002379522665,2.986882849332168,0.7448428030936551,-0.9734189626645583,1.7527332903756907,-0.7288299202566553,2.3184138785764574,0.9059689547841793,2.0459006605438206,-0.8732420329074929,0.9502253694553155,-0.8141231691165688,0.965845291874775,-0.3774029413450419,1.9394090979165326,2.5498201820148205,-0.8975130319454018,2.9357750742625983,-0.8691136347085466,2.9048850693768142,2.2882147471621277,3.223196881258192,2.6214293472682844,-0.8577947071571146,-0.0192080463623826,-0.2774626072964541,1.6272196094937859,-0.7910205180090237,1.558919488537178,2.4106113680308945,1.53193065311555,0.5406829372616313,2.733696386555908,3.0530035959683257,2.03717530412878,2.87492648946157,-0.6602693206551808,2.255635326604322,2.146232140521345,1.1657129477659414,2.574623864094332,0.8320857503960346,-0.2957926928750301,3.834987228956992,-0.779136204747123,3.42924146508506,-0.7573262708278111,2.9630740422702386,2.3395198006288767,2.051849838426574,1.5105311639592207,2.6012483520670147,1.5298410538340745,2.3205400545440806,2.5399255235046967,2.292855285559917,1.9636680059355611,2.846030968680195,2.272836686159134,2.514243188823851,0.8931045578999296,2.9896532069585997,0.5311127685090272,2.3160062978638822,2.5998949231270903,0.6888016566912388,0.6593942895898887
SIDM01220,2.418901852427688,3.4224687327357066,-0.1684417270409286,0.4215965849881867,2.139366285588966,-0.3638857860821995,1.9517964673830026,1.8693560435584042,3.5607379026953105,3.08537263652432,2.1183839946578527,-0.9308365253617924,-0.6666291607752157,2.3013826800619013,2.724098273493577,3.2309694763927572,2.2191896867243646,1.3062955676169297,0.2847839678464177,-0.30269692493230155,2.5172314274285505,-0.8869773950616295,2.7469591435260567,1.0994671991220908,-0.8555623856783928,1.8384025392633752,-0.7227339627466419,2.473792802601558,1.1020310043694195,2.538311568869371,-0.8058316176923074,1.446470556112911,-0.4416366813597937,1.3890018723647468,-0.17478393846888524,2.225733532997016,1.84438057133326,-0.8599272465038177,3.0955598958700534,-0.9546163436310534,3.0050882474287737,2.1324322568621654,3.222453640353778,2.6591219127519845,-0.7142774095723277,-0.21661981442432765,-0.2864863690397959,1.3221385586638736,-0.8926076094671007,1.3277125439347433,1.64518095919561,1.4189659656797442,0.988613094672612,2.7371007001638867,3.1131544476862576,1.7298740200968064,2.461433112572229,-0.44237412935946213,2.538459397173379,2.0688592147843576,1.1245575829927477,3.1499985480970176,0.3813446901526673,-0.2721018345801302,3.774553293621971,-0.6140748819729429,2.9066762615323087,-0.7489707372852511,2.2000651925413695,2.2567054441104286,2.080661283885836,1.5756103873929044,2.835707488764844,1.6596588343439937,2.5204866861492565,2.606593675237926,2.582057064377004,1.6156687508480736,2.8924950809114645,2.5059556293297844,2.814844069511302,0.9271499303681666,3.11242148736523,0.4243563076357532,2.4800942032449713,2.630361818018079,1.0356717870353034,0.3885538999720711
SIDM01259,2.6324222485525324,2.9054864534384683,-0.24527715292860544,0.21487202340097122,2.0473047196191088,-0.5110080677245545,2.2108518387998393,1.2663212365788201,3.380134271732703,2.574207505418583,2.1403978313449112,-0.8725650784720103,-0.6495621465947585,2.1564862249725505,1.760285710612422,2.5779852222627717,1.9841874837452786,1.555573741951284,-0.7502396932204676,-0.8202616608412819,2.4274387683213607,-0.8432028111481978,3.141966494042574,0.49931515931051423,-0.952655279904083,1.820736782896231,-0.6772998610460444,2.4968982767249113,0.7879297503373281,2.221568545602675,-0.7127904505641325,1.299453506495697,-0.864202255987266,1.156911767192067,-0.14531968261411887,1.8720191304224614,1.87499563490617,-0.8309485326735614,2.787186619113307,-1.0887184193044477,2.8292189184779333,2.374091813881528,2.9267284994623894,2.073346132725992,-0.8364465963306592,0.20426981187824256,-0.11884158304162833,1.4221451030702,-0.8444703578271275,1.9706038955965124,2.5150061357073126,0.9881823237651679,0.557410022370341,2.7745260056652414,2.491477566679811,1.674107767049572,2.9652953451894626,-0.37153309702870285,2.216841287510036,1.9521132381110047,1.014349931357105,2.501224318900531,0.28849849756870877,0.3977276524540065,3.4774046523443762,-0.7989693555223512,3.3086412378521137,-0.790748272026497,1.590625559605123,1.506532221301411,2.059066949334478,1.3641585453028682,2.507308517199728,1.5584940241756122,2.1806574675722086,2.1458918394704014,2.0807532327285783,1.8339992750312204,2.8915066363077044,2.360524745811779,1.8192905070354686,0.6831083229080158,2.9325545362740373,0.48015351412863927,2.2150337316103483,2.9408944176760925,1.0697444084162775,0.4901781233982259
SIDM00680,2.5010784182329124,2.913092716526537,-0.4871067284107854,0.5341593150191855,1.676034055650448,-0.47086428656042106,1.6709512094097485,1.0793356684759063,3.704447732999058,3.0638418600443096,2.1106188592973876,-0.9325440383956322,-0.6481325248635088,2.017313791396177,2.525519116360715,2.8420279132283017,2.414247342124538,1.1564867098972385,0.17351874691146243,-0.8299342661863233,2.706947758001051,-0.7477304216500078,2.995736051666808,0.41095004320891265,-0.8907313415924846,1.5243144670213953,-0.8101136501092802,2.1639455401379397,0.6382521572650266,1.9653166069164667,-0.8393975896807253,0.9892024738605923,-0.874941080533557,0.5390600310516381,-0.4402386338547821,1.9341858991564223,2.2669366467174674,-0.9415155470865423,2.7396638573913954,-0.9482156673886059,2.767112867930763,2.050983401208352,3.0055070365467538,2.2180587188478156,-0.8623044672952266,-0.21057783361928578,-0.17184461114797597,1.2800639421792503,-0.8834453511059207,1.6211058486568763,2.5846023339631894,1.5160287158580044,0.4568407083662266,2.8504885417880903,2.820360230372,2.049589951328321,2.8986922949418883,-0.5732406186789583,2.4580257482739967,1.9648149446152499,0.866892779995916,2.339976516299181,0.41707461963369014,0.07489423601956798,3.7642216645057895,-0.8322843834469354,3.3514464959792263,-0.7825310990974773,2.7270315921988764,2.0824483668973848,2.375001908460947,1.537668099405735,2.8484037373571818,1.409941271173482,2.003830153446675,2.523404672800076,2.3422443995435898,2.005121816237387,2.456897161282937,2.4368371720847386,2.669064443808372,0.7995312005774043,2.9593077307323314,0.4016564212619691,2.0632659857787248,2.352536912006598,1.277471139297984,0.7111495745843947
SIDM00346,2.334491509944091,2.7625342234803183,-0.7270386825991159,0.2679102490873517,1.6236524126582617,-0.2147209062253775,1.6769390978743548,0.9252238610832665,3.7392852702795367,2.574594197912334,1.9998827598794426,-0.9361245642077736,-0.3971691991048248,2.163523377572327,2.095983081032667,2.6625351666278823,2.0280966146667248,1.536474288465066,-0.4374094340285766,-0.8920117080710097,2.4016474460544495,-0.7250500202016951,2.8323941722653836,0.45991328546405147,-1.0229444553665552,1.0650579497190615,-0.8437326727460457,2.089830377189515,0.7211449524930256,2.525234764825201,-0.7306146977672736,2.028792911564155,-0.8711897972697861,1.5582716838875705,-0.4906002542700396,1.8608027260065607,2.0465317137829313,-0.914048061180916,2.535146380088344,-0.7489444158551445,2.973724597098425,2.2782885375874558,2.972525353525117,2.231678082705852,-0.9173114801763501,0.7746972328753827,0.0776097035561992,1.0413047127979094,-0.8189402125611045,1.4866407287618866,2.553032020202944,1.7074647592821048,0.2393897530571654,2.467360127752465,2.182304831977626,1.689076589098746,2.8472340953383557,-0.6809538709089734,2.041200450553492,1.7353291828549782,0.9980625360505995,2.339236399891129,0.6008067730826441,-0.3767989197112599,3.639794436601286,-0.7028520794001903,3.4702923588710264,-0.7520949895656783,2.662335449490798,2.1043251640880514,1.8916547065213876,1.581725550949958,2.387113560003087,1.0518488299359936,1.9222052073727565,2.7638322836626337,2.0338802525035895,2.076218834735446,2.609104546321521,2.5540805877355997,2.4923435807859065,0.8109804216904826,2.98601613100522,0.28396398031968334,2.1884741219615367,2.8785799781614263,1.015596540978498,0.7198361356004285
SIDM00129,2.989036657027372,2.8841752054875944,-0.48224267820330363,0.052749542853337286,2.1564043093776677,-0.01187194629506958,2.7387837640817185,1.9930464138858162,3.787177503436476,3.1879793775619314,2.0599609969979067,0.7914211391119373,-0.5549376131055423,2.055758702499084,2.3475398221071124,2.820640567816966,1.9994918093690064,1.2124432588790672,0.06100657532904799,1.2376750875982552,2.705420705632598,-0.834534003863753,2.9889963526104504,0.09267029384329321,-0.9321983239492513,1.4593779877794666,-0.6241291260117577,2.4711233355500384,0.4213150221706762,2.0429975102463422,-1.0189309072704653,2.3146488536170673,-0.8102631356009486,1.464730907455046,-0.33144242608981866,1.9941085560766596,2.897169421828481,-0.9604757534837388,2.2497440975570067,-0.733841669883274,2.8908479194845778,2.2540848186871103,2.927003908706186,3.199056925886435,-0.7037518181746999,0.2723041483585353,-0.30868573091337004,2.0788668914858857,-0.7290520672112675,2.0191273804539036,2.081775935197174,2.082855432506043,0.4807928361954747,2.6531846141308835,3.0681779668981197,1.9039424507041403,2.748429378398358,-0.25451449571956103,2.4388992725314496,2.0113870567733914,1.2103745421768048,2.437585313891322,0.9713552749470509,0.10253283223740038,3.977338138125763,-0.7751304425583783,2.497329192923359,-0.8176989089649902,3.663168870244421,1.825943813328052,2.2563204400051555,1.915607764231867,2.682098662506527,1.5617947216996235,2.358735752156888,1.7566667449962254,2.8442410327485317,2.5590368933002994,2.5830912773957015,2.588370080032584,2.392989641513078,1.2656596624416765,2.688657825589955,0.6457924405113757,2.0826286302128834,3.2192573614871143,0.7343306499710979,0.424865303136915
SIDM00627,2.8071384393183454,2.910302714133704,-0.4732519488550716,0.2833852615269108,1.9373867033535046,-0.44343960778046687,1.1911601460343533,1.4078346071590588,3.6312288084380033,3.189816658236308,2.239274892151199,-0.9389146325276827,-0.18492513105139236,2.3364362389684064,2.3726250782785114,3.197785353268623,2.294230897774989,1.3793603903562286,0.3241575782223541,-0.7792864132338321,2.3294010680586745,-0.8305895674152899,2.9187335662767073,-0.3223157962863487,-1.0040567566062237,2.0549218822025805,-0.6897515659152792,2.494702656118736,1.1741881358504878,2.1719275043649238,-0.896814083377806,1.0166484364331347,-0.5074465096386545,0.8321027914039756,-0.4064397133496781,1.8392035072235664,1.994622998871764,-0.9544167805152546,3.2553582549331344,-1.0104473611753846,2.776250109417198,2.1767390517946232,3.1973040957030285,2.452292086680749,-0.9103675467295604,-0.3472786820789801,-0.1938356309233551,1.4145739770015926,-0.8886846511144895,1.2891406773572145,2.5685777287835756,1.5555159215047807,0.4972315542644058,3.1002434263389236,2.6241437516037545,1.6008977292230258,2.7987468606651995,-0.682036266214416,2.3586987817944247,2.4278485033448676,1.0789608305475813,2.7489045144514552,0.3214270694176183,-0.23220085254039727,3.720947917578914,-0.7421178307908,3.601896493700465,-0.7734160738462602,2.63896370929247,2.382285780553017,2.214756992367624,1.5811260692899187,2.6310344526256833,1.4023409373018942,2.439838159354437,2.623370268227914,2.480278186323222,1.9269299376888642,2.8615493945078256,2.5313192630615102,2.7168247458118424,0.6079581526296237,3.2357038230511814,0.44166607199147656,2.7956929546033393,2.436687201101205,1.0092320059883189,0.27906819937458194
SIDM00293,2.4343460850229324,3.1193877250270283,-0.45640050220989564,0.6420220863456236,1.8901383330080883,0.14912599800197,2.5410706520665602,1.0231116246298035,3.7539304688526722,2.7984242511357205,2.2235249207790955,-0.9661394990431201,-0.6533930568698488,2.4473028599375324,2.648272576398236,2.7033220356429317,2.517887846029465,1.123268790843519,-0.4947323546548479,-0.865642338115885,2.4717464920963614,-0.6469871162738348,2.8617427927693804,-0.23464599725662952,-1.0447794822776528,1.7404315274639264,-0.8269264584952286,1.9742113229673754,1.2092388067135555,1.8918703827984933,-0.855296729867257,1.8250406563596957,-0.7130541799762492,1.2398616150246202,-0.40646756689371527,1.9688668804509302,2.317424827646851,-0.8361127068893502,2.779121267014009,-0.8410874153762385,3.135282370973776,2.6481974650251736,3.020242311634071,2.662324726476986,-0.8394104255123613,-0.12877418781801714,-0.027668678973457924,1.6830548761712079,-0.9418029348392146,1.2123914379213223,2.265853343661102,1.236433064543915,0.6649551881198564,2.869957389245269,2.866229577107476,1.626486014898625,3.2333848587297145,-0.31387403597027486,2.618039322016761,2.2178174511363355,1.2841955558278995,2.7841672415406973,0.8693277714206835,-0.18311610448867313,3.9030654761640156,-0.7185995474475407,3.5269895062014696,-0.8015383120906556,2.8848245533462578,1.824565272329847,2.4285733889497085,1.804708306396486,2.705779007442932,1.236665825359239,2.2638888523901133,2.599765512196589,2.6149258209986828,1.785843182226285,2.727763264532237,2.6370552195805934,2.80621142339422,0.8573632616568232,3.360019693268662,0.5775713469989373,2.154631140980167,2.774393866006502,1.6479812880766054,0.35904265135496816
