,XDH,CYP3A5,UGT2B28,UPB1,CYP3A4,UPP2,HPRT1,CDA,GUSB,IMPDH1,IMPDH2,CES2,UCKL1,UGT2B11,TPMT,NAT1,CES5A,CYP2A13,UGT2A3,CYP3A7,ITPA,TYMP,DPYD,UMPS,UCK2,TK1,UPP1,UGT2A1,CYP3A43,NAT2,UGT2B10,UGT2B7,UGT2B4,UCK1,UGT2B17,UGT2B15
SIDM00274,-0.3740768458488713,-0.1272554785609119,-0.9078310976861407,-0.6384109565508309,-0.8814984084092798,-0.9980805746724095,2.5422244576636284,0.7857479878348654,2.2583359000312475,0.4791736528771171,2.4566392835580935,0.4277255205230683,0.5767465086709328,-0.8406285102415495,0.8442681888602875,0.955893574966064,-0.8992572706551225,-0.6748021451928751,0.25962366674701337,-0.8096686060320607,1.8323736402050754,-0.7250752997427667,-0.022570850254051738,0.74105375571214,-0.3271398491581677,1.420504030089108,0.2106864364624043,-0.773244406745449,-0.9726847168502918,-0.7029350553346319,-0.6932237812436586,2.2080958853853647,-0.916645725279735,0.13369590912754434,-1.0900971635425867,-0.30228285310129316
SIDM00544,-0.6850900272631032,-0.8516455870472065,-0.8100156526193879,-0.6820509206225394,-0.7979558634292557,-1.0169728094048016,2.226033484434343,-0.8860804047525723,2.3145285379137865,1.3070465015719295,2.8004969827182373,0.6547576054917735,0.9430059013594124,-0.9332343492203902,0.5974975232073946,-0.475294607902802,-0.9887433286815316,-0.6970561444545017,-0.8559542576255148,-0.8482233153881682,1.4989668862440868,-0.8256208005295476,-0.676957895813046,1.211019901328736,-0.09724700323694574,1.6604168100443948,-0.34030513411125274,-0.6561457255935017,-0.9047677212634611,-0.7892590481718335,-0.7927406763211627,-0.8793032040675701,-0.9803664517754682,0.3688072770297381,-1.0218226380292688,-0.7523297815665138
SIDM01006,-0.6273654983796909,-0.7875306037591806,-0.8009682965442122,-0.5363227531760653,-0.7926007708397295,-0.9716553049990161,2.593732526655773,-0.21302986306009342,3.0845808820941767,0.26984676641550703,2.7425463932230305,0.8926931213990192,0.8470151091022244,-1.0358406194936463,0.32877108231839924,0.8406696807999561,-0.9163516089918109,-0.5417333964213793,-0.9263716124254869,-0.7469132773136725,1.5628008047646815,-0.7096885162173964,-0.4685604859666098,0.9693105238989704,-0.09954271078366549,1.6243769785825497,0.3395187132208459,-0.848077759320302,-0.9544081103584868,-0.7113812908799787,-0.6262362550117306,-0.9325213334643958,-0.9327590639021651,-0.23693168827332609,0.9604956964482783,-0.5450569526016659
SIDM00302,-0.6937841429970115,-0.8282983095119378,-0.8685087742651934,-0.7694507096931705,-0.8215341303445356,-0.9857546406872745,2.4078254391898555,-0.08531215263491901,1.794800863039622,0.692987153231089,2.725160006149425,0.7789231053683117,0.49141368342901004,-1.0720285052836678,0.876156050001502,0.9429093282096445,-0.8929852907818838,-0.6387083631368439,-0.9158135041789166,-0.752718421815008,1.8295119794731007,-0.8241471114290219,-0.196337305617117,0.9276081329333055,-0.2076310245761481,1.7880896054120146,0.6110833243674738,-0.870673671321009,-0.9041739577585959,-0.7478564262830452,-0.9008027346553361,-0.9587867716027368,-0.9351142561455159,0.2584402234554267,-1.0256136224606196,-0.7345315597163122
SIDM00549,-0.7364824919733826,-0.8232907780524147,-0.7378017280405916,-0.6711081191982443,-0.7674463802902975,-0.9358958182949717,2.468546964735569,-0.7980998300777109,2.4888564232223938,0.6653959180980733,3.016920315593533,0.6189060034914391,1.039341922925963,-1.095810310739767,0.057138298239725785,1.3253532575245617,-0.8750123064245099,-0.5415770095533955,-0.8985821830498343,-0.8623978339323433,1.8390886495123586,-0.6807635112698176,-0.43921285145071215,0.9349786574652333,-0.34698873698816307,1.7770999481644338,-0.44307269623962253,-0.8170165114326872,-0.7845851590451914,-0.9015919560540318,-0.8001483939083686,-0.7622963027862267,-0.9390894887430429,0.17688869591789133,-1.0354093946170038,-0.7961825577755401
SIDM00292,-0.3519186974212632,-0.8248653968129586,-0.7804018233896748,-0.797420428762213,-0.8928484774615588,-1.0749590954896275,2.3886109568879617,-1.0100067605401404,2.4469452503988567,0.2719603834158648,1.947605413639745,0.5857492115931875,0.6991084577986364,-1.0108587752355636,1.1102234831196636,0.2785734997774233,-0.9618729877296072,-0.8087956161266643,-0.9684960850257104,-0.8903388467986996,1.5730470753523784,-0.8292252034546286,-0.08653554000981596,0.702681446058882,-0.5860751401467106,1.1856235533758348,0.37194719636397655,-0.8651505404124903,-0.9511398305773194,-0.8213225621413015,-0.8986984849257041,-0.9748198966648494,-0.9977777346474798,0.7965372313418551,-1.072723423028543,-0.8529135817323851
SIDM00623,-0.8320834415237287,-0.5256647838088374,-0.8243666372112242,0.5398972301395414,-0.8027146068512083,-0.9917351818636124,2.304190596923187,-0.8022186964517077,2.130890843134851,0.910542168257256,2.8810029541336792,0.6684154573502424,0.8296196342457332,-0.9505280862210275,1.1229480796825266,1.2787998884102567,-0.8390471533136973,-0.743884736384296,-0.8640950000872921,-0.8588945111808508,1.9939838675550448,-0.39664931256462616,-0.7891852245919431,0.7838671213316555,-0.541823376329932,1.0372261317949114,-0.426585583934082,-0.8410501174385849,-0.8996999037034434,-0.8071727398931287,-0.8062445239209858,-0.6762632826358068,-0.9715015072060749,0.1198218607449544,-0.8648092461508414,-0.7227835434902672
SIDM00638,-0.36125530188526567,-0.8212553952660894,-0.85392835911979,-0.7545731878230743,-0.8455087275538428,-1.0259862995049607,2.477563040777645,-0.7455225806243538,2.109492695031527,0.6263693459315155,2.4859341352839928,0.7343011744018761,0.4788368245201573,-1.0529772630607068,0.9483616288671513,0.20053777204374473,-0.8591835258339057,-0.5267880529155735,-0.919257952130259,-0.7621661933693606,1.8247821939782398,-0.6712273895333593,-0.42101229135574575,1.300505826176814,-0.112040570268498,2.182721349884719,0.8502189334762978,-0.8644940000868643,-0.9003983906784474,-0.7726172143216715,-0.8026645196350564,-0.7242877421269512,-0.9590969017483882,0.2855310137720081,-0.9853895656549503,-0.7853079695971176
SIDM00527,-0.6029285303360857,-0.8477947958865283,-0.7274693627867486,-0.74824935313076,-0.889494625519984,-1.0500299578101038,1.8188466081562673,-0.8592871275229025,2.3943851349538905,0.6513139474658178,2.6985798943962847,0.8795619591188759,0.4714307797214202,-1.0957930500443125,0.6159050851033795,1.0338712021475138,-0.9056716707190283,-0.631292363345166,-0.9925739399287352,-0.7905469877434873,2.128864455241017,-0.6390715514579629,-0.630389138004684,0.8719563653846962,-0.40930659603238356,1.0757416953311272,0.6506983785345734,-0.850452110727732,-0.8969069914099417,0.5716190141369197,-0.8356841678541995,-0.8755954884778203,-0.9851267447996778,0.22052080030371007,-1.056680421925791,-0.677881985977394
SIDM00976,-0.7168123437331961,-0.8619693895279297,-0.7981478165138544,-0.7007629640742588,-0.8303968276764364,-1.0314363870090872,2.2065238721297313,-0.653545976049545,2.4319431470273263,0.5773747277557588,2.519332806126926,0.8353589439091762,0.42445396331762064,-1.0439185788130216,1.5848362445194182,1.0382463010786804,-0.9199085842162592,-0.6167114752719615,-0.9641227044226904,-0.8228517136548715,1.8211998701186873,-0.5724542803840279,0.24563774441271305,0.8436085010848465,0.20247817433163234,1.6297629211515632,0.9562052934421902,-0.9096551774605053,-0.9588046353528362,-0.6973927460547731,-0.8332544041724175,-0.7492555601452658,-1.0120025791753713,0.33803415536573556,-1.1034493515480315,-0.8217917830398507
SIDM00316,-0.5903821777705199,-0.7845531826956643,-0.7584822942372027,-0.8500867635789454,-0.7982091170164808,-1.0092213864508661,2.016604759565507,-0.8387635982583724,2.3105865376805306,0.32135749731115804,2.717489327292775,0.5671258719746743,0.12308990456663259,-1.0409277515566147,1.1817375967038921,0.7508958999392706,-0.873090243930504,-0.5800836930773083,-0.94981136813314,-0.805312022750266,1.8014548757936877,-0.6539917398799929,-0.2928780618002004,0.9649394327824736,-0.5220567353505422,1.9369473374159916,0.9292082267466746,-0.9101166882529933,-0.9148115678022133,-0.669239041384748,-0.9423110161936822,-0.8631566271160366,-1.025407257658643,0.44560042267245875,-1.0589171987959909,-0.9428956788055165
SIDM00326,-0.4013972076366156,-0.8813596228228607,-0.8247326673425457,-0.7597202202637421,-0.8521503985577922,-1.0670455753514854,2.4136649412722195,1.0918140675316355,1.8774962027981723,0.6630341047237261,2.692361291126438,0.8938770386638565,1.0502546385113112,-1.0774139129606959,0.7144060957410809,0.46034856260292784,-0.9671432660409112,-0.7423725704538969,-0.9637214310270262,-0.8696063184356271,1.3501831651728395,-0.6555259451236508,-0.5714328473588834,1.109483806408128,-0.23968552543357055,2.0261021402337254,0.44633500733760323,-0.9220392900129547,-0.845103010317763,-0.8182928217384768,-0.964074522936052,-0.9198081461857835,-0.9390761928017022,0.6997082093656823,-1.104091815275352,-0.821603430067517
SIDM01093,-0.6949320629550879,-0.8505794279284129,-0.8186649362793192,-0.791794877289208,-0.8316133521595633,-1.0319825046771094,1.926358706512308,1.7149813288266345,2.2965203949556976,0.7429637740676429,2.412972350691829,1.4034124609102823,0.7478408160425773,-0.9527949981066198,0.9487287543190782,-0.03517182763445417,-0.8485160681279886,-0.696265576244558,-0.8941202349394184,-0.7664325845272839,1.7074823269748007,-0.6113433554302445,-0.04681233521927314,1.0658642433209313,-0.1343531670568498,2.140340936732696,0.6294148167184987,-0.8806873219761895,-0.9065190051659254,-0.8071470849571657,-0.9137159262722188,-0.7827067509412575,-0.9468506964976091,0.5162289241900678,-1.0987889081989495,-0.8591339400267742
SIDM01098,-0.6647260815276924,-0.736139874530081,-0.759787517659829,-0.6258792723873481,-0.8174226566981481,-1.064389467194884,1.9963491495596173,-0.7872188790533895,2.3977685236577013,1.039697091438565,2.886149861196489,0.7210112056549287,0.5075790971164388,-1.0677679406518057,0.8652907129635903,0.4370228517642181,-0.9963110363107088,-0.635080440727171,-0.9679115926726061,-0.9231686308084638,1.9009660364863532,-0.4970771634628991,-0.4056101355936295,0.7535892995341977,-0.3702816325069273,1.0246386758032497,0.5559872345523538,-0.928790092922296,-0.9175489541077094,-0.8219095553136521,-0.910416895381814,-0.8642650281146808,-1.014210545869546,0.10172791792871524,-1.1258833888390731,-0.8462479457178405
SIDM00424,-0.7250668904219413,-0.8285743858251428,-0.7588046413302462,-0.6213455387870552,-0.8002408202774861,-0.902313230805117,-0.6662751907954094,-0.8178793537714913,2.3992052591274216,0.8619040262850948,2.4921006236466856,0.3918883752681541,0.19291459600504293,-0.8646423536881557,0.7203686582336056,0.7792792180541852,-0.8988873912085557,-0.735380836623304,-0.8880555711917378,-0.7974181287232885,2.080855436991759,-0.6185969021192175,-0.7202022882401943,1.0567755453207681,-0.048146446815843194,1.5160755061869595,0.6541788330034704,-0.7472005300014121,-0.8713916728877296,-0.7660320807209876,-0.7170038909440031,-0.7859718637349252,-0.8964262081640685,0.13499861289866055,-1.0345012093306403,-0.7111500126686299
SIDM00973,-0.6702606290424025,-0.8656945103479985,-0.6444340957145882,-0.7884245921099273,-0.8079630954358612,-1.0561955409201826,2.0656865340201755,-0.7071599092169636,1.6844922237978959,1.0411497575514457,2.5953186412558016,0.6516313581232918,0.4032612489954473,-0.8203243318753706,0.9854428214055716,-0.583270687712723,-0.8423503900041767,-0.4782140808468251,-0.8872251742172919,-0.8855771645236433,1.9319063262190925,-0.7694584118176228,-0.16664222583295,0.8518461927837103,-0.41990480645841083,-0.22680559325072686,3.055624198344119,-0.8775125868518083,-0.7446979025784307,-0.7783495429412082,-0.8559105935683874,-0.7738487514791964,-0.971230182215579,0.1713539614148206,-1.0589503872424342,-0.6643870132055283
SIDM00411,0.28884286794240877,-0.7534979505821443,-0.44728906652569406,-0.8694086963797182,-0.8741008422761155,-0.9641819417664292,2.317470339624652,-0.4307202230839625,2.0048624687119423,0.9544077376090051,2.374344710394451,0.5718069015668593,0.4205403633730769,-0.9260614377448103,0.30152490388305947,0.8274004871762046,-0.859453798433863,-0.7617960105343085,-0.9089431379695707,-0.8897158688449305,1.1025398913182196,-0.6604150810295568,-0.41823522385749756,1.0912281653895173,-0.6030574486837268,2.4683046545091485,1.0996274651887268,-0.8290608345580072,-1.024524844994824,-0.7378933829701851,-0.9255097531743146,-0.7884355268642405,-1.0358062974470865,0.1185216471795259,-1.0367764845397445,-0.8421787264080822
SIDM00374,-0.7321990776538861,-0.8008764155194961,-0.6810545987116339,1.66097480887233,-0.765424608248068,-0.9770715995527458,2.45979933776489,-0.8018938362539771,2.6761225147546144,0.27890714026660524,2.541663782720364,0.2864467581377147,0.3912611169008562,-1.033931906473498,0.2747031702028544,1.2150851439234107,-0.8121025860777792,-0.6344365730142354,-0.8827961856613536,-0.8106551483016583,1.8298290104138222,-0.3401273896525435,-0.7135240132784647,1.2830326218375099,-0.25023328797391065,1.5194160260182483,-0.30332439801753214,-0.8457191531697941,-0.8934793882910935,-0.6779700836274796,-0.8318974323601959,-0.7275480773497279,-0.8848166748441545,-0.0845353464300006,-1.0289383083959078,-0.6708879730806285
SIDM01160,0.2886797063504275,1.1975935381117777,-0.5664207366749398,-0.8346876966830469,-0.7997013570633119,-0.9318528455952693,2.1139240609451075,-0.794108055506311,2.288758539692349,0.5050009609635652,2.2653810775475387,1.0786581335257086,0.8979502038995765,-0.7542016661539822,0.265448688134228,1.0294186893719168,-0.8769291396391855,-0.6489937735508065,-0.9383192998024853,0.0900316522689982,1.872816061452996,-0.7814670744925615,-0.548858234254675,0.994676532218899,-0.467781118842342,1.1545051065002232,1.3880043149733332,-0.8579470828947952,-0.8848798735371726,-0.7809599972470375,-0.8662436311852232,-0.6790773960700132,-0.9610793362401601,0.1384927083102035,-1.0279850436688767,-0.8547836611584781
SIDM00145,-0.7547997243995264,-0.7777107726539411,-0.6600057636005914,-0.6993236145796057,-0.7786283544789097,-0.9718580821957651,2.557726321164099,-0.7973915619837312,2.2039894776309414,0.4112137912437881,2.7695104238100714,0.5977149656677863,0.8387534002388018,-1.006788618568477,0.5499689337304456,1.2515888728565006,-0.8932195670520867,-0.4568482767746092,-0.8171786676067262,-0.788114060292199,1.8911009439154047,-0.5120995266622266,0.23998418174592404,1.2054161546676978,-0.19954856360019643,1.4331105072206842,-0.23803290395559307,-0.7529370675098318,-0.9255240604475463,-0.8657259371324906,-0.869273321651506,-0.7679266201784686,-0.9230243462238297,0.4586639414304511,-1.0531303187408834,-0.7076373000208914
SIDM00975,-0.7165485869880638,-0.7798032770468493,-0.7159240073285692,-0.7984267050959003,-0.8590430038593126,-1.076748847510122,1.9474205680364054,-0.844403718071016,2.7697732420444794,0.82528732518764,2.575777833773923,0.3105482119171783,0.6260398051197952,-0.9863777642779702,1.701822758774823,0.6895712011663402,-0.9605959756463944,-0.4819750275382463,-0.9403862556288981,-0.9007152153927988,1.413576564845884,-0.6890672509851403,0.5371345337918118,0.47109730022558366,-0.6200563185639835,0.741986522695902,1.4959805352426985,-0.8635456868561245,-0.9281528518327735,-0.9078927473174021,-0.8525285158731231,0.11882736958252871,-1.0133179327784534,-0.10102943891050063,-1.0797088584968542,-0.8105042130133631
SIDM00971,-0.732739645781842,-0.8120484591313216,-0.6641290336465365,-0.6972101895367456,-0.7671690506511963,-1.020874156390439,2.2292905808092183,-0.9289855092132788,1.9669252341133474,0.19221705439115722,2.7680462154550187,0.06848300932510544,0.7575127278585015,-0.9727869198095025,0.8904311790104146,1.5013928096747786,-0.8921664552087747,-0.715653866027249,-0.8716296672013409,-0.8211615326241659,2.069977004767993,-0.604442377491796,-0.6895296042066764,1.2549761319352166,-0.03032213339802392,1.14204685567385,-0.3109773714479945,-0.8381412930678196,-0.9655570893000086,-0.7400130488859105,-0.735949157197587,-0.7572522202213073,-0.9341612899469337,-0.08073217541292269,0.2785383789182038,-0.09204212926366537
SIDM00251,0.6827881009470431,-0.4498629285094295,-0.655812126392744,-0.7089914427729925,-0.8314447188590277,-1.061114215071408,2.3364411602210344,-0.8129894243462382,2.2315977058557546,0.15835595989155862,2.910895085563758,0.07070557887921526,0.7483667550595189,-0.9964669260935511,0.5941443397842282,0.885086448612888,-0.8806325668097259,-0.5987193368171968,-0.8695742318736424,-0.837197390687329,1.9043661177762963,-0.4944471680657293,-0.5214306769902072,1.0486368579544256,-0.16941705754900538,1.9555752656667813,0.14357318491151852,-0.779149108862179,-0.9583136996743269,-0.7673770877698276,-0.815803410171937,-0.930505544738664,-1.0042448765191183,-0.04052451596556511,-1.0945221099313065,-0.8599833129141911
SIDM00412,-0.845354380552994,-0.7455422587758829,-0.7904580456366377,-0.6797467539461847,-0.7323321901941794,-0.9752339465417743,2.3494649559207064,-0.7876215792751801,2.176988274151996,0.6920248724618775,2.622021545588795,0.6357795800420073,0.4547022152161473,-0.9333268196948749,0.7685887593689936,1.4389582430668382,-0.919519319870149,-0.6729883527436612,-0.8851259755255114,-0.8509191346650539,1.7823110482878108,-0.5185995428754033,-0.6364250944150791,0.812785489659132,-0.32472060552401716,2.7563428782526556,0.3645718715244048,-0.8115830562058077,-0.9582001784991069,-0.7885032952428506,-0.8150319764333815,-0.8484013184195167,-0.9339363232341741,0.22423888744734852,-1.0799352220298348,-0.8138386696763644
SIDM00023,-0.3481519028372846,-0.8214528327345128,-0.7849364631430021,-0.8055219834712072,-0.768789619397317,-1.0705779048650492,2.3976457138480742,-0.47748636131852656,2.3168262577245406,0.6564334503560115,2.547895845629979,1.3599205060701363,0.6570644206844366,-1.041639478669929,0.8940981752942473,1.2775913219902642,-0.974681582403777,-0.6543981408492496,-0.9376608983842009,-0.8830006050929795,1.5031827891132343,-0.6462054785974309,-0.5668267064643693,0.9504425637866329,-0.24111036290735927,2.839356272465555,0.9900503736045921,-0.802755777396387,-0.9367869094797212,-0.9282123692707483,-0.9697974277371361,-0.9228930967508313,-0.9841492967724618,0.3264734789149431,-1.062109912446328,-0.8301098107078658
SIDM01198,-0.6691653002641775,-0.8112624225989318,-0.7154026804256415,-0.7584950798106925,-0.7663461806057706,-0.9838204102204019,2.075140267228678,-0.761359708963461,2.443468717727099,0.8014866304180824,2.568553787324565,0.05290814041195864,0.4810850327362986,-0.884061012154751,0.7403537331295411,1.5168893320137644,-0.8538133452434759,-0.6031206319047251,-0.8609794432161075,-0.7909150686964553,1.858100739461668,-0.6789964693599174,-0.18729517869598705,0.7012322667990631,-0.5088008686075389,1.458977746408819,1.0281657293775752,-0.8266540650152642,-0.9729978056321528,-0.7407598119031856,-0.7013591300104098,-0.7245901596370921,-1.0134150035638325,0.0956386765102336,-1.0536140045808238,-0.7682354086808029
SIDM00441,-0.6449520388169875,-0.827155089409822,-0.6981641862138278,-0.15189124701463325,-0.7350297338753206,-0.9616943725169385,2.4883993410043774,-0.8746353953716939,2.7233987285948564,0.7306585001593923,2.7464395895153833,0.8129701767036404,0.07935885088320165,-1.0348291577327244,0.16776902328667898,1.53210388833547,-0.9251247505343196,-0.6380309416499476,-0.900431046372636,-0.8393671643705423,1.3153311878978158,-0.6957939804788084,-0.46342425640847884,1.0786236724410938,-0.15938173096964084,2.299012511222239,-0.4134406934255403,-0.7786595333256439,-0.8800070426985068,-0.8067027530701149,-0.7857586442825085,-0.8107581315543507,-0.9625191823475174,0.08029244979812786,-1.0185578648478837,-0.8112867705298764
SIDM00388,-0.692227535605966,-0.7546947688103561,-0.6317228612560384,-0.583804104274299,-0.834680664417363,-1.0203786824498842,2.4763735859695872,-0.8556591342362526,2.382148245705687,0.8144905692987022,2.676340490199637,0.3720058796325375,0.8436015732312565,-0.9659832844730496,0.7217837782369504,1.143578084384412,-0.8226984886250371,-0.47938575987218174,-0.875511879981552,-0.7666426147386088,1.556842378798948,-0.6451764495905801,-0.47355239630990564,0.9177625827771081,-0.45779320376963534,1.8250866932468202,-0.417575144305246,-0.7789800286793669,-0.8759047716588971,-0.8656922554338939,-0.8212594119075326,-0.8403048720270914,-0.8995915429003486,0.015214435014893739,-1.0582638386841967,-0.5883582591319261
SIDM00417,-0.4486960853814483,-0.6860062657647987,-0.8238874304818037,-0.6383995301886827,-0.7828627995146182,-1.0199467238211242,1.9928913229140397,-0.972934668365679,2.719038341926192,0.06741624291511923,2.6126368455031597,0.7266069482410479,0.2082628858034461,-1.0486612848423356,1.033822104989213,0.6686207403377583,-0.917639910299653,-0.3704667326922025,-0.9182566379750174,-0.8477519553174462,1.5594923317126683,-0.7263511261417497,-0.6896781704733275,0.6477646199689973,0.015796046035784158,1.6700841418136305,1.5938807352830069,-0.6464489341931426,-1.0178038450455242,-0.6827330101344292,-0.7207832822790197,-0.8609972980023675,-0.8452770081041043,0.4667001561979607,-1.0749477079020429,-0.688660970675352
SIDM00416,-0.8299618553291022,-0.746846949640503,-0.8051502297455317,-0.5606846518057462,-0.6835182793982716,-0.9787847904063414,2.084939755564272,-0.798691167016267,1.8892750280492616,0.24570000489736607,2.759181158093865,0.2388938607479788,0.46998171983602793,-1.0278877761469836,0.11085638233944058,1.1737542064270634,-0.8846497111477568,-0.4817410818144404,-0.881993417530645,-0.7921792797975488,1.9323716728403801,-0.6855254131854907,-0.7020994073782676,0.7516734731430674,-0.35881032191026674,-0.1223011173974603,-0.21949427460575766,-0.7651018209426987,-0.9727844691785205,-0.8256644331669221,-0.8860360742878322,-0.85892415176978,-0.9235408624164071,-0.03778453794411183,-0.5461654026230074,-0.4556456576629277
SIDM00974,-0.7019363701808032,-0.7922216776209825,-0.7193131391481863,-0.7521328631566373,-0.7893956981801739,-0.9993725765163795,1.6833248897930024,-0.8168801358898329,2.22014909805017,1.0718574797978202,3.128481924475206,0.3566496377133246,0.6067939791156296,-0.8038239840571907,1.6936767457904018,0.7326306782768773,-0.9260170363759448,-0.7037421342318952,-0.9184426821843414,-0.8468429105041798,2.034636868756764,-0.72006019577544,-0.5131787485576464,1.2355319678963672,-0.3106026474600173,1.5077360543739242,1.9471312252071566,-0.7896609812939658,-0.9110649454111319,-0.8440348143826091,-0.8494959118360056,0.0251056443951195,-0.9421673658915347,0.2857921135745275,-1.1373374224277124,-0.6278354273476427
SIDM00833,-0.12636067224864797,-0.6118768797089192,-0.6482444620088178,-0.8119472086301637,-0.8129057876557727,-1.0223675976695095,2.096560966619433,1.4467900309658872,2.223365793227947,0.31875092939282135,2.5432587661083894,0.49673298984691167,0.9084759104047193,-1.1256250272021817,0.7524195721633357,0.17811924918369884,-0.9361238711170775,-0.7198914330937038,-0.9813132881838842,-0.274079709717394,1.0712977280122482,-0.728091723564419,-0.7272707715927981,0.9975147450849582,-0.3712110581007057,1.5382874567895723,0.6618678054418732,-0.7619889500275914,-0.8761131307199046,-0.8345213678812203,-0.8741976628245459,-0.8655624759650589,-1.0131244044684604,0.14004510527683625,-0.9441033739594417,-0.5291085585177863
SIDM00562,-0.6780171381085269,-0.7569612336913439,-0.6346565195076097,-0.6242885793985739,-0.8239798076430188,-0.9835923816797388,1.5545991812636755,-0.4883649587602404,2.1610161035193105,1.1594250354107332,3.0069388406531568,0.15950185213064957,0.40244853963881144,-0.9466871123855065,1.2721976405489512,1.013647434910204,-0.9223086481029003,-0.5871465120780738,-0.8497774960557961,-0.7732870071233736,2.146973172602564,-0.7038605753453178,-0.7248820512316037,1.6276586139510894,-0.037371049452216275,1.9119717919074044,-0.3694362911573937,-0.7742570635404703,-0.8988821764629928,-0.7881425413560735,-0.7957991426825809,-0.7684582708757343,-0.8449591848462672,0.032938688070977565,-1.0397463117862196,-0.8047817309406431
SIDM01102,-0.7441924855363786,-0.7445212609368296,-0.7240803440427833,0.704554554828326,-0.7311102581582796,-0.9920299706942659,1.9957640217497374,-0.6675140991554197,2.3326487346851468,0.46116008059770636,2.7416731700259684,0.3828832514587938,0.4645537749506553,-1.0643313330561193,0.7795270094805649,1.3191959892680807,-0.06516660050125805,-0.5665991076326673,-0.8757424496633062,-0.8282315423878092,1.6590333061959988,-0.5871739782188597,-0.5165862093498949,0.40245462393293124,-0.5127768784978419,1.2146668376170842,0.8330255024378562,-0.8416111515763172,-0.9103920403481928,-0.7985132035050461,-0.7684924597130951,-0.9479699886964027,-0.9925580810019828,-0.005898710353779405,-1.0449835059825645,-0.8063015004994994
SIDM00418,-0.5490810689867702,-0.8571997463995359,-0.6441811710061736,-0.782384605483226,-0.8837478596868651,-0.9784908321327567,2.1116141412596923,0.9620390886732187,2.291163798096689,0.6057510534956473,2.740555901631299,0.5896346664980451,0.7169373978170919,-1.0560250993781968,0.7355179491805298,0.8891383123900628,-0.8846321565639901,-0.5433878791437177,-1.0354594279184814,-0.8412141153808976,2.114712305998819,-0.8152494340505989,-0.17344031102976845,0.9148268924845312,-0.612630082874593,0.5167735429606,1.8750148482132751,-0.7016826211782297,-0.9330191019376521,-0.8127718610136773,-0.8370453027888276,-0.8494852729908481,-0.9984969321570976,0.253586238798659,-1.0538345242024219,-0.821068155321524
SIDM00841,-0.64635425762734,-0.5596443496879586,-0.6762963516054796,-0.6934877900451384,-0.817992114433637,-1.0341441840643817,2.3159987857254842,-0.15439241328701417,2.4165273272600882,0.7349849617324802,2.9438169215669996,1.1043134380781687,0.601268507403265,-1.0433996142747402,0.9510190187957016,0.6231670797328642,-0.916228244840162,-0.7831841958415117,-0.90778876928411,-0.7984843441073336,2.5538148761381323,-0.49470484918519864,-0.6553223631331773,0.7589736064386593,0.012549554536920964,1.3970123931682554,1.6871619502831687,-0.8114280446473208,-0.8513467233051565,-0.9404271142468198,-0.7174002501329156,-0.8799748439630438,-1.0340359661866838,-0.09369191531230801,-1.0271849423451669,-0.4802021804288336
SIDM00260,0.00491249561759596,-0.09431133347970933,-0.7227314978712059,-0.741722486315912,-0.8715139014240434,-1.0277429700158451,1.7333049325223515,-0.2654350225455018,1.3610872262646516,0.3039757744514861,2.1564008540390907,0.19740686348393105,-0.07104429816890748,-1.0954604619022659,1.1297595600599644,0.3190179688780415,-0.9155549938853951,-0.6158004801379517,-0.9256832026043235,-0.8456313037706689,1.7231871017668283,-0.6591923868498651,-0.3036438259830889,1.1048126667854405,-0.4682120331942339,1.9535835614077839,0.8678161013999164,-0.8161061484920668,-0.9008335362512424,-0.7768724225577494,-0.9000250841787754,-0.8140400868056317,-0.9678388904811086,0.3653697565888189,-0.9911323654275456,-0.7041773777231868
SIDM00111,-0.7342538801485146,-0.8553300586638769,-0.799117795155305,-0.7534334427419821,-0.8299498494538603,-0.9817645714275828,2.207276028406369,-0.8296150868230647,2.4332729427439204,0.3990073882398975,2.801417115073019,0.19145428660051822,0.5632420369983809,-0.9097327530980839,0.7331062743532243,-0.25657219460425945,-0.9390161391303683,-0.6247779610340707,-0.9106316062700331,-0.8574722693466565,1.567461827891952,-0.7829644598577523,0.26266694235198407,0.6357414593946882,-0.47104953207437894,1.6618296478747818,1.8154945666494493,-0.6487763217056786,-0.9269526855090344,-0.9034433682461506,-0.7342591479347532,-0.8850406425968471,-0.9286354256436232,0.40488886315938166,-1.0216420613249826,-0.8096105387400684
SIDM01179,-0.671358520481723,1.2198359825256644,-0.7575048963632847,-0.8338711434376523,-0.7696759893857847,-1.0527479102046993,2.2926231763704887,-0.7328335245691512,2.58986995847513,0.5502961930883373,2.2996945528245885,0.46444300538783173,0.12994720419261474,-0.9717861731077478,1.1643802145232922,0.7369665953809093,-0.9201443422135406,-0.5517567396912426,-0.8198898428430692,-0.8007667002816611,1.9974974274965873,-0.5620033447866999,0.0019613074320152545,0.694474502645477,-0.42690925125955725,1.1682399811281043,1.4377871978191392,-0.7545205429050673,-0.9372429814818677,-0.7529088510919578,-0.8737456588853394,2.0032543007965957,-0.9801639127350258,-0.23886728087108958,-1.0358099558100702,-0.7060679246821525
