,XDH,CYP3A5,UGT2B28,UPB1,CYP3A4,UPP2,HPRT1,CDA,GUSB,IMPDH1,IMPDH2,CES2,UCKL1,UGT2B11,TPMT,NAT1,CES5A,CYP2A13,UGT2A3,CYP3A7,ITPA,TYMP,DPYD,UMPS,UCK2,TK1,UPP1,UGT2A1,CYP3A43,NAT2,UGT2B10,UGT2B7,UGT2B4,UCK1,UGT2B17,UGT2B15
SIDM01122,-0.8092549445030623,-0.8500570942310355,-0.8205306396801413,-0.7803208426714177,-0.8686411350552563,-1.041922364849569,2.4394744814998117,-0.912017282769145,2.3722759736867256,0.8136337972682753,2.4689921852336747,0.5644934011146501,1.068624405327557,-0.9404980097463561,1.0815069793394352,0.3232625554966924,-0.8577251873136605,-0.8001829726555584,-0.8949709362224939,-0.8682057030446294,1.5385568382605104,-0.8394101785566002,0.6982888359484101,0.7569925578200635,-0.3199563759447853,1.8331795948667584,2.867284606258873,-0.7850831316114399,-0.9470087448488557,-0.7565362886592427,-0.8412549104981346,-0.7975163089696029,-0.9529050336439372,0.20015024380988733,-1.026032843558213,-0.8627610593645498
SIDM00261,-0.463080967972365,0.7372606912170775,-0.7116558669013338,-0.7764812200666823,-0.876745342809436,-1.0315508529868336,1.2860691595222171,-0.8220302184661817,2.238379861035243,0.9538001525399139,1.5496960118504235,0.4666265649228234,0.5897440363521791,-0.9575789039257798,0.14745496181162213,0.30254968153942213,-0.8409262914217999,-0.8492934142759588,-0.9615573371886001,-0.7512140615572025,1.4467455637785989,-0.8372441894350194,-0.5639686085741171,1.133358962539991,0.1804423476199083,0.9270673917987315,0.44532048914351874,-0.8822176827937425,-0.9697190253513726,-0.9125573638775719,-0.9016554228983782,-0.6256486586303052,-0.9697026205965816,0.2642244711240095,-1.0468674071712363,-0.7462538923783995
SIDM00154,-0.8075829652044125,1.0050882891075619,-0.7424093531060381,-0.7667271716290083,-0.9124440008550047,-1.0472204035430077,1.6635779815554799,-0.8343933232322128,2.0570221985658357,-0.3948201549680706,1.6518108818001787,0.48593585051604077,0.7317356168273784,-1.0112051270941385,0.6741921116230604,1.1766689587422177,-0.8949926930057654,-0.692399856868014,-0.884092390289661,-0.8738267308641243,1.73114404545022,-0.36787317352985954,-0.3684673693434844,0.8591189983477373,-0.505833033095872,1.722356132263558,0.5942630528430222,-0.9115687122343862,-0.9125907389154059,-0.8179247198271613,-0.8348531685740771,-0.84898420014709,-0.9955678405618225,0.10237452323517648,-1.0312036628157377,-0.8172887510244776
SIDM00104,-0.8032894352178142,-0.8064341060509257,-0.7001548569642463,-0.7755485377697862,-0.8305332072206869,-1.0134561674710922,1.9225211952103816,0.975113094439512,1.9977627656347643,0.5746257447023484,2.110244971208085,0.9802590366620964,0.5248089796944673,-0.9347155335226122,1.1083166660299584,0.8374856144199071,-0.897210777008014,-0.8971791022805518,-0.8681208572629051,-0.8025216317089255,1.495631819439661,-0.44126055264296005,-0.26111322838254153,0.3384704724031152,-0.029752068000347225,-0.14226418548049297,2.403516129269913,-0.8206671263427643,-0.9040423914464711,-0.7520531443604277,-0.7415009778717653,-0.7823015667752531,-1.0059209495485177,0.4807234282678722,-1.0258812548210126,-0.8687403488523596
SIDM00267,1.6513173351867643,0.0016348710507810085,-0.8073921045127487,-0.8190919106247765,-0.8047006917243876,-0.9851643463080026,2.2787617512388487,0.9439168808696679,2.2297552481660743,0.5895480684921576,2.720829225925757,0.8587632255776,0.8289948974637901,-0.6665764573500818,0.8911312655259741,1.091274030497185,-0.9955436034689034,-0.6925388816632466,-0.9290365473625297,-0.8609963695933658,1.4906881227108313,-0.7357418224705768,-0.7984597250717235,0.7990636757453288,-0.25255991519929755,1.800399095216572,0.23851170401998403,-0.7898446685593649,-0.9324358415332271,-0.7992971105670897,0.025778105896613657,-0.4391488066652705,-0.6481102167343702,0.16112674490612372,-1.0490565065208604,1.3343511077126122
SIDM00100,-0.7740811708750793,-0.7091760494309216,-0.7205758405219103,-0.736024899415859,-0.8698090970195171,-0.9819822130241352,2.633927014340275,-0.7375375619878614,1.877161318925719,0.47438621144782256,2.321445719341202,0.8097055505206732,1.058973098600628,-0.9435996693164955,0.9334099111114599,0.41074436519166546,-0.9086060847561556,-0.8221345529038683,-0.9944490288324309,-0.7475942171261174,1.9451068836471788,-0.787760404955343,-0.48394451021539536,1.2141427499386577,-0.5817317517074744,1.9696018555267347,0.5782742834278185,-0.8325933332220125,-0.9414667714622096,-0.8450005423107245,-0.8587514585925092,-0.890855496469778,-0.9494439591385695,0.6166598824189841,-0.949239837774137,-0.8353256157370869
SIDM00826,-0.1365500928126221,1.6481161560998785,-0.7536701236565676,-0.8391597343732768,-0.8594961999238896,-0.9944566885208254,1.3120172046661538,0.640975009761018,1.8072149599063307,-0.09279074219031537,1.994773954813743,0.38673860490381273,0.7225984657225247,-0.9385147535414445,0.9003864494858136,1.295337508298184,-0.9934747489843664,-0.6404412290106102,-0.7566638797102153,-0.8298148419078273,1.927048785007334,-0.8675843664113364,-0.7982314648624356,0.9461277118535691,-0.12409766662253394,0.8371656875700844,1.4742964207702194,-0.8732603316734093,-0.8750740843268634,-0.8445179254312258,-0.8074371894098908,-0.6036343104757917,-0.7856928320528062,-0.07350833476831786,-1.0339165070561889,-0.7589500408908941
SIDM00310,-0.7687343214750616,-0.8361033237321889,-0.6526468180344195,-0.8587272369618678,-0.8725465525670094,-1.0621578033118317,2.1159681476405265,-0.82157617052588,1.7738934111712543,0.5021698641015941,2.0353115257897714,1.016871009432034,0.8398913640172263,-1.0133963804747768,0.6131671070211325,0.9914467691322602,-0.9508056167038187,-0.8111179615783255,-0.9120807093597649,-0.8638317219674022,1.695455020212547,-0.7370086729886464,-0.5222000883910486,1.1002039402889172,0.04480306275740761,2.1347960720963717,1.2944352964846295,-0.8902673351617983,-0.8474003649909095,-0.7898367244593419,-0.8099396698318624,-0.8363809053482987,-0.9641670041203577,0.6773751756634644,-1.0443005894309516,-0.8309805030704902
SIDM00482,-0.7606113543437921,-0.8181992357226606,-0.7264317597400469,0.8645938185660734,-0.7998972810812379,-0.9510792641559156,2.4037163525201013,-0.7813233776825887,2.013240205143961,0.46497495402469485,2.7488759019365383,0.354923689218633,0.42838368592499526,-0.9856965812547336,0.6258196216967388,1.048348311166915,-0.6003457336668007,-0.43845952098751273,-0.4236558508655716,-0.7607505597196302,1.767648455813055,-0.6979465244886073,0.05472466433600547,1.1421152054649433,0.1225826212985992,1.6764011335208142,-0.5042860460504346,-0.7294669038161717,-0.810323570697908,-0.7588772757447341,-0.753843716526819,0.7996317670894256,-0.9487276541292705,-0.0027710200112543667,-0.8390084388208796,-0.7048433577567648
SIDM01247,-0.6364498535887162,-0.8280091893592664,-0.6699005859555628,-0.7427395840734644,-0.7363333054982705,-0.9131951456735006,2.0853903263663667,-0.7296651221562074,1.850356994249417,0.5938151067075065,2.674685927560599,0.13928792436343573,0.34648474926631534,-0.9705489416196039,1.0444460431164093,1.3000676272518643,-0.8262362212809506,-0.6898209157504945,-0.9046975192190857,-0.783104385163896,1.9971617159893276,-0.7378044362783919,-0.035667796814637796,0.020996403537871907,-0.45973075147722436,0.7765904602425135,-0.5405504408160885,-0.7573522561155349,-0.8600336805887481,-0.7344014127491659,-0.688402773749996,-0.8342903413713568,-0.8870153538871248,-0.08291141936571268,-0.5848912136799765,-0.6942238071346849
