,MPI,PMM2,PMM1,FBP2,PFKM,GMDS,PFKFB4,PFKL,MTMR6,TPI1,PHPT1,PFKFB3,PFKFB2,MTMR1,PFKFB1,AKR1B10,KHK,FBP1,MTMR2,HK2,HK3,HK1,ALDOA,ALDOB,MTMR7,GMPPA,PFKP
SIDM00098,-0.5350608177212836,-0.5670278032540262,0.6677273593682342,-0.5491344210557088,1.9038922328314116,0.49776289094586573,-0.6299208723817592,-0.09256179742015178,-0.7418026343806853,2.687552695868266,2.7221385847675585,-0.44608224253130463,-0.85654139781731,0.5850476818274081,-0.5539250760247664,0.24957531727046778,-0.8224899025431003,-0.5143081997012604,0.9750621637384598,-0.2686112915995393,-0.8750468078988475,1.2557603544711136,3.1593001347595737,-0.7740918155786727,-0.520109654563774,0.6351113884236814,1.9512432834960687
SIDM00225,-0.0761710963787894,-0.6679394867019833,0.963267268475244,-0.5863316935986883,1.858800916376328,1.3054949959741458,-0.14346243422039756,0.10775843446075228,0.17351064156500073,3.2136030631896237,2.3207422249863807,0.17745104098137102,-0.8072500052992853,0.410911611630135,-0.7615240528236618,-0.6965818948020109,-0.8251576150337399,-0.5379953168346916,1.3711855865382603,1.1446447739138452,-0.7431405661930498,1.776345307893649,3.2343841054981857,-0.8122846914724916,-0.6465232338494936,0.7676115714627719,2.247508176110793
SIDM00846,0.2348196810040302,-0.5366125688930757,1.0734631231466034,-0.7397025882797652,2.2758422075425986,1.1938657731194142,-0.5737790222694222,-0.19201737575732344,-0.1985607114219261,2.9766316505193355,3.000866172338803,-0.4722664397755748,-0.7986993838964265,0.7219354942244209,-0.6866125715103774,0.33404904496967025,-0.7062096648707704,-0.41049676147644404,1.5294200859511666,0.743036197983554,-0.8763333342508343,1.0596996850503686,3.214195941463091,-0.7564075032126604,-0.6286280991389475,0.7478632406364031,2.0579188457993114
SIDM00291,0.4215912399235736,-0.6638300002411498,1.124553896984836,-0.5388878992075701,2.615129452800504,1.4059776875952166,0.6616906959412276,-0.3158030275924465,0.005797572247126552,2.4923620156236903,2.0746398674192177,-0.35114608568354444,-0.7117071823477047,1.1377102479844148,-0.8704872438038184,-0.8691392823553177,-0.5753026584892995,-0.7376652886525512,0.9116337887939763,1.5361491312942077,-0.8054279181827032,1.3767398366540058,3.5287707998496263,-0.6900650694088291,-0.7392450517268915,0.4414822502286765,2.345812466203417
SIDM00520,-0.35076879508089814,-0.5800732780794868,0.5960510576955587,-0.8713157105806956,1.9505976285520883,0.9792723112766135,-0.7887269116376406,0.20346434002916391,-0.15921444355661862,2.5179030528387685,2.5718181519565446,-0.5023931930978941,-0.6713140946111571,0.771655304502864,-0.7722612013321996,-0.7476489179481551,-0.7700882025033617,-0.37064631178192714,0.8963094293401238,0.058117693404186745,-0.893591571758843,1.249847988832574,3.114779265805934,-0.7974650604089774,-0.672794911715853,0.9770461731020258,2.1486394094900656
SIDM00003,-0.12104640515756347,-0.688614833115698,1.3024631765890473,-0.703944442824712,2.3081438538396863,0.8883722993643576,-0.25951480474839494,0.05067877092761313,0.17338917334221754,2.8232261697410808,2.022606066113725,-0.16730741931639176,-0.800230597639009,0.4265786702130842,-0.7449520346832657,-0.7323802543146601,-0.773156431713116,-0.6373222508243188,1.338100587626545,1.380262040152674,-0.7150989954850249,1.654426748650988,3.25956592281469,-0.8078131937102896,-0.6590777765209689,0.731199343717552,2.4606372198594895
SIDM00136,-0.006112179997777278,-0.6148029839510467,1.1415099094839896,-0.8620001009650681,1.731604890737961,2.1824442401150055,-0.4793883748271287,-0.04384513509593118,-0.07849824183926757,3.0472654021018815,2.213498234939819,-0.1445804755375606,-0.6679052050346592,1.0032550647724716,-0.6893447612281661,1.867490443752855,-0.689569294133367,1.8862960693721422,1.1157744501837925,1.2436911637022707,-0.7972217643925203,1.1925411288186467,3.4164861832996363,-0.7683624145980805,-0.7066174555260746,0.4981473733841846,2.3561380498619178
SIDM01155,-0.2862270682294234,-0.6908764995151908,1.4793521535067151,-0.7150639949380342,1.8924158332815073,1.1173736414604742,-0.5068451513826446,0.02025045293513101,0.10977326156252758,2.96117259997902,2.688047343900458,-0.2116386854174332,-0.8235792563921037,0.6723708308952617,-0.7239986331392633,1.1269701728351385,-0.6815554621623074,-0.5345612841248707,1.1754443004740724,0.9550765786613926,-0.8034943327756566,1.6699056201205538,3.3425646063351153,-0.8894856131679807,-0.7461740189754608,0.8664240032973605,2.2814997862024633
SIDM00224,-0.2602831384425864,-0.7106234200205095,0.8109134545542046,-0.8204218230249208,1.7894071285639213,0.9839096335313212,-0.7338904131805944,0.005236836940713919,-0.23629922775752785,2.394169231936555,2.46683185708238,-0.48185243537259764,-0.6913536367944898,0.8243031225710299,-0.7656903922637207,-0.8132065034116577,-0.6446739674535865,-0.6682876070999881,0.9621128491698749,0.07219149061490618,-0.8146609892228805,-0.5548264091605487,2.860411849208514,-0.8568721555693752,-0.7097506437160178,0.5507184449746191,1.905294147704257
SIDM00783,-0.18763143631155832,-0.7074573746845999,0.8442174080016354,-0.6793854058312411,2.1461996164401174,1.2925957867542353,-0.6163195316882737,-0.2774731833756379,-0.0680835151553575,2.470066624278316,2.4214518581898514,-0.3742604315833558,-0.7228946774631816,0.48841562134932726,-0.46755685180782436,-0.7987465332784301,-0.5980057529210236,-0.7377130665326355,0.7207382885190039,0.909597685475627,-0.8204953450787095,0.9500098254317908,2.8055830440846923,-0.8163180488576139,-0.7531240427182302,0.8034868471384122,2.1449646321611433
SIDM00490,-0.610931120874673,-0.593125909730426,1.5732465648293226,-0.8447277474458721,1.604669311120676,0.6359941996324758,-0.6452812339714931,-0.26758326918836484,-0.16476366783383087,2.581711682233131,2.5257425765429833,-0.3902071747942206,-0.811635791580784,0.4988418936026227,-0.7615866560458361,-0.4074959316967019,-0.7711587446024682,-0.7261095264470219,0.8360365444634708,0.29934902211431347,-0.7819925686291138,1.164959356860458,3.201936793988644,-0.8506596061476113,-0.6493975671543716,0.7184656965772585,1.7648949380039118
SIDM01090,-0.017702584875562217,-0.5910969737390445,1.1298768159275858,-0.8732325765337229,2.5586940903125224,0.6345719027421163,-0.6251251672101484,-0.1670915722726868,0.3089642546547091,2.7861615171486194,2.5339035133249728,-0.12535304428464686,-0.7518766858890739,0.5629066970917405,-0.5781214583736274,-0.7125426072087118,-0.37717777104370026,-0.6993950806747063,0.5750899713006811,1.7099430197496748,-0.8387772580469658,1.4573011475507007,3.068542380535033,-0.8189007551299832,-0.8095350319357276,0.5231396369534627,1.7919922226847842
SIDM00394,-0.44698261434207026,-0.6655619657328588,1.171138797965727,-0.6428840885704721,1.1979993819736012,0.9606499926669181,-0.6343391794645034,-0.1957427300211795,0.00808026927059375,2.175439369064003,2.678202732292892,-0.4363712960906276,-0.2889577752469032,0.4953036728674883,-0.5361556303043764,-0.7829396089811712,-0.7683434633831305,1.4658244790058261,0.9179619720818284,1.3766491308535647,-0.7776618771308825,0.9809069240924553,2.8651552217947436,-0.8725730971716446,-0.6058506469965804,0.2763293015780826,2.213930892830444
SIDM00538,-0.18959991405355492,-0.47961090251732563,1.921900690170177,-0.7652137314417184,1.9112700842000192,1.3320702783460683,-0.39222000420329495,-0.2783505596821442,-0.521851610292397,2.9521256038361554,1.7153799125418479,0.03173790438591867,-0.62794155726859,0.6867609739360567,-0.6525130122267939,-0.5704393825172785,-0.7400689394738376,-0.49856183379805036,0.692082040533766,1.945200682458258,-0.5666291188374947,1.3726742601287747,3.6962342637098193,-0.8020159780641817,-0.7024660344146432,0.37266979493785657,2.527088489134918
SIDM01140,-0.0020315076203660273,-0.7625261165284741,0.9846706551122323,-0.7828608704154667,2.0220109019290486,1.4580796420556754,-0.553249913007198,-0.015794483113276643,-0.08251332255270169,2.7871655130857307,2.9565991340113476,-0.47157309405299436,-0.825940284970751,0.32863821926363823,-0.6785744236921092,-1.0044495599501608,-0.49483107120052444,-0.5163008204305233,1.4139190714859058,0.7388854348444495,-0.7609260563528145,1.59175110607887,3.062357693065706,-0.7971606856941481,-0.6654696828572458,0.41593089044264275,1.7379157810014076
SIDM00101,0.12239608681353988,-0.6031521324622139,0.6476354588574726,-0.8050936382346259,2.1127864797547757,0.7596870154772714,-0.8285494500308855,0.09221252860135029,-0.22168122412486232,2.494261785115164,2.6216127599014087,-0.4761199247334538,-0.5256949702242416,0.7564302123636039,-0.7891247770853113,1.2641535755987423,-0.7004025737880204,-0.6444879461477592,0.9154626377138914,-0.6121007611810367,-0.8010540237441688,0.9840174642915891,3.0241009568317736,-0.8981236800290877,-0.6270734260157034,0.2224780378744447,2.179496706279002
SIDM00114,-0.7415869039899754,-0.663637654938408,0.9823403828933904,-0.7362599283580765,1.2611826777398172,0.6365305793231447,-0.7344412931071009,-0.3811906789807983,0.21042731045746893,2.451935927771344,2.9085312834427937,-0.56690484437815,-0.6831183410342916,0.6025855899579233,-0.6567025084121663,0.24024723876525855,-0.6476046329059477,1.3657326935206549,1.262968043231447,1.1466119289297023,-0.8938314902084606,0.7926164153363406,2.9140533562529405,-0.8897326603777495,-0.7144661699924403,0.11048862957088142,1.1925595333501764
SIDM00102,-0.17606628832685303,-0.6977117151390344,0.8547280413052297,-0.7137393820344151,2.3008059027656906,0.5329180903559955,-0.7239416072431453,-0.27719262152118274,-0.008227512329754955,2.4563591630355264,2.658731571998897,-0.4437941488632111,-0.6314997387212626,0.6514974509701678,-0.6374985196707513,1.839315996725873,-0.8302695047661588,-0.7922406079737544,1.1359922915401122,-0.1173033583118235,-0.8458332379435688,1.2794471127258948,3.2530883492397233,-0.8598364304041148,-0.6930227379653561,0.6678271689935149,2.327506265449802
SIDM01122,-0.39297111255744366,-0.7398924796844792,1.2917605583775058,-0.8256368947147382,2.0155523108098525,1.0834097112610435,-0.7500639304864138,-0.10464208337791643,-0.11835224942834648,2.3841617074888295,2.405858897749145,-0.5234181821886587,-0.7329764979239334,0.8068417396467639,-0.5243059063775973,-0.7406319924679322,-0.5135521846084666,-0.6313082078374587,1.3672251821860102,-0.047427376874884054,-0.8344538055846633,0.7218871349022675,2.6572216359930505,-0.881063179482802,-0.7703973344149126,0.34921052371275985,1.3324602154772922
SIDM00261,-0.2657516866844021,-0.5893944441652564,0.4099114183391839,-0.8563784920539965,2.500549584729601,0.5377964435916357,-0.8215763471371781,-0.39846265406770925,0.07847435507405472,2.8253745348860697,2.8368771576654592,-0.4402726440695943,-0.6830627765020747,0.49307932591510856,-0.8478157793507749,-0.7407083613891614,-0.6897910193422009,-0.7379883744205074,0.896344753806973,0.34680840739965607,-0.7872961396455027,0.7669646514479845,2.6262545784302938,-0.9221698506217074,-0.6244357284420478,0.14735106836838388,1.0533476964987176
SIDM00154,-0.41120485884067637,-0.709159179689895,0.8258640764381558,-0.795559923626041,1.532464930551091,0.27471270366137235,-0.8141375495773417,0.037899653319968404,0.09392987219152692,2.457329847039987,2.40906647596893,-0.4583005625893111,-0.8294297156868973,0.49324513592265534,-0.7686446627940839,-0.770831669709777,-0.7566814065001188,-0.16571943592294294,0.6884542082992481,-0.4152554374034303,-0.7764579426036465,0.519757177980741,3.0070729888933636,-0.8548901180716483,-0.6857507958813376,0.495014844343032,1.9400461230353532
SIDM00104,-0.3616108041062337,-0.633601194199377,1.1246749229746371,-0.7619692261014168,2.0677747612852655,0.6327288802352782,-0.8134275140194049,-0.18988286498389956,-0.2778336803984676,2.195707891056639,2.3764749295377503,-0.3703752711121098,-0.6674497044167224,0.498990978441622,-0.7197822192061697,-0.5078990962969077,-0.6790173882328389,-0.7538050463891909,1.1946221768207506,1.0222475643557838,-0.757631158801316,1.289983741454823,2.9668074250002316,-0.8382209909307486,-0.6717406693846507,0.3005926977600438,2.079750045485619
SIDM00267,0.005543139419958697,-0.6612084968685592,0.7496372923960496,-0.7691501765390645,1.949348978152546,2.1095228733797846,-0.7258700916653589,-0.22630515156280037,-0.4139957054046995,2.6883095445404255,2.360440984871799,0.03766236302151565,-0.6254092235141504,0.45426660187038986,-0.4993201335683827,3.674947476472431,-0.22754089956196066,-0.520551018357511,1.2143702502935905,0.05538193772822515,-0.79981176434279,1.5460224642403615,2.8390488512355008,-0.7669763770864673,-0.6748111883466668,0.533668696435176,2.1167023856974594
SIDM00100,-0.11056462380085279,-0.592363017294955,1.169238236346678,-0.7465879414063793,1.6222474071494077,0.8970862366102292,-0.5086688046073055,0.45480964215205605,-0.12280588708036433,2.9957847864140654,2.6776915956478087,-0.47177376125161824,-0.798757080389726,0.8569730050201508,-0.6752137690460052,2.6361122134051267,-0.6931879560160712,-0.594667128678671,1.2236895770416993,1.1113172247672944,-0.9210684723498119,0.8812663585039768,3.537678173886179,-0.8937907091168045,-0.7163993630815548,0.6208390433403611,1.746821866714567
SIDM00826,-0.29623923992945717,-0.6069558886754186,0.7403068579091807,-0.8091865210242954,1.2251240996531862,2.0676920729958943,-0.6821467685746112,-0.4590001879715757,0.5926043796790496,2.2977743590172395,2.220470211391094,-0.3387062549727705,-0.5002185194950658,0.6073268551755338,-0.49411226004688485,-0.1712179249678485,-0.9355439882475745,0.926682503242329,1.0866486563499842,0.5556223088904532,-0.8347960418925372,0.3786323100688558,2.960020522929441,-0.7567044879873788,-0.680779758828719,1.1205831298798432,1.905873100844687
SIDM00310,-0.27790143140907986,-0.7339044859368647,0.7537139067848099,-0.7336327414111029,1.8524579136677974,0.6305628312862993,-0.6972771240285108,-0.22757836670269732,-0.24500451106701399,2.9169245890768,2.436201139225569,-0.5045297540046713,-0.7540533708318164,0.8230703728589067,-0.6730723173939969,1.9027358220741313,-0.7908881433271798,-0.5181277399361077,1.3338491356701494,0.6435511333254588,-0.7960721783030301,1.6455167408749114,3.3867703240374105,-0.8598234503880361,-0.6496845753471762,0.9321803418135269,2.5480183176200812
SIDM00482,-0.10359436676837137,-0.6094166675362926,0.8535543138932868,-0.8020391627983477,1.9297409603866527,0.569535831666065,-0.714671953515835,-0.13484338250534858,0.13001930468103454,2.710926185512829,2.2201003223674944,-0.31072160773376467,-0.7756569284482643,0.9716883187584778,-0.527677901574037,-0.7657012611907197,-0.6308996438450063,-0.6721189856392087,1.3073154668899618,1.0244007385038814,-0.7865287437466749,-0.6421318758605751,3.0013741310491078,-0.7491370849409916,-0.6666073658222926,0.5355136262933147,1.8191191878602455
SIDM01247,-0.6406757951199605,-0.6365216173657346,0.9284490090287942,-0.6638311275658412,2.2208960117245296,0.9684667785199813,-0.670936429235264,-0.5250255829088366,-0.09185797750874611,2.228248445461053,1.2950721556744775,-0.3008164408200644,-0.5156184998894968,0.8207746706986361,-0.6591306204799349,-0.9139883356790184,-0.35064896031880466,-0.598624470657861,1.0658589574790138,0.9968971686101217,-0.8300186111502378,0.782138981070887,2.2871611877824423,-0.7581763760209824,-0.5893668125375935,-0.1647343603958687,1.4138710300593402
SIDM00817,-0.38353896849601926,-0.679894800110153,1.243451141038385,-0.7308712993106125,1.7882804608779346,0.6065501726230027,-0.39339206965744794,-0.007862424245424727,0.16837279058030322,2.923104559742495,2.205158457388727,0.2347037244544102,-0.7913312817162079,0.6001271785171166,-0.5524290874251154,-0.10326573116770073,-0.5248970769459133,-0.5755074397710831,1.609465930203729,1.6782514869134868,-0.8867582067611263,1.1907055574365992,3.272140341573008,-0.8634177400479858,-0.5229736314139661,0.7333804542481831,3.022820904755011
SIDM00448,-0.31952372392411227,-0.6466602407838723,0.9322336709804467,-0.6628477040606268,0.977997074660826,0.7584912231016899,-0.7027802164745892,-0.5179570504938624,0.31223177977603245,2.582973911679485,3.060958818135553,-0.39182665205287454,-0.8081906485951548,0.9699450154053552,-0.6513772489317553,-0.9775487615871925,-0.6370563317986698,-0.6233235243368154,0.7838875936706897,1.197448381487532,-0.780997053183005,1.1053044362487703,2.9500136187832555,-0.8128990494230316,-0.6591456410203701,0.9415524774703562,1.3716159171834716
SIDM00086,-0.6112143472212761,-0.624041085594182,0.9648600843017323,-0.7252691009926024,1.6074639816984766,0.6881732314323752,-0.4198362014954909,-0.20441983801429575,-0.1930218893588387,2.846870248945684,2.3187915711310696,-0.07160528430873901,-0.7859456800335654,0.4634866645098267,-0.7485670814733832,1.3424851749002202,-0.6375251652760922,-0.6783890294579498,1.050303082254421,1.068295115618331,-0.8362387729083823,1.5661967050233339,3.0693675872569286,-0.806632005297175,-0.6235518289037929,0.6094621731101518,2.804612784717701
SIDM00466,-0.2296099455306602,-0.8812664523675319,0.6615975161733567,-0.9248904367101113,2.1251213208461124,0.1787716681231638,-0.8251238248827201,-0.21721355476527338,0.0014562486875408192,2.1276257925662083,2.749127196534937,-0.11857222353671909,-0.6864180410194742,0.8030783481293042,-0.7164532752937268,-0.8463150279687393,-0.7180522028886442,1.5969578592155629,1.115773453384175,0.7226189993302636,-0.831951354753889,0.8271614145579924,3.0093161308817393,-0.9043262101104206,-0.5828635129520526,0.5184649743807338,2.577042734059051
SIDM01132,0.07318835941650309,-0.6869355918577383,1.5977865255508767,-0.7469985551702015,2.296480794039844,0.9133951566572788,-0.7704427190295027,0.2233008416067829,-0.25167711788342595,2.788665141770004,2.4145847242686638,-0.4114683128680949,-0.7994561554506338,0.8948859700753163,-0.6825269954182285,1.517435694236324,-0.25153454207088755,-0.7795416608450902,1.6259716818621515,-0.39851229896607704,-0.8239474210582399,1.677370360594469,2.769036560599143,-0.8283268010098623,-0.6265571061387191,0.6121313748314239,2.2509963226771013
SIDM00465,0.1495886819678077,-0.6423009661613147,0.6073158287260823,-0.7817061236486857,-0.49066367177281733,1.1850230848747656,-0.6546980902339952,-0.5092656372057343,0.49935590377864264,2.4351781245044615,2.303423300402516,-0.001873055580843961,-0.3798557374533367,0.7541170174912898,-0.7305286300643798,-0.63474921213665,-0.7501509994400241,-0.7376923699195477,1.1158610504671542,0.6977212198304561,-0.8727947344423376,0.04332183896466353,2.8618235059908277,-0.8900249517175864,-0.591616390267475,0.42470297297096393,2.080461432352832
SIDM00565,-0.04839776991109809,-0.7378426133806196,0.5357958409696681,-0.8376224148724037,1.6062596228509574,0.9950990686845884,-0.7802190938819351,-0.3053595561774209,-0.31456583195358007,3.087096997085096,2.8699339718859838,-0.06943602493913686,-0.7239759968069854,1.176002910752251,-0.728022402041908,1.6138685730009914,-0.7023912526261117,-0.675051207952662,1.2267348059807759,0.14394664958955192,-0.8771646290958448,1.2420018789164513,2.863266537846202,-0.9336614221695229,-0.64993071060573,0.627467055496248,2.7090382768002104
SIDM01092,0.11094213475149238,-0.7575604793236971,0.7819231680441636,-0.7243153922056995,2.4160300358920557,1.0543954021257667,-0.7059686812253404,0.0017981750341840908,-0.1814931589885307,2.827101993444697,2.8257092978944973,-0.41679965241836164,-0.8009202189790854,1.0544316432849143,-0.6915562670654427,-0.983739578646602,-0.5358782849206695,-0.8623040534935077,1.1051708333971901,0.9108926906423002,-0.7606454931796364,0.6092559712346249,3.043604244886226,-0.8666248312171682,-0.6600819987299464,0.37571196361683573,1.9720173791678597
SIDM00218,-0.25980654519822344,-0.664072341785447,2.141217805491755,-0.803858549217161,1.6676977815003555,1.0589592873928604,-0.6731014958572751,0.14260960943301898,-0.3569837672106323,2.931996116324743,2.5612607640500356,-0.13347618499948932,-0.5942548790844705,0.7447610496893327,-0.6874957279771639,-0.8803940654552763,-0.7573010000577676,-0.7445157537923304,1.5721343941324641,1.478436317548662,-0.7299206372082262,1.4302513072660918,3.257137725442989,-0.8855141638874667,-0.6473629972304739,0.5482105489311893,2.7778728788004035
SIDM00044,0.0007503542483212644,-0.5539056392159973,1.2130449235259284,-0.769890916308705,2.3493249415021116,0.9039938453258443,-0.6824632305403119,-0.1224417384929526,-0.5940878480087354,3.3762621151149435,2.894825343680033,-0.1377687714847563,-0.7388837635469638,0.938601474676933,-0.7537199282198056,-0.4682742260064861,-0.6314376206377867,-0.6075481888935588,0.4931905215739354,1.0353220602689872,-0.8268187907177762,1.9480979712728925,3.524322701902951,-0.8279802556951547,-0.6830766591812323,0.5828970171188491,2.317705759347399
SIDM00362,-0.045061853699996546,-0.5416834155109181,0.5895366014427212,-0.6710873714924349,1.8746992007214986,1.000617458606916,-0.7549739804425828,-0.4147318232846538,-0.01453770738630531,2.170087819010812,2.1760077073238064,-0.37992945131167033,-0.7222091954523946,1.5716825258639262,-0.5582865100370975,-0.8552120663801875,-0.6668810323596606,2.149168310848442,0.8344746041768419,0.9600897289470507,-0.7247922231184557,0.2837993577200767,2.7209004125996885,-0.7390746869895934,-0.4601034149168135,-0.035483058244886845,1.7242405084738803
SIDM00813,-0.5054037127559293,-0.8214559566870062,0.7750610094675117,-0.8052586744325428,1.9581034817155822,0.9414843792495523,-0.7598625055449428,-0.2358506334299752,0.3303083264134607,2.1465925163805832,2.551797114082891,-0.39285549126791663,-0.6634101344526528,0.5685960683289062,-0.5396428082710782,-0.8870944725216566,-0.6861450824580443,-0.5289790832295432,0.9879349277650584,0.7616152341688048,-0.8046792089356788,0.861737905150572,2.8223162039865337,-0.859225549271322,-0.6905662199885871,0.46881362701923623,1.8783567348733463
SIDM00364,-0.38333203661785537,-0.718492298085084,0.7383265980625837,-0.7345015966822237,1.7036124386825826,0.8161269663370775,-0.7326133749636411,-0.2427840236762575,0.25028894430170673,1.8283144600224386,2.6501615795086755,0.07811979021277422,-0.8224814872837645,0.7834568977957866,-0.5681054628880685,-1.0051233792732281,-0.708411393908132,-0.3771556152166498,0.46658373261371877,0.9804956928957639,-0.6449594047342235,1.1076814248474256,2.5302318510453143,-0.7792859773812294,-0.5533402619252799,0.6907264828245355,1.990977700880163
SIDM00792,-0.27062921152129304,-0.716543646471248,0.9069220475143767,-0.7546367120440645,1.587716244299215,2.0169600188690135,-0.4755893875375793,-0.14150254299307413,-0.25365026716045447,2.6728836441621966,2.742962981795538,-0.35690385982246897,-0.5164908176856989,0.0086593788989085,-0.42279392523887527,3.0751728511282583,-0.5510077534075406,-0.6953275475030833,0.6943257658802486,-0.3782908995033745,-0.8395223210811978,1.3030657320154235,3.296779494367118,-0.8747232837331914,-0.007373300853816058,1.35415309553465,2.191573775160235
