,JUN,ZAP70,MALT1,CD28,PDPK1,PPP3CC,PPP3R1,PAK4,ICOS,VAV1,IKBKB,MAP3K8,MAP3K7,AKT1,AKT2,NRAS,AKT3,CHP2,NFAT5,NFKB1,NFKBIB,NFKBIA,PAK6,NFKBIE,CTLA4,CSF2,PIK3R5,CD4,NFATC4,MAPK14,MAPK12,NFATC3,RELA,KRAS,CD8A,CD8B,CD247,NCK2,MAP3K14,CD3D,CD3E,PAK1,CD3G,CBLC,LCP2,PLCG1,NFATC2,NFATC1,LCK,CDC42,RASGRP1,SOS2,PAK3,CHUK,RAF1,TNF,CARD11,PAK2,RHOA,PTPN6,PDCD1,MAPK9,MAPK11,MAP2K2,PRKCQ,MAPK13,MAP2K1,MAP2K7,GRAP2,GRB2,MAPK3,IL10,PTPRC,SOS1,MAPK1,HRAS,IKBKG,TEC,GSK3B,CBLB,CBL,ITK,IFNG,IL2,CD40LG,PIK3R3,CDK4,PPP3CB,DLG1,PPP3CA,PIK3CA,PIK3CB,PIK3CD,BCL10,IL4,FYN,IL5,FOS,PIK3CG,VAV3,PIK3R1,PIK3R2,CHP1
SIDM01093,0.7456244078184018,-0.7102985058455707,0.9624185163238681,-0.9155416688570733,1.3464026894511922,0.837261019915633,0.5254195953249158,-0.24118257861685177,-0.8484975787611501,-0.6496190086206916,-0.26015207742038815,-0.7618096139946472,1.2650876010709353,0.014278904425228212,-0.5342135613457178,1.5845997945431642,-0.9115957036645806,-0.823683577920976,1.628890125252498,1.9908581253765516,-0.2664271668789818,2.205290322821674,-0.6662956588138458,0.07965472811662125,-0.8460029003311758,-0.6462608821182919,-0.7792825749464217,-0.8733024030043398,-0.8200220244641924,0.35003583313952435,0.21153274894132482,1.6385761838473267,-0.16626206907389127,0.45577622691952335,-0.8440346185278647,-0.8263705747579101,-0.7169557574224097,-0.3602170091886363,-0.5680922991236959,-0.9010348310589678,-0.7809444786280046,0.7744582398020569,-0.8054470417829691,-0.9076484266501575,-0.9565068954009207,0.1676876606801204,-0.5695759988728977,-0.852113277140446,-0.9112832109669515,-0.12249352961999108,-0.7943616278232323,-0.18601710416601894,-0.786769063484684,0.6123745260668331,0.8140456575664213,-0.7666483041410693,-0.6528423317252332,1.0666320634957827,2.7084214520623435,-0.2532847972715528,-0.7729577625542197,0.7194204054718131,-0.5070667989947812,1.0544291635015848,-0.9168944324443449,-0.280838167001589,1.9431617853497982,-0.34341886828335516,-0.6296021484547344,1.8941051651193723,0.009041848105836194,-0.793388155821931,-0.9291256334585833,0.5361719629290652,0.873695986992817,1.0297247545552024,-0.4529104468162872,-0.6659978279300802,1.449539281658334,-0.7682769216991054,-0.09166147619044235,-0.8780147823164897,-0.8974013083588045,-0.9547354620398008,-0.8268807687477082,-0.5258400528333234,2.0815188678225285,1.0612984683956292,0.2465534912317814,1.01729758623653,0.9141466744771077,0.6123179564791771,-0.6638947876046497,0.034452292953516796,-0.8040701026662526,-0.5386989706244542,-0.7084553299216442,1.562543136135327,-0.8589165248767845,-0.010538014854206247,-0.5935399463867516,-0.3826828825341571,1.7393376064427346
SIDM01098,0.26336395705804483,-0.5897173535460536,-0.021757496313768835,-0.9708644297471637,0.7267832181321444,0.6828565303875537,0.4249170997016371,-0.31513841600263565,-0.8196502719138965,-0.64459474751999,-0.24212850290586543,-1.0066329984048836,1.436326416322393,-0.10100272423512818,-0.6137511513623031,1.3891466676033168,-0.6283366784473022,-0.8902594818096479,0.45787305605546874,1.4929546492297852,-0.37578176726710444,1.41322468193204,-0.6127251739189682,0.43951653184065625,-0.8511848082528961,-0.6678776832568158,-0.7000230367169441,-0.8737136332680414,-0.6356793044933843,-0.14246902764616926,0.46677159260803314,0.7749718012424457,-0.22770496564133116,0.4361121852115703,-0.6912576896392981,-0.8176363697365254,-0.7221522153418841,-0.2360288515252617,-0.44462585142810257,-0.9310057377243542,-0.7550454054701509,0.9062855400160725,-0.6837871971613791,-0.8786223904579589,-0.6431740234496132,-0.1898541521979243,-0.7224949607310756,-0.8263625889879984,-0.7947738629044548,-0.09365056705588465,-0.7972533406904672,-0.035156462777472676,0.34555917566964955,0.11174892588663715,0.8085957478687608,-0.7008677482726914,-0.4594646071549019,0.9354090575033541,2.6976170667094914,-0.45935915439723785,-0.6426435835233347,0.24113473901983112,-0.32078527993178996,0.9829810687253467,-0.6829155275370364,-0.5472554740884548,1.3522002296757216,-0.19932394014546084,-0.48815962231872406,1.9753057323292675,0.31619423431814414,-0.7570617344195516,-1.0456634040601935,0.7187555407331322,0.15425779103500303,1.1645227521707184,-0.6341257635875199,-0.6969526379265278,1.41446507886832,-0.6965010933967449,-0.24932068539730862,-0.9235848204334379,-0.8418030700438356,-0.90398558284505,-0.782552333742352,-0.15823530464662555,2.252035737173589,1.075480196530174,0.0790998755695725,1.1598763426845629,0.31094360033403284,-0.038937096058917764,-0.6268625040936583,0.13434430364712135,-0.8248127723448963,0.9816573662880929,-0.8876779199591609,1.3753994393839477,-0.9639310209210279,-0.7190046000067416,-0.33895121534668726,-0.3058618851442085,1.3329056479696935
SIDM00424,-0.3444703288459601,-0.1820071194454897,0.7463745431559934,-0.8221495482188003,1.5110758436329395,1.9681938338631246,0.9972441404120052,-0.4897336156931729,-0.8034687536334278,1.0808388789347125,0.018748870146996603,-0.8873486523641041,1.128919234457572,-0.30326914877970473,-0.5501404741219281,1.8766271622621657,-0.5310668659207012,-0.8272790623472437,0.8169372806503444,2.1522472276893154,0.5074740936703381,1.5728739745023466,-0.784463138402234,0.8244480235704711,-0.7976671519518223,-0.7431425888428445,-0.6915165207223022,-0.8385120787010313,-0.5707465073439099,0.23268322780557157,0.4880638415464904,1.5951825767714445,-0.23198830068364795,0.9215039453201721,-0.8239473029152812,0.3720860897698705,-0.5335945339056073,-0.649170374669845,-0.5547402552678184,-0.7905647988239862,-0.7902740785235635,0.8175549975034223,-0.8084283327674952,-0.8342993856062996,-0.7151984068548389,-0.10046853381990706,-0.4857329676419826,0.036507685938727955,2.0912280356846216,-0.14691088172045036,0.244347155632278,0.24726489605417823,-0.7784660409988196,0.7948323822045862,1.2196075938614053,-0.7685173231177345,0.9057559731106002,1.2449013028635052,2.7992741805136725,0.05921238971330042,-0.699974202244742,0.5163113312062341,-0.36346529302132513,1.1552842183049115,-0.8282116029542167,-0.468810865730865,1.7211087953173017,-0.0473410776656306,-0.7191299140876583,2.2296306117272855,0.2699574907437687,-0.7211649543013418,1.5102399212323017,0.6129958594743935,0.6825314102762445,0.9039971299962638,-0.2197771292610813,-0.5630920147733052,1.569019685018791,-0.19465223647783947,-0.02082312194242998,-0.808145761613897,-0.852267772567404,-0.9289078972320647,-0.7508283581498716,-0.49794841132873147,2.231466712205723,1.273623684420889,0.21038732075646055,1.162739541745469,1.3576923488352048,0.20269421987579414,0.04336748601603845,0.39077745343821474,-0.7122367106183293,1.3552860477577806,-0.7397488948539911,-0.660433183951838,0.09802582599231503,-0.6322094860489192,-0.08581799935063537,-0.4544825377019446,1.4409990269015247
SIDM00973,1.799535668467844,-0.6975066312708664,0.8588002816504527,-0.89352739058156,1.1577839191114359,0.9282798595819929,0.542178183193694,-0.3301653426703936,-0.8114694300689024,-0.7516684869299871,0.13100408756984322,-0.9467003864867831,1.5154540999976258,-0.20314398250825128,-0.5801570872482131,1.993793374851343,-2.832893904648473e-05,-0.7495416053251085,1.0745794356278462,2.2134747295854407,0.12248617486377886,1.4863732344891472,-0.7858043539448797,1.483634910209994,-0.8318444869956345,-0.34892271873272884,-0.7162974851844266,-0.903434003007706,-0.6599011461518651,-0.17934762949698443,-0.08073176798654626,-0.1477732528540238,0.045946921541787485,0.3921759342136722,-0.9160330054348031,-0.8212913253657496,-0.7426964429470693,-0.1026142743443655,-0.2867504244241931,-0.8589616481952367,-0.8511487410761812,1.014921679114931,-0.7638140280922469,-0.8554056199870613,-0.7453004998521223,0.11619205563726441,-0.48985720575202235,-0.4950244504757497,-0.8309211761942615,-0.0269791663594139,-0.6947074299376474,0.2839366207289505,-0.7955230628888121,0.9166536131077386,0.7684005231707065,-0.7086165329656964,-0.5725809443103254,1.101834989883013,2.509191660736593,-0.3920999067205405,-0.7339708665358604,0.26906657454852245,-0.4134434588246699,1.245157490610311,-0.8461147616641445,-0.7415118031840343,2.078336054909063,0.02192205816361881,-0.5223846239296445,1.795332409759969,0.26299035004266214,-0.7791409948491138,-0.9331826006792995,0.45983765154282163,0.4939504917971366,0.9478301662101801,-0.5304913339669132,-0.7675985843075155,1.5280732759515834,-0.5573838106057258,0.2603941871071287,-0.840368951429754,-0.9637854083214528,-0.8965181373077741,-0.8233642626392784,-0.6500319664314771,1.9674903595793813,1.1109359658211742,0.07344903274786932,0.9133837781474589,1.0118574123062116,-0.21823842367906404,-0.5085016954323357,0.7988006763540492,-0.7345715091035739,1.2902995482442445,-0.7558540263704353,1.5805826861601022,-0.9210231414301523,-0.7064508975509844,-0.48627451792678283,-0.5132062477368098,1.0113559369617824
SIDM00411,1.4841412877475009,-0.7528134942284095,0.38287997753751535,-0.9130356294620047,1.0728757869896368,-0.018283664738644494,0.5551287987720075,-0.15526531404987925,-0.7692094916150017,0.09078016605024965,-0.2242032944185034,-0.8784510736520729,1.3299882825872553,-0.015505049851779537,-0.731427341261061,0.8153699727320969,-0.8831901115599773,-0.9689658860607365,0.8485281856730638,1.9814926451762536,0.10898126568967131,1.9968303727657946,-0.136468835656984,0.3014273365416212,-0.7422237349184502,-0.3407527364758441,-0.7658061754070679,-0.8920962572668779,-0.832152919788097,-0.02838831082391029,-0.12464261124768523,0.24804963335997002,0.19668254062289064,1.2784253627919009,-0.8650813250349683,-0.8276623057126862,-0.7390652990989619,-0.07420681392749005,-0.3441485211192038,-0.5812413246759809,-0.9649557676485123,1.826018156486912,-0.7840061832407643,-0.6803782561792637,-0.6551040106324058,-0.46328246847691956,-0.6730881187886875,-0.756232720465781,0.813225342616694,-0.2257714608883213,-0.8482214660150984,0.06363199074858204,-0.8471349248058649,0.8531821242814318,0.5599856744025686,-0.8257623602982255,0.9205803639469198,0.9496310120732403,2.3938770344714113,0.24223695009762186,-0.7389238307639675,0.6448524384893676,-0.5590370316712555,1.0886194474913808,-0.8369940538638485,0.7102986718771745,1.7888611545285729,-0.37342482531507915,-0.7239146949775394,1.7810191177556,0.29408953761611967,-0.4937958740543762,-0.93488669596801,0.6381888873015227,0.5572808769470882,1.1375896268219676,-0.5940976856302288,-0.7664018804115509,1.502344844692786,-0.7854146029392948,0.01033649766000125,-0.8478132544095096,-0.9571939607738356,-0.9571067429274757,-0.7980882029692069,-0.5638311594066441,1.9924173697352114,1.1404389225563378,0.45925238035749194,1.3109981917597118,0.7954696309109586,0.45220981601526666,-0.693223937778883,0.4359825111242091,-0.856330783722313,0.7216324681509906,-0.8044564630582831,2.156417277012497,-0.7313452140571544,-0.7595266323139525,-0.2439869861094633,-0.3984408287883672,1.3421285560299312
SIDM00374,0.10394532137573208,-0.5387840594053447,1.569967193785841,-0.8782487597423501,1.4772646349708116,1.9697764504858,0.5753766442013336,-0.49297267021030894,-0.7351952389144604,0.7539708430536983,0.06318874803253396,0.08428610018854149,1.1988292673364225,-0.39644869001748934,-0.4990542457426893,1.4762611042510614,-0.748884378566372,-0.8514348328566166,0.8141695246407751,2.6227391441130172,0.3192101447085476,2.8176525329133058,-0.8323019754781111,2.236943330385194,-0.780384832998631,-0.49968135234074557,1.623951230552208,-0.8772258561222064,-0.7609012207109227,0.009021163979776628,0.006695707465932569,0.8369474975430884,-0.024264211688195036,0.9371843768201511,-0.888171955207729,-0.7634760759461758,-0.6620733366971023,-0.39191042427798145,0.19696501376749434,-0.6952415405477635,-0.772494912570413,2.0644189496572034,-0.7626968192408883,-0.8387723301927749,-0.7331699720987751,-0.30080182562186586,-0.45416906936382706,-0.7709228382331013,-0.8304911179117433,0.10750489713284803,-0.044701825057437895,0.060741423714350484,-0.7277596888483828,1.1785152718583836,0.8684751964752183,-0.7126603688211408,-0.09912336315210844,0.5672744732227493,2.5749366789113037,0.7533821377878207,-0.7604657959720059,0.4093975704533157,-0.46370913922364176,1.427518526478996,-0.9059714402955772,-0.5741142132919383,1.5722768084774918,-0.20998260942711586,1.143482810241773,2.317264423664214,0.27675907204753203,-0.7526172873063554,1.6831034517702705,0.48055584305653465,0.8211021362360892,0.7216801284323582,-0.4772526855366457,-0.11156516140229099,1.5287638250094557,-0.6948138686927857,0.20699355647519332,-0.7608051829397361,-0.9123252137889365,-0.9247037129358291,-0.760886322059477,-0.2873586112733295,2.014403301861355,1.4389282269716033,0.11661092060184046,0.3765947796615212,1.4192698130018189,-0.0015863881255500521,0.12661923255141758,0.34924149532516013,-0.781109707258959,1.8993040530916745,-0.767171819179198,-0.6082505092718652,0.06933807030711583,-0.4463201771017967,0.7101803121912684,-0.5359605338166862,1.0158224631307258
SIDM01160,1.705722654872124,-0.6502104488951522,-0.1664875836754178,-0.925421284339186,1.1880359460974796,0.44211011388277305,0.432719791410564,-0.025514121039303582,-0.7913764642460281,-0.8095333369378421,0.41009984410710604,-0.6840303793040234,1.3404139197296632,-0.1539780257568887,-0.3322620345768664,1.2449221327112465,-0.7612190352918091,-0.8568322768664546,1.182679967399784,2.080393869170316,0.0060864580200510904,2.1504945984014125,-0.10511619976999882,0.4401127979943324,-0.8526761255769072,-0.6102576558911316,-0.8001109002652728,-0.8788428808984786,-0.8508825529635987,0.15621768974948255,-0.3407209240202286,0.8428439650413773,-0.12161929414270432,0.48232357378397,-0.8307231734815151,-0.8092138545970607,-0.6325983146932538,-0.14698055581312489,-0.43738424846605956,-0.6992685660580953,-0.9121021528902558,0.3094309951412619,-0.826225766132598,0.627274579130315,-0.8774227557907508,0.06520410849334968,-0.74217421555917,-0.7452624161842726,-0.8464040993599526,-0.09889656747233665,-0.7424907779245294,0.15582540209760298,-0.8647686851403475,0.536643375067011,0.8898353840836593,-0.8380056720440775,0.4765227946721899,0.8400113808108582,2.22856477189929,0.42836279987196757,-0.8685307593171689,0.5449946356525632,-0.8160842772841763,0.906562482742119,-0.5252054243967027,1.3640205919458475,1.5835805790319222,-0.31535693195219305,-0.7696587211042631,1.6516339387545067,0.5403615228783089,-0.7696540288731015,-0.944812910377789,1.1297443063025117,0.5611164930635762,0.9251035318653629,-0.6490244747431082,-0.6371659849071276,1.4443817695615278,-0.7852313893278141,-0.27826697630962666,-0.8010592647473359,-0.917329433363766,-0.8908451305191247,-0.9876898430000299,-0.5316982997906532,1.8437509174781863,0.7802336964244055,0.24818548355794476,0.9180825024861575,0.9378713374263831,0.4223242219914135,-0.6957513156524642,0.5046471191799565,-0.9091228972471553,1.0945236128270053,-0.5485973798375189,2.9442186815378695,-0.8673539110364847,0.5258126806532895,-0.03023065281712406,-0.4751214289625675,1.6969391021284599
SIDM00145,-0.18923050474540176,1.20219298876986,0.04707470115952796,-0.6377174519912545,0.9783519330377621,0.7397969336137956,0.7006768455914465,-0.5544938170563118,0.20206962209019763,1.257368777486269,0.2165374470981674,-0.9431082519415532,1.3418734777438657,-0.14508168371135158,-0.3829653108561239,1.672214374756436,-0.6712056004289029,-0.875951462831487,0.5115533561846989,0.3688665454716265,-0.24688862471822615,1.3546849029322503,-0.7540846857535095,0.31489841050250944,-0.8471975816520161,-0.5097302576510422,-0.616685866952209,-0.8531447179949415,-0.7909934637810593,0.6734837217090018,-0.5252773317584383,1.3371413324610184,-0.09502471228964345,1.0648285922054845,0.6125446416754085,-0.18886508827252083,1.6262592640385047,-0.25269058406622397,-0.4922379193462918,3.2660267723719123,-0.08135473457453828,1.2798652988773633,1.3637560550647072,-0.9257634888486708,2.0217295309705396,0.8979517976246841,-0.6467763838170312,-0.5853460369397189,2.3234168809940177,-0.11975331244442139,0.5885561180200474,0.003194612457737527,-0.7055841827391299,1.0894161615788667,1.222340555226881,-0.6505733540619614,-0.28795225500558136,1.3439716087867801,2.5917352700117826,0.5183806290628723,-0.7182693326072993,0.5367146251143787,-0.5390383080585808,1.2169315484563663,1.198236526885531,-0.5163002200841134,1.5487298119161192,-0.1719486670712248,1.724534882876007,1.9304153566092779,0.198899834687351,-0.7958539506196876,1.7676419681564437,0.7076652951668619,0.8420866888486146,0.9016517836569579,-0.5106530896075184,-0.6048906033206478,1.7522423367094424,-0.6447991112569915,0.01030634011814346,0.19133532131020028,-0.9445743389276118,-0.7942863769503837,-0.7393800009453328,0.2496834043667951,2.095761691324411,1.2466729345068488,0.18054540858879714,0.36681046167782577,0.8314009692364289,-0.018400940908583036,-0.5468405559421257,0.26588335936327206,0.09326468012289411,1.493413784624631,-0.7571969408067687,-0.679512881697506,0.8163628170683489,0.41575312859133545,0.6122300013840992,-0.3455904798127118,0.9187719146150157
SIDM00975,0.3692278947042575,-0.6484885082264397,0.04285887655572621,-0.9181272064946441,0.8511946397402249,0.7140318799646345,0.5448021494484921,-0.5105955926311653,-0.7462482400666037,-0.8102256551788085,0.001475674806011116,-0.8768611101629719,1.2618235329146634,-0.33270096634478985,-0.6595948323460266,0.8882524665012252,-0.0145143776329166,-0.8776339103336513,0.9190663099642682,2.626967903502437,-0.2201162606559746,1.9448743865559754,-0.8796855972765063,1.4552690907147092,-0.8546741997972002,-0.5931411883103355,-0.7089174068441259,-0.8693729523815239,-0.8291926227455741,0.03519108481772934,0.34325825370688456,0.23873333675284894,0.005524873403060311,0.29518046591921054,-0.9606382403595193,-0.8941536883220562,-0.7683333825474676,-0.04082402170283744,-0.559594543947048,-0.8565718801847384,-0.8819078038188787,0.6598853343219382,-0.8166339736673507,-0.9429532373618158,-0.8599877388860041,0.6454959992134138,-0.23185299572616214,-0.5906247996792834,-0.9073650526554162,-0.23640261139139238,-0.6029819378221105,-0.06248889757389386,-0.8165736906436584,0.4308980245613371,0.667914827045068,-0.7634256227453796,-0.6431539909117227,0.7432929514983567,2.4714548668628558,-0.5396041296523162,-0.8409883092548333,0.3263630380904706,-0.5554558465612327,1.4548694000788078,-0.8552614590088505,-0.6082442274681238,1.3397936473136476,-0.3190198304795533,-0.5617266214834179,1.3801718435418144,0.4109762991444716,-0.8479767505784556,-0.8977410681813504,0.5990629611895347,0.44080813700183863,0.8847497287134882,-0.46477149930011963,-0.6974382732993586,1.4701088340327952,-0.6292287087249525,-0.29726535093697,-0.8497974066151265,-1.0149303672668402,-0.8898017994451591,-0.8220362739584416,-0.7061420385231344,1.7755083029862695,1.0803678095118359,-0.52403328014436,0.653141916505708,0.5311689130123125,0.2406067731627391,-0.6158783529610046,0.3343577064759409,-0.8653048211205535,1.7547996205250413,-0.7921331747084313,-0.040081070998208485,-0.7304204574390561,-0.736783703330547,-0.22383073480811522,-0.5830333987096499,1.3251170431652923
SIDM00971,1.7444873858214138,-0.605535058289742,-0.33581708215721134,-0.8681484026494322,1.3654970186726096,-0.0065865163704618606,0.2669555482307739,0.16893953776933496,-0.8467395959320492,-0.7039308670129629,0.09923607607820621,-0.6271130973338364,1.1989006979772125,0.2580632661519532,-0.5080980502847281,0.5879591046234587,-0.8306026184529746,-0.9139456608792358,0.30064816669050276,1.6440394048877571,-0.3089595962371831,1.628257786931424,-0.8197384192276652,0.20874546656553056,-0.7842289097578898,-0.5284666643648024,-0.5182908783959141,-0.850690797723425,-0.6389372889545462,0.16643842655575283,-0.38766050812733654,-0.08944374694027632,-0.13754177630149073,0.6262191641240401,-0.8726368507828625,-0.8776026915217066,-0.6208966705481701,-0.3159948529814983,-0.44542119665008567,-0.5057413805625874,-0.7421006121551402,0.7053153939654164,-0.8241853677863129,-0.8414549995467481,-0.9215857582691411,-0.5559040380103081,-0.7133460229874296,-0.6645028531717706,-0.8458666094963453,-0.31542144754001994,-0.8053206394019365,0.06898150726435219,-0.8419427871955838,0.6526502763703504,0.9840994762213562,-0.8461021334673912,-0.6076688681816659,1.1084051234170307,2.8199852803910725,0.22014512541111292,-0.7447492226013498,0.8743408519412214,-0.4636817489516607,1.004694247177376,-0.8562511194839201,-0.46706065786551076,1.3377841714965912,-0.1481905124320111,-0.4218037236764141,1.4881806484979143,0.44753992891748423,-0.7560189283268067,-0.9314693299117115,0.57225391420623,0.5972136651532114,1.1963822563824231,-0.5106062790719758,-0.629844506916644,1.616262466974039,-0.6521798221946827,-0.4840150557633148,-0.8381903098924982,-0.9047319557435736,-0.9918675380436454,-0.7780222253606581,0.7956840490888306,1.6366115715272997,1.3796812631246609,-0.005086653385578959,1.12622317228562,0.9157258262610262,0.42642348328186686,-0.6428401806490993,0.6560818777804532,-0.8578982357980706,-0.3506098150720879,-0.8247149313334855,1.6457144941078548,-0.8539706438570629,-0.21609156913587663,0.31433545656633155,-0.4674103962812997,1.862110489018134
SIDM00251,1.068800601454334,-0.7029742483637296,0.5213155794109784,-0.8920944701502989,1.277820405146134,0.40542509992746717,0.7873583366545636,-0.24925739309517386,-0.795567045881344,-0.7117629852720317,-0.18214836053429473,-0.7506283130504232,1.3233429629684554,-0.06108337198505866,-0.47378219160402313,1.1526039054739925,-0.8299824076046153,-0.8279592487219346,0.9934668958178633,2.119896120483767,-0.32065570917988045,1.9263416041489205,-0.15481585440432952,0.44563828437638014,-0.8376440256905877,-0.5952489491760693,-0.7064638775937819,-0.8909820008398691,-0.810661180809425,0.3214547008887071,0.6016820352773875,1.0521075217068683,-0.1831817935042554,1.0127039039978598,-0.84501497037751,-0.8826540604992709,-0.7697009948433214,-0.2939086967322214,-0.5144127281678621,-0.8116270767502561,-0.8141032112335622,0.821394467721841,-0.8400162281274763,0.039844737556245145,-0.912331602774521,-0.07864242950517704,-0.5766236107826368,-0.789690480908447,-0.7673705190513309,-0.19715214191100944,-0.7963208348077222,-0.15741564172951966,-0.895418163367468,0.8677734239194214,0.9209985474723127,-0.7141364201006954,-0.49314828364537056,0.9111352533537651,2.635679352234386,0.5350692289007569,-0.7269045739744855,0.5669314558300306,-0.38475358818527466,0.9968949270307409,-0.5729819021828392,0.7003445386269629,1.7210473298567899,-0.07886178536957533,-0.676518384575854,1.4929803410996587,0.2803783522797874,-0.8200903169820395,-0.9218317315876484,1.0623823442779528,0.6747884116275189,0.8598122597099076,-0.48788488976253974,-0.5319962629301929,1.5504544034338597,-0.3276203348436447,0.06432058483595349,-0.9013201018660607,-0.9949281859038343,-0.9268198368875001,-0.7965058171588328,-0.4438483569661307,2.3642765963587515,1.0566823073866136,0.15420936979512026,1.4381927064886395,0.583855479838672,0.12304969245245363,-0.5862194505698869,0.26485736950543465,-0.8981267218822289,0.4451056657933471,-0.7542721308216613,2.1472031033813774,-0.854625836540477,-0.7598784071252745,0.48739875090072465,-0.25038556264993556,1.3681185778802374
SIDM00412,-0.5588917960839188,-0.20517540330831843,0.9673667709756405,-0.894026599975252,1.2685558995027082,1.8116467755063883,1.0999261418380901,-0.5927507279681506,-0.9796791921314159,1.2419391184852837,-0.11351833481789554,1.2043169648637064,1.5629638066430143,-0.19775973394572563,-0.48398644151347436,1.5022894526891792,-0.8284067660885268,-0.7757101396028758,1.1402337887984157,2.374924589901235,0.001707722256471064,2.1926024237670907,-0.4849598759176977,0.8659965611948882,-0.7924014027268222,-0.5393000661874463,-0.5576151598407979,-0.8915697263395287,-0.6695597553620591,0.5949807599766942,0.5356156917383885,1.3288632450626392,-0.041245529643826766,0.7862359162149266,-0.8667538762287353,-0.7311291954081575,-0.548814522246417,-0.5075087414088993,-0.09978774138862716,-0.8198698812046403,-0.8314599648348,1.1745407176417932,-0.7643689127783762,-0.9382476593164714,-0.7146655229469724,0.04966071952525853,-0.6012151885147697,-0.17073289742610367,0.5358868029140156,0.12222689773206509,-0.5513653220901799,0.31292366742249755,-0.7230808122722396,0.943301271293642,1.1575895036147499,1.5318976860099518,1.041467848346206,1.0393550104375477,2.5468748408205144,1.512084480578591,-0.7589367777613603,0.7344975547502751,-0.344318054813796,1.4884850368101117,-0.8337296293427102,-0.5467208213727672,1.923702536676503,-0.1966704853148536,-0.5876687715685462,2.6214977697587436,0.24399612452193456,-0.4284565393501904,2.1531188912823604,0.4155915934708149,0.7529752466359841,0.6116622268950679,-0.44957868213222973,-0.6900550560742993,1.429874524544032,-0.33134425585831306,0.11366654559512172,-0.758820508562349,-0.8206817657416209,-0.775168834676154,-0.7958632338327493,-0.40832659116132897,1.7134892413533958,0.5046898820920485,0.02226972729330042,1.254410106406056,1.2450870296441667,0.11417759015075661,0.1793801230378477,0.31396620493191807,-0.7122009727325596,2.2020647390532253,-0.6425850031021344,-0.7514854629610025,0.9186104913756331,-0.6106575608004304,0.0008596510534877207,-0.4656554886457795,1.2677901840969021
SIDM00023,0.6211237355997704,-0.7033254016734329,0.3460005583363553,-0.9062054869171341,0.8328742140193269,0.8244293487514227,0.4180033657720745,-0.20261681368590845,-0.8494830505174805,-0.6407564867839355,-0.19836984201976032,-0.8407757724527273,0.9484348457130561,-0.02225262985857594,-0.6241215964420105,1.431058774188107,-0.8925531568654644,-0.761720921400099,0.9845737738478476,1.940495142195408,-0.3430023894148127,1.8766153809604682,0.7079017569698879,0.14031369873238525,-0.862191956913169,-0.5705648439377287,-0.8165453020726285,-0.9512403406420253,-0.7665155349275065,0.12686935913373673,0.3670766707189912,0.9456241106601807,-0.07915521658399804,0.649224647786217,-0.7767352311915119,-0.7365530758119825,-0.7297750348678198,-0.2101414700935364,-0.21167458293457708,-0.8551521536564292,-0.9050478036351924,1.034613172507552,-0.8084419648992227,-0.4030928550376858,-0.925130668750662,0.016129254890318273,-0.7314002859382712,-0.7885805067105901,-0.7318129375517801,-0.24518446542336866,-0.752563182244885,-0.11366742974713755,-0.8007776781144215,0.734681923307727,0.8008908803361138,-0.6953055174470493,0.10477170273117721,0.8164696394475662,2.496220888131705,0.8260704394787661,-0.8112264576000344,0.2714303933606489,-0.43574507586765115,0.6892220110944809,-0.6429835442246433,0.7901593602868234,2.030519327542189,-0.21460598454771587,-0.5638067904060319,1.9959611697500435,0.5254356127220261,-0.8606493574019186,-0.9277056094305998,0.5665595184220644,0.7434415196941886,1.243371823120877,-0.4794204046178212,-0.6727426997700582,1.3758156254085292,-0.6485049951148988,0.11235842208571185,-1.0009518835904077,-0.9224674708408854,-0.9426254442141665,-0.8371783387851798,-0.6364411497319652,2.049649969228719,0.7513622787938113,0.27023387393914833,0.6066462023022088,0.6204023303217404,0.41035749845401076,-0.7250791013265749,0.3990523947381141,-0.8000025225152921,-0.2893400745144628,-0.8214923190187449,2.3698661174768247,-0.8278046256178763,0.21850558133508488,-0.27065947769750315,-0.4534331486825259,1.7130237058205573
