,SOS2,RAF1,PRKCB,PRKCA,PDPK1,TNF,MAP2K4,PLA2G3,FCER1G,MS4A2,FCER1A,PRKCD,INPP5D,PRKCE,MAPK9,MAPK10,PLA2G6,IL13,PLA2G2E,PLA2G10,MAPK11,MAP2K2,PLA2G2A,RAC3,MAP2K3,PLA2G4A,MAPK13,PLA2G5,PLA2G12B,MAP2K1,VAV1,MAP2K7,MAP2K6,AKT1,PLA2G2F,AKT2,AKT3,NRAS,GRB2,MAPK3,RAC1,SOS1,PLA2G1B,MAPK1,CSF2,PIK3R5,HRAS,MAPK8,IL3,MAPK14,MAPK12,GAB2,KRAS,SYK,PLA2G4E,BTK,PIK3R3,PIK3CA,PIK3CB,LCP2,PIK3CD,PLA2G2C,PLCG1,PLA2G2D,PLCG2,PLA2G12A,IL4,FYN,IL5,PIK3CG,VAV3,LYN,PIK3R1,PIK3R2
SIDM00427,-0.08009135972430505,0.6261004484369969,1.9030784842372064,-0.6341312840282489,0.5470265678635787,-0.6103025162958935,0.43989808852556456,-0.3975779693136902,-0.741162690889305,-0.9244618896021247,-0.837158550541117,-0.17351740602337798,-0.5584285798615137,-0.18621935813497717,0.452224870486596,0.4060430959949696,-0.7086444895558618,-0.8978676410522728,-0.859322768802362,-0.9171683677828758,-0.5566048985203715,1.6294368337347311,-0.9227612531891769,-0.13389239519701104,0.5565087932603934,-0.499458536819251,-0.6024277764238889,-0.9936577423764242,-0.8112559081850743,1.408445394141402,-0.14879323017480564,-0.10962361565875267,2.5086576639436964,-0.3553240257231948,-0.9546495855094139,-0.6866920990297093,-0.8175755823686803,1.654038215777918,1.624094753120844,0.8544453896303719,2.505765908261796,0.7018468423476948,-0.9014245457743262,0.21297301263615676,-0.7437515660935763,-0.6672622349445733,0.9602165350813225,-0.5417598863512364,-0.9449201206020333,0.3861996235533644,0.13114361661623444,-0.5524865188610669,1.1151389512390142,-0.7982036193828145,-0.6751843426935447,-0.9710004965978264,-0.47327444705338495,1.1085386167668643,-0.010350263329945575,-0.9784280088070101,-0.6811563934791989,-0.7770456142331992,0.30179695352294733,-0.7687574421917329,0.18022481659336645,1.9020839469654727,-0.8227621168586535,1.4513704629417763,-0.7086444895558618,-0.8067623968459828,-0.7578821905873658,0.7783074450756701,-0.46073604608589547,-0.4985026037636527
SIDM00758,0.01694983674266902,0.30727841500156977,-0.8523074206845975,0.15706546179439207,0.9915728272032215,-0.6993880719248667,0.42324497217204743,-0.7390473812208306,-0.6490654522726108,-0.9372243071491753,-0.5606989363871738,0.8534475943344711,-0.7147680838304592,0.5436731910451492,0.8476897317239627,-0.7795093179455223,-0.7105793099761477,-0.8521501616409881,-0.8400689038309823,1.1056734182011994,-0.6463734118899632,1.2193333889768092,-0.845466652657417,1.7638100539143449,0.8716293321557455,0.9043902257628584,0.06441799475143574,-0.9600988473598867,-0.9286255344549519,1.6041813273534329,0.7277587731930978,-0.20636785649999784,0.7198256794759716,-0.18753528334590316,-0.9384913779248283,-0.40278633777853456,-0.8430742300400089,0.7656705876482706,1.8617658250066378,0.6345761887705881,2.5393226348940274,0.6672401361845369,-0.8999994543165016,0.10983987711569732,-0.7610551788873821,-0.7036155138338402,0.6653865415243467,0.9096046519593788,-0.8807736199228494,0.24290869338599955,-0.22079500043805528,-0.40721741844490295,1.0509261015619011,0.6517487487417558,-0.8815116019659155,-1.0011562674514667,-0.5187184974075529,0.6645374401815013,0.18476193332621602,-0.7678147762647938,-0.7840920475483295,-0.822992796910953,-0.4408268911868649,-0.8216232007491665,-0.3963759920522589,1.5430009577545785,-0.8388286310155905,-0.0929854283469591,-0.7194846666257264,-0.8427433015192297,0.10469794834968359,1.6661394591084564,-0.34629335730768396,-0.4706606147151043
SIDM00612,-0.18313160376435716,0.9921011038680663,-0.8199018893010074,0.006372749940319503,1.1168529540332461,-0.7632989157687055,0.4426027018022068,-0.6489821961941385,-0.7309013647756771,-0.9105756255548186,-0.8048031698298684,0.1847968491021424,-0.7192454255649996,0.07808601115671181,0.4068244329086233,-0.2842188956575711,-0.7253688043694401,-0.9061724550292896,-0.8096565300930769,-0.939342380859694,-0.6023346225233613,1.2403649329242075,-0.8848463012710138,0.9175121822902691,0.5595503165293206,-0.8135852275316727,-0.5522542791651308,-0.5392960857906862,-0.8267244278642274,1.8336667745035704,-0.7325755951374393,-0.24841300224713103,-0.22078838732584274,-0.1189827342884401,-0.9053493638620528,-0.4877938382987158,-0.3785066282053953,1.4640254470219207,1.8238141515588626,0.6885378368172838,2.619486859874335,0.5416190723789286,-1.0095465405037136,0.7723438065507315,-0.7177859329620109,-0.7085832807444703,1.7213905134522824,-0.3859117728396555,-0.9560090161191628,0.144222883938033,-0.30395969196588596,-0.3950971945905366,0.4738858775117926,-0.7927817127034926,-0.905665646204505,-0.9757131700904916,-0.5594739760291908,1.3177932012805091,0.10695130168858544,-0.8682896483401406,-0.6655550620228905,-0.831817808810546,0.1675878923082338,-0.799514082464945,-0.7561537778751167,0.9251720335403628,-0.9027938332010385,2.1371367863042603,-0.8021297289253727,-0.8805450252434122,-0.5818026938592935,-0.676784746373905,-0.09424144085487748,-0.42516267943592567
SIDM00553,-0.056957163039879896,0.9566314184047013,1.2671715934082142,-0.15432448889332123,0.9846927259170697,-0.5172516290829183,-0.11266339938097146,-0.7613880109551716,1.456833358218219,-0.9618740721270312,-0.7045570087036245,1.5786733676345135,0.05220396349399515,-0.2473995054231539,0.31912810304554473,-0.8405819359475851,-0.6264746451728553,-0.7958886445709481,-0.7925296305325288,-0.79009687406901,-0.6233561333930584,1.2080389250898205,-0.9003440866256293,1.1556399401996744,0.8176381444847165,0.514771818967984,-0.5178358237652542,-0.9428995729690309,-0.7133586397654842,1.3712783448822277,1.2036566863411275,-0.040009675054996245,-0.1439004318252227,-0.005103552937292872,-0.8368534605460909,-0.46925219047430017,-0.7740848230938133,1.187641847791206,1.99428117791619,0.17585571561313207,2.0537467306019677,0.7013975263208593,-0.8791892841872783,0.9725931957165816,-0.6862551956332891,-0.26219668180405836,0.6536332983925369,-0.16749517752166532,-0.8911736324989152,0.7525883197328196,0.7544946889426373,-0.26617959284890974,0.6162439751199128,0.945059639917642,-0.7398062862866626,1.7510220558766805,-0.6301538154333342,0.5048735781545606,0.47974623915014186,1.7070449024356356,0.028704731040433657,-0.4076587399196053,-0.6389526297595105,-0.757438551210346,1.9538118383757481,0.9217951304663674,-0.8051125868018353,-0.8821943467735079,-0.6653247468223272,-0.14847338585909803,0.06409233606600606,1.4487981731895776,0.48938236933246093,-0.49780625308312787
SIDM00343,0.010988754168997,0.5406567772596448,-0.8152674746748918,-0.21880596658271123,0.9606351418198205,-0.7708931616820607,0.6677574481207953,-0.707801818304459,-0.7802431798445697,-0.9469867231217576,-0.8854062854216289,0.007857794271335894,-0.7391478221311987,0.191174558341761,0.6593162748913445,-0.9071360596557577,-0.7096341623832675,-0.8878014656432653,-0.8336986917355598,-0.9378828167033846,-0.6966215061208969,1.642837814289274,-0.9184246811271284,0.6912086676584621,0.8510759487510506,0.9894825417433059,-0.6738532736014079,-0.8907235699837126,-0.8406380812713216,1.5080728100647078,-0.7554017779285028,-0.25172260358428106,-0.06534907529592525,-0.0020648745377707554,-0.8084232889669234,-0.5822908906504153,-0.2946169791713626,1.5016232079653637,1.6469439139815303,0.4477638569652178,2.8432684863368705,0.4870869395625461,-0.9249078843469295,0.7218489184702157,-0.5057324835819423,-0.7691383800550475,0.8728216845293179,-0.3189024968256073,-0.9497785957650831,0.10862333555200232,-0.3272329762511483,-0.6479126044504164,0.5247685247156475,-0.7528109225991657,-0.8413643696351257,-1.0270547606844174,-0.5431182279926218,0.541564671357814,-0.23448208362640421,-0.9099147769613246,-0.3925895174002537,-0.9056184071382569,0.6526915533334122,-0.8350526717414384,-0.7731442771380148,0.8094314330543071,-0.8359019438990745,1.5732404084344682,-0.728092656515855,-0.8872093173309108,-0.32818471953513567,0.4850985190355304,-0.2231713969733357,-0.5792581905025792
SIDM00543,0.1271671710070089,0.6947527057857974,-0.17314036902718435,-0.26478385976388913,0.9774158794863409,-0.7916655178955951,0.31035644252498606,-0.7064665824580183,-0.5429711843735499,-0.8912082953322148,-0.867885159265957,1.789453010918926,-0.5943642134623213,0.6686192860903256,0.5279241975021907,-0.7994108390996546,-0.6614169068512573,-0.9208700191208643,-0.8430796062988986,-0.8497361995624719,-0.43230253803251584,1.2296603114338571,-0.8936311243265562,0.8279337165566959,0.7218236561397725,0.7950676648758421,-0.5678109446260726,-1.0620924574181512,-0.8353005472956948,1.4473396671182805,-0.771963999158593,-0.14154744549306114,-0.22652155684964864,0.4218190687968958,-0.8670901381479671,-0.24629651625764465,-0.34480805786582,1.5852731918468201,1.7055591223684847,0.5980621058445147,2.450099782042288,0.6682210341995906,-0.8533208325211056,0.5143482268569897,-0.578682460433894,-0.7174072298851417,0.41445242691690387,-0.4650171868511939,-0.9353079056193239,0.09127956216472699,0.5044947581969045,-0.1321519784076438,0.511993731089472,-0.7320265521499233,-0.7038467117750543,-0.9833315718259715,-0.3187071813076327,0.8360074538606044,0.800184505420299,2.650150929072624,-0.2604940546278835,-0.8646477482372152,0.30181403399641804,-0.7608086202747604,0.7036020542288218,1.1091721008159086,-0.9100012534697878,1.6625734878085026,-0.7160733984985209,-0.8120166073602574,-0.451905443501733,0.5928439537822472,-0.34198504512219596,-0.4198874599828525
SIDM00537,0.3347127331199019,0.7512356543440698,-0.8082010580419774,-0.5249286407950402,1.0872369314935542,-0.9001670458905027,0.49489038429066345,-0.69631644165826,-0.5607717119589177,-0.8849565322059415,-0.747212808008483,0.5421332360360245,-0.561903785532579,-0.41321043659256185,0.6152503645918707,-0.8064241405953698,-0.6995906094762696,-0.8816689523090196,-0.8439439342297973,-0.617638482164238,-0.6471728534473401,1.5346323846736787,-0.6518544938848319,1.1778251706225455,0.9868173115027177,-1.0234908252714097,0.9880389494684889,-0.9572908809346851,-0.8430962274673639,1.3593403329397078,-0.47522414003125324,-0.18845340653145745,1.2358139870207938,0.016049813404167643,-0.9411973543603581,-0.5906624855174003,-0.8190640309969064,1.4823763956642249,1.3888747375783725,0.4769541531139507,2.465352291819531,0.8754884372372511,-0.9059067346593653,0.8840516674392737,-0.676754436909721,-0.7341613207233164,0.6966143232938258,0.2064739952030338,-0.8824489301241771,0.3820905002122405,0.28565355929488195,-0.6780133801847226,0.7472556796429626,0.6729041859734635,-0.7879134784547627,-1.0078184113404605,-0.4565555815838959,0.46215654569057707,0.38048134361155966,-0.8830030629796688,-0.7265222777358805,-0.7704792293202696,-0.07944701436234285,-0.7931110337250724,-0.6556282259279562,1.8155495495124279,-0.8285526944778817,-0.8810677213956205,-0.8067154521659069,-0.7783322631760866,1.673042096610761,0.49562954634075107,-0.09945431810045706,-0.2408619880120793
SIDM00332,0.3560462375802905,1.3947980078737168,-0.8652935385324121,-0.6006123261868861,1.298353816101468,-0.8122554769671325,0.5552026064660472,-0.7616239955109599,-0.5925798620676547,-0.9459500751597891,-0.7387073280324591,1.085687898429809,-0.7234540047937956,-0.04788113019984611,0.9444703785843405,-0.4448919387359,-0.7342966304239535,-0.8415785707975514,-0.7796684494544124,-0.7588750386817555,-0.7309601485827733,0.9932996566518567,1.5919141339372334,1.4035866240288213,2.66270041863877,-0.9196303068875576,0.4506007884352396,-0.8505375481573582,-0.7980575252706625,1.8821079707498514,0.008342019517591968,-0.14711056589552676,-0.4155965769047312,-0.14162927215674634,-0.8885813365452746,-0.46569323860365686,-0.9049003382443643,-0.493532059897019,1.1342217740579954,1.3215867089695068,2.277215398407107,0.5179200754213861,-0.8360485681877157,0.49699340261605096,-0.7053617884906442,-0.7275531712711136,0.5997924390818429,-0.38720688624363736,-0.7915658215810216,-0.08502479795773012,-0.473087943154307,-0.7652136050823314,1.0350340884897133,-0.6055625562705882,-0.8470349093197598,-0.9850693188822686,-0.21426653756686018,0.7677145048424903,0.5488777309095153,-0.8249763627992296,-0.6673232397942866,-0.8798624606012914,0.19903139466736655,-0.8044035294949372,-0.20572494020239598,1.3499349544081718,-0.8253260493548331,-0.5349462984911076,-0.6535336014706707,-0.8640032367793468,0.20826118935974783,-0.8884489298523768,-0.4388158951801293,0.31932623868130633
SIDM00299,0.3173558679693936,1.3510492934632141,-0.8452847607576267,-0.028528894392662228,0.8281996026993862,-0.8195206952186526,0.5052222923717838,-0.6701587925484878,-0.592561595658901,-0.857152732114575,-0.8349672283265416,-0.09677023666735106,-0.692033176144014,0.37303781672568126,0.2390852654272656,-0.7691624655678256,-0.6873089117354622,-0.9025129183505728,-0.8695565581506727,-0.9721359613640677,-0.5099366637823267,1.4103034924756195,-0.897272410385954,0.3877384854818259,0.8409179560032732,-0.9615457955909601,-0.6862142140840852,-1.0408914689560222,-0.7585954372084096,1.751001710934974,-0.6259140487159209,-0.24340619751987924,0.12933902535674136,0.09223296829560859,-0.9223305903664433,-0.40746102679087376,-0.30068517799891403,1.2680137903345383,1.53143676498829,0.6119843370445592,2.3945490511048924,0.7471264609756035,-0.8876916345651743,0.5833821478897799,-0.6874231229725052,-0.7335334777757478,1.0148916484050994,-0.31106415657213154,-0.7651920154414782,0.20522457492033444,0.07481851544490112,-0.430729930494255,0.34868533075049357,-0.7806774450261141,-0.9284047736978677,-1.0249986751621187,-0.5515446615453325,0.6388533754830228,0.026594411224917822,-0.8735778111631686,-0.40502491012247044,-0.9299927697150895,-0.0635322302127952,-0.8472675889207529,-0.5554031386668931,0.6019533065214384,-0.8751035472478692,1.2484195005748382,-0.91344216796467,-0.7553890428079333,-0.6795789652283161,0.4686784894189815,-0.6275971883329349,-0.3874041059179222
SIDM00308,0.0017710579724319335,0.830701659824173,1.431450531575828,-0.7145542932842295,0.7887032654652205,-0.6767671207937833,0.3834818446453266,-0.45241894542846856,0.3701841227899706,0.03324727620496786,3.4443241369310087,0.033187523874001965,-0.2915279703463209,-0.24595254100021102,0.14028090498238016,-0.8499658448983057,-0.5810037726529267,-0.9917634146881287,-0.8907913856113447,-1.0110676051840555,-0.5895543398157475,2.0423891607113527,-0.7775274980277411,1.1963354571763714,1.0199910260432459,0.45042667144237825,-0.6209720115435204,-1.010140266830213,-0.7998483483625937,1.4678007255814538,0.6362051726920054,0.04825001731451928,-0.36775068732814253,-0.22200762499727333,-0.9965968695438829,-0.629371217016109,-0.9040395525342587,1.5496852107163834,1.8309767338582186,-0.14452871150775257,1.8817870754953294,1.2373220242207976,-0.8263429092751993,0.6805964314226439,-0.5670380406610568,-0.7185308683976359,0.517429892461662,-0.1084877002191487,-0.8266609570852927,1.0085565093795352,-0.0037461910012005152,-0.084365921993953,0.4474105194453623,0.6944021188079676,-0.7009172093634254,1.7935712627438003,-0.5309051088977478,1.0996522263032307,0.38112670064934806,1.7695911021213175,-0.6132559708606845,-0.8429191017241136,-0.38952915337260957,-0.8087647089671154,0.21882345405824874,1.2818213056676027,-0.7660030333118423,0.38480358573677786,-0.8321095160650043,-0.12877172834088352,0.12209415890586123,2.1683574362673497,0.012909166179688845,-0.16613496774435932
SIDM00227,-0.23680205899367635,0.624115174818704,-0.7242932149286766,0.5658878922380756,0.8838069053238525,-0.6514634810405766,0.6519567854975233,-0.676221410859065,-0.41647859203039395,-0.9242504383031356,-0.7340721634499322,-0.15071335083609527,-0.5783303892309917,0.5606742864074562,0.25132860877112906,-0.17867241185762353,-0.6881409943444226,-0.8470856711846554,-0.7282396392659324,-0.9919455659859825,-0.4505915696380738,1.4078020846610702,-0.8626251703770892,0.5295653266260316,0.9069917973371961,-0.8798506202904768,-0.7221759794481815,-0.9486383437301283,-0.8626000381402376,1.7771003527403881,-0.6701515320814898,-0.12094978031412314,0.9802761195461811,-0.0976971072371856,-0.8383559527961455,-0.44986384488049574,-0.30693041082761885,1.7500255922964698,1.501674857739469,0.3189082143063728,2.472376405966701,0.9643159956078984,-0.9131578793044898,0.39052989398389354,-0.6186765459934497,-0.7852062075956484,0.8212500685986655,-0.3309212795766918,-0.7299898074158659,0.04981055962845534,0.10408589996232392,-0.6977395334188713,0.3239559576402886,-0.8055207498855915,-0.769208677096928,-0.8864302182956264,-0.4212388616937942,0.8680010117313252,-0.3962838585553395,-0.848509152744036,-0.5245715699195775,-0.820785821878341,0.27701532219481656,-0.8483473730424069,-0.5819138563959858,0.8912033771194001,-0.8919555530917475,0.5363017415756264,-0.6172905000165172,-0.8425247876710207,-0.7501583964469634,-0.7436119496017953,-0.4430680522983442,-0.22661382128130572
SIDM00294,0.30435769043783556,0.5447274086560068,-0.7167870182147998,-0.36762068912200746,1.2225038132821187,-0.5904100593216964,0.2202082553418803,-0.7271538346947166,-0.47087191350578667,-0.9446629593857248,-0.7687116641898623,-0.17356193481926224,-0.74456145766287,0.08521703445102184,0.5179253188865075,-0.8898476987439797,-0.677068621188153,-0.8447731998295083,-0.7870183493492131,-0.7132893949328668,-0.514462199066627,1.631449575985262,-0.8642024401214025,1.9894294597142628,0.7017567109769851,-1.118453653048085,-0.44685084703186123,-1.0026667481005926,-0.8215243862379048,1.2726870510566193,-0.8017354307047578,0.14554549814120446,-0.18259833792460092,-0.00987935373636073,-0.9610004206281749,-0.4581635239332141,0.11568075936323448,1.0566593845594852,1.6199101492105223,0.19365307891472583,2.521071397779112,0.7496243080036041,-0.8819094789968562,0.44408226173076726,-0.6461854502992883,-0.8332834319024609,2.1624358076045738,-0.20551527375101064,-0.9527082230150734,-0.014262774710201272,0.37020165231355834,-0.2952855807524139,0.29048423800736506,0.5808640303185346,-0.9950974314159091,-0.9963545589015935,0.09315769972926069,0.46032974915621666,-0.15529185424934702,-0.8753576562562172,-0.6552427015251425,-0.9061138474289185,0.7103064862221817,-0.7813145858703305,-0.36238726243425984,0.8761554392245693,-0.8959925538845371,1.985785682778141,-0.7446238221998351,-0.8215243862379048,-0.6343963327085128,-0.9879695617524725,-0.3350084715618898,-0.29434558869072514
SIDM00677,-0.1646881480874149,0.4585595395703703,-0.853565921154517,-0.5284884154466479,1.1123372820448096,-0.6221768142529935,0.424878967552723,-0.6965034066052274,-0.8059654235737834,-0.8829970457268163,-0.8303256604042365,0.24616896316701106,-0.2902907949035752,0.12950547774054869,0.4017522742442448,-0.8579512878497582,-0.7185362314933051,-0.9208215980389785,-0.7171842203752563,-0.4909382224373393,-0.64848654096135,1.033678672833442,-0.8120129964528192,0.23603628487074252,1.1698565088377249,0.7107147379894426,1.3039327548897899,-1.0313650968195913,-0.803007015952257,1.3534058436250993,-0.7346646452533738,-0.16223618437801754,1.7161345251410935,-0.13512772700265763,-0.9306916525568636,-0.5428913333842019,-0.8314508063810588,1.0349671517727264,1.4333417576552805,0.8381887795061524,2.5837509897676654,0.5162638356815037,-0.8898665803131088,0.5154260520064721,-0.5430144993636467,-0.7535868336836217,0.9371165199763537,-0.35916045415081116,-0.8702636890076773,0.24517999751842925,-0.4411084273502187,-0.6400213943484873,0.7109493567107958,1.5901773776311052,-0.842506602028772,-0.9797315822385055,-0.5700221345162189,0.4773466161441613,0.04908958236054968,-0.8764331790728105,-0.72730437913422,-0.7947396401268816,-0.5151012603238181,-0.7823867790877859,-0.47882547182989177,1.2939435349463007,-0.8721069781400714,0.8267933681969576,-0.7699917660007842,-0.8209424845843569,-0.7630509781014096,0.901658934620847,0.5585101540859522,-0.5287540169246325
SIDM01220,0.07965415236253254,0.6894859944426364,-0.6771176258653511,-0.18747810501367929,0.923307965760263,-0.7307704514102907,0.7412751083160878,-0.6060095364204594,-0.9044770163796277,-0.9231847262419143,-0.8357766046124948,0.19072908757113988,-0.6692530592792864,0.010591899872593635,0.47601217047665123,0.466154155534681,-0.7222474564479874,-0.8133383555262581,-0.908864240637385,-1.0021375257988205,-0.6378504561892174,1.3223752177449606,-0.8787752507131839,0.991806833228238,0.7685083670802837,1.4726337415706552,-0.5371046709263575,-0.9687396379318086,-0.8443705436836176,1.5923898465122093,-0.8331796899711562,-0.18181722911262732,0.8971422264238599,0.03828497301208084,-0.8855123338445233,-0.4726285131090212,-0.7619129161719742,1.7588322689211142,1.590689504428271,0.4375825538700083,2.5493624596594935,0.7706535795993376,-0.9412154685411677,0.9433086825105012,-0.7663679877422582,-0.7994808804777451,0.6696176810681674,-0.21998241105838745,-0.9827869779975762,0.031030525787006144,0.02448196841279932,-0.6936241676618552,0.4809807406689507,-0.7742284016270549,-0.7867056327462933,-0.9759830246349175,-0.3383362452964265,1.2549837797794396,0.08394141549854635,-0.8324355663669358,-0.6109810251996092,-0.8552631462243917,0.3227058743923158,-0.8077532956567361,-0.8569277105354611,0.9508455273733093,-0.876905226145397,1.3589064077387767,-0.7797032984351122,-0.7935309883867386,-0.36898399601076337,-0.3544903271533027,-0.4993113822728287,-0.3962989817549266
SIDM01259,-0.01642016803446311,0.6539674177878378,-0.7831811155179016,-0.43974757306659434,1.2119160520965575,-0.7870060785967877,0.12016090610517349,-0.7334429837402877,-0.6063640068382266,-0.8085516473487496,-0.8632711223691437,-0.040789561766733796,-0.057827975893554706,-0.026776336720280534,0.535149708783917,-0.8515004339509167,-0.6737946239085562,-0.8502582557259669,-0.756722328127027,-0.914036104274708,-0.43835847279400897,1.2125975047785953,-0.9040810003344315,1.1993443269346893,1.2016568450125693,-0.8806128955408137,-0.4146004500115097,-1.020021927156497,-0.9098533369334505,1.9059594813866747,0.8662527161893551,0.08430245198987035,1.134127830240028,-0.09546282937211611,-0.9216051904934643,-0.5137019218104572,-0.1710346013713805,1.2092735008536315,1.3406383249132316,0.4252921746572089,2.303744981060967,0.8625034978041295,-0.8786066457407475,0.661571715709272,-0.6282702957455142,-0.7030135148886083,1.0829738573016592,-0.4361935399401529,-0.8825937475918825,0.4468115777036481,0.4734060980724716,-0.07332812318158174,1.0874876478896145,1.355866473652887,-0.8406554343520098,1.0482102397879864,-0.43900684232803294,1.2911740080713863,-0.16201938282179246,-0.5023269656409941,-0.2802226271567411,-0.7691454747071707,0.4919695365522618,-0.810873115573918,1.7000554756430957,0.8303756274369299,-0.9030003272643052,0.662091653048446,-0.7961673638210852,0.03382746343747162,-0.0806741593407993,1.0878264669901918,0.026467273077672326,-0.5401204583866881
SIDM00680,0.21454675229316547,0.7775959059038607,-0.880443720723568,-0.34802528081921696,1.2031214390431653,-0.8708018552397326,0.2008552955105398,-0.3541868167089862,-0.667537583898516,-0.828256426505846,-0.7811033025786522,0.19199122597334436,-0.4192606518766582,-0.14150160907910833,0.5207429381530432,-0.8215295935327643,-0.6932600439204074,-0.771116195765911,-0.7658638507133592,-0.28421538330231205,-0.6237970431671667,1.6013220475452317,0.9654834450434514,0.7412597650208812,1.2159818329974206,-0.27280030112241443,1.1053855546188815,-1.0004381675525815,-0.8087934451707902,1.3505116124150547,-0.7255924715490458,-0.14360059169606124,1.4101078561094016,-0.17648453684584384,-0.9253769221131605,-0.560650050315793,-0.824465558452723,1.0506781320180003,1.4023006548777783,0.6237229778160193,2.3749934410108744,0.6937304662036292,-0.9013768313243543,0.5112966021053665,-0.7558664036732455,-0.7858032050910275,1.1600504551528834,-0.2157810689011777,-0.926264705063007,0.2170604613840587,0.1540613783973373,-0.23355730982183995,0.6338877733739215,1.0311300422203036,-0.7184580160998207,-0.962424313044558,-0.6447852304248114,0.1136028613863054,0.020245515543643025,-0.7707882762117064,-0.7623931993612791,-0.8291807412411769,-0.03560165461216158,-0.8289714215115738,-0.4594085982570263,1.3475962988005696,-0.8612518437864284,-0.18120755956446954,-0.8036074758738548,-0.8487908201213847,0.1328085818469347,0.5630419132510539,0.2557947974498982,-0.2371155570088084
SIDM00346,0.16528067746743796,0.8215661420935119,2.511970200883073,-0.45540467581285043,0.9644770992919296,-0.6112919727344144,0.09091949267634533,-0.683717124564745,0.7072501454146642,-0.6607450564386013,0.4038698126187527,0.5000275099422234,-0.33223466677189173,-0.22996792680637373,0.7157576990539921,-0.8856251289813794,-0.45056415768942293,-0.8749393747119191,-0.7584281561071964,-1.0216885062214343,-0.7040339003322251,1.1535964229094533,-0.8729848054306835,0.09988169725563517,0.9158547444949342,-0.31490549135863827,-0.5835919756981998,-1.0030318764305004,-0.9138199436399757,1.5519509042676245,0.7309724316480306,-0.12409124300867823,-0.47008451450713046,-0.34439084827128014,-0.853071975316774,-0.6479918953133181,-0.8154834721099976,1.2563189213838393,1.7814154405050469,-0.2642456868676863,1.723878497515436,0.8906876422830612,-0.9737249706625649,0.9343269874902019,-0.37504928943976534,-0.6199913123422233,0.3917969454432042,0.20336374389439696,-0.8346058619987792,0.3736783768621768,0.3613055663672588,1.1735607820489273,0.6718696698201874,0.6797414700284248,-0.7956240540740367,1.7445014349630599,-0.6691587388496824,1.3538747867969678,1.0968623450301538,2.5646899112207184,-0.5410162737391846,-0.6340845667953762,-0.573530369100674,-0.7659416746729069,0.3807014203476381,1.1128121775373845,-0.8406098765721767,1.2005477658408639,-0.8157677682661834,-0.744937664734279,-3.2605731711374587e-05,1.9902911862173567,-0.06917609304047243,-0.48529553389357716
SIDM00129,-0.3120446644196487,0.7372637887595296,-0.7373579842165854,-0.7970695344584233,1.2212064008298031,-0.6947791604449048,0.11756416425554499,-0.5139799028820567,0.21770009957659825,-0.662927788002267,-0.9435514920679696,2.2013597892110415,-0.6848622405131495,0.5763188582425877,0.08614293771296923,-0.5960842123784218,0.1333490293698853,-0.9168174575664034,-0.641329023101005,-0.8268898422114824,-0.5381578398766794,1.874183877319187,-0.8693539422842745,1.7490218548777872,1.5365031883884714,-0.4923846563205943,-0.6310249892097047,-0.7738303140633443,-0.9100786176947155,1.4987044940330958,-0.7699635121923052,0.10646190465905958,-0.703435432556715,0.4241318248685923,-0.8677943566038475,-0.4599898462911649,-0.5632824536300192,1.2624867539255769,1.4084287092201415,0.868560868932791,2.3013733112074823,0.020447354746487664,-0.9410532067677746,0.9227732044742636,-0.3961892997481039,-0.6499512328879465,1.627166631486948,-0.6433402014398024,-0.7018703047656978,-0.24961624355234158,-0.09754185567792337,0.29057011803319155,0.20260854606316303,0.45404087416628003,-0.8537720197589649,-0.9193964645286107,-0.6460805161337153,-0.45222971251712524,-0.06547933371986855,-0.56320326846365,0.2677456387705371,-0.9784330587078783,0.5759183739226927,-0.7452436671906775,-0.11952196531142481,0.7785121885434482,-0.5322834208254436,1.921767080941662,-0.8346701179907361,-0.8346273696026001,-0.152256907870587,0.8200751498001967,-0.4806376037909204,0.14829680239589826
SIDM00627,0.333966482636841,0.710792340159831,-0.7577854840998132,-0.49776034107427497,0.9754558321080762,-0.8952699245889142,0.39522310297915847,-0.7052765301727204,-0.6663130027454528,-0.928812521946083,-0.8506231919631104,0.7429831056936382,-0.575039291144542,0.035567602142363416,0.32041721912144555,-0.6632316109313694,-0.7558233192804683,-0.885578314972434,-0.8144520835779425,-0.0640889945397571,-0.752325169902504,1.1174538802699125,-0.9061815609458634,0.804624009767981,0.6977561921008858,-0.157255958535531,0.3217728136275185,-1.048390519904779,-0.8904487649745614,1.856342930285748,-0.9198367572289367,-0.19240559649250522,-0.16418877269612445,-0.2575397419967027,-1.0257236985239186,-0.6053265553515269,-0.9247694878893508,0.8889845840115296,1.345979577391191,0.15569508158651568,2.77690798612813,0.8095246233966852,-0.8872643008524088,0.39673708599935126,-0.6357774465242417,-0.7745812791716788,1.307401863585597,-0.22589711294746076,-0.8756048322794845,-0.02778735748528108,-0.40650891023884916,-0.693508164715576,0.5234192327462232,1.5141377773894182,-0.9222173817464882,-1.0439933796386829,-0.5087334388181104,0.8889365004552976,0.4937786877085337,-0.9911348658742123,-0.6800100434410244,-0.8544537174973358,-0.3370661127317167,-0.841498542058963,-0.06030674785850652,1.0124423809458027,-0.8305880065519433,-0.5033607609917736,-0.8525294223161628,-0.8307454772373132,1.0401696959226088,0.46840726317132914,0.23345335258175703,-0.3804362753957932
