,CACNA2D1,CACNB1,CACNB2,ADCY8,CACNB3,ADCY9,CACNB4,ADCY6,CACNG1,ADCY7,ADCY5,TNF,ITGA9,IGF1,RYR2,CACNG8,CACNG6,LMNA,CACNG7,ATP2A2,ADRB1,ITGA4,TPM2,ITGA3,TPM1,ITGA2B,ITGA7,ITGA5,EMD,ITGA11,DMD,CACNA2D3,CACNA1D,SLC8A1,CACNA1C,TNNI3,CACNA1F,CACNA2D2,CACNA1S,ITGB4,ADCY4,TNNC1,ITGB5,ITGB6,ITGB7,ITGAV,ITGB1,TPM4,ACTC1,ACTG1,CACNA2D4,MYBPC3,TPM3,ITGA10,SGCD,SGCG,SGCA,ITGA8,SGCB,CACNG2,DAG1,CACNG3,PRKX,PLN,TGFB2,MYL3,TNNT2,MYL2,TGFB1,ADCY3,ADCY2,ADCY1,ITGB8,TTN,ACTB,ITGA6,TGFB3,ITGA2,ITGA1,CACNG5,CACNG4,PRKACA,PRKACB,PRKACG,GNAS,DES,MYH7,MYH6
SIDM00364,-0.11362665538557644,-0.6676103998959972,-0.799505907285813,-0.6599880630197011,-0.7252554615540588,-0.032650083787968534,-0.6195820153655458,-0.028407026787605066,-0.6344262953316225,-0.4750714985288326,-0.8593313612673257,-0.17224204438000987,-0.8344418967319147,-0.7147922674307772,-0.8457182333276178,-0.5872174422537247,-0.8316663755341472,-0.0689478626010631,-0.7032726415417653,0.8462845743109952,-0.48420974602348643,-0.45872781768772064,-0.12713693050079347,-0.778182147617098,-0.8099450205612313,-0.7277754500289466,-0.7962925646983108,-0.33314837506071415,1.0581030169740657,-0.7050877401837846,-0.7208530437896762,-0.7526534349005262,-0.9080375855722519,-0.7500175050718536,-0.8004070387013682,-0.4966804467199346,-0.5600138120580345,-0.6894599897751158,-0.5181912640366484,-0.7713063995027022,-0.4905820500953543,-0.6913726436610343,0.3621039637484128,-0.8666796848887524,-0.6743072844726509,-0.6415072039880719,0.48719781858871886,1.5324880719269893,-0.7710504845248078,3.4976897115189844,-0.7487450986021404,-0.7229604288826021,-0.4294612348334608,-0.8750525720738741,-0.8598177889632241,-0.6881366194107367,-0.8760447645790138,-0.36365473418028466,0.08895052171283073,-1.0107942705083965,-0.37623424701868136,-0.7037236814227279,1.045917322412235,-0.9443386837080036,-0.8573929837454198,-0.9042657662424126,-0.7287749345933474,-0.6390611704873383,-0.34295616111662847,1.6110210630762607,-0.8426062943536257,-0.7121532223841499,-0.8968239756509498,-0.6540438070263304,2.3113307572728754,0.01675394803375985,-0.8484482349664318,-0.9288626041465693,-0.7487030879605013,-0.44410226214118076,-0.6586776102653303,-0.6896382759542409,0.07008239823039437,-0.6937627563404449,3.517967928988691,-0.27525363393575447,-0.9162600583567099,-0.5579256603873267
SIDM00792,-0.25389380093706493,-0.7766440093252016,-0.8608731302763578,-0.6104670361516286,-0.7511857801537781,-0.653654053814019,-0.7706284610305516,-0.21853291746775927,-0.5596423565868515,-0.757917782440161,-0.5533497448150215,-0.791843949889868,-0.762429986164539,-0.7170256474610699,-0.8778913645111085,-0.45236485901125933,-0.8166119389669466,1.705756404360961,-0.7630352663473344,1.3357612136766264,-0.4344642719609659,-0.8243099286313381,-0.15082073715638591,-0.6260924518166289,0.1147914732355378,-0.7085500089380061,-0.8988595971415253,-0.6309755575157459,0.968831652748158,-0.6786508159321822,-0.8190208810463059,-0.6708374718187095,-0.529677827210252,-0.8573053501776395,-0.7304059611971707,-0.7098907166698807,-0.6253386638431093,-0.7428887348021901,-0.7679439512585435,-0.7569628351564281,-0.20710496922370766,-0.7749961701165132,1.433669474509428,-0.6978333459728645,-0.8051286185545118,-0.7564969687286204,0.9458389033882455,0.6189945469763757,-0.8500598612087967,3.399782137362813,-0.8345969664501437,-0.6305761483328867,0.02511750433774859,-0.848458113400809,-0.8761173759458692,-0.890644897190679,-0.7789907438729243,-0.8548239604526703,0.10899857663095222,-0.9557762845730735,-0.195938604011481,-0.6535029663928139,-0.3405511406724037,-0.9241755615151537,-0.9218403882292043,-0.7991545462577245,-0.8862436560372015,-0.6492059545722312,-0.8485600574553495,0.6399102587187087,-0.8233650551733647,1.1733654422129527,-0.835782702360928,-0.688236440147349,2.0262924581750914,0.2907910326132411,-0.7687777738927434,-0.6902463375479104,-0.6282671669289316,-0.6947081129285366,-0.6425377775612352,-0.706182458171022,-0.38642291817900964,-0.6552588800862459,1.9932110253252313,-0.5292845445350245,-0.981650372643872,-0.24580177712067566
SIDM00241,-0.23907227554911062,-0.7693595373315691,-0.8647962651508921,-0.6586316978374386,-0.5137630348727665,-0.5404066987949319,-0.3290141659804675,0.4829015105920088,-0.5737667897044574,-0.7614229852686689,-0.8338358263903953,-0.8878881939701391,-0.9444138054886833,-0.7671500170480046,-0.725445477878408,-0.5594991976703707,-0.856782394538779,1.5982646952240895,-0.7908887031960424,0.4956639573593017,-0.7922012474472988,-0.8216994153555723,-0.3406801211018776,-0.7566519666986469,0.443304913296923,-0.8140750923139343,-0.847051078546881,-0.7101923158541736,1.0657713657742431,-0.6964869454891441,-0.7822641729325223,-0.7475625404554803,-0.5551918599717737,-0.855096075231276,-0.9078194177259455,-0.727481297335692,-0.6219617773560432,-0.4087725573234113,-0.7789421913877361,-0.7031642995131594,-0.772562345885073,-0.8526066819621136,1.5134046344884577,-0.8785735801359119,-0.7744266976620887,-0.5008991056166552,1.1450017828928112,1.7443843327544122,-0.8584497647205054,3.346926769325111,-0.827825248897367,-0.8244011128828296,0.0008292375193819232,-0.8569817831786004,-0.8936211597782417,-0.9176868711199746,-0.8471902372223343,-0.8401106297399642,0.14766474326205423,-0.9833556172574622,0.04363476798060057,-0.8392207610884067,0.044922864697387835,-0.8983579308714311,-0.9409460053056687,-0.8659781752461385,-0.8215892863353079,-0.7278010721230587,-0.9904070682581778,0.9190492528659178,-0.8567172708123294,-0.6716804989762934,-0.9005343460742358,-0.6922857305786154,2.753675230368691,0.44080520252506245,-0.017754845921724625,0.11442299656896489,-0.9319577002309481,-0.6623397562112784,-0.3393974670744329,-0.5946761157970845,-0.18715251631875782,-0.7933640849648458,3.1888823541362106,-0.6357621720532236,-0.8619039000009232,-0.6030910643325114
SIDM00091,-0.33462885349705085,-0.7808634931664649,-0.8582591372297728,-0.8235391443380924,-0.8064903541559492,-0.5200497448106657,-0.8962327187200779,-0.0701647301856433,-0.7287310501815373,-0.5648557673223725,-0.9169280374074945,-0.8303383104087644,-0.9570972301710778,-0.7391584820055157,-0.9193635220092864,-0.7228736727834143,-0.6142729149697976,1.466054927824502,-0.7356474674353929,0.8972248019456749,-0.7757198153909642,-0.8608208730744594,1.0000310658489011,0.23728585825392204,1.418232233160869,-0.7811071503605456,-0.6833846808219872,-0.5743440426269851,0.9511091439680113,-0.7203563810687945,-0.7310081612524926,-0.6408537577008613,-0.8447972138405608,-0.7799928086508304,-0.8689634961298611,-0.7321778789146406,-0.4738128067489951,-0.5230758320499822,-0.7646576521880819,0.05468198047762951,-0.3956436490085439,0.5478501601392769,1.9671646664728422,-0.7788450840243529,-0.7023449699026858,0.27368088589554757,2.136102651977114,0.6230489566098573,-0.9122663135835519,3.659709863294651,-0.6118848712325123,-0.8258830744327464,-0.22642440767089556,-0.5228714741298938,-0.9074330280337674,-0.9330085380708231,-0.8468119153322313,-0.9180511093806377,0.3755596313616184,-1.0685087948353393,-0.02719114392863357,-0.8915773866806163,-0.14979211919871227,-0.9913813432213224,-0.05723059590782941,-0.8539150699899201,-0.7587058585537073,-0.8031585584044868,-0.44905161870079774,1.262004944798776,-0.8945953719984079,-0.6444773557355764,-0.7445152192578861,-0.7100367560339292,2.7335357597695125,2.1237409009743295,-0.7568281809368579,0.9042139491007046,0.0917452369998169,-0.5936171720562771,-0.5653164772900549,-0.6231342835759548,-0.2540252292736465,-0.7996270127985983,3.2037016525618283,-0.4162562871835932,-0.9550787250469865,-0.5675226311907493
SIDM00427,-0.17914250957012964,-0.7317670968782143,-0.553266375510016,-0.6768559328332295,-0.7693984661288925,-0.4919305576435899,-0.7363938757701828,-0.1709276279428541,-0.7349303087875616,-0.5154488217955537,-0.7905440556615121,-0.6103025162958935,-0.9247141216067415,0.5762579134241023,-0.5020881414884613,-0.7510689671097267,-0.8056399519716465,0.8530669435947218,-0.7093839315064802,0.8053379075342807,0.2621015210259333,-0.594535043371668,0.43586144122047804,-0.9448302714266422,-0.7046352551857088,-0.6876864258305149,-0.5907086346310343,-0.3962867625142923,1.5669348654824033,-0.7645917101713321,-0.7919757858789799,-0.7896974274176775,-0.959918962096422,-0.7447969284806819,-0.8782145537179982,0.7846889004383136,-0.6407823058077462,-0.7038055831453718,-0.7225684944871302,-0.7948442639337018,-0.8192380556317842,-0.7557849421670174,1.2929665573911002,-0.9870919601372679,-0.48115953815487683,-0.47603750364395947,0.8286266040860681,1.445523860703428,-0.8726775072303163,2.846439625844002,-0.8169189890443098,-0.821484374302844,-0.2645246401806009,-0.8829328095206,-0.8760093219487363,1.8394655657442902,-0.8636251884288481,-0.8858079201347424,0.5045511347722746,-1.0332371115880876,-0.3352627219302177,-0.8061878725925051,0.19461777757592405,-0.929969022074182,-0.9054638015686689,-0.8243934045972944,-0.8518884520293466,-0.6893896464262487,-0.5844090911313016,1.279106124065953,-0.8894949713351397,-0.521116900711321,-0.8572770049344632,-0.7488553178450847,1.7865204690546919,-0.8560359554946646,-0.7613368094639501,-0.4766040048959823,-0.31895480650516905,-0.5461576539188142,-0.48998017115308057,-0.6951562279146358,-0.22641895387679375,-0.7806108009040273,3.2764347893613115,-0.5145924733876475,-0.8898023557961742,-0.6465323027581896
SIDM00758,-0.2816400943577543,-0.7288616704558504,-0.8153756535795474,-0.7154811956822029,-0.7985995062503896,-0.5222662520872065,-0.8857630504291075,-0.16520118380353435,-0.6970354605535783,0.003360770541810468,-0.8919703737922,-0.6993880719248667,-0.862638741763307,-0.7650517395531738,-0.9130413388226315,-0.7662406496996151,-0.7346566021529043,1.5862941823268302,-0.6677714938336072,1.095660416355973,-0.7243855036256782,-0.7797641401187378,0.6170358915602585,-0.004091083825543497,-0.626692869743576,-0.745870559231661,-0.7827762279065774,-0.5186769065174891,1.0976703693506347,-0.7626271134930475,-0.7058658785056005,-0.7297099287314428,-0.8564831219586295,-0.3861804762694577,-0.8424364161491177,0.5821990498794148,-0.5584870967993167,-0.9156179880192377,-0.5280310363824904,-0.32000574386743863,-0.5548920719489583,-0.5577764813688145,2.381426780822712,1.036085484241742,-0.6880068503695893,0.09263303455303985,1.8391846697164596,1.2131247295044203,-0.8006665361383979,3.4594380111851755,-0.6848702670621801,-0.7639067409872006,-0.03505843114167095,-0.8247914465543907,-0.8614912746019061,-0.8196356332034923,-0.889830285459861,-0.878977581071821,-0.7154761671384915,-1.0381767731098728,-0.07730491526011399,-0.680323861054554,-0.47452057941301995,-0.9531547384048474,-0.7348589126833893,-0.8011739325202187,-0.8223726580708244,-0.6568425216273202,-0.6358207077957628,0.5966313407025773,-0.8099485320340131,-0.3772562320966528,-0.7891152412826539,-0.7177372748170556,2.0621978005020223,1.6370578212312383,-0.8427659082129338,2.6408325035738023,-0.6345854740028365,-0.541283765149488,-0.7164984625294955,-0.7889554816028047,0.7333653813275378,-0.7307083625720081,3.145147832480695,-0.4514928018555258,-0.905712580744045,-0.5997892493163941
SIDM00612,-0.21310827371213564,-0.6656672836805515,-0.7457200734747366,-0.6790850892432178,-0.7244265583968983,-0.34612605123096146,-0.9325597411194454,-0.1263406739253712,-0.7177859329620109,-0.5515193171690291,-0.8564262378753971,-0.7632989157687055,-0.6298451593590808,-0.7857708992556731,-0.947387553144869,-0.5373862746605015,-0.751571940293074,2.2670424244880323,-0.7293878373004132,0.7332905591710253,-0.8664250939587578,-0.5212176811792755,2.097536490616159,1.0152474487948526,1.5498632778585872,-0.8044937673673398,1.2004326780974943,-0.020467273290141263,1.4934115191624746,-0.5669152141129722,-0.6437030482933465,-0.20281856894009823,-0.8664323043523486,-0.7711046225128866,-0.8337044323835943,-0.6604215126279157,-0.6304936050441112,-0.8168355716744532,-0.704676234555152,-0.6806457698878124,-0.8050623770839971,-0.6656072130593036,2.6205810706486523,-0.9770013238489583,-0.7312022910705392,0.31871731441099177,1.765938082618882,2.192940384831134,-0.9220602923181033,3.6553410902433443,-0.8151312809219896,-0.7057941443360553,-0.2187498210312201,-0.8206492400478107,-0.8775356955172817,-0.7310227965433712,-0.8512949377117428,-0.9141316605596208,1.5836008122960166,-1.0157396876401514,0.1847023311660227,-0.7418937747549078,-0.3812299933888997,-0.9863651188967105,-0.531685899986742,-0.7928514803397408,-0.8761531219611306,-0.7730824547130585,0.12685478972479122,1.192610633261326,-0.7878165071593788,-0.6815381525700462,-0.2243581074643868,-0.7115514061208165,3.2690400822428596,1.7904780816372483,-0.7672414764728047,1.5394301429186579,0.1520151016737185,-0.5874468119388153,-0.4574653054416799,-0.5338376405479232,0.8251143639413272,-0.7318003813133745,3.5127129886587505,-0.45707291137366013,-0.845964273146432,-0.6606481336894341
SIDM00553,-0.3648454235929482,-0.6533105729973918,-0.8024502313429036,-0.6467420719252484,-0.7406049063148465,-0.5751835580809602,-0.6035300412370069,-0.3882184175229736,-0.5202313270243334,0.39870470967247257,-0.7900289593172475,-0.5172516290829183,-0.847014036561486,-0.7344241017386476,-0.8929058391238284,-0.5900993032609712,-0.8557673057420172,0.11655475587780588,-0.6166554119549529,0.638955556109648,-0.5193835794142709,0.5932399469777803,-0.272579116073577,-0.6523632371777778,-0.7066326036535164,-0.5829052427716223,-0.6969286716712287,-0.47472003874027974,1.5026663554842266,-0.6812232448064759,-0.810881014288432,1.118624552364815,-0.8933159894159725,-0.7776412247149618,-0.7622132684040129,-0.6490159478510643,-0.5047894694381951,-0.7688021104254971,-0.6541320058474585,-0.7287763956104254,-0.4907568932069102,-0.7134911993126819,-0.040369402448702824,-0.8485691557521596,-0.4623745171419496,-0.8862092109467429,0.8334171346328405,-0.05978948474086207,-0.8270038316751445,3.353065569436575,-0.43013333393063186,-0.7447870522482634,-0.0022620559874590705,-0.8590242030945731,-0.8272518926306612,-0.6819835926552489,-0.7844656053234937,-0.835586315269732,-0.5810183491092372,-0.9657927387384992,-0.29744002788940205,-0.7305055081954447,0.4870467839976596,-0.9072023910361046,-0.864686231400228,-0.7109608416276569,-0.8372758139159658,-0.668265244948584,-0.028655539037751667,0.8899963262259001,-0.8291015672010436,-0.7434794653490345,-0.8623366074034092,-0.5566572706166522,2.8917376639313686,0.5250743602223364,-0.8534966063594509,-0.8492300701214356,-0.8790485302766982,-0.346546794408347,-0.5969581718171658,-0.71423165197379,0.19927858805551643,-0.7509885847327629,3.3834834709576924,-0.41354817681952805,-0.7667908004316168,-0.5835595278136683
SIDM00343,-0.3693793467227294,-0.7529972117245277,-0.8219901663432592,-0.17300009277484243,-0.7728671471157551,-0.27285584366318805,-0.8437434579350459,-0.25009198089820384,-0.6426693481119409,-0.33600548242193695,-0.8800525396751882,-0.7708931616820607,-0.8517581340591431,-0.8028481270733775,-0.9002785735706301,-0.6658978590736228,-0.7777271634975774,1.61691188038665,-0.7140729191359894,0.6300609799903366,-0.3678882809756104,0.06704727500717736,0.7246648191388372,0.19474632494554514,0.9190405999651201,-0.7656870957460734,-0.1507543653458327,-0.1916440720224425,1.4425787368852454,-0.6223458663820373,-0.7620832525538306,0.08576652940475746,-0.9244118332345517,-0.5333138551489479,-0.8070272242358879,-0.7813188995466361,-0.7014635316696349,-0.7565216582456583,-0.8166684766884825,-0.8006827396769163,-0.8420658903734667,-0.6947858324924616,2.0993708005849214,-0.9645702871571932,-0.7645396772804628,0.051155397242171094,1.8487804665784269,2.34868324573438,-0.5594037776132574,3.6841176076876176,-0.8099479086303297,-0.7644684423563929,-0.45332855372330855,-0.8437613684613311,-0.904641160118131,-0.7908340465325563,-0.883350678794711,-0.8679174309694063,1.0184100366921147,-1.0004452055160789,-0.1870632364103945,-0.7573535006988954,0.1720849008657772,-0.8160805254700156,-0.6994608903731795,-0.869427455475179,-0.8756691018598144,-0.7937424581956967,0.23107103786802524,1.2745485321585581,-0.8191878938502422,0.0030130977056318686,-0.7787399618719344,-0.7332143400210448,3.3370475750019404,0.7306682671567094,-0.3033139065363584,1.2099202414729293,-0.3114479172230879,-0.6385781928412031,-0.32989180718925004,-0.6415917940296195,0.05369866835444834,-0.7782723034296781,3.506215669196511,-0.4327760871632969,-0.7435954485440083,-0.7851724027997713
SIDM00543,-0.3377070654245449,-0.7263674757135665,-0.7959200618219375,-0.7584427950802938,-0.7561887381079591,-0.40482447115765724,-0.9183047058146907,0.6466682548701279,-0.6749524188487346,-0.5944220992089958,-0.9301131388499526,-0.7916655178955951,-0.8359281723460061,-0.6266451833401885,-0.8856268135562956,-0.5689718357209164,-0.8167134344149749,1.6259126465571057,-0.7260954450777459,1.1766323953762643,-0.741119799160231,-0.8508928856326091,-0.048860720434340636,0.44660061491682357,-0.04942971919353385,-0.7669945672404697,2.7284959534341144,-0.30826612854251695,1.1767816564371676,-0.7244561114416034,-0.7173322760937337,-0.7129002299934489,-0.47589974256523365,-0.7858128458541009,-0.8327273212336271,-0.5406982495185568,-0.5149377551674011,-0.6858577410432245,-0.6016099878933509,-0.7624606940341783,-0.6285721388205894,-0.6434402992471686,1.8357860620404158,-0.9215618306235839,-0.2918157320082899,-0.28396395123391893,1.1959045268792734,1.176025078861368,-0.9530367791791935,3.609711343077582,-0.7865874319750478,-0.7313759412502151,-0.10674323944040186,-0.4125659678891463,0.5815160131928423,-0.7960088702993288,-0.8664661843248443,-0.8450289731944306,0.07039079504531921,-1.0582562456012743,0.08474706156849804,-0.708757975290813,-0.084387733274317,-0.9963042849841073,-0.8659485131362955,-0.7456821226649718,-0.8215363356285543,-0.664905398768722,-0.7595605012359986,1.3148656445804392,-0.35285705452314126,1.716710843456739,-0.7414487789840218,-0.7679184189862558,2.8964001412334803,0.9339913425900483,-0.8416810727421521,0.21575095842370043,-0.8531490611031767,-0.5144541911153022,-0.660893615888117,-0.6719321507704636,0.18514679535537396,-0.6430978240788523,3.2277415867247785,-0.48692379142315395,-0.7617079856891761,-0.6471142353832122
SIDM00537,-0.5443051535901334,-0.8330256161021246,-0.739099805890115,-0.756631289438946,-0.6123384413202153,-0.45117961603097273,-0.9264911390555159,0.15671780653363032,-0.6917559170490077,-0.10151150088992672,-0.5216585386527204,-0.9001670458905027,-0.25426664416149397,-0.8198830171057231,-0.9016809404281889,-0.6406832219445762,-0.7885357300131713,1.2707889786653164,-0.7633715545161596,0.814821221152873,-0.8125852087638417,-0.8777449746018348,-0.14673795842033155,-0.541578971424144,0.20416015012630442,-0.8333430733843398,-0.6623559328202362,-0.6958135967165172,1.2121674886799807,-0.8243703224410245,-0.4218583153403923,-0.7645311456565377,-0.8971479598288485,-0.7857223364986536,-0.9380538692523814,0.8130232056201533,-0.768902270052286,-0.7767026652025196,-0.7520571134783695,-0.13609253790356232,-0.5844874324445913,-0.4803711682133188,1.3570653674542517,-0.5332653608219766,-0.7386176781841693,-0.5217217255456715,1.0535990211899142,1.0799460821218942,-0.921131000009378,3.6179420530555615,-0.8402611420166621,-0.803691356191474,-0.5589282836250872,-0.7778336909717947,-0.8724760300798866,-0.9338227894148459,-0.8651767319476386,-0.95500037664335,0.579875267633076,-1.0353433800616083,0.14360824877288558,-0.7609773685768891,0.7014729534114644,-0.9495532803563214,-0.9343206610569966,-0.9199710205164184,-0.8539309834582258,-0.8002546778058083,-0.7946426552343994,1.397629548913164,-0.881633778823002,-0.717501023907122,-0.7507206880950301,-0.7590208057288191,2.57879366547834,2.182937922510166,-0.8867818746018982,0.000748826058645178,-0.8895559057233353,-0.6869849739676177,-0.7440412238090747,-0.6896470770084907,0.19861197147006307,-0.6992125912045731,3.043955035011792,-0.727023099975539,-0.8284621783324166,-0.5718654336946726
SIDM00332,-0.24831096610611308,-0.7883541379008739,-0.8372219766487077,-0.8353510173559511,-0.6753155585418826,-0.4079790565882666,-0.8263013732680378,0.3817757720703568,-0.534565918132522,-0.6964268794233636,-0.8252962660325582,-0.8122554769671325,-0.8964535394295555,-0.7688575416927371,-0.9248104538395789,-0.5827200473657251,-0.8472497991592327,2.199129214135452,-0.7678879246324932,0.7952745945128709,-0.5759164263087246,-0.9353035975399417,-0.09796671504764022,-0.6959898699756908,0.40313932322837415,-0.8082142999719983,0.6026189936183737,-0.5253721729150772,1.817978755607506,-0.6967433940269245,-0.8410924311519699,-0.7002409764776496,-0.7735601145072928,-0.8052811329689217,-0.9327706874708424,-0.5906506154317831,-0.6294893619459105,-0.5606445179645001,-0.7231255536679358,-0.5738618793698442,-0.550838406578693,-0.30520383145662755,1.6393025187137822,0.0822732181338078,-0.6696619139898046,-0.47200280287575613,1.1387109173797791,2.0718800062297946,-0.9557426921007388,3.446981675289378,-0.8336066587755345,-0.7202721477649389,-0.2909727579610276,-0.06269169457605048,-0.8446304528041169,-0.8217842687675437,-0.8921059253099278,-0.8397135432565619,-0.42323964995899366,-1.002147942426864,0.09956937197365037,-0.772443009995757,0.8214619671019386,-0.9148487092116564,-0.9219213621520765,-0.9074113503583534,-0.6342052327048484,-0.8478121967474949,-0.8378898283115878,1.2672409866323306,-0.21675394522381325,-0.7279081011674848,-0.8723108637023796,-0.718152148316443,2.731455133595386,1.3329899366869702,0.20185900006483135,0.4061724440265047,-0.9084927960890595,-0.47862007564971765,-0.30893161510351275,-0.6355368162386564,-0.02342712867144284,-0.6811890014856874,3.379551552478375,-0.511167799515721,-0.7277041773684157,-0.3580194887881205
SIDM00299,-0.2081837010600564,-0.7143599903387631,-0.8283342810575393,-0.8748813060926796,-0.7310272602794634,0.015569219164429798,-0.9202317457959177,-0.09638797647741365,-0.7280696635330168,0.2019102167144166,-0.7557422452568389,-0.8195206952186526,-0.9641944516456463,-0.7961723984105757,-0.895263460871149,-0.6993693768490427,-0.5425281144979883,2.114681140313581,-0.7689586284115878,0.7771386137900392,-0.5434614862736142,-0.5697043992226232,1.50926743771107,0.2031850804458224,1.2285085381130152,-0.7944210630578286,0.7095683265968183,-0.24817272474679797,1.259282757352532,-0.7365345200971026,-0.5863203773326756,-0.7843231558777937,-0.8867309601029507,-0.7093116829063032,-0.8493314250358124,-0.6474077328496591,-0.5665900741917593,-0.7968864775627525,-0.6156475725103636,-0.48174013000258525,-0.7575278404162022,-0.4241628590594437,2.404696067085644,-0.9656011570550873,-0.7540735802614551,-0.2952810261426554,2.3508679412015376,1.9256608085070728,-0.7133191602112111,3.689951358851412,-0.7687463154468475,-0.753014676299056,-0.2900214272212196,-0.70744988270821,-0.8835884359652784,-0.820093052032745,-0.8997667635064179,-0.810125460202723,1.3213962494552618,-0.9359210567645926,0.1965744101910202,-0.8241547157131717,0.012237590024990346,-0.9431871148147966,-0.5393361782394187,-0.910746703720395,-0.8262923532398185,-0.8639639596497891,-0.06438390035272738,1.2511958988591265,-0.8352808819173617,-0.7036555656683606,-0.7746803954233821,-0.7005426428384841,2.951960954935785,1.126738525388314,-0.8312506616988583,0.3969791816326612,-0.6952802004498096,-0.6918516660268013,-0.4088004944394361,-0.5462553641858546,0.049984264246541496,-0.8110422966917836,3.443403399616904,-0.4834993336520415,-0.8348325098635534,-0.5862385564451088
SIDM00308,-0.3404019412872392,-0.761493600093607,-0.8518968504538366,-0.872318499758343,-0.8378158785914002,-0.8049928104823048,-0.9335191185711982,-0.7376710002565715,-0.7360531345661343,-0.0260876249627644,-0.8237259161692397,-0.6767671207937833,-0.9456632925117116,-0.7291769782749611,-0.5820707156842474,-0.4219873926588405,-0.8034717465776803,1.4652013525066847,-0.6191398626206641,0.4207509857861638,-0.8677256970536034,0.7092597829208308,-0.28274664171543873,-0.6303452418987039,0.28349427171151664,0.4676028789420762,-0.8106408836718513,-0.3777647661862869,0.7128367775337657,-0.7213931925076108,-0.6650859116251105,-0.19913486299558333,-0.910216537415383,-0.8262546504778864,-0.8444216196417702,-0.5442825911055782,-0.5624564027548801,-0.7015234897525005,-0.7000107291972723,-0.7359141650786182,-0.7709395160873627,-0.6455896308870644,-0.0750597319153231,-0.9662987582523884,-0.5215388250650345,-0.8709822417279477,1.4949133848622045,1.6877652655524753,-0.902704799499673,3.2928385329000496,-0.11256019598173139,-0.7338174788605595,-0.24625714932371637,-0.894771572700776,-0.8727670219616136,-0.8276489964121461,-0.8870309230437873,-0.709592091543887,-0.757567187555422,-0.9369793081241169,-0.3072419930266365,-0.8289616661881497,0.7898538701651151,-0.9239173724121497,-0.8889718324174876,-0.7373010068871078,-0.8538989539861819,-0.8481073068790059,-0.4488617878437251,-0.10185734534427107,-0.8296186524748973,-0.5069593460609341,-0.7772181205435145,-0.6604485547455052,2.7467473938997946,-1.023378825025176,-0.7640586271416476,-0.847680783649934,-0.9335194983816043,-0.4526788846005658,-0.6380666347148168,-0.6813325577219469,0.6468452293315844,-0.776022131784015,2.1876536736469947,0.018693918232173264,-0.6240841875154197,-0.5130690635994237
SIDM00227,-0.27867115533310033,-0.7138851634987446,-0.8205840092122935,-0.694998722964214,-0.8163140419129111,-0.3938059539907889,-0.8322214275731167,0.0819075792028048,-0.7720325256384748,-0.07452235150412766,-0.797105666360632,-0.6514634810405766,-0.8385649258778928,-0.7309158797419109,-0.30240318308711156,-0.7966421991349195,-0.7715948831245217,1.8959850008016415,-0.6751023440966786,0.8952355987312492,-0.6806358199670794,-0.768909930286968,0.5558046687409358,0.20556702888389547,1.712224400234103,-0.678047083125162,1.3072745091076337,-0.24063678513657505,1.5318571712032993,-0.7299426134070673,-0.851638723228908,-0.7434877759862812,-0.9566383682296585,0.2259340348954818,-0.7985719660369027,-0.7746930558652617,-0.6026950835560478,-0.7564571999960652,-0.7769618712844367,-0.7659190829555917,-0.8084290495475438,-0.21048494067400933,2.2441727047355737,-0.9499914937007867,-0.6762925558278704,0.04698878542488269,2.4052633426805556,2.125837718916312,-0.8222485503996592,3.800067784419136,-0.5936150945976211,-0.7194794741358832,-0.34061313377729996,0.8326894447470956,-0.8407211776380217,-0.8294465099086904,-0.8304465573802734,-0.8412872145125566,0.6529451808277988,-0.8778874658841567,-0.24257452823521392,-0.6840727290458141,0.29146459576373257,-0.9155451251156186,-0.49851559165679254,-0.8295933586196617,-0.37605001907898056,-0.8026987933893894,0.1348131969909433,1.1734223130442218,-0.8318091883612666,-0.6242108955807809,-0.6848833678142315,-0.680051278713815,3.1001847687180404,0.6952396670828097,-0.6739402562004625,2.1470660653295495,-0.9491050538818668,-0.5724569361529469,-0.6164156189177465,-0.6768921752419527,0.24451912850041618,-0.8071459574866546,3.47339124174251,-0.40368640706401143,-0.8029762269167552,-0.21215027980110998
