,GP1BA,EPO,IL9R,CD33,TNF,GP9,ITGAM,CD34,CD36,GP5,ITGA4,ITGA3,KITLG,ITGA2B,ITGA5,FCER2,THPO,IL1R2,IL7R,MME,IL11RA,CD19,MS4A1,TFRC,CD22,KIT,FLT3,FLT3LG,IL1A,CR2,CD14,CR1,TPO,EPOR,IL11,CSF2,CD4,CSF1R,HLA-DRB5,CSF1,IL3RA,IL3,CD59,CD9,CD8A,CD8B,CD44,CD7,CD5,CSF2RA,CD55,DNTT,CSF3,IL1B,IL1R1,IL2RA,ITGA6,IL6R,ITGA2,ITGA1,CSF3R,IL7,CD37,CD2,CD3D,CD3E,CD38,CD3G,CD1B,ANPEP,CD1C,CD1D,CD1E,CD1A,IL4,IL4R,IL5,IL5RA,IL6,HLA-DRB1,HLA-DRA
SIDM00310,-0.6474340832211114,-0.895469779317818,-0.7047737085623915,-0.7567701187473217,-0.7636457293348989,-0.8373262143907644,-0.817428591051625,-0.8391013940167398,-0.9549122659473184,-0.9513426578290198,-0.8723799722977447,0.2614350730559739,-0.6661822808697379,-0.7114828532367771,-0.40405245204845763,-0.6411665842420158,-0.8320321591791773,-0.43521693509748516,1.2118204900997185,-0.5014530992430937,-0.56311802174922,-0.8734647213763903,-0.842669205171633,2.315257641501874,-0.7831258722773231,-0.9323723919039317,-0.8565650251740768,-0.4306506247128464,-0.5583635188875629,-0.7981797118312344,-0.5663126734368854,-0.8611130147292788,-0.7946122885474984,-0.8717401727836824,-0.8103849062787647,-0.6662046459922465,-0.9010416011699047,-0.877899325064914,-0.7927486715191397,-0.44669209901278073,-0.75254586199792,-0.8588211714701877,1.7729327503906647,2.160435591011899,-0.8808019517553903,-0.794206812859861,1.8060608643308702,-0.6933506853150887,-0.8644705723327093,1.1534855923487994,2.7986818058412557,-0.7885749211628637,-0.7623200864479398,-0.13102280004239628,-0.30857949743723706,-0.8070197508421959,0.6748691879040474,-0.7230694050047429,0.5040253207032186,-0.9684263073179595,-0.863216276363187,-0.5828794616769776,-0.7076697519694368,-0.7604969998335434,-0.9619369808957045,-0.8548984464352695,-0.9016601069858331,-0.778804219676997,-0.8203875582353033,-0.8341789547801953,-0.8261820093965481,-0.6134732836107268,-0.9247477171748922,-0.8016128545112141,-0.8666609902934009,-0.554062453871783,-0.825027659319222,-0.9193641457018159,1.1919251443809453,-0.30236342220220797,-0.7823618066310715
SIDM00482,-0.6559579689631427,-0.8336710172558651,-0.6203686109981695,-0.6826938121614148,1.098202844922755,-0.8220476961329697,-0.9424575977379699,-0.7194539008211802,-0.8128129795116429,-0.9069597372536377,-0.7635135434005658,-0.6378982284898712,-0.7907898723098095,-0.5957755683851973,-0.6727685690913693,1.7713691639033955,-0.6783700102842403,-0.13496817340187967,-0.8473645768773626,-0.8545621207806856,-0.5277139582082357,0.06976563302092405,2.7783158868956503,2.561909509236234,1.0999904110227627,-0.8450408680097338,-0.7596443510449561,-0.3679441781582515,-0.7052314017510295,-0.77453493366353,-0.8440436809096169,-0.879937782444671,-0.7252260173125712,-0.7312743439458137,-0.8219956280382918,-0.5323319222020435,-0.8499301181809273,-0.8478014422282178,2.008010499725039,-0.43002995293518426,-0.7701759871185961,-0.8725379748046744,1.5529728189253291,-0.8073606170265378,-0.8256339807971954,-0.8561923654060556,1.7711259268151653,-0.5778791142630297,-0.777607511799197,-0.8929386509486363,1.9571429375544471,-0.6844597127932287,-0.7351688778424805,-0.6701203630107014,-0.056936136270230156,-0.6594294123997144,-0.928738751496324,-0.35326103320810026,-0.8774499484751205,-0.7723596760234595,-0.8043271588860975,-0.06893423864321203,0.10780918971010595,-0.700032446024802,-0.9281146696836307,-0.8466367585071171,0.3536710726178001,-0.6897502906303294,-0.8135623886964121,-0.5841181198240635,-0.7356340532845346,-0.7262947253825522,-0.8378788560859612,-0.8174800371977344,-0.7206724223438139,-0.4458172058562743,-0.7490674485448218,-0.9094075702475882,-0.6177397548827678,1.6112946479027874,3.092445270961956
SIDM01247,-0.7620542208438833,-0.9282050803464974,-0.5529156507150155,-0.8204739911541513,-0.4288450289663613,-0.7603028640509378,-0.9357140722963163,-0.78072746277384,-0.8923077715093488,-0.8512293405736224,-0.5275473664258146,-0.7613971940277304,-0.7178467587650631,-0.8329729255446924,-0.7282551074703907,-0.12525637577674875,-0.8486520413988431,-0.4483690643393197,-0.8143933148148591,1.112646840477443,-0.47607165944095825,0.6560235822306261,2.473350932727904,1.3997476713012842,1.5575048838583558,-0.8427082333170745,-0.6369162777030856,0.20496379679032953,-0.6231922098399789,-0.24158547653527732,-0.6224486473123049,-0.9498789454101297,-0.8496246105364318,-0.8472343909174691,-0.79815631421423,-0.6443438161298363,-0.8753127801879875,-0.8253737882995841,-0.9475116910171938,-0.5054746593461733,-0.8159505511252195,-0.8921478884245667,1.0789765286199395,-0.3666587199439078,-0.8451039177567599,-0.8294292603206099,-0.6710279334788731,-0.678926117501007,-0.7491780355344846,-0.8643461889254189,0.908819269058164,-0.6143940987725046,-0.6975887060159646,-0.5256231190257385,-0.5907448262715227,0.3880741284243525,-0.9043325427176716,-0.7764516018724656,-0.8633912848932954,-0.8773566939334387,-0.7356264541416445,-0.8734667285382886,-0.02516315578985381,-0.8030310456520015,-0.898907000827202,-0.8057536636574941,2.669854712750447,-0.8151728757072374,-0.845505713188776,-0.7669199917208348,-0.823833144259152,-0.6126140620895991,-0.8635071458652585,-0.8211875273572706,-0.8569823256199276,1.2956104866484224,-0.45948565698878774,-0.929954412125191,-0.644396629623731,0.2915479650997264,2.785497202559445
SIDM00817,-0.6492247533551065,-0.8565513656164156,-0.751712382000436,-0.7687514493866349,-0.6571232323780553,-0.859242117867871,-0.9341067980406362,-0.8124629301299064,-0.8934092818777724,-0.9126575818752485,-0.7871623509042367,0.7887710909788863,-0.7022150207427462,-0.6684816814140423,-0.4899900244727307,-0.6392267620148275,-0.849304964913666,1.4532869637819117,-0.810029720592283,-0.8263092132839812,-0.6286795131399543,-0.7777022651749252,-0.875545540246979,2.3300465977401177,-0.7958826846329161,-0.9355016653273369,-0.652587780781132,-0.44766559541614015,-0.7667317678897473,-0.789622393514083,-0.7657944953044623,-0.9194134936782553,-0.865519815587856,-0.7623306874181983,-0.8224354346904337,-0.5390504422291913,-0.8859644469100582,-0.8254240393766915,-0.984303849794153,-0.5405684518594714,-0.7819081678311095,-0.8909206994412863,2.3018057474327747,2.425208603564273,-0.9280401775494105,-0.8475539523465857,1.8002599067064498,-0.6631482139617214,-0.7771023178340847,-0.8554301545896593,0.6824604779102358,-0.5532305780802237,-0.755388531568197,-0.878739667837604,-0.051190976094863415,-0.6945272490706652,-0.4781409270553996,-0.7278229770408936,0.29455815418390163,-0.4953421016424201,-0.7969135299495633,-0.6170178598022176,-0.6152404721742584,-0.63947105797255,-0.6952063116955068,-0.8419413649790376,-0.8875727585269525,-0.8589414762067914,-0.8216057655598548,0.38260243057018817,-0.8193235352338819,-0.7493236766577135,-0.8335568837635785,-0.7944279058379247,-0.8525631731269284,-0.5726878023944159,-0.758452619212336,-0.9252954362871012,0.3017914255281935,-0.08880905402141778,-0.7517641435072049
SIDM00448,-0.6646087904984412,-0.7870034936485487,-0.8898079242116079,-0.7410657130809554,1.9596738624331616,-0.7270821350562638,-0.927892363443505,-0.7212051629439512,-0.7640532367558684,-0.8797366106192275,-0.7513508028697892,-0.6739577536631053,-0.7925945459343068,-0.7252728408740436,-0.5720354199350008,-0.35083715588111497,-0.7787955557676661,2.695957506082953,-0.8631180568812933,-0.8286789939697202,-0.2998489200772078,0.7323279117052718,2.6087998583940917,3.1865503771844623,-0.8226788848384191,-0.7927910370076987,-0.7670570720071757,-0.6063324306989827,0.8166774891990184,2.403917819800926,-0.6431597906086794,-0.9738652981446017,-0.7128680865489933,-0.6719755198363546,-0.610899067270671,-0.6114129295593784,-0.8124551424502073,-0.7924830448871129,-0.883885860952892,-0.44351628046598923,-0.6928722327129219,-0.88367920547538,1.8530531652305402,-0.2823869962979784,-0.909871446625726,-0.7809010618146315,1.187453295109753,-0.7042076976934648,0.14865245925802878,-0.797156834519731,1.4685129390908578,-0.6647124272521676,-0.7636037737307942,-0.6990270115370761,-0.2737440960826409,0.5108849284743129,-0.9592040419589849,-0.42732054316658313,-0.7180841603349559,-0.8934583056752975,-0.5953540912908573,-0.7709969486573236,-0.07306131477999141,-0.789673763364734,-0.6753580770829444,-0.764110784103255,0.5325813990055748,-0.8384689771989219,-0.6959232348253874,-0.5850525502668155,-0.9416617098197956,-0.6483226021181543,-0.7496616162714004,-0.8476975101765445,1.4163272070141304,-0.6164201107778281,-0.6351549650847617,-0.8194231216246423,-0.5484421181910574,1.9513993950988038,2.9636100015852667
SIDM00086,-0.7652392817269695,-0.8571256851946873,-0.7512467989370444,-0.8630227412519123,-0.11695334499229654,-0.8982904896845713,-0.8962845921616426,-0.8384206548051699,-0.8996231057190244,-0.9420525460465066,-0.8409224417224624,0.11692854972131107,-0.551717359090808,-0.7982378591841215,-0.35697350555528856,-0.7097293149082063,-0.8558451970885012,0.894417198808852,0.5326218571855539,0.36833564677054714,-0.5495863672595664,-0.796377699757879,-0.9554600462875003,2.7298072098251187,-0.8819088140449579,-0.8765057827583551,-0.8279528614436286,-0.3689287300876846,-0.19128383309231564,-0.8103529089337774,-0.762885046110175,-0.885324899687601,-0.7349377138350348,-0.6483508340327377,-0.6145402919515605,0.4087929342383185,-0.9261680895678182,-0.897886350789945,-0.9653227845322424,-0.474070640658578,-0.8187024361733296,-0.9219084979902181,2.6998824040809537,1.4841779970045774,-0.89611857937006,-0.8471092867362543,1.8321039716671768,-0.7620418291627827,-0.8155407487652157,-0.9079934677045783,1.3892064858963284,-0.7418687809234441,-0.8158876186045254,-0.6466907463843322,0.08150703398461288,-0.838741694526324,0.8936925034903861,-0.7569688079780947,0.4791921042360973,-0.3590121550774946,-0.7511782890285962,-0.42733671794716027,-0.6590718075130028,-0.8052355516030846,-0.7275296495347768,-0.8368490166063054,-0.797711283138483,-0.7784759079639352,-0.7933311013448162,1.648583205718066,-0.8740311108438278,-0.8299176022072243,-0.8625735721821317,-0.8458343168044569,-0.8632373136219353,-0.4873671160909072,-0.7504984207685981,-0.9214555334612157,1.573402507533957,-0.1952724812983455,-0.8768451491663266
SIDM00466,-0.7885426474099895,-0.8155061365369963,-0.7512399109432273,-0.8676162390100038,-0.6638437298809036,-0.8642911672914598,-0.9890252880874432,-0.8485481175841678,-0.8362239775423419,-0.8579082605229752,-0.8630378332802588,0.7477779015810222,-0.8344930310667329,-0.7367851435124727,-0.7320985563060292,-0.7280464891122775,-0.8858637118851185,-0.25251379831853354,-0.8810259635881691,-0.5087570851793084,-0.46609679964043665,-0.8436374862877875,-0.9220155727971723,2.092880736974409,-0.8578429903573174,-0.9437566630713452,-0.22422341139775043,-0.5738484454071283,-0.5788814756515972,-0.8079023093478818,-0.34171370376800897,-0.9252823635905791,-0.886512768084673,-0.6380783744353221,-0.7602671322244272,-0.7731644108599413,-0.9397181865410403,-0.9082565885791586,-0.9514748003369841,-0.6157542293899599,-0.8440824352749373,-0.9491490564998505,2.699671859073165,3.1200060377311565,-0.80704899356395,-0.8699815106866279,-0.3581451684856232,-0.7658401950241521,-0.8327516673846471,0.20662555784553252,1.6711905633117357,-0.8009652807663102,-0.8315261368556882,-0.7204018914154321,-0.60399583759187,-0.8235507233384094,0.3894881137888527,-0.7586480778983837,1.273367070150867,-0.8896043970086697,-0.7398036976396779,-0.9039759474910772,-0.7667346068375308,-0.8352062926822915,-0.9663606253239025,-0.854351634402295,-0.6330784294627542,-0.7949652540227712,-0.8712361264923096,2.631235966387801,-0.9118625128517219,-0.7791919596908451,-0.8674100591979857,-0.8943810985661053,-0.8727589952142035,-0.7707126582937125,-0.8405348019156655,-0.9471474174979408,-0.5845284841305716,0.481876619211946,-0.8591155710991643
SIDM01132,-0.7920574920434257,-0.8181193550481168,-0.7162792905485393,-0.37478306294389513,-0.7701225640041286,-0.9222537915343753,-0.9466867064107157,-0.8804199354107524,-0.9318252858198585,-0.9178836279291027,-0.3942627008963505,-0.6675854972975663,-0.6109418353214753,-0.703417321928514,-0.44271281052346506,-0.6571032075627306,-0.850805934186852,0.1435553324423933,-0.6102963393937509,-0.802826898566834,-0.1286607552798298,-0.7692762535815412,-0.8980408552635527,2.1697154589738337,-0.8678649298077308,-0.8673090735826442,-0.7889895088320696,-0.219434236274769,-0.5848788435877552,-0.8454984099068573,-0.7310662698812983,-0.9300904323011295,-0.621613841709797,-0.7347265844637477,-0.8444708946995038,-0.7016010560127222,-0.8601888668627306,-0.8966524102803354,-0.8708250920554962,-0.5377929716558675,-0.7491418556198762,-0.8953835063152986,2.2839961242542572,-0.8218203755221687,-0.9131769420325976,-0.849483186188152,-0.6446912506844544,-0.7569279938116891,-0.8192308702424035,-0.8899429133344449,0.8625048389292356,-0.7133016275837121,-0.7936713246232395,-0.7541403395838222,-0.09060587524906213,-0.7908987455994734,-0.3557437899175706,-0.6552797652702197,1.4022295660167388,-0.79840894161834,-0.7682104684977126,-0.8821791950489491,-0.6048000724409444,-0.8744741505605004,-0.763583763225269,-0.8974244862524957,-0.8856725495060036,-0.8017306864670447,-0.8864743327728379,-0.7592992860406798,-0.8860292302015411,-0.7985689266024711,-0.8807522818321061,-0.8597667131731498,-0.7482824425122839,-0.5262624804267974,-0.7196622746244368,-0.987978058993446,-0.7758929428375128,-0.09718939550649833,-0.9149393522315995
SIDM00465,-0.8241647504667687,-0.8302897345302264,-0.7288174949704852,-0.9119515782326713,-0.5254160047815627,-0.9413563694337984,-0.906428550203231,-0.8094683765292765,-0.9139080810608889,-0.9328868016047119,-0.7908487403005636,0.24830229392864897,-0.4828782507265661,-0.7474444381687111,-0.5362848533282767,-0.6342994972494131,-0.834701593186366,0.6758502813739429,-0.8273101321995593,-0.6157644375101454,-0.5782046122408212,-0.7997186296735311,-0.8426592986205387,2.8348792251128394,-0.766092315432111,-0.8977051756959756,-0.9281480726518513,-0.6924082365131276,-0.2834065956563459,-0.8724475139208687,-0.8618309142686392,-1.028394184212739,-0.7694119423377753,-0.8034996919228827,-0.7586594953712898,-0.6032350184658121,-0.908373280219925,-0.9085115804478066,-0.9526484106743812,-0.5268046455616442,-0.8037076613850439,-0.8131435640985023,1.8186688802643143,2.7605627118940284,-0.9136930182068166,-0.9113808150081991,1.6592389467849276,-0.7362642991337747,-0.8140441126589857,-0.82446323260633,1.9722159476535732,-0.7520741396854599,-0.7541212067239785,-0.6574144578138764,-0.6481676613816814,-0.788063570161667,0.6900726552889578,-0.025665338000504967,2.8678517596727158,-0.8326034111343034,-0.8033228494057822,-0.8990953816702046,-0.677312016497955,-0.7901234704601126,-0.7849715722439073,-0.844075559195225,-0.8553030082740898,-0.7491560759263283,-0.825878142954181,-0.8238569204767442,-0.9206118097986815,-0.766092315432111,-0.8350922309969352,-0.788282435047739,-0.7498944852851025,-0.48962274473681977,-0.7720664867035696,-0.9246434675891767,0.4129560166137639,-0.23500003461329172,-0.8728279537063268
SIDM00565,-0.7500972211601192,-0.9021602019596487,-0.6998684876066271,-0.9684392934427276,-0.7498397268298184,-0.8260267442917818,-0.9535499396188373,-0.8622855080932723,-0.9108318316339221,-0.9036647653145522,-0.5816758390451497,0.13467967702718375,-0.10276314333604598,-0.7002112397682014,-0.6011922213871156,-0.6995407668042405,-0.8608277178302279,-0.3724407184244015,2.328282753375583,-0.749780682100894,-0.5548227813925175,-0.8334210554139647,-0.919557549810317,2.6395236354840645,-0.8111136362362463,-0.8304476671461306,-0.9360127437833529,-0.34599443364105037,-0.04582659840359309,-0.7852613748211905,-0.5292159192989708,-0.9793784787456485,-0.862893362750051,-0.8395176582603965,-0.7703150285451072,-0.7190378904800703,-0.9823507341983019,-0.8242064011951151,-1.043361140152147,-0.4963675966783283,-0.8156022967589645,-0.8847079958944335,2.835641974373428,2.83039455860684,-0.8524960669456071,-0.8217978002123092,1.3116988699321517,-0.704706774503306,-0.8410821901128883,0.6434658626966706,1.3862072257572733,-0.7331790383736504,-0.7716754014160432,-0.2642055783004887,-0.36673954155624033,-0.8418130260057338,1.4640562794644303,-0.7341390362667671,1.8130703163104398,-0.6424055130915665,-0.765261406155102,-0.7358288515221539,-0.7557749746428738,-0.8891018653815097,-0.8869497646385178,-0.8520558775448879,-0.7920175968053106,-0.7844024992466545,-0.852473289651452,-0.8025539900739076,-0.918486967936524,-0.7358931782645717,-0.819444739920132,-0.756159330810785,-0.85756537022594,-0.4389045981254155,-0.8381392455574669,-0.9313614472245493,0.5138176932328326,-0.3300910307137241,-0.39046851250692705
SIDM01092,-0.6125305820375434,-0.8389023530572259,-0.6357574484834801,-0.2147893568540265,1.3258431394644477,-0.6532217158697441,-0.7861831204112846,-0.8116614141499552,-0.5228878495297652,-0.9384450910055998,0.38908291378441084,-0.9453622461241631,-0.7548604577464686,-0.6756172175584833,-0.685377956157442,1.6533183807591108,-0.8738960513577174,0.6421359898811227,-0.7605447246033447,-0.809676112606706,-0.49420757295025886,0.4894913869988197,3.0774887844560177,2.8104469577876703,1.342899248891055,-0.9056834581689823,-0.8416914243685691,-0.37097330879440443,-0.6764481939253828,1.9497451835188224,-0.7659336862129126,-0.3323178859056448,-0.7919109362805533,-0.8489331032114227,-0.807061101460991,-0.6992257933079514,-0.9082836935705497,-0.8771360376610257,-0.44909873043082216,-0.42113644931715627,1.0810698777796275,-0.9070053121285981,1.9423019590848862,-0.7876132924378101,-0.8428662970557943,-0.8210543709374695,1.9972529592576902,-0.7078669953149433,-0.845265895542202,-0.9224681237722584,1.4925980581286522,-0.7678927187890823,-0.6864783531359389,-0.5105715563433565,0.03665485308072947,-0.7247578838662947,-0.8961814614051785,-0.48731179708595274,-0.8582364485421902,-0.8797086219358332,-0.6910005694356527,-0.14681494472769036,0.1828141478745493,-0.842636672306913,-0.9034124359899045,-0.8221019953587153,2.102160709895834,-0.8239047698914426,-0.7904424092864595,-0.6480592783601758,-0.5328911618703158,-0.3401313463583242,-0.8103982969095883,-0.6206757733683528,-0.6909140129534121,-0.4312548295781811,-0.924226615670521,-0.9145664931031429,-0.41639898395733727,2.693729766353896,3.30908114695681
SIDM00218,-0.7906694424836571,-0.8373711174573553,-0.7727678765341947,0.05794307207141546,-0.6535566093916276,-0.799754747310352,-0.9055687706992593,-0.8182734511570565,-0.9026449582968923,-0.9159781606860525,-0.5543410196133538,0.21521690917182285,-0.7603852280428597,-0.7177266428473557,-0.2321458567443585,-0.6235803247975966,-0.8694465017134004,-0.46706830876908567,0.6058833976865886,1.5599656800972737,-0.505747326550187,-0.7733760768146014,-0.852334156369826,2.261251619330285,-0.7595515734077599,-0.08684696015355875,-0.6403558527135561,-0.4635833261745128,-0.29373825998537445,-0.7660629741945446,-0.8154251235389144,-0.9313902477577791,-0.7158201276993256,-0.883264671906504,-0.6219012076126337,-0.6641378967442662,-0.9049266285523653,-0.8662215439651743,-1.0108074625751748,-0.3936169836058589,-0.8731279908632807,-0.8616139183401988,2.6168198695514615,1.63972032599622,-0.7652179066162643,-0.8163842913484699,2.2534686336279495,-0.5576085131096747,-0.6755848518182614,-0.870756770222143,2.851449340842403,-0.6858189208248964,-0.7305060797541829,0.524836416804461,-0.6423362971572524,-0.7871071876704597,0.9052630617738233,-0.7621476135514021,-0.7058474780261244,-0.8068473439025068,-0.5268637389912489,-0.847067970153058,-0.738800140171721,-0.7306460283735675,-0.9071025925984393,-0.8056327064088543,-0.831716377967125,-0.6800505486729744,-0.7520245173454022,-0.09548003456447107,-0.8616807534395647,-0.7195992784797058,-0.7869072205106343,-0.8443513408113819,-0.8340351557685,-0.7755517843198878,-0.5489859213810894,-0.8753523988496134,-0.6525501452325334,0.2016233560185462,-0.809394129435049
SIDM00044,-0.8054437413606315,-0.8966773106683863,-0.5835325935857635,-0.6914643717615425,-0.8378571130780137,-0.6141004214338938,-0.9724615239756913,-0.8823210231585437,-0.15156347688784322,-0.8943088220683041,-0.7506043188069634,0.23514545961318273,-0.3373358354471607,-0.8182367133338528,0.1981990624879608,-0.6283455916125963,-0.8489729602431214,-0.034828696654415806,0.9527145400537621,1.9765922082213545,-0.26349420833095877,-0.7548748289383831,-0.8799413225917101,2.912957617539418,-0.8497309631593909,-0.8271128319837652,-0.7512402073201683,-0.34082574824851586,-0.34781695203381907,-0.8621092980962767,-0.8161538362319511,-1.0050535559677902,-0.7365145055673918,-0.7520426760260086,-0.5987771582007557,-0.6910302358888673,-0.9067859115906263,-0.9205664772363182,-0.8498379444735471,-0.4425247007350282,-0.73368812364314,-0.8257728116944284,2.579469523936761,2.4660920704243567,-0.9155247030751953,-0.7807353989962618,2.061898216122457,-0.6723592512440427,-0.8378371649432794,-0.8893436090341506,2.011393828013568,-0.731092094280065,-0.6663769392094794,-0.3962168363614736,0.31550520644791347,-0.800166135663115,0.8700156946288008,-0.8278937906369433,0.21781437214243965,-0.9159067186549976,-0.5927830762295851,-0.7402805423656027,-0.6199406386137412,-0.7670222607961524,-0.6396329984562361,-0.7350273949829293,-0.7283158380074473,-0.988549532777116,-0.7928103646565081,-0.6746588071506263,-0.8921178805607173,-0.7713763469023363,-0.7829098048770532,-0.893876215700138,-0.802153854979885,-0.7337171320067625,-0.699648888782665,-0.8774671889924146,-0.7583630182264581,0.658873484294635,-0.926669370297605
SIDM00362,-0.7498655231079508,-0.9432955534508322,-0.7527073992776063,-0.7961963426204779,-0.8131781592948321,-0.9358685447565843,-0.9569240538112931,-0.8482587839288097,-0.8828625500814694,-0.9056354804614505,-0.0361110414893293,-0.7241689570441864,-0.7578968144558844,-0.7337164098692711,-0.5255018530245579,-0.460910702708448,-0.8330812987634953,-0.5679719444691138,0.5969806349388356,0.6700959634912516,-0.506283274882278,0.7858043987890075,2.779733531339065,2.8731996314188892,1.4680557852477025,-0.7418348722770589,-0.3229912047916377,-0.5022265056421354,-0.6669381454606464,-0.278732767592258,-0.7493398011222346,-0.9229861563337597,-0.7591890619372443,-0.7793327794757411,-0.7532209173164855,-0.5451737076830456,-0.8860611028976706,-0.820340908397722,-0.8943822717011498,-0.546103848869676,-0.6502658390142944,-0.8504940416292086,1.160204579398646,1.7727040138842889,-0.8398662621972623,-0.7378320610292768,-0.7430977050516668,-0.6802335578980101,-0.8097898130278597,-0.8624964685576599,1.4410003264851663,-0.45178911885021794,-0.7267851582985126,-0.7292591722205153,-0.6767424912905021,-0.5690728345996299,-0.9462924740176707,-0.7471880406856277,-0.9254308127255816,-0.8166282784986612,-0.6436238294398783,-0.8531647518175084,0.2449513896572631,-0.8258998730924415,-0.7332776045066285,-0.7451724622092984,1.7843254352467026,-0.7951488872288316,-0.8795986552289363,-0.7759871255361539,-0.6801203297118421,0.9260361839861998,-0.7995091010553005,-0.8144924108856214,-0.7841467924453893,0.518936136799064,-0.6675707316046193,-0.9295387751816097,-0.7628928999211239,2.2584635319140007,3.3585151137499283
SIDM00813,-0.7970117163200813,-0.8604006524093458,-0.8395046823009534,-0.7609160490223719,1.7332819480194586,-0.8514418317888939,-0.907040770685248,-0.848545479110643,-0.8474401247085057,-0.935059196173382,-0.4826929255977408,-0.7315220218233891,-0.8188462559475805,-0.7913101342172141,-0.6872906218299917,1.58266269807597,-0.8576718012071407,-0.07901922250164475,-0.9161840928923662,-0.8294580457693802,-0.403135681538139,0.45531277033285766,2.9793450337570277,2.522338305718233,1.5402348232600787,-0.8017485215447845,-0.7680796964254464,-0.08476731692747196,2.325268654233246,1.7540184798544687,-0.7830312761215311,-0.3693526535069471,-0.8257917355606169,-0.8257877642372253,-0.8873154154678633,-0.7556635295318305,-0.9000402433945086,-0.8631679106802291,2.8067965465467446,-0.5164233328493643,0.3566826193376368,-0.941123187938114,2.146195618650418,0.6007228313958093,-0.8068350961099434,-0.754338302987291,1.3385333997133682,-0.6497331013036614,-0.8203282743820334,-0.8866220473390506,2.821221595462698,-0.8315181163919424,-0.7490947221305249,-0.16872162714552436,0.4317251746999043,-0.43175015750306506,-0.8503211385409941,-0.6065566152541133,-0.888813662350464,-0.3240866975235534,-0.6255715534947971,0.8079981302792113,0.7384748178472159,-0.8350248015052596,-0.8799606391214582,-0.8639096001813341,0.7750850347683226,-0.9359571625232049,-0.8002715374469977,-0.618429228635647,-0.7306948672676472,-0.8083290113836664,-0.8447079419328938,-0.8067069758325124,-0.5820253894260657,-0.29964995500514613,-0.803739876176459,-0.9179794413027142,-0.8039974398311862,2.6204404687007443,3.467375574448313
SIDM00364,-0.6561252700619202,-0.7188700489935355,-0.7571500098170204,-0.03766007036467226,-0.17224204438000987,-0.8274055479537195,-0.9706041546839743,-0.8668869338332299,-0.9070024405583772,-0.915344476599914,-0.45872781768772064,-0.778182147617098,-0.7724954862831893,-0.7277754500289466,-0.33314837506071415,-0.42406089400558583,-0.769114161863059,-0.46082771238563347,0.7676840835149866,-0.49879595522378317,-0.4290480425318451,0.5104268896489299,-0.8936496376154781,1.8655675049350458,-0.06573447527042608,-0.5551337905081705,2.389001715967137,-0.48431242955457143,-0.7002303504133988,-0.8215987553915919,-0.8074056293844458,-1.0158944582271356,-0.7310620979468533,-0.9051990677038131,-0.6792030375967646,-0.6209111950529785,-0.9264286089611734,-0.8796035025919992,-1.0327274519577223,-0.5085805898816266,-0.4854245507052864,-0.8466456872512909,1.600598921068823,2.684764157127733,0.9207132689041251,-0.7726839157929329,0.3250303939113209,-0.7512571307830264,-0.8422626962227937,-0.8217966920113969,1.3342610895325635,0.42270921265725514,-0.6866742541986867,-0.7437689241628829,-0.6431101223425294,-0.760332600710544,0.01675394803375985,-0.8121821335607883,-0.9288626041465693,-0.7487030879605013,-0.6694440702446216,-0.8347688703109488,-0.6674483994569155,-0.8384702604807952,-0.946241565846315,-0.7873752940451436,0.42696836323040915,-0.8434122136226664,-0.8505332407832482,-0.6724345086465681,-0.773741855113088,-0.5735985719099133,-0.7516901275318423,-0.7102852615204572,-0.6979931092320603,-0.5051947484993384,-0.7364198008896995,-0.9221352000797896,-0.7276214867518442,0.4051276513792624,1.4579053378169946
SIDM00792,-0.7048758265559233,-0.915811054535972,-0.6638765428887895,-0.714028164235089,-0.791843949889868,-0.8592016661099067,-1.0219205485823608,-0.902590449994526,-0.9279222902864408,-0.8799021523040274,-0.8243099286313381,-0.6260924518166289,-0.8522296838729796,-0.7085500089380061,-0.6309755575157459,-0.45657903053489274,-0.5688649252233564,-0.21777606429173668,-0.9435099399847259,-0.4175570451376944,-0.38947822005057536,-0.7986036420376232,-0.9551998415475966,2.8255414535608496,-0.868719214019157,-0.2397821816453424,-0.8215461137180726,-0.5443912541837629,-0.6734379682411862,-0.4353096222699081,-0.7042455972579669,-1.0047426103133505,-0.7720382172881355,-0.5602932111518072,-0.8426369923270506,-0.6108688689997409,-0.9218705744250384,-0.8433871578762855,-1.0154946277924908,-0.5324589225353183,-0.7896925829809696,-0.9189081436642426,0.28237895262469476,2.6807656962993316,-0.8753387962678719,-0.8526593986610763,-0.795696516820754,-0.7344179639985622,-0.8226337144146162,-0.9114821721354476,1.2393643694475487,-0.723975516285163,-0.7631811017500039,-0.7026755464245434,-0.26654999199078927,-0.8565789852101879,0.2907910326132411,-0.7885996691362067,-0.6902463375479104,-0.6282671669289316,-0.7472467599877579,-0.8177473627262325,-0.6219108109200315,-0.7790290668579934,-0.8291985818865625,-0.856733463639711,-0.7403692454492917,-0.8346917548685385,-0.8270082816570256,-0.7427434873201336,-0.7858082475605503,-0.807201567595867,-0.7725325012438087,-0.8872339188658158,-0.8811130214332706,-0.6603062798206707,-0.7730125441894844,-0.9185743266461669,-0.7285205900153165,0.06069793461790394,-0.9165160257208216
