,GALNT15,GALNTL5,GALNT6,GALNT5,GALNT16,GALNTL6,GALNT13,GCNT3,GALNT10,ST6GALNAC1,GALNT9,GALNT7,GCNT4,GALNT11,GCNT1,GALNT8,GALNT14,B3GNT6,C1GALT1,GALNT18,GALNT12,GALNT2,GALNT3,GALNT1,ST3GAL2,ST3GAL1,B4GALT5,C1GALT1C1
SIDM01140,-0.7512974898135374,-0.8098003814170686,-0.7548197033605851,-0.9748409763486504,-0.629591014261634,-0.9075127064603519,-0.81127631632055,-0.8123387474585889,-0.344570677309213,-0.9565547087298563,-0.865249542476043,1.3427321388979625,-0.8477980434658275,0.19899204707682608,-0.6310723341653278,-0.7101761957983475,-0.7379739306744068,-0.6898982292095772,0.6909947207555407,-0.3933129064941795,0.15926644209641605,0.25034494197255885,-0.6422310415244933,1.95415945259898,0.07498627125773161,-0.5993743218405457,-0.1094691046459993,1.0189710693683205
SIDM00101,-0.8786233311265121,-0.8288802313804412,-0.8387463502742443,-0.44419349854500056,-0.5820225089944924,-0.8626818040091078,-0.7578095354412077,-0.5163110711278284,0.2650093754375859,-0.9548292567557837,-0.8337274255141065,1.3599010389331105,-0.9217398919960416,0.2816787578059218,-0.24037044190069815,-0.8466341093390308,0.8380059890309074,-0.7931335610531438,0.165093825304281,0.5543061430004539,-0.5078487632566261,0.059229346158671536,-0.6833650275928439,2.097283046757077,-0.4830752985354647,-0.43589326666600986,0.11930100962095806,1.4194697668448877
SIDM00114,-0.919381470952344,-0.7552080378744911,0.6374093903375896,-0.8608025689986739,-0.7817833813167011,-0.9191225100073454,-0.883711452546477,-0.3600617910382382,0.34070132009099874,-0.9762598491271748,-0.7304172191035128,0.17128249562739103,-0.7713173786679258,0.1672852663581071,-0.7524839952668602,-0.6893720468800535,-0.6499604191020509,-0.8330330321314766,0.30575865852287465,-0.34794397712603764,0.677577272196259,-0.10047262761875511,1.8824586150486164,1.5947670114046026,-0.22695788827510088,-0.5111430775007427,0.968203146188998,1.2661302049399448
SIDM00102,-0.9017465982084966,-0.7548802067408305,-0.8606752768135497,-0.7282122969945336,-0.6985495407825888,-0.8853313757659376,-0.6465831093538771,-0.07014428322398739,0.27374620258810606,-0.91836760747556,-0.5956193253028818,0.6864344182841826,-0.9106566248670893,0.3423339815105889,-0.12327079467523103,-0.7868019723553031,-0.7654489130141449,-0.8010461063439808,1.0443255076739295,-0.21466923495473095,0.9483599698628595,0.13002632263470668,-0.7954843484688969,1.466764793352677,-0.35561647635051713,0.31585365982102737,0.22200309142261596,0.6813150969831616
SIDM01122,-0.8731674842745387,-0.7828399772386567,-0.11415794273183501,-0.8889567887027207,-0.6406703091986597,-0.8892018136198611,-0.953774542735277,-0.8173738413109359,-0.31835643888758003,-1.0006901062392184,-0.8168635914439467,-0.558851034505579,-0.8933258067387762,0.38862781017047127,-0.8868010049540865,-0.889401940071295,-0.7516738237062887,-0.8162500339891563,0.3243647807103443,-0.3825100063410638,-0.05840557507153302,-0.04343208592419942,-0.7494615106471512,1.480604637374106,-0.37746602832216697,-0.6778246103176849,-0.25157422597127926,1.013381492687117
SIDM00261,-0.8508370059085052,-0.892414507116374,-0.2861712624665798,-0.9846298021295394,-0.6459581104330954,-0.9445371371056687,-0.9009547635105625,-0.7925039341885179,-0.3509069925823021,-0.9427379340925022,-0.7887889792943305,1.2896349929849704,-0.9639423486257495,0.16098765136752777,-0.9135570912749769,-0.7883741862310937,0.8394070369989903,-0.6766923338808599,0.3660018496430016,-0.3428649117192687,-0.5349395958500731,-0.0509473348515692,-0.17002386847678874,1.3351409541670745,-0.24679249647548288,0.24124788911874107,-0.026241496097876328,0.21197180208716232
SIDM00154,0.25362091774359613,-0.7901360364442839,-0.46294335720806346,-0.7723966925394486,-0.6997200908273653,-0.8971788165540363,-0.8266151373808739,-0.7266739195608012,0.19165455879513676,-0.36774466772334147,0.15217391466839827,1.0700167505950107,-0.8986840200084484,-0.3139355882647046,-0.6710147328412208,-0.6956705288573217,-0.7081497169972593,-0.6839596000788795,0.7915807104523603,-0.024908975185915748,1.8690315633288674,0.13115168722559317,-0.7461890347166265,1.287298928862831,-0.5936413273231631,0.21997826810187782,0.14036587936459485,1.3532571120625188
SIDM00104,-0.5511429537694906,-0.7168089732042848,-0.7558447019910064,-0.8952271019352498,-0.770284196788938,-0.8782918554827616,-0.8563693400507968,-0.1972502779295155,0.40597989256749073,-0.9478143555626395,-0.6939321717183221,0.8804300178862676,-0.8407970077037497,-0.021732973833292642,0.40432449524917646,-0.7486518043999181,-0.7622599247616706,-0.7359750822270595,1.1969180802884045,0.014593383814927747,0.2992173209375085,0.04496807816407058,0.3911091250421435,1.2094049325645473,-0.42692016676435846,0.20976155403260777,0.07938365265472286,1.0629613330338818
SIDM00267,-0.9405275612609717,-0.6802827950427113,-0.8027341208769329,-0.8988671279000249,-0.6922512712775222,-0.9161137303290894,-0.8281219582771863,2.0376521269326333,0.14206466071876958,-0.8589207114066307,-0.8105813011035728,1.1027559110832517,-0.9328328113481875,0.42778835992607495,-0.763744050968643,-0.7855718184540982,0.7419586694874428,-0.7528467041603438,0.7515518054283163,0.1950185889930669,0.9440446837388091,-0.2640390001444752,1.5229099698702002,1.6957825294180566,-0.5762849202393925,0.7152106487505767,0.14417097693076142,0.7888500360174228
SIDM00100,-0.8342410534774821,-0.7873024718148606,-0.8727248917491875,-0.8814692104510402,-0.6801503129975875,-0.8586339424141547,-0.8234156039707011,-0.8002175328087976,0.3554388845435557,-0.9417215972073668,-0.2908284250643174,1.0281834423444574,-0.9212032892551901,0.36701516835974707,-0.4517748590161524,-0.7831427524660686,-0.4711261181315011,-0.7386671564032914,0.21129619978761094,0.23024850736166544,0.5516056651593091,0.6499847276246826,-0.7561850489193227,2.0678430816029874,0.030352201689305053,0.8832805748390956,0.5821365312931894,0.8573818782364153
SIDM00826,-0.9037440223175627,-0.7328644284587192,-0.0016848433275636647,1.349094757229344,-0.7391325569772826,-0.9238261501223568,-0.8006964193542642,2.666633489266846,-0.6386927170108425,0.17272867005959358,-0.7668290901455465,1.7463751588374894,-0.6516440689139518,0.010660981634457068,-0.6723881199164573,-0.6563330017945626,-0.6915845386633831,-0.7619682066402272,0.8690033607369215,-0.44169238525209525,0.24861811031399253,-0.14049609152007014,2.0299803275422974,1.30751189006258,-0.5168937332350922,-0.41930989410115765,0.4919400505320559,1.5243353877280315
SIDM00310,-0.9104771352566086,-0.7808366518995604,-0.8045902672051001,-0.9014557621035392,-0.7354997418396289,-0.9145211633779279,-0.430431435696456,-0.5914969955315381,1.2870810681760034,-0.9279041150029264,-0.26595093429075833,0.9088743067650641,-0.8982505068247996,0.3998728447184717,-0.7292989466928738,-0.8459897112556408,1.0799786705235266,-0.6653315345272588,0.39856384428836655,0.8972530050781977,-0.0730298814154127,0.9283708575874221,-0.8052950855631061,1.2010654575551192,0.17418213177876976,0.8956649878994647,0.511495299443643,1.1374883902171704
SIDM00482,-0.806704672314128,-0.7048964453120942,-0.4095151358848426,-0.7564397669225511,-0.6340842830639661,-0.7828147708508048,-0.8301488998877282,-0.6119554203486663,-0.5384052821486272,-1.0014890229479465,-0.7354312788668985,1.2655771168447,-0.792955003638132,-0.22134609585155599,-0.7090636317902086,-0.7399154176202226,0.8793967186398671,-0.5712722135990224,0.45713256810355174,-0.3854337531877588,-0.6710666637248005,-0.17280486101140627,-0.7328377709317883,-0.7809673070225951,0.40314023299695495,-0.5738146299037786,-0.24693576225641634,0.6476293916570779
SIDM01247,-0.8520945213808783,-0.6804030687062802,0.8710212777411022,-0.8449925196478031,-0.6546118023514269,-0.8445784670933677,-0.8060406499797165,-0.7651778748744845,-0.23839700061323152,-0.9703193434665608,-0.755651233879927,0.8149977363474098,-0.9397734466991003,-0.47125857646813074,-0.36263981313356847,-0.7343883494372078,-0.6459651353531379,-0.5989502377934962,0.155844603230248,0.4932180941643915,-0.35956044644244173,0.21783598836471108,-0.3282172009890842,1.4665515058321528,-0.36603394778553994,-0.3852791734880823,-0.044120888400602354,0.9777013912124961
SIDM00817,-0.8382787126572806,-0.7526376339602464,-0.6839642382140122,-0.8457789745221315,-0.6935916063530814,-0.8298669063899938,-0.8194428080459903,-0.5513319295116996,-0.00824850730570565,-0.805548838585578,-0.6494625370510291,1.3889655726523897,-0.9223432533523046,0.6108713945420441,-0.533377806970722,-0.9154379133240128,1.7931843163774648,-0.6031848330924743,0.5832928904278557,1.3562987049750195,0.8326052505526049,0.18019636751133822,-0.821815375158856,1.6086768253292099,-0.3843621905737956,0.0996952747604039,0.14260446460884071,1.3294697557676056
SIDM00448,-0.8209567642367351,-0.6091486544889442,-0.4217602614635016,-0.6238825760117637,-0.6521558738920066,-0.7900687248723998,-0.8278553708114968,1.8701540869960762,-0.7357154205017353,-0.9329806824750085,-0.5311399545729887,0.1332820935079409,-0.7456517483656278,-0.10269086752734964,-0.7051495709604432,-0.8062278961175263,-0.6034159628439484,-0.5406715209276675,0.2493697361494647,-0.23647046719339904,-0.27149151371261393,0.34864759855589306,-0.7591232468725728,1.4791920277264006,-0.07857260103903921,-0.25747681395681077,0.28119194282580007,0.3564335853490782
SIDM00086,-0.8762322324919265,-0.7136292397550265,-0.47758556703547833,-0.774111478366651,-0.7622784987013356,-0.9001097188382282,-0.9132863954359521,1.3718356217908412,0.5488918913576062,-0.950006415337912,-0.8141578821643861,1.2886705531513685,-0.9320781241526186,0.2169457552215035,-0.10456436391677429,-0.8116863095541641,1.8160751324764919,-0.6663838761252734,0.8147527489949647,1.4288943973047565,-0.3745121517064375,0.1368088503257548,1.0734306996547416,1.7926719191225549,-0.24085096384681243,0.34390299931984647,-0.016262863872808512,0.8619331085137439
SIDM00466,-0.9251672937326717,-0.8119920915601252,-0.5727356875868156,-0.9584431224815134,-0.6504582351160495,-0.9361213625445614,-0.9201009727476169,0.30168970008841667,-0.674046729824854,-0.7573910096250598,-0.6980999636075716,0.37292354594595856,-0.94189009883377,0.16668869206597792,-0.4434052296811415,-0.7408632755879757,0.024606824613502616,-0.5839081950892423,0.014871392878651312,-0.06010768639964449,1.7626216105172587,-0.12932962563018024,2.3472043023365,1.4473762003012298,-0.5686773384654834,-0.08570345681036652,0.30223058481449944,0.9455362658193056
SIDM01132,-0.8890757242975841,-0.7420138333275368,-0.6917643073529071,-0.8896524172629701,-0.6886358840322735,-0.8492188348037569,-0.6614122730745763,-0.8562788318881568,-0.20416847876626104,-0.9123261716891834,-0.7721604648287488,1.116626748401611,-0.7679460997882299,0.5700521633136302,-0.6782992199197848,-0.8191101818901646,-0.6252667353581106,-0.6207635614110568,-0.1142478346729454,0.2814506642305065,-0.4580968221356518,0.030318152254820104,-0.8745597662018484,1.2615303835184308,0.0272786469804297,-0.15340857495636115,0.10182565357761213,1.005944227635229
SIDM00465,-0.9219636762936332,-0.6730390797429555,-0.5163855146156576,-0.9267351782780533,-0.7520824834464283,-0.8671048900002427,-0.6916314198365936,1.922132535728136,-0.4225313769840376,-0.5989816365620998,-0.6031413392530524,1.1160403619778942,-0.7750739391305324,0.6425771076712153,-0.05959748799664419,-0.6762782970132254,-0.5814500173140691,-0.5643092746468356,0.5447546610346788,-0.24067863644190457,-0.44972701245971014,-0.05724127969802259,2.3942430213777803,1.9415718777789261,-0.5855167972637639,-0.6204028145426902,0.18789699170114516,0.6164650097980275
SIDM00565,-0.8968237257096564,-0.8123064532209022,0.18584276133676114,-0.7081355358056779,-0.7781643094683569,-0.8808712419012642,-0.871570173661117,-0.8425576983964022,-0.37707343504057717,-0.9361392500553527,-0.7680778596295181,1.7804352768970806,-0.9563581523758196,-0.20282593790571643,-0.10670947616058943,-0.8081286820569422,-0.5478360749493644,-0.541296495377085,1.537497464355809,-0.17117130319598592,-0.19352845184811285,0.3780296733269492,1.5444519764445566,1.2910544386686928,-0.6695803099990513,-0.10621805287951899,-0.018116848590596136,1.5534543524442823
SIDM01092,-0.9477942330284794,-0.5990621299792934,0.445821441271348,-0.8450350829540938,-0.566144365269193,-0.8930148837290022,-0.8263340578422926,1.0834322613868854,0.14171861543341735,-1.0468821346318773,-0.7871258865037835,1.2368943430493269,-0.9184660753575292,-0.01398694338034195,-0.6829162103409886,-0.8079937181230642,0.7469839646423758,-0.5727790893033851,0.12646055045151602,0.47266427391942867,-0.3716590074836969,-0.138907050657803,-0.5800914164966803,0.3118025208549566,0.27766781838246396,-0.19474874094469952,-0.10169891602797974,0.4035988437107133
SIDM00218,-0.6514139635019613,-0.8179918611594186,-0.581803528668133,-0.43821773911251155,-0.5487129273729854,-0.7827430316446873,-0.8923906597273381,-0.8230880524590941,-0.29507683927501593,-0.8464313904886747,-0.7422952377712636,-0.0624361269816558,-0.9483362727795653,-0.018260442843032496,0.37349980170740404,-0.7965945374356644,-0.775641428092927,-0.6123381080939139,0.8000582024396431,-0.49099208894570345,-0.3283252580640153,-0.0879886923144277,0.3449727198925798,0.4832893611448753,-0.7085784648819168,-0.018489058031244933,0.13461680996940725,0.22491213074689365
SIDM00044,-0.8974711463854735,-0.6984668114994148,1.0909043040760533,-0.10080015425467398,-0.7421096418927128,-0.8886497780029301,-0.8947442454862088,-0.663267892505584,-0.04242026398089418,-0.8877159885592499,-0.6926937342670404,1.1845502552084675,-0.8236888555366331,0.44962630315818675,-0.0531695368005759,-0.8405529511727586,0.24393933943631455,-0.5555588070277042,0.8348208972692375,-0.013612661955480863,-0.09847492923992428,0.6375959834555182,1.1470883795791071,1.4505292745317913,-0.34570942804545873,-0.45804572441143976,0.0055796413459827205,0.8322026025849396
