,GCK,CALM2,PPARGC1A,ELK1,CALM1,EIF4E,EIF4EBP1,PRKAG2,FBP1,HK2,HK1,RHEB,BRAF,PDPK1,IKBKB,EXOC7,AKT1,SHC4,AKT2,NRAS,AKT3,PYGB,PYGM,ACACB,INPP5K,PYGL,ACACA,PIK3R5,PDE3B,PHKB,PHKA2,PHKA1,FLOT2,KRAS,SHC3,SOCS1,PRKX,PRKAB2,CALML5,PRKAB1,PRKAA2,PRKAA1,PDE3A,SOCS3,FOXO1,PRKACA,PRKACB,G6PC2,PRKACG,IRS2,CBLC,CALML3,FLOT1,CRK,SH2B2,CRKL,RHOQ,PRKAG1,PRKAR1A,PRKAR2A,PRKAR1B,CALM3,PTPN1,SOS2,RAF1,SHC1,PRKAR2B,TSC2,SORBS1,SLC2A4,MTOR,MKNK1,SOCS2,FASN,PHKG1,BAD,PHKG2,PRKCI,GYS1,GYS2,INPP5D,MAPK9,HK3,MAPK10,MAP2K2,PTPRF,MAP2K1,PRKAG3,RPTOR,PPP1R3C,RAPGEF1,PPP1R3A,RPS6KB1,RPS6KB2,PRKCZ,TSC1,GRB2,PPP1CC,PPP1CA,PPP1CB,MAPK3,PKLR,INSR,SOS1,RPS6,PPP1R3D,MAPK1,HRAS,MAPK8,PCK2,PCK1,GSK3B,CBLB,CBL,EIF4E1B,FBP2,LIPE,MKNK2,EIF4E2,ARAF,TRIP10,PPP1R3B,PIK3R3,SOCS4,PIK3CA,PIK3CB,PIK3CD,SHC2,SREBF1,IRS1,PIK3CG,IRS4,PIK3R1,PIK3R2,CALML6
SIDM00308,-0.8548486322691388,3.0255956808640936,-0.875018886081575,-0.6584295824371822,2.007868079950031,-0.6167800525875966,2.042401740696773,0.48306647701767125,-0.5770508286857595,0.7164112419686895,1.9994345984974262,0.30913193593977784,-0.29169871795149743,0.7887032654652205,0.18790398345579867,0.8130600353936793,-0.22200762499727333,-0.13694329119203064,-0.629371217016109,1.5496852107163834,-0.9040395525342587,-0.19529370863210133,-0.5721195201109994,-0.6921070326864046,-0.11632462816434157,1.2503838020923883,-0.19932440291876263,-0.7185308683976359,0.26848702612271147,0.5379539994525575,0.5973226052531989,-0.6070665571494022,-0.04317191726404273,0.4474105194453623,-0.8813589262152848,-0.7418379336269719,0.7898538701651151,-0.21708249792140855,-0.9680592600419209,0.8314421219033536,-0.7958759368421449,-0.10770799151803431,-0.8895872368926581,-0.7091197146364332,-0.5614096396967996,-0.6813325577219469,0.6468452293315844,-0.7945955266993644,-0.776022131784015,0.7693650267291442,-0.8263534585348618,-0.7947984062017371,1.3000155801943933,0.5917678920901667,-0.8375362113500467,0.25978606302502383,1.9712697340237006,1.1954189540350273,1.6195107343622113,-0.028633270875165876,-0.519383429385018,0.5188319602955833,1.0418639203204543,0.0017710579724319335,0.830701659824173,0.7530799548887934,1.5966677993897942,-0.3883460993989384,-0.5584488894754881,-0.5486075739314421,0.0239815558215648,-0.14221147791488453,1.6471363501391554,1.1896061548387746,-0.5114296092687262,1.0396722661842823,0.2878985747262815,1.3828964314326353,-0.7005526625052109,-0.7482345020341501,-0.2915279703463209,0.14028090498238016,-0.8220406976480973,-0.8499658448983057,2.0423891607113527,-0.7189055468961592,1.4678007255814538,-0.7149233797169701,-0.6990061098258197,-0.46411937221959637,-0.51299732802849,-0.8683505927704454,0.7946293885068785,0.207191900763371,-0.5390779053441687,-0.052329446148761304,1.8309767338582186,2.591710231839947,2.4151542945037066,-0.6692386995993475,-0.14452871150775257,0.08998257621933595,-0.061368524349314474,1.2373220242207976,3.642670547932427,-0.42644755662813466,0.6805964314226439,0.517429892461662,-0.1084877002191487,0.9990789538213141,-0.859541175974468,1.307627714032995,-0.6594683471745159,-0.4856005437538378,-0.8047574330011772,-0.7436802316430028,-0.5850523386455987,0.991945715432663,0.6536814170074426,-0.08988271686427099,-0.5349143716830501,-0.05738024970496718,-0.5309051088977478,-0.46910272400780245,1.0996522263032307,0.38112670064934806,-0.6132559708606845,-0.7668067100548404,0.13155836121542364,-0.6263174618690205,-0.12877172834088352,-0.657262959761637,0.012909166179688845,-0.16613496774435932,-0.769325808149551
SIDM00227,-0.7979097185341536,3.030783331890943,-0.8278205265706695,-0.46158269100164134,2.2639055474984806,-0.7962166976236852,2.0449199045011732,0.8440531741127371,-0.5558750282325685,1.6420070247459007,1.5422486412922438,0.5857012606658707,-0.5993702388433111,0.8838069053238525,-0.04833045506902182,1.1791388458295362,-0.0976971072371856,-0.4886401568737369,-0.44986384488049574,1.7500255922964698,-0.30693041082761885,0.47485586508545324,-0.5255010444479236,-0.6376339162293486,0.1741186207306652,1.914752923348985,-0.26880158564791434,-0.7852062075956484,-0.3362218882450741,0.3229250491777351,1.0115028636902117,0.704055844854929,-0.2948606626107887,0.3239559576402886,0.6551040847975139,-0.7243333639981084,0.29146459576373257,0.29686946171728357,-0.8476919334173677,0.43757626131211874,-0.10821973173270197,-0.4414660219825725,-0.905211923419945,-0.7888740560530577,-0.4639470806288747,-0.6768921752419527,0.24451912850041618,-0.8688300722287011,-0.8071459574866546,1.5896997720572241,-0.793142521232426,-0.7314879673591304,1.2913664666505928,1.2148136294993603,-0.6954751194603912,0.31189288871329107,2.8441123023764394,1.624517925295576,1.7169223594020622,0.3390210621151492,-0.5113638875443612,-0.20246579504409826,1.4266366750966488,-0.23680205899367635,0.624115174818704,1.7775874796552213,-0.5860013203799407,-0.0029527964970113923,-0.896213516965106,-0.8367138449800423,-0.38264311561438186,-0.42120908639626103,-0.9132767557038775,0.8161534691574498,-0.7756557917764191,1.244513954519742,0.6352229008659928,2.143836564872801,-0.18879807159372272,-0.7787755518087496,-0.5783303892309917,0.25132860877112906,-0.7913914027973323,-0.17867241185762353,1.4078020846610702,1.11186174990646,1.7771003527403881,-0.7913054093230774,-0.5853474881457295,-0.5628041750280971,-0.36470668152606167,-0.8180726464676489,0.37727408676570684,-0.18910229311550214,-0.6211607516509589,-0.10523274564649034,1.501674857739469,2.7919039501951533,2.135432810315554,-0.5336230636604374,0.3189082143063728,-0.7619708619516418,-0.7047538822210323,0.9643159956078984,3.7338572983928606,-0.48266314485871814,0.39052989398389354,0.8212500685986655,-0.3309212795766918,-0.38169185524855703,-0.913461250359475,1.7565883289066158,-0.13252764638362416,-0.5361781598838843,-0.7775315670332394,-0.8001323430449431,-0.8157306885778026,0.19113025593812516,0.6316100885477864,0.13001510629407298,-0.30482113337720296,0.20735760928258082,-0.4212388616937942,-0.6379405733544997,0.8680010117313252,-0.3962838585553395,-0.5245715699195775,-0.7772182104149885,-0.45881211938748967,0.45694337687009723,-0.8425247876710207,-0.7165582747621937,-0.4430680522983442,-0.22661382128130572,-0.6934449543438967
SIDM00294,-0.5183986088911061,3.2894804682183927,-0.7783246364229028,-0.7193465912885062,3.0194109994653267,-0.6513564827048678,2.1976159638786474,1.3799541444677268,-0.6417094797257856,-0.3166237795028541,1.8199417115111016,1.152113735039363,-0.6022268719252248,1.2225038132821187,-0.35284047395817886,0.06305151458389131,-0.00987935373636073,-0.8442056509518682,-0.4581635239332141,1.0566593845594852,0.11568075936323448,1.062020530400945,-0.6919337628089449,-0.487440240485295,0.12836728654403476,-0.6427582173738718,-0.25164392978449485,-0.8332834319024609,-0.2682295660720135,0.008423854481813733,0.4496226340729969,0.11266319953260905,-0.022757794761925604,0.29048423800736506,-0.3103349569018322,-0.7059916739101999,0.4541267584484842,-0.020704414710445564,-0.8956511584269479,-0.033417794091103466,0.4592208358683744,-0.5141427031109523,-0.9314812292229399,-0.6729697692689334,-0.13307691583743467,-0.6294238241928823,0.04205762129587839,-0.8879180400868878,-0.7696544021521367,0.6680031718395029,-0.9047878973038956,-0.7713168810807081,1.2615416398439268,1.003510815708059,-0.7459156937475031,0.5785605837860279,1.804832719813272,0.9017176551988225,1.703734112728431,-0.029622098333838637,-0.37045820139817537,0.5972530074827898,1.2937072990980227,0.30435769043783556,0.5447274086560068,0.4494242922778826,0.18258658287937973,-0.3238609453244822,-0.29987234253641226,-0.86645139302904,0.5754000999688361,-0.4026434331803811,-0.9080447592086649,0.9336233185894501,-0.4231644180403926,1.229257873286133,0.5325943256966102,1.775309686128206,-0.44979211220254567,-0.8561711005322998,-0.74456145766287,0.5179253188865075,-0.7705058188134475,-0.8898476987439797,1.631449575985262,1.64434134293764,1.2726870510566193,-0.7280044334546706,-0.7705301663243078,-0.5027668965886835,-0.19082860629101792,-0.9116896125178158,0.5214243559036101,-0.36978885306239234,-0.6940538686885365,-0.13738662489583822,1.6199101492105223,2.7486853004835496,2.0963626538505586,-0.6369341400546149,0.19365307891472583,-0.8028325242980233,-0.6977208792733165,0.7496243080036041,3.5936089643216773,-0.6249840336101429,0.44408226173076726,2.1624358076045738,-0.20551527375101064,0.3466498229059301,-0.8824781037147162,1.5613929755298708,-0.7404681212008685,-0.169966890289068,-0.7822624444939859,-0.7855008279187526,-0.5985502285952614,0.4051525126444876,0.5299183022526737,-0.34070320761281686,-0.49680770441996847,-0.5803898524698335,0.09315769972926069,-0.5276890561225823,0.46032974915621666,-0.15529185424934702,-0.6552427015251425,0.48005178948598165,-0.05232784637095725,-0.20184909855905758,-0.8215243862379048,-0.8948067649845227,-0.3350084715618898,-0.29434558869072514,-0.6797331515087089
SIDM00677,-0.9240961662046433,3.048222911102637,-0.933967585128203,-0.7016578320447339,2.5484907658366533,-0.7213713850976152,1.5251258911568508,0.9781097877478365,0.9065931468889499,1.175990456424559,-0.6806095342126706,0.8471739963982214,-0.5403204671974559,1.1123372820448096,-0.05786358994794632,0.274152943727182,-0.13512772700265763,-0.9022608501433792,-0.5428913333842019,1.0349671517727264,-0.8314508063810588,0.077090845158761,-0.6190887879614343,-0.5759308188719703,0.021844206317297103,2.1442984074376397,-0.32343519544752536,-0.7535868336836217,-0.24322001376926025,0.41823087481705573,0.07559430430430987,-0.17613158236023535,-0.3539437200486053,0.7109493567107958,-0.8787227686125288,-0.9002584928975841,0.2146423703288006,-0.21708665495427534,-0.8101756504016229,0.6683036936094807,-0.7539378991979176,-0.30513250199669756,-0.8950386804794368,-0.6285038355354872,0.023298545338532334,-0.7476820599602074,-0.5951643675400226,-0.8508069120724943,-0.7092690088168864,1.6240291943644964,0.1538900206544081,-0.7974272204680836,0.5528511995415581,0.9900596627412762,-0.7314223207393101,0.1972481976596964,0.9933765685217031,1.552128923336841,1.2139042211108788,0.4767350324323717,-0.21397434733791715,0.0643649601677956,0.7106523910078404,-0.1646881480874149,0.4585595395703703,1.0596326653172576,-0.8694383932505851,-0.2345057188979199,-0.5165344271467435,-0.8354560597107004,-0.01753848792949272,-0.33767237310123116,-0.7037769297039723,1.203464909478218,-0.4271902813733393,0.06760191479510184,0.46492490648221524,1.6821470883776704,-0.7103012510293308,-0.8531238842478218,-0.2902907949035752,0.4017522742442448,-0.8049598655918542,-0.8579512878497582,1.033678672833442,1.1244948592338495,1.3534058436250993,-0.7360262194531495,-0.813960826884656,-0.5088091233153064,-0.3265706754561137,-0.8874892296950615,0.4168381010524927,-0.3633914902498267,0.986924871984705,0.035280115404495556,1.4333417576552805,2.4864144459366715,2.1027290852966973,-0.7086157897606762,0.8381887795061524,-0.7756394328058801,0.07832016972522164,0.5162638356815037,3.8783732537211235,-0.3718806429162546,0.5154260520064721,0.9371165199763537,-0.35916045415081116,0.4550407450350368,-0.7706828953686824,1.376848912940139,-0.5989602694688778,-0.4077746117140237,-0.778802778637405,-0.8145145409233014,-0.7129614203576493,0.817642228607576,0.5340115991545026,-0.010072598965349086,-0.40775982890496326,-0.46549744276884075,-0.5700221345162189,-0.68545766853718,0.4773466161441613,0.04908958236054968,-0.72730437913422,-0.5707895910217121,0.2785301547702778,0.27356934085116,-0.8209424845843569,-0.8004504830904644,0.5585101540859522,-0.5287540169246325,-0.6953226717159758
SIDM01220,-0.9397686754433687,3.0770659826679294,-0.21960898457956127,-0.5370504242744903,2.5212314394605375,-0.7105570873706525,1.8502309732375688,1.3647152321792613,-0.732115417775136,0.26684626998618965,1.3372623459709538,1.1031701911728258,-0.44340115884575004,0.923307965760263,-0.2204908776468024,0.6172453466853444,0.03828497301208084,-0.16308391529167582,-0.4726285131090212,1.7588322689211142,-0.7619129161719742,0.8218447848559198,1.9491520863952392,-0.5735333104540552,0.14826367145019345,2.168555543808823,-0.17435922626929798,-0.7994808804777451,-0.4527331051415419,0.3912341485831124,0.5705023021057886,-0.9185039338421144,-0.30763214156855634,0.4809807406689507,-0.8914457212586221,-0.32136758125831294,0.154566422275779,0.9026634949544171,-0.8990741951474991,0.2040121044836636,-0.5232592977200494,-0.12651180865878642,-0.8251239086101553,-0.34011018533553466,-0.410855241509181,-0.6461549513326411,0.1559873791918001,-0.8242811681801735,-0.7774305595463586,-0.5394359164701021,-0.8970570309297763,-0.7557586072323209,1.8988863510284055,0.9304888688850113,1.4574388606866804,0.4192186805547863,2.6168842183635275,1.4662921789400545,1.7535791407056802,0.3274972809970394,-0.5696276053004281,0.6272380467104355,1.3795171981532817,0.07965415236253254,0.6894859944426364,0.9672707151197653,-0.8335915423826787,-0.38135573266042294,-0.8024303142727168,-0.8358265936174526,0.45959686803106126,-0.32411773652272613,0.6830133891540126,1.7216677009515957,-0.4342382754364203,0.984266164908396,0.7867783156638299,1.8781815962719295,-0.4168718060010865,-0.850776860729912,-0.6692530592792864,0.47601217047665123,-0.7988513731212167,0.466154155534681,1.3223752177449606,0.6490413313856257,1.5923898465122093,-0.7126880248180362,-0.8184994352575206,-0.5239393111701587,-0.4787695490388161,-0.8836787067474213,0.3883543399595311,-0.45370450000460966,-0.5174375088360433,-0.3445899411221832,1.590689504428271,2.5270906837032703,1.8800704195328881,-0.3818590830213092,0.4375825538700083,-0.7788262340697628,-0.9452902612120004,0.7706535795993376,3.521853606310999,0.03501977193595988,0.9433086825105012,0.6696176810681674,-0.21998241105838745,0.353562545795863,-0.8103804507547344,1.8157056628690038,-0.829294964802891,0.24954611071319527,-0.8057970914352357,-0.8747027280654955,-0.8007600188632263,1.1578120530788618,0.6556966320280415,0.10073653607990492,-0.17417862974286505,-0.43819430196740855,-0.3383362452964265,-0.5951117194547022,1.2549837797794396,0.08394141549854635,-0.6109810251996092,-0.12400042829827425,0.28427472127727504,0.5457241284235873,-0.7935309883867386,-0.6576540719112528,-0.4993113822728287,-0.3962989817549266,-0.5581636929226502
SIDM01259,-0.9812419445372804,2.7080843398271837,-0.401669716043223,-0.41135745466826035,2.272403820668695,-0.6429026049400715,1.7068005824115533,-0.6562107194710216,-0.7674041351820365,0.5302951626145797,1.1089231259967456,0.7784045357475897,0.13440821846638293,1.2119160520965575,0.18915603556419838,0.0030631542695197587,-0.09546282937211611,-0.681578577560673,-0.5137019218104572,1.2092735008536315,-0.1710346013713805,0.7464387000288315,-0.23772199203805716,-0.49600993765897955,0.751043320274472,-0.537991781586279,-0.4173667078377503,-0.7030135148886083,0.0004300587768768014,0.3397776945806739,0.9811527182331498,-0.8700389637611834,0.024148963589921506,1.0874876478896145,-0.8327366008919922,-0.44085021157305815,0.5283788161631312,0.31082383889582205,-0.9409621686141559,1.222274773634243,-0.7496455116650979,-0.4908386908616235,-0.9511061994647437,-0.7139729573029842,0.9093537852974634,-0.5722936442210994,0.6304502035509909,-0.8797310864665827,-0.7955987037465121,1.0614908328428827,-0.8485131461815436,-0.7827945865912243,1.25049688072419,1.0029424747997409,0.15334885338595497,0.5327782645658112,2.2668033206392137,1.4626758307198724,1.3568011277937417,0.01522332711347523,-0.5604133882502182,0.08378315659326334,1.1177577274818673,-0.01642016803446311,0.6539674177878378,0.8644459357637335,-0.30192934432096413,-0.2780935622635776,-0.7625202649223914,-0.8136668603386903,0.4147546298728369,-0.5159016080946173,0.8878866251415891,0.021379194571920068,-0.4823957039336172,0.983277707343939,0.8152961967358031,1.3888262573462444,-0.5969602664979434,-0.8830386944448639,-0.057827975893554706,0.535149708783917,-0.8543638084667012,-0.8515004339509167,1.2125975047785953,-0.7962140110559632,1.9059594813866747,-0.727586224951091,-0.7261551194733551,-0.6363097857571794,0.6443408093660357,-0.8545433531082008,0.9306606055030155,0.19874314076495503,1.2009481492818643,0.2997449807000435,1.3406383249132316,2.6949957987696345,2.3252894410895837,-0.479998598609465,0.4252921746572089,-0.7741315880938939,0.6360967839100815,0.8625034978041295,3.2225689650775196,-0.3979839455476207,0.661571715709272,1.0829738573016592,-0.4361935399401529,1.0895734797709051,-0.9081240218097566,1.2274572211039625,-0.4823613840457638,-0.0429167952993341,-0.8343700315086159,-0.7203783666267349,-0.5687647181308001,0.5625243714059561,0.10846605597323583,0.4251722384624717,-0.39215357745735285,-0.6757436207504163,-0.43900684232803294,-0.2968559767071733,1.2911740080713863,-0.16201938282179246,-0.2802226271567411,-0.7333633113026002,-0.22108656722856707,-0.23176058331230945,0.03382746343747162,-0.8106195823543351,0.026467273077672326,-0.5401204583866881,-0.5985481293441136
SIDM00680,-0.8075848785207992,3.0905598609797655,-0.6721004670451348,-0.6903438105355649,2.6644844654672815,-0.6829723220367843,2.2048349741769164,0.8385177267999647,0.5183026340666659,1.2166026533577823,0.9019457204522116,0.2936705997216868,-0.5445133120072116,1.2031214390431653,-0.018257244149941426,0.649298440697303,-0.17648453684584384,-0.9352915182303824,-0.560650050315793,1.0506781320180003,-0.824465558452723,2.0689383377649877,-0.7212890453816027,-0.673930940716339,0.2524939608086784,0.817572160289247,-0.4481332037514252,-0.7858032050910275,-0.25144796983994877,0.33688555781851015,0.5999366256120376,-0.17951931576692762,-0.40599556408928894,0.6338877733739215,-0.20391166314972534,-0.7607537642170079,0.03719462490501005,0.13588065709705338,-0.9007357825955313,0.376272352395077,-0.7675255577087623,-0.2812287928177644,-0.9575443953590274,-0.7231956613286994,0.28199066080493784,-0.7556475724053562,-0.448164361426828,-0.8627834576528849,-0.7472111616108433,1.6505188597731675,0.4130195458632356,-0.7292311632033891,1.1619283029269762,0.9400546337497985,-0.7853561367440373,0.22538184474866976,1.8686572267933803,1.6605952101692254,1.2890080218435662,0.23844286729995953,-0.3226781354602146,0.05892821428342907,0.8246138902747595,0.21454675229316547,0.7775959059038607,0.6744534900067086,-0.9424259464853773,-0.16146344389560982,-0.8417528875777236,-0.8431662636311247,-0.11160455553459923,-0.47279310470683855,-0.8487990269081673,0.5976967810504796,-0.6035556742155521,1.0020160935053772,0.5770379801338754,1.4370979819862373,-0.5155045847383597,-0.8358846279656383,-0.4192606518766582,0.5207429381530432,-0.8341308525389787,-0.8215295935327643,1.6013220475452317,1.4275020808376182,1.3505116124150547,-0.7358249498786347,-0.7351796718836413,-0.3895074839657497,-0.3837251558446789,-0.8830091303454805,0.3077905258681874,-0.1343395007917198,1.109009486412741,-0.026543322635696347,1.4023006548777783,3.0149787466965567,2.2641586013375163,-0.5385899692346104,0.6237229778160193,-0.852643418936714,0.37529985174273023,0.6937304662036292,3.853384404148357,-0.4181102349752587,0.5112966021053665,1.1600504551528834,-0.2157810689011777,1.4620353859022541,0.07766649619423219,1.6093099172703211,-0.565870274464966,-0.4497807327454565,-0.8633673097023438,-0.7599329191309513,-0.66453648117594,0.9539141634951626,0.349318930594399,0.10676297717380989,-0.26892165046452693,0.10418594617652584,-0.6447852304248114,-0.6519712701405466,0.1136028613863054,0.020245515543643025,-0.7623931993612791,-0.2891555544133415,0.40644627830750685,0.03643043316845725,-0.8487908201213847,-0.7954970541969647,0.2557947974498982,-0.2371155570088084,-0.7222947819780882
SIDM00346,-0.8798036256080616,2.8506343912139216,-0.9637238414711861,-0.4758143417623047,1.851142817997934,-0.6574420218566638,2.4316614664939418,0.5426841971113708,-0.6521749844663386,1.0942466884590334,1.9208735050635632,0.14845079501399167,-0.32627154039147443,0.9644770992919296,0.33112494497176553,0.5318503424293516,-0.34439084827128014,-0.7360892609366502,-0.6479918953133181,1.2563189213838393,-0.8154834721099976,0.08136971454605876,-0.7525773437255733,-0.38005300799815317,-0.09030978852048802,2.0452847029213754,-0.3528337714787064,-0.6199913123422233,0.1148648366102986,0.4921689130457873,0.612655108320636,0.07114060005041462,-0.06410619557739645,0.6718696698201874,-0.8965493686107681,-0.14009995449289983,0.8243755021185806,-0.28592601278841145,-0.8043790177378446,0.5124638240430701,-0.7476031833434933,-0.00815844566272818,-0.8901866908449495,-0.6050030921803937,-0.41444844459968777,-0.8024921399976537,0.073071550382608,-0.8422069599220714,-0.7594142082357435,0.5622566448128461,-0.816465298670408,-0.8468468407498889,1.3664142066286684,0.05933129042081286,-0.8469580821899074,0.6196478516288979,1.3684495524673934,1.436860044811487,1.5718192123819463,0.05045056689904515,-0.34394339019223275,0.34210452785311174,1.6142687009549113,0.16528067746743796,0.8215661420935119,0.5681118933669791,0.062115965083671655,-0.6501160718353417,-0.6298725287444701,-0.7321964111388627,-0.19931132697665738,-0.34217014979810173,1.6230442920013533,1.123539662217658,-0.47619352210597926,0.4599514484107899,0.34472524257221854,1.6938314767593643,-0.6913193642698656,-0.7918791625432315,-0.33223466677189173,0.7157576990539921,-0.7657032303269268,-0.8856251289813794,1.1535964229094533,-0.613941592839194,1.5519509042676245,-0.6647226596615209,-0.71109349902763,0.12768534457432973,-0.23247539064462477,-0.8664884707385927,0.7207079032596629,0.2566679067493416,-0.30293186526546406,-0.10629744577749635,1.7814154405050469,2.953190415505184,2.405621495926492,-0.9047257538448962,-0.2642456868676863,0.464716787399998,-0.06844075959474369,0.8906876422830612,3.7017646348964086,-0.4112133836670874,0.9343269874902019,0.3917969454432042,0.20336374389439696,1.4707378521583399,-0.9036730802622518,1.228972107775085,-0.48574436554674605,-0.12063691787388989,-0.890855819906309,-0.7773307211921733,-0.6628157613063319,0.9996632292396234,0.3382510505702753,-0.012023134384106123,-0.44442892572737064,0.1553407902514687,-0.6691587388496824,-0.7736768386196329,1.3538747867969678,1.0968623450301538,-0.5410162737391846,-0.7748181842485715,0.030888381137873025,-0.69446619939074,-0.744937664734279,-0.7915259835502593,-0.06917609304047243,-0.48529553389357716,-0.6229448309725591
SIDM00129,-0.9123333904550883,2.8807228866565713,-0.3871739402631612,-0.3195931457927334,2.196319337981884,-0.8501074920014269,2.996993709210981,0.711436067509995,-0.7052062348024551,1.406045874311013,1.3067327176561074,1.0512279357028917,-0.3866921915399083,1.2212064008298031,0.20541795491466897,0.7622770705372892,0.4241318248685923,-0.39044016852125407,-0.4599898462911649,1.2624867539255769,-0.5632824536300192,2.6899807345022744,-0.37704749301707263,-0.2065829586768229,0.6456475455292804,3.173829506599601,-0.26263893007391387,-0.6499512328879465,-0.33569886318899905,-0.32693769581894866,0.2290197036949711,0.0035676684201941603,0.22817197938334147,0.20260854606316303,-0.9658210298944998,-0.7760952898925273,-0.6016518004415636,0.8855627333087495,-0.7789719099592263,0.7484345693788105,-0.7832911592704543,-0.3735507692129282,-0.8985421822975859,-0.3642293738808989,-0.11855614793041674,-0.6006373428378766,-0.3443960743946103,-0.8361631673278884,-0.6702369407778614,1.7728579691728013,-0.6913006495125205,-0.6255664269301918,1.631810839476017,0.7995013522142052,-0.580838293062623,0.7099213593143342,2.6018802757934365,1.7065172879114519,1.9377934525583544,0.6341293566826144,-0.0498065583108029,-0.23561257920990147,1.4021733518065445,-0.3120446644196487,0.7372637887595296,1.7884578367686208,-0.5605672474942175,-0.11815760391671812,-0.5806633060478763,-0.8566407516438883,0.23452975542648233,-0.2490139846371929,0.8770081050357896,1.9417290957565918,-0.5865112211250747,1.0590264240936098,1.0375594366799863,0.8691955985535856,-0.18481380264442837,-0.8420225011349295,-0.6848622405131495,0.08614293771296923,-0.6821955377060119,-0.5960842123784218,1.874183877319187,0.9298180786989265,1.4987044940330958,-0.7529620356592609,-0.5907325498403285,1.9784534313544673,0.10743951573100434,-0.8622397475415513,-0.2260228401436323,0.33211698319543936,1.1993757771267417,-0.299628679653634,1.4084287092201415,2.3420140270963667,2.5226622792170206,-0.5873267917520315,0.868560868932791,-0.6109466862582787,-0.404856366447161,0.020447354746487664,3.21760537728632,-0.019920278935306193,0.9227732044742636,1.627166631486948,-0.6433402014398024,2.02890769628212,-0.9051315543561987,1.3746581363535435,-0.5361265745689716,-0.0018806966363714062,-0.8825681036159311,-0.6719575413394012,-0.6878883114419745,0.8089006521068595,0.16464413956206628,0.14720706756735163,-0.3648965570481427,0.632531307424116,-0.6460805161337153,-0.7125574953204171,-0.45222971251712524,-0.06547933371986855,0.2677456387705371,0.1255786065251113,0.37909896464016124,0.11201942820665395,-0.8346273696026001,-0.7785536007200561,-0.4806376037909204,0.14829680239589826,-0.7491197700576082
SIDM00627,-0.8645403158185226,3.223019320175808,-0.2121175195615,-0.658789939252612,2.2725656879842933,-0.6732373569103709,1.274012658615152,-0.027025287088381464,-0.47564567488699944,0.9894617636121981,2.0157202073339073,0.261518727739176,0.05957280908297466,0.9754558321080762,-0.3740754557383764,0.6402237157529204,-0.2575397419967027,-0.8999215141012255,-0.6053265553515269,0.8889845840115296,-0.9247694878893508,0.29943350088364745,-0.6468583185798743,-0.5989406342134148,0.22701258674301977,1.9876624756695525,-0.31082393881107273,-0.7745812791716788,-0.3840566926364018,0.8601990356398534,0.9238686657680166,0.5464599880153878,-0.13846179053042437,0.5234192327462232,-0.9306814205032594,-0.5233013669057744,0.6991695795431815,0.041825824897018825,-0.9067207006518737,0.29763929071634,-0.7513489128763517,-0.2780887516909541,-0.8895496844924938,-0.7543841607699977,0.20203275551475147,-0.6307909118086279,-0.15157454870850082,-0.8410748431510341,-0.7450940639126921,0.38589337628689424,-0.02087252401664664,1.9136995283506915,1.075945750009036,0.9886836030603992,-0.7881786504841563,0.37456307580517395,1.0264895468716644,1.57953500881347,1.4785619834668409,0.009555630322109794,-0.6140155556915631,0.08721637285921699,1.625586245133905,0.333966482636841,0.710792340159831,0.4055850637515501,-0.8197200210286539,-0.4562069644399518,-0.9256664124283127,-0.8392118326044965,-0.1184248636215011,-0.3844206890898781,0.125751620312948,0.16326963836202876,-0.6215864947721497,1.1352786871169045,0.4014863427116701,2.3108530939605267,-0.3198033573322749,-0.8154191436549851,-0.575039291144542,0.32041721912144555,-0.8326373168238951,-0.6632316109313694,1.1174538802699125,1.0381812503449483,1.856342930285748,-0.7760713780807845,-0.7881100679936112,-0.5370486494405465,0.05767059201822167,-0.9420552204243711,0.5404614266092282,-0.28001655293948874,0.5894662078946408,0.09315782218423752,1.345979577391191,2.521448098904635,2.1335626378779926,-0.23963454486757743,0.15569508158651568,-0.8315109330704985,-0.27641869527255614,0.8095246233966852,3.7292479293949277,-0.19938391919320472,0.39673708599935126,1.307401863585597,-0.22589711294746076,0.8849766850339704,-0.9755792402323085,2.012268122475301,-0.004220643052651827,-0.3471945324813659,-0.8773866390382251,-0.7346703512099018,-0.656834088690705,1.047867641235781,0.3136262567244853,0.11824273843134098,-0.32849341687191186,0.07540992097506118,-0.5087334388181104,-0.1850091815714397,0.8889365004552976,0.4937786877085337,-0.6800100434410244,-0.08585873463255592,0.14102965974097062,-0.18846845990867986,-0.8307454772373132,-0.8290388005899086,0.23345335258175703,-0.3804362753957932,-0.78499049170037
