,GP1BA,COL6A2,COL6A3,COL5A2,COL6A1,LAMA1,VWF,HSPG2,TNN,FN1,ITGA9,GP9,COMP,CD36,CHAD,GP5,THBS4,ITGA4,ITGA3,ITGA2B,ITGA7,ITGA5,COL5A1,COL4A6,ITGA11,SV2C,COL2A1,COL3A1,COL4A1,AGRN,COL4A2,COL4A4,ITGB4,RELN,ITGB5,ITGB6,ITGB7,LAMC2,ITGAV,ITGB1,LAMB2,SPP1,LAMB3,LAMC1,COL1A1,LAMA4,LAMA5,LAMB1,COL1A2,ITGA10,GP6,ITGA8,LAMB4,TNR,CD47,SV2A,CD44,DAG1,LAMA3,SDC3,ITGB8,ITGA6,ITGA2,ITGA1,SV2B,TNC,COL11A1,LAMC3,COL11A2,HMMR,SDC2,SDC4,COL5A3,THBS3,COL6A6,THBS2,SDC1,THBS1
SIDM00154,-0.7518245129052178,-0.1369857695060018,-0.8419902307782006,0.7840437903696683,1.8088419200476387,0.9263684363209558,-0.8236655429733197,0.5085382381021298,-0.8832296134418418,-0.20741913241825902,-0.820633821776811,-0.8835172442922068,-0.7005722322998493,-1.0005551902506713,-0.8086558516627086,-0.9457720552684933,-0.8130215083609991,-0.8504491182456397,0.39366606795276843,-0.7621102920534659,-0.7981310672060605,-0.5352415465740542,1.1129344833354882,-0.5349026947943177,-0.6521650544190063,-0.8161682535493711,-0.8454187064121382,2.1463047285416397,1.0231400433415367,-0.4316430088554015,1.2369432423419409,-0.8634541784308201,1.2770893037325564,-0.8802911267689854,2.4379884930302547,-0.9962066954101831,-0.6895290196686443,-0.1668688487679531,-0.4643606223315766,2.0622719163966226,0.9853345654841486,-0.881751600536438,0.6643504532178683,1.3175299377267806,-0.8225966401292247,-0.7635302360290679,0.3118958627098868,-0.12182190146792364,-0.8666066966070932,-0.8878608916680985,-0.936236448318322,-0.7728039785404001,-0.8239193315608642,-0.8754845819843564,1.2451047205320627,-0.8110517818251862,1.7499984117524088,0.16557049220206782,0.7727659485994633,-0.5251418693122122,-0.7948693958173145,1.217689608845214,0.713973771011219,-0.7803226714569986,-0.7227273277970284,-0.8930690027859494,1.1683791966511874,-0.7460826623305997,-0.7712386768583125,1.144845829981635,1.016664685639174,1.9923425426933472,-0.722820494302316,0.27123853665482117,0.4371754197292554,-0.8358915953202752,0.41085177083949176,-0.32756771845667143
SIDM00104,-0.7368770839597276,-0.03731777109304618,-0.8172367389380392,1.1643603322527172,0.7433345074260452,1.4608386216247065,-0.7961502614059767,0.6464650028250168,-0.8879737430094597,2.0702051684960687,-0.86694319616719,-0.8251302567683995,-0.6809620631712971,-0.9769241086528241,-0.9123870991461369,-0.8969058643278712,0.10310336037559177,-0.9040664039343491,0.1691037920911538,-0.7767847137245983,-0.5605109178968867,-0.3867825940278428,1.041312224110188,0.7258626959908551,-0.7759864020875075,-0.9424117925252872,-0.8341520826502922,-0.012300507636868345,0.16933856056210092,-0.4556681575217699,0.6950050459984695,-0.8375872516231426,-0.6338346852933934,-0.917336515812965,1.3242717165247107,-0.7927648330603859,-0.7297555240438389,0.4708259068204703,-0.1522705717048572,2.115356206256225,0.771377450531144,-0.8373483490122069,-0.3506557615634625,2.102099037137806,-0.7860851389837281,0.26535797707100345,-0.4285949552760933,0.14752814203488782,1.1585391163135021,-0.8935703807012007,-0.9317141636163534,-0.8909506068238023,-0.7924893545083638,-0.8113409923871397,1.8902343832189128,-0.7520531443604277,2.2639331326319367,-0.2353392649149103,1.0852392499341708,-0.5670187973676737,-0.8250487268908816,0.4774852113661539,0.8438332357152523,-0.8230804080325069,-0.8893887445276032,1.4197610056082572,-0.5676681102069422,-0.8668819762408378,-0.7425299724405834,0.29598832831549193,-0.3900353142252707,2.0994951489122755,-0.7772401788563764,0.061702831861723706,-0.8142625123935049,0.8638558720820424,-0.35978468214038645,0.6312160777820833
SIDM00267,-0.7159572413832775,-0.7052189394379625,-0.7785640422965846,-0.7207958306831622,-0.6018004869359402,-0.8936674197950196,-0.7795590491641888,-0.12946028613133453,-0.9916636823040977,0.10037136573821472,-0.8414315423321063,-0.8018709154244894,-0.6268931779678761,0.358961754206759,-0.7366617635876485,-0.8565527764358446,-0.7169683148106115,-0.8290863651835434,-0.5055175002210394,-0.7364523009227579,-0.6416584118833345,-0.7281398825049026,-0.7495535710936199,-0.8533914526199556,-0.6612181323650748,-0.8257957249865304,-0.9512340878792012,-0.8988126390266902,-0.6488831425962126,-0.37310951241151746,0.4063658323098475,-0.5337086563404213,-0.4440633654016348,-0.8518591700475642,1.1282480840375073,0.33029519194671797,-0.5918408856572954,-0.1605275380556699,0.07329654728737489,1.7080872410730312,0.471926968028986,1.6544531974066363,1.1643120435854286,0.6850022328155745,-0.8129984753727445,-0.7585197176981409,0.13596013751065392,-0.05829971398420654,-0.821916722564941,-0.82908473879106,-0.8978588906022266,-0.8129239198802212,-0.7147268895196099,-0.8377895851502745,1.1936027969768161,-0.7693181450606009,-0.3329325752781864,-0.07984373011662159,1.4198490645365418,-0.6904245408779239,-0.7641839153325012,0.8280176754597864,0.8071625301359922,-0.906718747768992,-0.8390288380811495,-0.8556780704710161,-0.9438301366358443,-0.5116396416049064,-0.7801329709697779,1.8787560152605818,-0.6797437535573435,1.4767542502647393,-0.7309202550589627,-0.5160555779578516,-0.8788558344025645,-0.9689766823030118,0.9361416876437231,0.12958694726957237
SIDM00100,-0.6840217925019866,-0.424104817579576,-0.8052506584405574,-0.5788974083189649,1.2212497577509924,0.15151902594196012,-0.781558348401444,1.0357401354681308,-0.8646985097246271,0.48442790984550027,-0.8750435529372553,-0.8523382970992066,-0.7421359907839064,-0.9691831049925013,-0.7829511401676039,-0.9148464076381686,-0.2301268463642707,-0.8583376576069774,0.4020027952603736,-0.8189197369808839,-0.32756459216933187,0.08978146364974,1.5288205873752851,-0.7292924624020609,-0.6041450575935136,-0.9323440205880543,-0.9591855366277734,1.1396864241282036,1.002569432581796,-0.3698591355117135,1.3335096464480007,-0.7721294788784533,0.12021047004501292,-0.8344827023388189,2.0234826215788737,-0.9859568785907906,-0.6698293225635505,-0.6903829029631898,-0.28251567550778517,0.9881014812770318,0.2635435164918955,-0.43004856685717463,0.19981094358529258,1.6847099911037362,-0.22600690960173536,-0.3587719335224733,0.6694502143575435,0.5739549066400645,-0.8751107362471964,-0.9005393047666945,-0.8920183678109868,-0.8589054631334521,-0.7244381069165248,-0.8543766326152582,1.176419487332892,-0.6722864528485383,0.9228700540679,0.41018504101105263,-0.7276188990386534,-0.40916878956024105,-0.273781359869821,0.6697223309909446,0.11390762717549892,-0.8036402222526056,-0.8076145679191332,-0.8059892151827989,-0.9254296406079129,-0.7866611429622231,-0.7825892154014324,1.9988152340692484,0.28960979475828263,2.5221179408961274,-0.673575401597528,0.24781853493032305,-0.8305646937111618,1.0830263959936208,0.5041685159800452,0.5975702518533924
SIDM00826,-0.7690295368072122,-0.7251984712630365,-0.8396554068788941,-0.73984574515321,-0.6473039927985837,-0.7832744199155182,-0.7812609283352023,-0.4106712940164441,-0.8635300254446283,-0.8859511463043371,-0.8101219667996046,-0.8491423970074186,-0.8150083072491593,-0.9346555163286664,-0.8254062699006114,-0.989101970414016,-0.8385207198020113,-0.8588741877743679,-0.25112637902330287,-0.711413068473258,-0.8031137367635018,-0.5766366800282393,-0.651842280029309,-0.8131595179755511,-0.712525145702211,-0.8488089648352736,-0.9539769608878637,-0.882368282381149,-0.6572297402213876,-0.6250507705539279,0.08992729968864756,-0.8559850740790059,0.27589460618681383,-0.8895446405690359,1.7793107173802643,0.7356742824060811,-0.03455054809176203,0.036179679000843325,-0.7883533212241538,1.3040144056945706,-0.5419046025056968,-0.8068984981907374,1.0231292301905388,-0.37005149637168544,-0.8478077186675258,-0.7987492037888227,-0.5646934545278517,0.04865810389445519,-0.8095318541134467,-0.8797881703861633,-0.89767482914954,-0.7842881775392503,-0.6838351255885259,-0.8768823301498986,1.2302732456545422,-0.8338143218757335,-0.04043749525933589,-0.18294185001914756,1.2367995098392557,-0.6991805380851716,-0.8116190522233663,2.1311792995244967,1.4862402718154282,-0.4821310736721502,-0.810267469006523,1.1127598496420301,-0.9115050776123624,-0.9426295098790142,-0.8038031200199012,0.025108484948703956,-0.7339770214661547,2.078511436590489,-0.7615627727354016,-0.3832198785549577,-0.7682650997773993,-0.9256564760553685,1.949702510581386,-0.7211246585965958
SIDM00310,-0.6474340832211114,-0.5779110172928986,-0.6160482191303193,1.855453498753775,0.21372842271923603,0.9603749681677943,-0.8167093188329767,0.37973341355544626,-0.8076742074390272,1.0870868519895487,-0.8838847912866451,-0.8373262143907644,-0.7786563530733517,-0.9549122659473184,-0.8915307473781572,-0.9513426578290198,-0.664498594370448,-0.8723799722977447,0.2614350730559739,-0.7114828532367771,-0.6897439032416922,-0.40405245204845763,1.546205965335716,-0.8236863569638423,-0.7051916846154653,-0.8085107114135627,-0.8006832565072848,2.9535499934171403,1.9138462913317063,-0.5012786520217837,2.2456041618871905,-0.6486930414446342,-0.49317566838618404,-0.8133546851090873,1.957060827953261,-0.9683169890334807,-0.6752057177410653,-0.6488212378457585,-0.32043220198005185,1.707417863351148,0.9882681451214728,1.0944079373588813,-0.13630078188432246,2.553054089332749,-0.5885245903388121,-0.8428281171701655,0.5809358759580613,0.7263515594175821,0.14462882866417942,-0.9246722258373857,-0.9162714718265519,-0.7978238545833547,-0.6787693132879469,-0.8554931665951082,1.9754150911830533,-0.7990750980378535,1.8060608643308702,0.5010866129373495,-0.4017963512792324,-0.565144568423482,-0.834534445647637,0.6748691879040474,0.5040253207032186,-0.9684263073179595,-0.8065522181773793,-0.7160843825075829,-0.4619066828919977,-0.7389242521039951,-0.7132716415565811,1.3485670549815758,2.1578497067182374,2.301746940396629,-0.7584305495154742,-0.3341351713087334,-0.7978238545833547,2.2061856184887985,0.03619551141593826,0.024424681913152318
SIDM00482,-0.6559579689631427,-0.6582245197783636,-0.7058710561825954,-0.6914741944627948,-0.597090703787328,0.5507568499549387,-0.6624363891996712,-0.6708846948045173,-0.8936724046982443,-0.7347234104584845,-0.8217497528166695,-0.8220476961329697,-0.719072255514259,-0.8128129795116429,-0.7473840102707244,-0.9069597372536377,-0.7800418593371553,-0.7635135434005658,-0.6378982284898712,-0.5957755683851973,-0.7773056448664826,-0.6727685690913693,-0.6301870850684346,-0.7714215162347798,-0.6984379944300554,-0.8561961665261937,-0.9189927492782497,-0.8410361833669231,-0.5976471061718918,-0.30971990434874863,-0.6871872774603992,-0.8019615724450635,-0.6553885665281214,-0.8028841517923139,0.2239458434922879,-0.9214228735247693,0.11518107196549517,-0.7334563086490825,-0.7617336570154613,-0.6317303632339644,-0.3676951008728354,-0.8703045326963357,0.8117937736830713,1.2059436655301121,-0.768450979920386,-0.7922190324765018,-0.5194455727699034,-0.7081471934229842,-0.7851303156158989,-0.8113004210700165,-0.878797144670572,-0.7496501913507251,-0.6462323938316402,-0.7492281074148541,1.3928708282658906,-0.7092174101240104,1.7711259268151653,-0.3078621315730656,-0.9069663291257142,-0.6565784638245341,0.658903673223887,-0.928738751496324,-0.8774499484751205,-0.7723596760234595,-0.629728055052861,-0.7753689497640524,-0.9064421185224717,-0.6511015459604552,-0.7084341347358208,2.2938618506899657,-0.554949654376664,-0.7090078428969511,-0.7020955715941091,-0.5413836523527722,-0.8386817421400029,-0.8934763826625944,-0.6182197426355421,-0.8104935773773808
SIDM01247,-0.7620542208438833,-0.7402099170782854,-0.8349286410703753,-0.7005078703597812,-0.5474135887865131,-0.7977994555980777,-0.7412698805144884,-0.4431554761306328,-0.8940557700309506,-0.8345824663114424,-0.8113864745338661,-0.7603028640509378,-0.7009850852718382,-0.8923077715093488,-0.8518417130855991,-0.8512293405736224,-0.7588993829282012,-0.5275473664258146,-0.7613971940277304,-0.8329729255446924,-0.775014991696993,-0.7282551074703907,-0.4287356946572382,-0.804115660157616,-0.6306027045280996,-0.8472776638574714,-0.8197644482905054,-0.8477372601754982,-0.6021247073686549,-0.4561410728584667,-0.621877404137433,-0.5575513111862251,-0.7972946740632416,-0.7472610828690561,-0.27100185079953354,-0.8552773699590434,-0.03632196260193871,-0.7766742578347781,-0.8593034981331314,0.6258271480576821,-0.6244104437510712,-0.8682178872258599,-0.4951764986731156,-0.10146225776792792,-0.8122189814344777,-0.8609609574464077,-0.5643268118365488,-0.7750425834204587,-0.7289693690348311,-0.07407563514332098,-0.728582922417385,-0.8295904373294505,-0.7160253401878217,-0.8317933935713776,1.2842939313653394,-0.5395743289285121,-0.6710279334788731,-0.27698783811516,-0.7558490492484283,-0.5444178737557213,-0.81912826347583,-0.9043325427176716,-0.8633912848932954,-0.8773566939334387,-0.69967749938621,-0.828332663869094,-0.9108753737194552,-0.7499371062404931,-0.7225454941522818,1.6865650446474907,-0.6648034442231064,-0.7499955695172196,-0.766064018100403,-0.6907969324290951,-0.6684791513482802,-0.8263849173425565,-0.6113402930103373,-0.6934922314690469
SIDM00817,-0.6492247533551065,-0.35776781616559317,-0.8220005569187123,-0.7316861755773545,0.10967399574865586,-0.5494390292113513,-0.7333603812404952,-0.3524151151801673,-0.8911034053247048,0.5496496891601627,-0.8422895231918843,-0.859242117867871,-0.6394507395944526,-0.8934092818777724,-0.7697100335791649,-0.9126575818752485,-0.6930394138561408,-0.7871623509042367,0.7887710909788863,-0.6684816814140423,-0.7188125387110555,-0.4899900244727307,-0.6666883698028547,-0.779233162873926,-0.649877438241695,-0.8989083935239275,-0.8719707135839193,-0.7878577482704964,1.014338024768568,-0.3504969461725721,1.454718840425224,-0.8589607769929938,-0.6494694383352141,-0.6758539095241788,2.1697305657767187,-0.3444918008528585,-0.5182088528961324,-0.4559035612693028,-0.11566174997574603,2.211792135982752,0.0656327010858388,2.9605375191875782,-0.5078352814000353,1.654166936932492,-0.7952860700448978,-0.5425050656198102,-0.7470467033966286,1.1040959954258642,-0.7584216142591591,-0.7693855283081795,-0.7898212737752136,-0.8714309004151242,-0.7124140301250459,-0.9009550737007893,1.2775325200881875,-0.8198952065358758,1.8002599067064498,-0.30848003745028973,1.2206985549690663,-0.5416203829681494,-0.23698191034967508,-0.4781409270553996,0.29455815418390163,-0.4953421016424201,-0.8449085546030222,-0.7202147145200003,-0.9116870396263614,-0.670060297583176,-0.7874993667411214,1.9898423289467853,1.05673014910358,2.2336241237895984,-0.8398129213842855,-0.6389946283345425,-0.7956991406763617,0.4490608139958065,0.878185410807366,1.039811136840202
SIDM00448,-0.6646087904984412,-0.5048129328192767,-0.8216127100342695,-0.4126437619644272,-0.3749216385064075,-0.5982780679937598,-0.752168641021789,-0.32918910772032983,-0.9311065592720418,-0.6716557102880713,-0.7928529953128971,-0.7270821350562638,-0.5398796645231333,-0.7640532367558684,-0.8628026743418235,-0.8797366106192275,-0.7658900212806539,-0.7513508028697892,-0.6739577536631053,-0.7252728408740436,-0.7174032345872469,-0.5720354199350008,-0.5878212212604439,0.12067131361763365,-0.5562199462066958,-0.8421579646784366,-0.768568240431336,-0.8327957012498549,-0.5032204316052639,-0.45501370210533126,-0.4203600967038094,-0.8691359899508191,-0.7860140112809118,-0.7531651909002425,-0.16284210021322865,-0.9042131376919839,-0.7352054323860348,-0.7465307247656394,-0.7982676924407531,-0.6495491113164082,-0.5415267505863779,-0.860681580037162,-0.5477229208818668,-0.0027060069740745276,-0.7594686382507154,-0.7970352679550768,-0.6009080295686133,-0.6734869373646591,-0.7714701863358017,-0.8400961581273878,-0.7745550898121816,-0.7712176001178352,-0.7335590959425202,-0.8959831628461243,1.5216277314001172,-0.7112612976506415,1.187453295109753,-0.34478748513115004,-0.7834173022150369,-0.617838454252247,-0.8334892749191115,-0.9592040419589849,-0.7180841603349559,-0.8934583056752975,-0.6443906216010317,-0.6802023644423661,-0.8848652652745649,-0.6435919608820974,-0.686376157860841,2.101675526532996,-0.4587370571088072,0.9100091668659068,-0.7592227174456754,-0.45474188241465574,-0.7128412597386595,-0.8911655541504666,-0.36363895432865034,-0.6410865542769794
SIDM00086,-0.7652392817269695,-0.10406662323785616,0.7404333639674741,0.09534408218689738,1.316358652535845,2.320203309843901,-0.7060954122881625,0.29015818440246327,-0.9279699150045714,3.098400526324052,-0.9251778306743115,-0.8982904896845713,-0.6517010306247375,-0.8996231057190244,-0.860568867531693,-0.9420525460465066,-0.7740939960195342,-0.8409224417224624,0.11692854972131107,-0.7982378591841215,-0.871242242250933,-0.35697350555528856,1.9861290905719717,-0.8712408501267463,-0.7231881493910276,-0.9121646206351891,-0.8471775054506834,-0.8310258060923098,1.8751819174299795,-0.3947099160362963,1.988768998778882,-0.8171041029274259,-0.8264046656874224,0.3682681402425045,2.0689982291912923,-0.5263545772018424,-0.6739330343696108,0.2898038323006583,0.2565309188188077,2.233345577455961,0.6503751239979979,3.0966562909495954,-0.055426570005910294,1.7210932653949986,-0.31048150349053477,-0.714760876329663,-0.5387827088150451,0.8267286884636782,1.9170583438497042,-0.7943943155317353,-0.9081619663361501,-0.8765906080754637,-0.7754148144905272,-0.8997500175312696,1.8439478544008243,-0.8599059013621941,1.8321039716671768,-0.17368436083488142,1.3477293103159875,-0.2799074489195061,0.26954068346672755,0.8936925034903861,0.4791921042360973,-0.3590121550774946,-0.7594897490338198,0.8027766325168312,1.6727033320894231,-0.9302418542068215,-0.8064146752587782,1.4679359793995452,1.9668188089282908,1.7545910284524906,-0.6653691986728729,0.3615985860779135,-0.8058758738498151,-0.5578615885236526,1.2265860080062954,1.0498860900285942
SIDM00466,-0.7885426474099895,-0.5627756032100373,-0.8011079622925315,-0.12081100808743053,-0.3075995968463675,-0.808735249953366,-0.7436566501994778,0.6680246754169507,-0.9391068998255676,0.0998220478775997,-0.913122255197111,-0.8642911672914598,-0.7546333683375099,-0.8362239775423419,-0.8915937923084201,-0.8579082605229752,-0.5623351699805715,-0.8630378332802588,0.7477779015810222,-0.7367851435124727,-0.4465151162313476,-0.7320985563060292,-0.6874707991013131,-0.8451068359593533,-0.730348004243003,-0.9210017716337585,-0.8862883431253114,-0.895534277900112,0.05543124375501773,-0.4842094017916759,0.5462540094141359,-0.7361594192804407,-0.04868328826128182,0.00742770614612885,0.4861153144950715,1.0656754083749942,-0.5941640648525437,0.6538172679749926,0.2114620648807366,1.698121832767654,1.016463836764114,2.9666408583152672,0.9844725074154296,2.007552884961577,-0.7604416903272636,-0.7916108811547576,0.37211468797334,-0.41738931176559013,-0.8759236378821781,-0.8199034332519499,-0.9336667050269135,-0.9017210533033578,-0.848376746261882,-0.9196208963671677,1.9061132927486477,-0.5934034994475108,-0.3581451684856232,-0.1838698649996937,1.6920085744288107,-0.4031519760386356,0.8808992031663382,0.3894881137888527,1.273367070150867,-0.8896043970086697,-0.7751189368221206,-0.9346458236409907,-0.9324316443067544,-0.9149549633487115,-0.8283662788635769,1.2611503292976753,2.345276246504729,2.6795176385073423,-0.8372945532877959,0.2053214781062815,-0.7752228837731976,-0.9127378406181813,0.06006154333783702,0.5115075920722788
SIDM01132,-0.7920574920434257,-0.24906553206931561,-0.3212069765803849,-0.3288559927670879,1.085866633192253,-0.785228277780684,-0.6667891916267131,-0.10215999132866828,-0.665732482996971,0.6470231677354964,-0.8011856197454563,-0.9222537915343753,-0.5936828046631911,-0.9318252858198585,-0.744838141531689,-0.9178836279291027,-0.7396555842786944,-0.3942627008963505,-0.6675854972975663,-0.703417321928514,-0.8048678419808881,-0.44271281052346506,0.6558666810129601,-0.7541915256752089,-0.5894695275215588,-0.9624192032355389,-0.9326395565544197,2.1787041041056234,-0.5426511332710913,-0.34858867756104994,-0.4465988688169032,-0.7782090127370529,-0.7574520588756263,0.7750460776975455,1.7634149278204452,-0.9232779072206682,-0.6783116919907263,-0.7654149870732275,-0.2555992378163083,1.17585376958327,0.6910650376669484,3.257166050424254,-0.2265484881197944,1.1388880435956212,-0.7921871478580369,1.5619441962085518,-0.40953424170031283,0.14419859548087222,2.1480482291736505,0.6950853895492166,-0.9276367400025137,-0.30585080736048587,-0.7359822862995122,-0.8358379419464824,0.7428778113047532,-0.8163849092075315,-0.6446912506844544,-0.18489686527388882,-0.6628326369684178,-0.3675414997409714,-0.8073489116461117,-0.3557437899175706,1.4022295660167388,-0.79840894161834,-0.7732354707012629,0.7866510590127884,-0.8107051281999397,-0.795050593166069,-0.7270326966693512,1.660935459444207,-0.2588216879361339,-0.6932576941374169,-0.5412495918044762,-0.25298241713217773,-0.7712078849484912,-0.8629770953350965,-0.5548886704989793,-0.7261806367095022
SIDM00465,-0.8241647504667687,-0.7346552947233057,-0.820761469615421,-0.758673362903386,-0.4674227751018554,-0.7706755586787598,-0.7719425323852408,0.6033521893523852,-0.8629240287840587,2.118544175620454,-0.8956068489685294,-0.9413563694337984,-0.7060419212669564,-0.9139080810608889,-0.7634818363971819,-0.9328868016047119,-0.7504097446685333,-0.7908487403005636,0.24830229392864897,-0.7474444381687111,-0.806597082907556,-0.5362848533282767,-0.7250277348532584,-0.8148601628750521,-0.6848695819165931,-0.8908269713648275,-0.7834241835542074,-0.8031296778385174,1.7271934591865263,-0.4382470052292307,1.9639622988132999,-0.511929040938275,0.010951321761489047,-0.7965606315737519,1.948298434768572,-0.1860686721625218,-0.7732222226103015,1.643706351526728,0.9480271091115493,2.129620602247214,0.4401527699464498,3.734494950629242,1.0699787509354683,2.9673745009105876,-0.8553805903079665,-0.8653107545588846,0.37892163075323926,0.9273352562749876,-0.8375660392357194,-0.802122775053098,-0.8706708313807023,-0.7350771213986165,-0.5063591202124696,-0.8767073197993116,2.25178525347289,-0.8080703784987753,1.6592389467849276,0.14603661483593416,2.1004343286419616,-0.4786614151234264,-0.052350454043054113,0.6900726552889578,2.8678517596727158,-0.8326034111343034,-0.7521068776168038,-0.7550899456904405,-0.8914367654147091,-0.921785288846866,-0.8129684010109725,1.3054996126506306,2.379919636216734,1.4057820206057616,-0.6973517834908378,0.13364170337816983,-0.8284571489510428,-0.8633162916798557,1.1782820220804828,-0.6573885236058276
SIDM00565,-0.7500972211601192,-0.7327957295459541,-0.8254482795704087,1.2400146201398203,-0.618371594152774,0.027664140352906985,-0.7840058025766815,-0.19973272226124,-0.9199557360169337,2.9451088036890813,-0.8630050533371654,-0.8260267442917818,-0.69720372405917,-0.9108318316339221,-0.7779434693141306,-0.9036647653145522,-0.698783600463272,-0.5816758390451497,0.13467967702718375,-0.7002112397682014,-0.9252827088452225,-0.6011922213871156,1.7637281825812166,-0.02461713037733533,-0.7125737573933143,-0.866460464447273,-0.8854344619970196,-0.8942716449832873,1.0051542648993408,-0.4142746911532719,1.76143165114651,-0.784629321372341,-0.033872061611986776,-0.7975395016831445,1.7979155831897091,-0.5910209290421716,-0.758602690833936,1.440742089451065,-0.41050564328384087,1.5843245161316857,0.5522195782453502,0.3203492783764876,1.6077844019707888,1.6444548692326757,-0.811836300397563,-0.06515993153583695,0.280001682816556,0.6465012517961481,-0.8165887383240278,-0.8485087570991091,-0.9322258003770143,-0.7043537302297936,-0.7465712411981915,-0.9015804247866085,2.049112481859921,-0.7436030284148116,1.3116988699321517,0.06652310038603042,2.001077380484515,-0.6660842686514608,-0.22520110980418076,1.4640562794644303,1.8130703163104398,-0.6424055130915665,-0.8364197851881302,2.0304556867637267,-0.9119323330842294,-0.8228503039127077,-0.7877711071906374,2.034937186073661,-0.38136020303671037,2.381231578682694,-0.8445688173554714,-0.5860104919548144,-0.791337534693084,-0.9244760026616271,0.8173389095803716,2.247451468367353
SIDM01092,-0.6125305820375434,-0.6482071379845444,-0.8315378545146527,-0.7702467398530272,-0.5057701725483755,0.5498442057616367,-0.6718549000268031,-0.7458301005044955,-0.9138724279696843,-0.37645113466179747,-0.8023156953962169,-0.6532217158697441,-0.4162183010690008,-0.5228878495297652,-0.8427956503952456,-0.9384450910055998,-0.7098635206906572,0.38908291378441084,-0.9453622461241631,-0.6756172175584833,-0.8544312359490617,-0.685377956157442,-0.6535830048865063,-0.7071369940715778,-0.7423820222964818,-0.9047749695346671,-0.9639381274550517,-0.8844642895115107,0.16783124377466505,-0.32236270755158913,0.07851542072536234,-0.6665449967926446,-0.8176900169764707,-0.8429545105292849,0.0924268146019461,-0.9176560718660011,1.1954419776345961,-0.758616132801621,-0.9545043127804751,-0.21089735699521728,-0.30548636069966867,-0.8995191456459163,-0.27590625830713916,1.2266449034042322,-0.8584546925831914,-0.7363573274312111,-0.6740559208585782,-0.7921753397708279,-0.7096107016442681,-0.8600811711422939,-0.8629151015126866,-0.8541888824094598,-0.753222577166268,-0.8037044321659852,2.2976538314311385,-0.6592676266709914,1.9972529592576902,-0.2813380570646756,-0.9454483523327007,-0.5752034178645812,-0.24685532648799224,-0.8961814614051785,-0.8582364485421902,-0.8797086219358332,-0.6255138641320713,-0.7675926185836136,-0.9588015680665318,-0.6424356807126543,-0.6875260333098128,1.6510899044418132,-0.6808932119154596,0.6716278181390202,-0.7426608846643689,-0.4137774940830525,-0.7985106370179912,-0.9960786364946062,-0.5237733957892351,-0.6856256135776974
SIDM00218,-0.7906694424836571,0.08393224734995018,2.4844851846172817,1.466535711306192,0.6395525778377448,0.34060320875337496,-0.7512665114860853,0.5656099355036839,-0.8794560343005926,3.635288562882783,-0.8286792882221556,-0.799754747310352,-0.5169711541279743,-0.9026449582968923,-0.6155453842490388,-0.9159781606860525,-0.7114764346330478,-0.5543410196133538,0.21521690917182285,-0.7177266428473557,-0.33414215979771,-0.2321458567443585,2.258109828517052,-0.7356874910925891,-0.4467991878706146,-0.8714506499829714,-0.8393233324313716,1.9951146177504135,1.7402112396075131,-0.2164961082006965,2.0439444512495917,1.2677023901910796,-0.7352767701425003,-0.7486735890911757,1.8851264843250584,-0.8230009128434165,-0.6137410544755428,-0.5689287486708275,-0.23398922998699367,2.3223393556238108,1.7290644673660491,1.0702033839534721,-0.2667863371595386,1.7365005763934322,0.15012732388183514,-0.6430512515711252,-0.41244543765612846,0.39142680278816827,3.0961157509755957,-0.8057779779622115,-0.8781262315942987,-0.7299233100554195,-0.6778902944534603,-0.8311281982161401,1.3214010159480343,-0.5950357121157724,2.2534686336279495,-0.1932497003601145,-0.6964439030793698,-0.4992837101353196,-0.7183375319788121,0.9052630617738233,-0.7058474780261244,-0.8068473439025068,-0.7076062914246533,1.5456257165045524,1.082853671454204,-0.5753955789079269,-0.5545631305834664,-0.4902698320807235,2.1794915553525995,2.030464389560114,-0.8710117549377235,-0.16346982674156266,-0.5899894840658124,1.7137739847943223,0.9582942423626164,1.4891912923714727
