,POLR2G,POLR2E,UQCR10,POLR2F,PPARGC1A,NDUFA4,POLR2I,POLR2J,TAF4,NRF1,DCTN2,CREB3L1,NDUFS7,CREBBP,CREB3,POLR2K,UCP1,CLTCL1,DNALI1,POLR2L,MT-CO3,COX5B,COX4I1,CREB1,HIP1,AP2A2,AP2B1,DCTN4,TAF4B,AP2A1,NDUFA2,NDUFA3,NDUFA1,DNAI1,APAF1,VDAC3,UQCRQ,DNAH1,BBC3,BDNF,COX7A2L,CREB3L3,COX5A,GNAQ,DNAH2,SLC25A6,SP1,SLC25A5,SLC25A4,RCOR1,TGM2,SDHA,POLR2B,DNAL1,POLR2A,NDUFA4L2,POLR2D,POLR2C,SLC25A31,CASP9,PLCB2,GRM5,CASP8,PLCB1,PLCB3,PLCB4,DNAI2,IFT57,CREB3L4,PPID,SDHB,SDHC,TFAM,COX7B,COX7A1,COX7A2,COX6C,GRIN1,SOD1,GRIN2B,COX6B1,SOD2,BAX,COX7B2,CASP3,REST,UQCRB,COX6A2,CREB5,UQCRH,UQCRC2,UQCRC1,SIN3A,NDUFB3,NDUFB1,DLG4,TBPL2,NDUFB2,EP300,ITPR1,NDUFA10,NDUFAB1,NDUFA7,NDUFA8,DNAH3,UQCR11,NDUFA6,NDUFV3,COX6B2,COX4I2,GPX1,TBP,AP2S1,CREB3L2,NDUFS8,NDUFB10,NDUFC1,NDUFS1,NDUFS4,NDUFB6,NDUFV1,NDUFB7,NDUFS6,NDUFS5,NDUFB9,PPARG,NDUFS2,TP53,NDUFB4,NDUFS3,NDUFB5,CYC1,CLTA,CLTB,CLTC,HDAC1,HDAC2,TBPL1,HTT
SIDM00374,2.2560141586598683,1.2359316056843739,2.8952829917811305,-0.12819923179001877,-0.9157078849168775,-0.5577828406392523,2.4619754740664654,2.2243722647980486,1.1026946871128391,-0.3869337207873104,1.7943746117244384,-0.6439545625791259,1.9707864299611317,0.4046208936414716,1.0526932545857692,2.2807179154316244,-0.7822865417553013,-0.8775501102956355,-0.8030293966557156,1.5043551333340672,3.7226948948726415,3.0531323098239187,2.1989728377942654,1.0166138010485388,-0.6662886840312388,-0.08264256484982065,1.0963612924142934,0.1066875985504252,0.027930337388215036,-0.5962011820339006,2.2312979243000455,2.3321015488494083,3.0624104218761006,-0.7343991634379683,-0.4940999508318999,2.7641664857978907,1.9465865282248602,-0.11989315165311344,0.22034659799410478,-0.8160741318326817,2.8855541109646965,-0.6539092404301015,2.817833381785483,-0.5036488720368993,-0.7428029467655581,2.837689130792873,0.3373799297288069,3.3107037825872956,0.22368663551157072,-0.7567642745887714,-0.7934940724558447,2.1735414144104563,2.7267974967468254,-0.3451904993158437,-0.34926204670316363,-0.8901522651895927,0.7968419796691104,1.1262968717473436,-0.9324279952007727,0.0026096416670713276,-0.7875277207959127,-0.846696649202364,0.0066273412091914586,-0.1547169569532959,-0.43766148387990234,-0.7236569257159972,-0.539245603380015,-0.2716615735380734,0.5395019964913718,1.8299359524253638,2.0475265479083853,2.1894727899978754,1.1927314809906604,2.944619310092669,-0.8536981058566696,2.779666891773777,2.294706127698873,-0.693223866166171,3.0515757418057645,-0.8985905357529537,3.0981902855204244,-0.7145751852833284,1.3052237032852945,-0.9675300696861501,1.2354533028503332,-0.6025958315909691,-0.40876628512189006,-0.8140472493652584,1.1451783626522622,1.636824755853604,2.8619039139299676,1.135587501829352,0.4778511846541001,0.6327859294069241,2.4201913870977174,-0.8226919711398625,-0.7968833545596906,2.39253021011757,0.7561557490546262,1.5594510668320578,2.0509626568206953,2.9532678379875685,2.6190047027064014,1.793410729056968,-0.8654513377185659,0.8904682413421128,2.6136537432367404,0.4511171126971386,-0.6837347454677928,-0.7150852691267469,3.0468716237083497,0.3703472553453618,1.7018578654611205,-0.2802489460299993,1.520207843980459,1.8676865254287152,2.35998735095137,1.628878132342473,2.573358122499943,1.8380873303503549,2.1902721046542823,2.2758505496187174,2.5344232487257417,2.2432296434790677,2.3867190869930037,-0.5415486159428285,0.7910299483170733,-0.5055327928705978,2.9647056252366797,0.46139829028861823,2.097045201593938,2.726058562652094,2.457057944917653,0.7025431254372594,2.2835639551639892,1.6610180637940843,-0.7864783849180998,1.3480145249877664,0.4153639661805362
SIDM01160,2.425805915105878,0.7966483645295181,3.0191547103081877,0.0836240348647202,-0.8857423915282796,-0.5276808881898009,3.0612542153302327,2.038901120888319,1.5713717342296971,-0.47648794640230446,1.8754692726641633,-0.7059375312528025,1.3901202058586062,0.3981406327794485,1.0043821785397764,2.122332659155893,-0.9777804616553337,-0.7390776735007889,-0.8789269460487803,1.478530643458013,3.6427666610458345,2.9992870396140714,2.088856512234155,0.616672958429383,-0.7399191730969846,-0.05215953176112409,1.4778886644582303,0.4708242660312424,-0.5418062851433003,-0.5330391687388394,2.342934796777582,2.5812766325754644,3.023763657902466,-0.7375013135097651,-0.6502453067532993,2.748018005256861,2.2971425624424615,-0.44065696132402177,0.17522167372190495,-0.8111709747762665,2.4432843018950816,-0.7778957922049533,2.764884836037904,1.3188481194779578,-0.6334968187322643,2.8502751773965134,0.5494172401884837,3.2910486220095514,1.0410263059142695,-0.3080778906844793,-0.31239833433778724,2.1552658619905993,2.7325149878768324,-0.18307160769500158,-0.3782819042311921,-0.8058983427743541,0.1499762188761217,1.4174757762316574,-0.9424319526292662,0.37051117109060844,-0.830923106907667,-0.9441435566271582,0.07937564106988654,-0.6841426078191517,0.027417347665191348,-0.7305611413966392,-0.8371109183528292,-0.4161963164663277,0.6211889598849416,1.2405311485579738,1.9589446888549962,2.4741704335579024,0.6620914269337872,2.8411189870861455,-0.8593502409092687,2.8800351365787393,2.216031012952837,-0.8409875212749529,3.208591961433419,-0.8687397447842069,3.30182173159868,-0.4113998532941845,1.4412057924484063,-0.1213696420588044,0.8404361847983562,-0.4893336209722385,-0.36857833847853505,-0.8718475777017397,-0.7882130875877575,1.3998319060851607,2.595707081720326,0.8534758489017892,0.6921262618333182,0.50700316512965,2.874652917083391,-0.8266913122185798,-0.842259115456516,2.7982179810266588,0.7156149951125073,-0.7448972915895095,1.9392562572747425,2.923088243927021,1.4526533933352197,2.11086148522145,-1.0166203650811036,0.8024031422778477,2.177092577606104,1.1566998113979567,-0.7403235272996985,-0.7845690331976025,2.67175435147924,0.5972719948451938,2.300862624526783,-0.7185583337055907,1.6055307243719572,2.3787082509983253,2.688897084633761,1.421973229915807,2.66019069023257,1.71126605718699,1.6648440294810354,2.1042617369098178,2.656023540533661,2.812160727405618,2.337189980452518,2.421303991731519,0.7418305957307622,-0.6136620648856946,3.0491917111423317,0.4279685609045498,2.0848458373266117,2.5805910196427204,2.1321845195830056,1.7714449437832145,2.277571818613929,2.29976771149483,-0.5290577517367223,1.5626132133998853,0.049656830948517014
SIDM00145,2.5279784670602004,1.2981185975123979,3.0430950516320356,0.30723816574952023,-0.8245336725584079,-0.6365286655540273,2.665771847567646,2.697972637708918,1.6638906245082625,0.15658006397157134,1.735169395276126,-0.7903984339937422,1.7862567640059057,0.3536646607218624,1.2249433000689125,2.209726480545886,-0.8038809458583537,-0.7849858259331043,-0.7815800232455542,1.7334348573846736,3.662823423141634,2.917820863683814,2.1486628566806485,1.017114948601573,-0.6967894171560515,-0.16928836159600147,1.2210276552470458,0.01943931600686737,-0.0212140806310045,-0.5688778780911684,2.479568905961962,2.646765605758702,2.955457961305432,-0.7315143914035213,-0.5820652758470064,3.0666255941802234,2.4318582412551177,-0.28746902201321145,-0.441690942138411,-0.847032046684475,2.524389889691,-0.6614848282176119,2.8103531903554906,1.776991730130318,-0.846802061835363,2.84017144034914,0.3757099086795492,3.4403416855131796,0.3857367910681099,-0.1988955723057067,-0.7596575427330949,2.026370033119676,3.014947641557839,-0.3397614126408527,-0.3233188508540429,-0.8560430320674024,0.8398206226947598,1.4920120891369384,-0.8602255558193234,-0.1089701140414204,-0.627623962435295,-0.8758461789323283,0.0809417346826012,-0.748254959035045,-0.46872514738295123,-0.7317293915841743,-0.7994302109259607,-0.6481626943056218,0.725683125441522,1.943544971954037,1.8871584764322449,2.0322576843149593,1.1096874549685196,2.9610252649318642,-0.8106688200975528,2.7309131555069475,2.329946260484287,-0.7702693971044686,3.119532215464919,-0.9030393974099356,3.0661904899264836,-0.21103470493458862,0.895266782594944,-0.9358370353827374,1.7500522550247812,-0.12085644311668849,-0.035791901409200674,-0.7947483511883403,-0.74358317588817,1.3100947397808225,2.4979290954346323,1.103229698726586,0.9345807318529402,1.0960383727426775,2.759008421521541,-0.6364449357969617,-0.8327773371916871,2.991318623358141,0.45480756485532386,-0.1514723078669568,1.7512590826825565,3.0697202307276417,2.405116210265484,1.9791806857128296,-0.9056377256183663,1.1169809605093475,2.8970806082464464,-0.0012430049987425936,-0.7887616717195388,-0.6693440978778511,1.700437153472749,0.8477561226840302,2.1210165193535206,-0.6824052958471384,1.5932925248076029,2.2148497574296897,2.7854369932702663,1.47272773928859,2.3930708006221684,2.351514837661802,1.6766832406963488,2.2487427906959154,2.815863694712528,2.622083367049436,2.359834486323124,-0.5564967090056604,0.4695765095624738,-0.7299084866071358,3.060922399462035,0.677703262538334,1.8978907715721642,2.367685644430253,2.4706603792060493,1.0015607184680526,2.1719557531131395,2.4672497706473626,-0.3596375598517165,1.9737026488058165,0.4519926793143972
SIDM00975,1.9862912948727918,1.0345099037467755,2.9893743693735044,0.2029086734569713,-0.8903201206845733,-0.1868091546883863,2.736276039404363,2.056297150449606,1.1353885213801325,-0.38934240866259406,1.605160202511065,-0.8540305895681933,1.5218499404851642,0.5019678176432345,1.3072653233323213,2.289608785761178,-0.9325812858790671,-0.6312530655677371,-0.7764736651454788,2.3414557825624955,3.762146570777046,3.0694137851708563,1.9854544783666195,0.8241238041982663,-0.16431636827645257,0.4761300685996936,1.3284757070057223,0.13035216002841915,-0.30578419151318076,-0.5802479721121303,2.1171882657155487,2.3627057730514673,3.058755001367344,-0.7235024098244522,-0.6326929566202397,2.475729157752519,2.2175388526883197,-0.509505192777369,-0.17548361637120025,-0.6184151108009569,2.3510853178982174,-0.7412670996496142,2.4826690878307405,0.9650171131741886,-0.7726771504589565,2.840318634724993,0.36305437114137534,3.2349932909182084,0.2414388375484289,-0.7759439341382832,-0.5989788233253012,1.8421108850769488,2.8580907998031666,-0.363804559058351,-0.6052147481720134,-0.8617540279418084,0.08166961860801195,1.0982056780722091,-0.9130431894909528,0.11807772983674342,-0.8686834521075305,-0.9410218072748362,0.18390015123407208,-0.01333382433303948,-0.5966686612462296,-0.14793559011198965,-0.7984662961019858,-0.42760992605829967,0.49371815865925606,1.160669279745066,1.6705642876382223,2.2254553217380812,0.08556683389723894,2.838372306701131,-0.8908995752545659,2.96822125957438,2.1501828198716724,-0.7800412959730882,3.1351624048700986,-0.9598102604337607,2.9585088939174122,1.0031809702837367,1.5383538132540382,-0.7182041783906862,0.4341104633007872,-0.5115072111056711,-0.36464029597966263,-0.8647322200918703,0.08551242853631788,1.346883702524449,2.2113190343111717,0.9603505887529082,0.6392062694587514,0.7643389657989689,2.611502485821726,-0.699423568338617,-0.912675138850832,2.9536064769631394,0.9094408669875079,-0.5334543779047349,1.963433664005853,2.7056161822350826,2.3640403520947038,1.8951143130600867,-0.9123785677525307,1.0118863935939397,2.590033422189469,0.4913887904167867,-0.7672303109453453,-0.7182908833888237,2.845335876472857,0.5801955423952239,2.275179478285863,-0.5331798044213943,1.443884238119319,1.996757277657069,2.803888586268349,1.4920520443062633,2.5548082433974835,2.123252924956322,1.473490730141935,2.318896845194246,2.646285904653165,2.5413146165675995,2.4164230806965414,0.07953252069343791,0.7551402899374572,-0.7884315794324864,2.96829842815764,0.47906643055325254,1.9345249758775735,2.383795202340308,2.5912912028195674,0.6807166060788363,2.524394900558626,2.0076590566802475,-0.7171322046675139,1.2681022437051488,0.29172301636488057
SIDM00971,2.22650388205743,0.8605130878992561,3.3902286995566855,-0.0031384600933624268,-0.7798437553046437,-0.26008328989360663,2.850074291383615,2.1245708082479267,1.0691376193953654,-0.4504303303548174,1.8475212412061377,-0.3722078096661438,1.6467489845210572,0.44159368316156494,1.5678119463411806,2.4941207406956294,-0.8056612406583303,-0.7181460071418903,0.2847360631965021,2.833698890894575,3.7438587839986157,2.8054745383735598,1.8682385406330286,0.6960604541651026,-0.666466495530709,0.40962486724315245,1.1471208884278201,0.4099953153218001,-0.8196745931377591,-0.5585167672532498,2.4622449638907566,2.9388827230975902,3.019875737802681,-0.5844040726741655,-0.6744968586377217,2.7341415911057116,2.7282040887030305,-0.41107860078873193,0.051575169757849836,-0.8868036735857189,2.3056461241848636,-0.8319040979143365,2.747145221623188,1.0579311655622283,-0.8240352860214207,2.8528344692163032,0.39824911226333615,3.3896872324846563,0.9583168167779375,-0.2559344556201497,-0.73592374013409,1.6808335173700433,2.852144426308971,-0.563905139857973,-0.4568846150147682,-0.9189604133282921,-0.27510986784783925,1.5459932533836047,-0.9275082454937842,0.021967542959176006,-0.8031533961544333,-0.9426632437124739,-0.36582633630281247,-0.8647289391864484,-0.10071691408741587,1.041824912312743,-0.6261317874074399,-0.6568676280747207,2.3438121600054846,1.7334399523536914,1.4805969412510378,2.8023158381292075,0.664825025125929,2.9616190813319596,-0.7547439504331206,2.9396585206861423,2.590153561743012,-0.6699504876730064,3.476904851106084,-0.8870850073712124,3.192854973741707,-0.4509005252182923,0.9940226168828632,-0.800458466614493,1.2289338308920164,-0.40322883285076516,-0.3954343603811272,-0.9017980879965898,-0.7158199133463528,1.574347751697912,2.377248407113783,1.0599314897007424,0.3866366448810345,0.7050961565131564,3.0433014844492363,-0.6866640645548733,-0.7657813450930507,2.7333309714087783,0.7150649018786864,-0.05195383965666992,2.011759831406601,3.0651653537326804,2.4367502860519563,1.9788222896598293,-0.9185097696889819,1.154244981609791,2.6866137645032557,0.6939626461232147,-0.6757858923021743,-0.6398468374337466,-0.443047217909974,0.37765576244029486,2.8121836095224078,-0.6823449474633067,1.6406653381410794,2.345128290681192,2.892353001853853,1.5552937340362858,2.6056902991482134,2.0117519600582985,1.759721180746654,2.358261870515417,2.898377467309496,2.895750259131151,2.842804356951603,-0.5075077733355539,1.0749876852633484,-0.7866779678002833,3.196987711160744,0.3941199549612075,2.284367617810674,3.185396281690032,2.597300743434163,1.5698024834234794,2.871670938652491,1.8889264741652043,-0.7819052061447138,1.0428947643912605,0.4897468768201634
SIDM00251,2.029975445014492,1.1275214115488104,3.1303182451156104,0.1361495604296289,-0.6440944076753921,-0.30619999851581636,2.689715076230444,1.8872679805108228,0.9878035924593751,-0.4260767652431015,1.7926034902661199,-0.8330963862960242,2.0329210045499253,0.423130643167436,0.680704241179093,1.865478055122222,-0.899017657031766,-0.7235516737709937,-0.847690756401422,2.106983584354511,3.6191242371598134,3.193241051309589,2.622673778357168,0.5276115860997442,-0.6527335504598323,0.30384245876557553,1.5438320330457558,0.3613204865425704,0.17023311637831381,-0.5345518304014275,2.1500757690704106,2.5574500206883215,3.1678895681644517,-0.7158385942193947,-0.5924543772161842,2.9172370791377573,2.3173945392554622,-0.300960519788391,-0.06420632279113833,1.8261366696150372,2.314607702306839,-0.778846823025197,2.8720530250451635,1.095581860952255,-0.6102181787955961,2.475864329303392,0.021658524230503646,3.512235683005302,0.8039052528281111,-0.02858233152148676,-0.7357365297466081,2.5749005605749486,2.809576888383517,-0.6514824431214118,-0.13084626400642763,-0.8771907923244424,0.10410403316840497,1.7564232696898954,-0.9200755572432274,0.07164854790113369,-0.7778794735358314,-0.9333431498400124,-0.19063740389693087,-0.5906077894712709,0.5670800905155529,0.5938725538818507,-0.7877670625873501,-0.632947800708014,0.6284819540241794,1.5648502443956247,2.3327709413004163,2.408328114445057,1.1736600430356865,3.026624517273268,-0.6998695882700244,3.006887528432894,2.414457859197273,-0.6215001109438539,3.377508539133328,-0.8619010620034075,3.1758255279480405,-0.200587697821732,1.4212747588130952,-0.7589545079406582,1.1909591332767742,-0.38358111676903506,-0.2542708295615443,-0.7747202119134428,-0.5917865021890416,1.5828748775529256,2.8799842384762684,1.5450772452596764,0.5282222290191687,0.7072428865994094,2.812906286187809,-0.7473523309500198,-0.9096908411843186,2.8977956764775827,0.4069130958852871,-0.38215191255280073,2.1061954210551557,3.102747369552991,2.396945965570115,2.1833162899300174,-0.8519961903993674,1.1588837546300934,2.713651004550212,0.4454788219609419,-0.7199398083617442,-0.7884990014693626,2.958541107308439,0.694087196561046,2.0431972440639963,-0.7110141759062033,1.7548767191414854,2.594149213849783,2.8002567068124797,1.669508079014934,2.573456661883133,2.256536455439615,2.0965599245681994,2.4897887631859423,2.7648951616585737,2.5100366730481696,2.548408063195719,2.6112034843137413,1.022112072263246,-0.6194081017260095,2.9187605777317778,0.637199292034501,2.249736311460658,2.972509191008666,2.411941599315113,1.2308954092327216,2.3669331788553345,2.586755153234936,-0.24195288923965352,1.6147220666205166,0.04648389129773773
SIDM00412,2.4255570433597007,1.3151660094093864,3.0395684486289802,0.07278131485734857,-0.9022559664478039,-0.3728521300405704,2.524726705614689,2.355298629352,1.1868331691516105,-0.16878933997077908,2.0746816948347546,-0.7708210802137775,1.9042027986053864,0.5825924972921416,0.980371112333879,2.1738456532503796,-0.7715286543940991,-0.7885921525532738,-0.7463045103678986,1.76149196470453,3.5934909560877526,2.8708843869607357,2.529438245809433,1.098901106369929,-0.7242886326309433,-0.048526065839462666,1.2497928593488399,-0.09088993022871159,0.5736551829963371,-0.5649851341867501,2.4805398598862425,2.5645921974618804,3.0402805290175516,-0.7037093051748713,-0.39298511208949877,2.5435409134088705,2.152475476209014,0.36820280367508457,-0.32976520984421365,-0.8447847109438562,2.0065252695214877,-0.8396389790629931,3.1562102042778086,-0.45529280575990755,-0.6860832677606729,2.946219771525609,0.17901828448679544,3.52326642810338,0.8220819109654134,-0.37526864214413286,-0.7491977714355624,2.106573629200444,2.739450512485735,-0.6023864328479732,-0.2757796225722901,-0.8262219896286915,0.723290253508918,1.4063456754749308,-0.8810878360199969,0.5461716537250908,-0.7502456299706085,-0.913924354576892,0.06936018409050707,-0.7806020038654701,-0.46942160586082116,-0.7408742197045776,-0.7556956546108311,-0.47675143643614715,0.6318268485194104,1.6676860788307624,1.9502549246355183,2.272367297111152,0.8770649046683163,2.9508932524194704,-0.8123682805310916,2.902271674714626,2.367086021040135,-0.6101213204725491,3.50828972547154,-0.8174624823622793,3.2189061072439875,-0.35693316047057133,0.9457089841240156,-0.8298658004908925,2.002222263789983,-0.48694804246180234,-0.23474092996493143,-0.8155105127946385,-0.841436596797178,1.4215030895657708,2.509737118369578,0.8173088578667027,0.8941927335775969,0.8808260996564871,2.822795811516338,-0.7653596297509979,-0.8150689542558194,2.848769354624081,0.7648820983778076,0.4019988099594048,1.9091134946473016,2.9289011610334494,2.3029411585430104,1.9925956264082445,-0.8927824451850256,1.092499771870235,2.5686788425788154,0.10892119041337063,-0.7462987509523243,-0.7296537415318953,1.9840341173500566,0.8262786243683954,2.033746897920131,-0.7058597004706526,1.61968823461816,2.253239611571749,2.527484319658136,1.5403663303625492,2.2675801501932926,2.00011420179543,1.9161028731445402,2.283406506055774,2.658923771180366,2.36554996523691,2.3833250655889247,-0.666521454756969,0.6532460913024224,-0.7498438141809828,3.017336917582099,0.5257336670520557,1.9508407687898692,2.406619940690402,2.5430992432945483,0.9857482170974804,2.37730553033361,2.8368138255622974,-0.5046534464822474,1.944812690831854,0.5195826111329925
SIDM00023,2.4844785963294824,0.9386269050730767,3.2028159386423116,0.3290992524193276,-0.9251267686146386,-0.2629289139185751,2.379208475229318,2.6587398012892307,1.5761426116431354,-0.45830588888387463,1.7289951096737728,-0.850309339714699,1.5750631285184544,0.23960382023383434,1.3328177063705768,2.3035353479943583,-0.8806360007236003,-0.662415887908376,-0.7970880284088917,1.9591274848516458,3.6776403521791674,2.9297793670696923,2.2436711803779845,0.680065066981741,-0.25048941718894624,-0.0178719972295241,1.5888045425497754,-0.2292398397529037,-0.6922471283381283,-0.6270416851421401,2.1021169017208674,2.232788964524928,3.0052476695613026,-0.7571823542945382,-0.5598478367189607,2.788682580602731,1.7688992283540206,-0.6142801891314553,-0.5216664285147449,-0.8313947200639412,2.138012635883326,-0.8620856343731492,2.852715861517925,1.1679460226797989,-0.702822198613562,2.88629688934402,0.296746178878431,3.6229865060869932,0.4549117639574197,-0.17485902379383197,-0.7977086158078885,2.6996602945995707,2.5736865904741832,-0.1584003268000919,-0.47777906878430954,-0.8824428839984687,0.2545152300373299,1.393638248563472,-1.0391628679392053,-0.026956729411544308,-0.8085038449310805,-0.9651263840584208,-0.44609267071903225,-0.901048435815323,0.49366867709101014,-0.7845980022154592,-0.7543366064775784,-0.5312929042641658,0.5139805746027544,1.3727846893958533,1.7827692752251714,2.406701327265556,0.8684260705145784,3.047950917399544,-0.8860070358753023,2.715370975939479,2.4555391908809456,-0.6887502497013633,3.153331036324353,-0.8947956179215579,3.0569641471204574,-0.41486097827232726,0.9317139392195614,-0.775428004600866,1.0182417353649509,-0.5357229514497663,-0.3485123595103533,-0.8562222344152216,-0.8846645645258242,1.2870499841654313,2.827571260709577,1.1746326376894818,0.9487874067457586,0.5641009293894427,2.9147318495711025,-0.7535916721966706,-0.7340994488402781,2.6230726812351812,0.9087193070181654,-0.8789351801318535,1.7927797506225251,3.000579554337202,2.2980453699921624,2.1859923559242986,-0.9614485627052946,0.7983378896671133,2.8101589761891486,0.5025003693661337,-0.6132171130685251,-0.8458101625338168,2.9725666093158263,0.45368475312012296,2.1143823620996045,-0.7139277296964823,1.6948718910017186,1.8634172220856187,2.6878270713455366,1.485785614578567,2.148081517647334,2.26212209313505,2.1343280353439904,2.5131310979275057,3.034626054908873,2.665199710276734,2.5594032432016762,-0.6151792195180735,0.8237179140936812,-0.8139584473487554,2.903601653410106,0.26057189125669,2.115726770801154,2.9371687690661386,2.5632986949671914,1.4394308914737943,2.2683106658157306,1.9828888538152663,-0.7181201108763845,1.081048563426751,0.21674917457635937
SIDM01198,2.3755805088018946,1.2738664900149035,3.23607542464802,0.24167992697396923,-0.8975058582263454,-0.2110624640386333,2.183321200367573,2.6350861458237764,0.9156141164497097,-0.09788500631199462,1.7920856726160272,-0.8272882437573594,2.134431351691604,0.683807276644346,1.2155541271760688,2.350886006211711,-0.9235671855956231,-0.688073567616665,-0.8082375389307346,1.3671827114188613,3.5811133658508543,3.022519923923638,2.6513361002274025,1.0113809703393843,-0.46391877500505857,-0.026257863523966,0.9041901284383888,0.17581903090438208,0.1539018172911357,-0.5651809514751379,2.494543325210587,2.5462291577617195,2.7607795151523207,-0.7046891225864195,-0.6094333789348556,2.8834230800432668,2.2781345012275733,0.17360785838782816,0.24476431880455266,-0.8540006874393797,2.624555130392521,-0.7868743747657431,3.0986501022101183,-0.7112138473480949,-0.7473161714586966,2.2496596172056584,0.4980014023650727,3.3823476979787013,1.1120103664676502,-0.14811947301748818,-0.735307257312139,2.6971971281382743,2.8800433589903935,-0.410306952833009,0.14880734820580183,-0.7681458973668861,0.6670504167787721,1.3712163279048746,-0.8109087874443746,0.5215855122504951,-0.7662626555221865,-0.9027236665543635,0.08703142191152169,-0.7762952065724013,-0.5327639794727238,-0.639267546341195,-0.7522235039227343,-0.6044891947293263,0.5821743896230198,1.5456764763007602,2.064902714807848,2.653208761804441,1.3471127887441317,3.0260013904957797,-0.6479072541432805,3.0439573526167925,2.460799545007407,-0.6672450755893958,3.2095502315337847,-0.8726699404981666,3.2780863887909155,-0.3498150008539726,1.6536681981749797,-0.907891160969103,1.4720278099454722,-0.43477435318772767,-0.06649044318492442,-0.859757643723574,0.6937993787023892,1.1351778336319318,2.6882434861338624,1.0671586859362618,0.8971397091083643,0.7658857666125085,2.7331608025951373,-0.8536429349227926,-0.9666334485195769,3.0019382429564176,1.0113507479230204,0.8977512052455047,1.7389325470203263,3.1871884903096546,2.259194545620105,2.23119265779471,-0.8313713540533847,0.9997331487256536,2.8461491321573678,-0.10823812715322029,-0.7610580449293857,-0.8783435268346979,1.5573034246131878,0.7436881451841064,1.8026586497453332,-0.39334686372548766,1.5887383465460778,1.9085603386351044,1.9999998028781596,1.3786163401921638,2.7061327858247575,2.2238720281758915,1.7253899777407562,2.4218791071489254,3.080386956952125,2.142553025732082,2.491540173273256,-0.6495120729977479,0.8016769944936769,-0.08314050018480207,3.2380463062928952,0.347761773801722,2.6210895525561195,3.0042734647765887,2.6394460611451707,1.1723798446649818,2.3845412033747184,2.2165292200901856,-0.7006596224716735,1.8805133305084738,0.38584700755693324
SIDM00441,2.3366289934435396,1.119695059954102,3.028710801163162,0.11827935790214886,-0.9298271123653641,-0.45295445843284543,2.6906504444222343,2.240402432158384,0.814216402914233,-0.034857953004176725,1.7921528558044613,-0.6564409764687977,1.9613597014688882,0.0653925098383363,0.6964136560362696,2.3110311484343082,-0.8706999057679354,0.12932442608297698,-0.7828782197145597,1.8049818692918362,3.4469531775906708,3.109265427945988,2.280714682669151,1.0338470635254209,-0.5646978641890649,-0.008987030999258102,1.1514237881208307,0.4248815729633449,0.03847814492619277,-0.6339705515548297,2.470617699387269,2.5725013281996123,3.063635658777722,-0.7540446299058973,-0.1709394688891939,2.9081603353011274,2.3446257505263444,-0.18631741529227194,-0.20860442013205213,-0.8565078620610492,2.312783170312218,-0.7795322068841296,2.996764999842851,0.7978022566179406,-0.9155391881386383,2.512291142217375,0.5843549890716947,3.4205280760855583,-0.8963212663588862,-0.005338652993566827,-0.7099213297314191,2.4704524615130596,2.682746186918324,-0.5082648713601344,-0.10937406172773191,-0.6836222290376147,0.7191831619452964,1.276535953017082,-0.9477003839661767,0.26012970050372813,-0.765140438968893,-0.9305465986501184,-0.06834223843208073,-0.7943047746191202,-0.40441383338242454,-0.7305650426244845,-0.707222885540935,-0.48130136336742724,0.39711865182991407,1.745394947978918,1.5373668148092343,2.2029084537014714,1.0756709818991104,3.0558391666067455,-0.9431154531121179,2.886691762670689,2.378764853308141,-0.6552609311615448,3.0336728956174284,-0.8954498869671494,3.111603307583033,-0.664957573496688,1.1931168663496197,-0.8454701403750341,1.1974580526950607,-0.5467284408085025,-0.2517204470119789,-0.761582959710036,-0.7458551451971662,1.4547750350757647,2.544974973826095,1.2541757455711025,1.3790882719656694,0.7920525131495433,2.822912068562244,-0.7114544134640156,-0.8701213858271686,2.5631113908275274,0.74130820596175,0.6075196539843872,1.7810019544448283,2.8758447018871047,2.2443226695135166,2.0305902650177403,-0.8772821796921871,0.9763191594104528,2.7194319553107356,0.30154570052737334,-0.7386750439117178,-0.6028721437505644,2.943231509510648,0.781593921261003,2.246627081056135,-0.16733529027928198,1.4334898826182199,2.2159163365983043,2.5683173522688376,1.3787335344140361,2.5214030262995344,2.1630173831813075,1.8058918230827723,2.4103798399657883,2.8207864829511755,1.9504603210840825,2.573424711349594,1.5404414415002619,0.8968946551690479,-0.6329987193012745,3.007623409326641,0.7250618599095899,2.0938728678101004,2.7564402575360143,2.568300614165942,1.481632719827379,2.2987619274432274,1.7571101067220398,-0.42231672566668665,1.6112441278320262,0.27545571488411336
