,AMD1,SRM,ADI1,AHCY,DNMT1,SDS,TRDMT1,DNMT3A,DNMT3B,LDHC,IL4I1,SMS,LDHB,ENOPH1,BHMT,GOT2,CDO1,APIP,GOT1,LDHAL6B,TAT,AHCYL1,MAT2B,LDHA,MTR,CBS,MAT1A,AHCYL2,CTH,MAT2A,MPST,LDHAL6A,DNMT3L
SIDM00544,1.8899678272682097,1.609471820629509,1.0987934118601013,2.2870604756695836,2.2474133761998374,-0.7977087502055594,-0.5296527230442136,0.3536777137034424,0.08228342237796617,-0.8915031188159779,-0.6488771159526798,-0.5971119207321972,3.5107891288432254,1.9600221515911898,-0.819506922037862,1.66499483706237,0.35353614996629795,1.6455772120025032,1.4794630785491336,-0.8606126839796011,-0.8954294754113514,1.3632471457764206,2.038911827578791,3.400332896326571,0.32289342370114105,1.4060273080636436,-0.798800704656066,0.38347973977405986,0.7136618770435538,0.8721758962459606,1.4155794444492142,-0.7955030062169849,-0.7234386852357353
SIDM01006,1.7131096499117895,2.208225412857763,1.6724004619246777,1.6636844603055072,2.3742353920673827,-0.7802037624391288,-0.5052352695514257,-0.48199751315345185,-0.2924836193231863,-0.8279418642127145,-0.06881535015857022,-0.6971536754644228,3.349092827149411,1.599406913454422,-0.9364502144692377,1.4846052133128054,-0.9896044916843527,1.7132298912483386,1.4442365029040134,-0.7513779940938629,-0.8393927077528386,0.8874861926164235,1.6637954157773782,3.321705831236447,0.29940049902381644,0.6753265090422542,-0.8607146342629837,-0.039844904079096674,-0.1427660173006487,0.9026225563006192,0.9194654106033501,-0.7593537443074271,-0.851053038660966
SIDM00302,1.6067988734565508,2.101539784238928,2.204402212397952,1.3606276207606822,1.942873636711058,-0.8338907354421915,-0.45062846624913355,-0.5128630131213522,-0.49627520170381434,-0.6956058116878607,-0.5185876108220119,-0.7567104468595477,3.3978851944156654,1.6529468203938327,-0.9635535710360165,1.6379076805190336,0.12460202235844042,1.510171731877402,1.6502332725394042,-0.793175154798151,-0.867259893860992,1.4760792643283585,1.7134953862110465,3.3975861788312756,0.1746345003727368,0.35888443468923953,-0.8977578043098767,-0.5333271182707491,-0.3556443212967734,0.8481068662487112,0.7904794033565498,-0.8342365690191916,-0.6532251141148047
SIDM00549,1.5624456081490052,2.25590513562069,2.0976335105326736,1.6985358539528144,2.4399545682429875,-0.8839278846496518,-0.5405497891528998,0.4004371138872505,-0.21281343544876927,-0.7421200106543919,-0.4811524753270456,-0.8825688123475179,3.581368636464997,2.008023310468156,-0.9277747194422443,1.7186220853548528,-0.9308438781986808,1.956055492510562,1.6561014141586192,-0.8615283901151964,-0.9033766545719905,1.6718786801549803,1.6484956687567207,3.4306909929402853,0.45673466957408404,0.9873117142309051,-0.9231220123879452,-0.4206984485577583,-0.255055717026948,1.2887261965144778,1.4874152919087678,-0.7320172109438516,-0.8496728492965292
SIDM00292,1.089585529381402,2.050351086439401,1.6102776171079063,1.6918746889880236,2.247863769255322,-0.9268318231803112,-0.7157035810763164,0.10146563220155139,0.00934158706941274,-0.22774416746846762,-0.553096550465336,-0.8964798043080625,2.778135486504294,2.2796072996957717,-0.9307374264747987,1.8409408756205348,0.7104554772832299,1.6309782463626512,1.7898122418123805,-0.8248924840669005,-0.926358424593999,1.4002981651098612,0.7671993425924253,3.4424200781667356,0.38365535891634855,-0.23542984889021204,-0.8458873698548157,-0.447080146404744,-0.1402833052438013,0.6575764175768783,0.3278199580761935,-0.85278729415435,-0.8697068361765226
SIDM00623,1.7673602240223671,1.778554921124372,1.7245036593672884,1.4241862830631389,2.045640299123239,-0.8498169871763837,-0.7190081753357039,-0.33788216030975055,-0.4602182197494356,-0.8980481201760712,2.4929886882291536,-0.45004488921113617,3.412398581156288,1.6921841901065195,-0.9111456018443146,1.6728644063442586,-0.9060389570211811,1.6343417188231937,1.6443676052435443,-0.9053040374970039,-0.8472817069879047,1.6029360599998272,1.5510559857518336,3.3316624495797336,0.4885027804864702,0.6762464257127861,-0.829297532763038,0.0759368220216804,1.6294943915946034,1.0358529162541443,0.9133608230509785,-0.8396601218324161,-0.7991606697731813
SIDM00638,1.8814045478216508,1.677156673090181,2.1808721670696554,1.9009549233839205,1.9025316272802175,-0.8210746346293684,-0.8200754485605759,-0.4365979637520922,-0.5340544376299825,-0.7517250930678417,-0.6883072422116312,-0.8344030868810205,0.19620358978949462,1.8460689358320066,-0.8739592421014907,2.0724835851514203,-0.9493183467022909,1.315876625789845,1.9702605805612488,-0.9541760901781795,-0.8857310813566649,1.5665696104640223,1.9384770771643174,3.2148886019885206,0.10307210880668571,-0.3603492525542978,-0.8750758601961455,-0.16373481353124544,0.9858242196120278,1.4457103198200913,0.5507655057948926,-0.837309124420099,-0.805166183746834
SIDM00527,1.2887678838931587,1.5723534426561547,1.4922357838680975,1.7974048264028553,1.738713803795666,-0.8534064498143654,-0.6054485298945108,-0.5757114516929466,-0.3426537746288323,-0.8191059556756263,0.05779108800719059,-0.7928907156665106,3.3402146685421887,1.8243451683255532,-0.9504723366461355,1.287524377376348,0.029773918846727927,1.5010612254544449,1.7948118433895925,-0.9084882147039284,-0.8777858214920665,1.2734587132727082,1.2032472643920678,3.0863017777724018,0.14865918413281495,1.0975122507793056,-0.47192135545236924,-0.01718177675664536,0.6731021408979093,0.9737366178943213,0.6437382785895581,-0.8734695743601517,-0.8788535864732926
SIDM00976,1.444777018796666,1.6473019761037455,1.6606733620142897,1.348889867730799,2.072350197277141,-0.7050426253433563,-0.6428536310470873,-0.46143696664986134,-0.5422987026733482,-0.741290279750275,-0.5058766637248511,-0.8620694660602812,3.5264846830931122,1.2344058048905628,-0.9948080872814641,1.3692400524849326,-0.9913311927926444,1.689124106278813,1.7738831839428308,-0.8998961131699725,-0.8371445374458906,1.6763349953475188,1.329027202990889,3.3276783646309864,0.3818709967486891,0.1520537002194827,-0.8691675244114445,-0.22842948477828753,0.42393757620341677,0.99394854966103,0.3122796700869754,-0.8709409974272214,-0.8829183589462141
SIDM00316,1.3713554314970307,2.2050514390173857,2.136442255691596,1.183110846970793,2.2482147638485506,-0.7469339850907024,-0.6018933865129202,-0.37181519292126547,-0.5997774695806288,-0.5226595964321465,-0.48854569328332587,-0.8116939269704676,3.363406696466223,1.5002440756589748,-0.96590963731311,1.4166659856858823,-0.6528546833209417,1.5019341034205378,0.9377147445698304,-0.9027625813468387,-0.8755345968100804,1.4097749015946075,1.3795139230618427,3.176078638321995,0.20530185142813584,-0.19451984860506621,-0.8861870092074062,-0.24907979356611376,-0.6502678668213366,1.128213485841493,0.4734614684492489,-0.8459168141639921,-0.7265916186340841
SIDM00326,1.4541059081867682,2.169683292711473,1.4718277800199342,1.8164547667610722,2.1258491163239626,-0.8651447915455577,-0.5207859719886884,-0.35564006490674743,-0.49676979086971906,-0.5947024077580413,-0.6022746541428428,-0.8381508642697687,3.446770938000007,1.062315856509652,-0.8868284301932968,1.8364673276532046,-1.022885539214579,1.7743935011098044,1.6023922601263763,-0.9290572357111823,-0.913712281032549,1.5618872201495098,1.4291834542383104,3.440917266300518,0.1423088165770761,0.5210319760533714,-0.8804202788275486,-0.20879818896340677,-0.6914919148252299,0.9389838341049959,1.1286174066756007,-0.8992600028897513,-0.6409877822701417
SIDM01093,1.574384725149484,1.9742837904664938,2.054253843666535,1.6980765327562917,2.031575184826034,-0.8540772445463046,-0.7382851792664035,-0.6205539322036177,-0.4615485932317948,-0.30275256517353133,-0.6811290758715388,-0.784528780238339,3.08460120529688,1.4875124564743654,-0.9684905656267794,2.0715113700128884,-0.9489390506929314,1.8867897195479533,1.4113642597871532,-0.9065764829250931,-0.8888030142337708,1.763762271003182,1.4609341884023193,3.4978159365860946,0.1440558164730423,1.0327451866152355,-0.8687393728771692,0.050659482813924656,0.27104299639771706,1.1079013744366928,0.6794726914098512,-0.8095205807629637,-0.32552519492347565
SIDM01098,1.4477617378451724,2.200870824815197,1.6921034768697452,1.7589168180831762,2.0103528928621546,-0.8045913911305344,-0.6831448666701706,-0.08841450428673002,-0.41163007556024134,-0.7587970347653721,-0.5964008819774166,-0.8547509180199026,3.6618865526461013,1.6104503193673274,-0.9785291669195658,1.8899021137964713,0.10029855040980354,1.4393887427746168,1.5172672720703366,-1.044761589668497,-0.9474745840964905,1.4038891669775269,0.9438745728264112,3.3787861657483655,0.44641336499440604,0.9831806829997513,-0.6310287742665164,-0.22941198676016125,-0.27636310549637816,0.9067580902906387,1.1782337503908493,-0.9084833514630539,-0.6306026039493912
SIDM00424,1.9714760461459278,2.5734817378633696,1.6155362798292616,1.7804918015707556,2.7408406934605103,-0.816196896072017,-0.46956822137752646,0.0783816657291065,-0.2912454422104733,-0.787813280079588,-0.6094645003527984,-0.6661471281002996,3.616897476176282,2.0767718389139063,-0.8527359574631359,2.01659911692076,-0.9781727972176525,2.0442815136071815,1.861422623158592,-0.8315097967972931,-0.9055717987503414,1.455896913648638,1.4369791525365734,3.292370389745059,0.3113192610465065,1.4200180463638299,-0.7709479493219296,-0.396474715131885,0.4139922838513641,1.2931289307971077,0.7577918032713307,-0.8291991703056831,-0.8526905649506423
SIDM00973,2.0115547924094126,1.5099165337143423,-0.23425577582664903,1.4821053269132385,1.5473047262786028,-0.7776372303467437,-0.5900952933741177,-0.22211557620634367,-0.5466968193232122,-0.7306926186079802,-0.6162863304362844,-0.7753903230686194,3.126672245698963,1.9096601581761807,-0.9703615289022725,1.1867897243115093,-0.8798055535169921,1.391515706004427,2.6326816195700746,-0.9527820332315855,-0.8774484739163133,1.5030355263082018,1.0650005329508452,2.692678321229095,0.26025249413404383,0.02340422104948153,-0.6934992101374822,0.04776915043412389,-0.09085940526497902,0.7063631892868986,0.18748022957249227,-0.8265132810948446,-0.889659640322079
SIDM00411,1.5130662771347243,1.3252958239379815,1.864651263564933,1.9467707702118886,1.8102428719238337,-0.7804123751579264,-0.63141105697233,-0.21043150301728875,-0.3681474263244154,-0.6871381362066673,-0.6950917186980538,-0.6914986642929204,3.2354952065983014,1.8833578722709794,-1.0476480175703338,1.320197567433905,-1.0139453636069806,1.8164646886368925,1.8808166656707528,-0.970995732768393,-0.9176706209733204,0.9945429747585548,1.7453248321646087,3.301556778240284,0.03215242728739418,0.768009211992288,-0.626357700584713,-0.4891787485263439,-0.4441842703925752,0.8908440871588016,0.6918361769703738,-0.8716539719996458,-0.8395322800313748
SIDM00374,1.379661302833179,1.6610917777536727,1.2927969956785084,1.7863684749307542,2.2293510503409033,-0.8300049914097714,-0.5656604359168652,-0.2609748762856257,-0.592526551091769,0.7934479601204225,2.46170492977795,-0.6544704531270404,3.549265154696428,1.6878271823962665,-0.9062329129108663,1.7076527957899708,-1.0462882022699085,1.8201785622392295,2.2495253978199012,-0.8202599063149986,-0.8580550568461437,1.5097327954803685,1.5225627774489432,3.3363469649462254,0.41411548470662785,-0.8391053293524017,-0.7529952934033878,-0.3764982281352298,1.6598371710485107,0.8858528999851495,0.20294022823211322,-0.86026865308425,-0.7706605095137202
SIDM01160,1.3426628726463488,1.6880175930919037,1.9729825109900443,2.101393824365457,1.1806257064027585,-0.9056382738718385,-0.7402679840285786,-0.6015928643230108,-0.4359779699738885,-0.853296923512007,-0.8080061844406704,-0.7941892523658873,3.613416989412173,1.0727039034219306,-0.9830818274005441,1.8017343582582714,-1.0657274376308945,1.3082656539018302,1.6635271847368376,-0.8862644981550911,-0.8766340371949823,1.4734202846341202,1.7879731699785535,2.5792761845553485,0.12285262009767631,1.0544078978098332,-0.7803769364169093,-0.34134230409717353,-0.45284868971706244,1.1141082554685378,0.7549539538259458,-0.8750070686084159,-0.853288636157192
SIDM00145,2.12704381376811,1.671628439269082,1.2264666288746187,1.965511795863268,2.443055429482472,-0.7790022884523924,0.08894612401869995,0.11686030433053785,0.19182059118403633,-0.8919482706147712,-0.6577422635002524,-0.6266665093832514,3.577240961467351,2.260898450043486,-0.9017053660796469,1.609927004305189,-0.07514478502812574,1.9643523837143309,1.1969770838923022,-0.8966774194329191,-0.8644064407370684,1.1549468006005053,1.6593341603466325,3.494766498811999,0.34265663991364054,0.4633839731721365,-0.6619812394780245,-0.15376036662048276,-0.07652992448317777,1.1287722052826274,-0.4624071194643854,-0.8262219352547954,-0.8573697035152207
SIDM00975,2.237888111989494,2.0314080617386545,1.8679904493983563,1.4134309898661856,1.5971189652254412,-0.8935921516169181,-0.4566075303710354,-0.44651585096976343,-0.5876143274768898,-0.8221419433281681,-0.5615778308936319,-0.6990326084844742,3.5237708467533246,1.5581763828876563,-0.9226679428713688,0.7753492973713706,-0.7348698590599785,1.9724821571107714,0.9830771343990217,-0.8904088253169007,-0.9332080175094308,1.4129188939442154,1.3652543473296745,3.429279136897141,0.6974031922870274,1.0473818366209493,-0.7602947399638823,0.18475607078141362,0.19962233101129895,0.5379795759188968,0.7939219394011128,-0.8672543751434701,-0.8629093125102584
SIDM00971,1.8573150925287272,1.5006126636815529,1.655345505937727,1.573387514246652,1.7365051847936337,-0.7123066030423677,-0.6919074437382026,-0.42165559925848306,-0.2946017526481243,-0.6073732013901965,-0.6761553807721803,-0.7348471665376884,0.3284614456938136,1.9866756369844065,-0.928671812250557,1.7537704851524618,-0.9155972689312152,1.8314704854256685,1.5161850189872368,-0.6608654231979636,-0.7930765923917306,1.5908245202059548,1.2418590007175878,3.2366719341608627,0.5525466175964655,0.19462017932186257,-0.7352344818610357,-0.27800266607623736,0.13463674619007832,0.7956783527624689,1.0127674855717368,-0.8068656620849501,-0.8876532222982674
SIDM00251,2.0933207205777244,1.5241239708577177,1.9239741759517712,1.4475482941064586,2.0562759919704208,-0.8835453499053207,-0.63919057785422,-0.60640721295187,-0.4492354654256839,-0.7020948741812797,-0.6556230925463673,-0.6476326302844434,-0.8682971932869757,1.3211730074679493,-0.9182860761636221,2.1611853976233157,-0.9756749337946332,1.6125652023913326,2.0949297613115494,-0.8989807324910561,-0.9071598640797608,1.5035228511238719,1.506210880148492,3.1273122542783516,0.34809510129142546,-0.8619362359399434,-0.725205784799272,0.13922994238706077,0.8229396327382039,1.2312131498483725,0.845426904960497,-0.8263796127169296,-0.7644410656178471
SIDM00412,1.709023088341645,2.032293686100423,1.2876069337343645,1.902861034823358,2.8585471605198105,-0.9155157068228416,-0.6039401790327731,-0.26684078372377545,-0.5655722116346762,0.574942664457364,-0.6038611942847052,-0.7580703018277737,3.5865766405721393,1.8494793155342413,-0.9503482949399984,2.0633705368408926,-0.889247579605797,1.8258462735936234,1.598820026125721,-0.8066881586683586,-0.856980408903023,1.304195173766913,1.6022862903508737,3.396592698287574,0.3988735087775783,-0.6077284184443622,-0.7578124630250992,-0.3581402134985526,0.6940538583354013,1.4610381731559512,0.29350999295803726,-0.7660912410109258,-0.6818752799572371
SIDM00023,1.3729350109068565,1.438964587844918,1.6056074037259347,2.2048868564511386,2.174233978434022,-0.804414651518698,-0.7207625305359003,-0.5358462133335151,-0.08985684596217343,-0.5246868880450801,-0.658401446057691,-0.885137713682213,3.3113390336949418,1.6373066311127986,-0.9378779975024937,2.025106864605766,-1.0502678890972637,1.1927618788781968,1.6979731093849808,-0.8487726821075452,-0.8962213437006633,1.54635155617931,1.121059210497905,3.2076565024987334,0.13394453130531245,-0.021800160172781583,-0.8623184324008106,-0.09976271264719931,-0.37323988544758363,0.6272713139689725,1.1156197323172288,-0.8633092781734156,-0.7777235875343027
SIDM01198,1.9319339240458062,1.5592517118790192,1.3840313858070146,1.5973573956443519,2.16013416209735,-0.8649425268905039,-0.47337070886690735,-0.44879560408158603,-0.1437355071345144,-0.8478295228471673,-0.5529036899307899,-0.7006823688584927,3.574283108915738,2.29304675144785,-0.8790282922290273,1.8014466818575976,-0.9614952262928116,1.9267158308722439,2.277748484889949,-0.9088458099880083,-0.8847617968161496,1.3220541590926134,1.6363246727060454,3.1417009373506506,0.11724913797208929,1.0258377863837327,-0.7756172425701018,0.060546879912293225,1.4478610066163335,0.8774878117037154,1.0152826482982156,-0.7916080564322269,-0.7042039388702334
SIDM00441,1.7026693455210502,2.037041587922424,2.2885891274734345,1.6925695340946638,2.4476644204419395,-0.7838333087955114,-0.36492714615172805,-0.4001535043784137,-0.47490092871477857,-0.8192790046584434,-0.6115457887581136,-0.7707851328295625,3.506707547122367,1.71362167570601,-0.9222107577683777,1.384869085775829,-0.9124656215190694,1.3819982829302875,1.3704758471848044,-0.7834456845150539,-0.8824321085640303,1.31902176193884,1.5384136817562344,3.0295274653799384,0.35912185561499027,-0.7094491548578314,-0.8084325952377021,-0.31893238616055086,-0.12919376695166648,1.2406727822991972,1.168295001606152,-0.7359094955534908,-0.8040766564199792
SIDM00388,1.7796088703002078,1.7178373059062262,1.3985094984229374,1.8275032422371291,2.4686448724694685,-0.8185831503153811,-0.5151559890268441,-0.3825184382834152,-0.09811194537094878,-0.8769246941567186,-0.5206896671548614,-0.6527086117870354,3.563767705986033,1.9764287177921573,-0.7060309798072418,1.9688493927404822,-0.9027421147653462,1.9571186754536536,1.7106899889412512,-0.8032152060003626,-0.9364142723687144,1.5936319196889328,1.6125387390857164,3.1309427552449187,0.45969701997458995,1.080684312999367,-0.8091848796619524,-0.23489690125507479,0.3627578073555128,1.3631540971210545,1.4945691375978591,-0.8363575320164502,-0.823898440451615
SIDM00417,1.1705948224808043,2.0497134336181926,1.983807601786614,1.536424921217112,2.5133104838742155,-0.824497123295028,-0.7176916537936792,-0.45182532029979505,-0.5564768520550307,0.2750732761591059,2.162156903678748,-0.5531107766581894,2.9757971159135894,1.6844734830496522,-0.8736716548107096,1.363250161058197,-0.9780170914660646,1.7355304182794065,2.2003744094792874,-0.7173003452112723,-0.7880606141725044,0.9441396518515424,1.3329776135034699,3.173776614765482,0.20773774060296918,1.047674552513338,-0.7542277535442233,0.5276287758872397,1.247942115381445,0.858377392092606,0.36366765526298817,-0.8282868022655795,-0.7460364833799501
SIDM00416,1.598937119093888,1.3127730025176694,1.8340228090237858,1.6355824854621148,1.9549570636686617,-0.8291504777501796,-0.527960479729606,-0.5401638063687717,-0.5687381480743553,-0.17356486626112136,0.1474004714295806,-0.8382556820144949,3.635865406572795,1.845946867460226,-0.8641201519670976,1.7927205562801147,-0.9141366101757015,1.8058140353852516,2.137317777967158,-0.7519255134537313,-0.803155593587807,0.9861004143542917,1.8795445921841536,2.9528421067185175,0.49597590816061937,0.34192834011778805,-0.789248446336106,-0.5867894084361227,1.6940647487248133,1.4064610339613772,0.6344119483570765,-0.8584674071731564,-0.9000950945036847
SIDM00974,1.445394492309076,2.3181210007759803,1.9031899749585954,1.9387809724739575,1.933948602293632,-0.8343449439012222,-0.6649943948243346,-0.14579243084433335,-0.6514955969672299,-0.8156040503215539,-0.5435152478292585,-0.6388030292045704,3.399836052109422,1.6343173216717517,-0.8906130809200166,1.2836692774842648,-0.9658291770111714,1.949844623627387,1.4986524433468174,-0.8756861314631971,-0.8803237107901943,1.2398579737936295,1.384862837070625,3.352749756858563,0.3921346970058035,0.9504490212921696,-0.14137407585633266,-0.14650006342444163,0.20469557400308835,1.138003619242658,0.3805150037214707,-0.792180847498036,-0.8473512476593197
SIDM00833,1.3067802186883344,1.347422354027452,1.2035544246451304,1.7001614854783813,1.3337196638947275,-0.9457365691820796,-0.7034995278336506,-0.397704299000777,-0.4734982730824404,-0.8240737860728112,-0.5981463188954199,-0.7679374401598104,3.445416870317763,1.7801767966537678,-0.9519873952618717,1.3836059765231579,-0.9942456656509444,1.6708272977116465,1.720392556968668,-0.9171349984116486,-0.9557693805027722,0.8647869050838985,1.8486800658090903,2.9221589394899037,0.25137661806366307,0.3624971477031284,-0.8283340031147944,-0.19462570435025212,1.301846981026058,1.2100463522964986,0.5205187124511336,-0.8723504924723551,-0.8271926973590894
SIDM00562,2.2321348244492065,2.156997551937401,2.189268496882571,2.0900281172019515,1.6921413184050083,-0.8750814468461819,-0.5805607521339741,-0.4959415833915624,0.7077094807604322,-0.8084333908061608,-0.6242741207784288,-0.7169523949830893,-0.8273573638446882,1.9529654713236566,-0.8600445944261431,1.5682397340822274,-0.9141224193674378,1.44188140513708,2.087020110005044,-0.9158155725548267,-0.8857407844289705,1.4860954544329,1.2130698679509007,3.331108416661467,0.16117485961012948,0.9602451417008169,-0.816014333623151,0.13617128244934273,0.5831676682376125,1.1303759959275923,1.1296122625799714,-0.8935986874680719,-0.8000567978797577
SIDM01102,1.374211073119479,1.6117876580614516,1.8947525841307626,1.7139079036846585,2.025444429556568,-0.8107679490429317,-0.614040017652858,-0.46007651183628395,-0.6119535515115971,-0.7154881406859255,1.9081933963743116,-0.8432497839642739,3.4440633568895005,1.8444866697498574,-0.9092472477949273,1.493342207197669,-1.000982371365284,2.0707682463786066,2.5215112705491323,-0.7082305371874439,-0.9164694186984951,1.5588351196317045,1.4592841339112617,2.9808894567146775,0.1632640082624113,0.6513025398355172,-0.14349040680255654,-0.6262065728541505,1.860110188300265,0.3024279763594324,1.0090935829423797,-0.827660896216347,-0.6388230432286318
SIDM00418,1.5318310072892942,1.4125392722593375,1.1603128814369712,1.5368271354389367,1.507128339958297,-0.8698357585425878,-0.559208529059251,-0.5332867632183381,-0.5826804212827361,-0.2916770758509168,-0.6680307238776093,-0.8168517505626167,3.4904171188249307,1.2949598483198217,-0.8181578547597487,1.336189361037707,-0.9916919530564424,1.4634130135493786,1.6446867163375083,-0.8424890132337943,-0.8301912081554237,1.3515876431377192,1.1832354544173909,3.2629184748655247,0.4837692983803626,0.8153158642407772,-0.6591636794141764,-0.2526244069739915,0.5993302312953136,0.7739963056312743,0.7670727786569195,-0.8096226367125529,-0.8189535842704639
SIDM00841,1.6456621907523588,2.2472051576729744,1.9141822646480067,2.1569650994056535,1.8909633367758991,-0.8155167489993561,-0.6628444987874421,-0.1597008522397602,-0.30729134657584484,-0.8151278942531462,-0.5926542711549365,-0.758975212253991,3.6591625082029138,1.8116714235558005,-0.9252359202957892,2.192062153526726,-1.0244708472536985,1.938300304744023,1.9568633119668781,-0.868676599091644,-0.8161497572683143,1.2066466634358821,0.9524296341899245,3.2269256146451655,0.1870057625390984,0.8339988345104817,-0.5858992755505819,-0.46787598623860677,-0.45196291950527695,1.4024267724024893,1.2935743953570786,-0.9149790885160498,-0.8631663877807408
SIDM00260,1.4379174577175804,1.3390236494649657,1.8508332564459289,1.8000466129968362,1.8984520284368296,-0.762148476263211,-0.71564501984688,-0.3389029183966212,0.0909295906247295,-0.816569031380195,-0.5749390614399137,-0.6950432632123562,-0.46898530324015886,2.1165031209692393,-0.8916720741686496,1.3208772475383177,-0.8923096187550529,1.544504689256596,2.2073616506583735,-0.777176686341289,-0.8841614035009484,1.8137417049511155,1.4439899895523534,3.0995793532324116,-0.06631684156689711,-0.7206755429543074,-0.7799230821639903,-0.4485296864395902,0.3523792083612412,0.841717595109028,1.1982822491798748,-0.8722362354523754,-0.93241072870721
SIDM00111,1.3889425122130084,1.401050978797964,1.0845848408106713,1.2128066027874482,2.0054970285804865,-0.8919179622044866,-0.5954256937016188,-0.2795395660469333,-0.34502614120803426,-0.892914863039857,-0.6391037298187381,-0.7614514039430019,3.4252547556000428,1.7717752983873942,-0.8288598285916055,1.5646349694998711,0.9021371812341428,1.3555217884072495,1.7972625512670377,-0.8107894243669107,-0.9067982415863056,2.258564540588354,1.6068879098499134,1.0322681337453972,0.21547690037761316,1.068651954509132,-0.790706147117389,-0.24140858315221508,1.581602637466182,0.9017263345368968,0.7564276835378241,-0.8824391456550966,-0.8300626848046121
SIDM01179,1.672247778989314,1.5261506513206817,1.1640645376990766,1.4950332565021847,0.7449994071654406,-0.8457636175709946,-0.6827028463647775,-0.2558075420146313,-0.21486123663135598,-0.7633207248208213,0.6378262383945417,-0.7534133031467428,3.3980826826331714,1.294963694473987,-0.970861744774398,1.4514306201359333,-0.7169212560463338,1.3358397070074917,1.6718291775967942,-0.7455783308074988,-0.8914373340918758,1.4340555468622938,1.3470387483237845,3.358183174477391,0.2375588225435223,0.8290236107808889,-0.8156524405154996,0.07124830324278571,-0.3195285406625496,1.1979827617997536,0.630852866421327,-0.7764280390342646,-0.7227565468460138
SIDM00351,1.8960524324281822,1.377794745891605,1.5641525548414066,2.1539568463501673,1.912558404849389,-0.7653487225936918,-0.6470505296565019,-0.48057009894572345,-0.47893805112485627,-0.671272430575379,-0.4847090688695763,-0.696541359773049,3.317895723164535,1.748108078924216,-0.8923809441847829,1.3719473097833832,-1.0112257769012225,1.3636408406854055,1.7618782426766362,-0.9176171488028133,-0.8249788269888811,1.149964711205998,1.8474357334773555,2.7838112756855686,0.05045570991553298,-0.44042076167444255,-0.8043602820326142,-0.5373841548179634,-0.5410615501674507,1.4807008549003495,0.8455370916996494,-0.8843591454420032,-0.8573620530103554
SIDM01205,1.3943379365397244,1.9823253940311798,1.682992049408323,2.192413920814064,2.0779938256421007,-0.7061817162095952,-0.6860979556722682,-0.28667831531359333,-0.3232250243328842,-0.6439578883108625,-0.35083997736192574,-0.5511213201830631,3.5167455173319837,1.6053857825825792,-0.916298271286583,1.3914080600551113,-0.9583661345428655,1.7326686280658727,1.185647839606404,-0.7504492598925542,-0.8158967969925277,1.577347274615041,1.4259626677876014,3.041727237994685,0.5895023712035247,0.13519165501197367,-0.8576450182114517,-0.33962585947398344,0.6302771973300737,0.26179006675532307,1.4389169756847455,-0.8255399218795231,-0.9251849692945617
SIDM01095,1.810532216700633,1.985690171836801,1.3934578982225605,1.9215906826302103,1.8401798178019086,-0.7598345545379254,-0.47375124788641115,-0.07795162671412371,-0.2315240546942541,-0.9032570141473174,-0.622831808873925,-0.7048644597703935,3.476685615104161,2.1381243187342185,-0.9559014633772644,1.52643332435404,-0.9216158347694119,1.443824711254731,2.5073608518309,-0.8570847091225577,-0.8950126080623912,1.3525988277563132,0.9966909896020527,2.8864035946169184,0.22839328088239183,0.804668582751849,-0.7131491064352135,-0.24306605838663872,0.40165000502086545,1.3142360015957133,1.22171713982783,-0.8134513776703303,-0.9436018750834849
SIDM01159,1.031192641051004,1.2370244689437737,1.6393132406125355,1.1524984181189903,1.6092143517725277,-0.815715417431213,-0.5444014045642617,-0.45791663019273726,-0.48230085865823086,-0.3675529646127489,-0.643943643404935,-0.7492692279140842,3.3917433972438307,1.4364107078982191,-0.9471632230703289,1.4558916026427695,-0.9692310415928236,1.9156974891975707,1.15018906739103,-0.9230625224762182,-0.9834222304646603,1.4672921047885075,1.794864708668903,3.646322253726191,0.16670371377647797,0.9804904320227048,-0.78811227706552,-0.17445838138402228,0.022740667610551404,1.2314816490515943,0.8382934139102878,-0.7871099037236287,-0.7493643602450699
SIDM01183,1.2250299550927517,1.9749266220161974,1.8645443150336964,1.7121700953641132,1.860985978046433,-0.8667820297144185,-0.6235493381107372,-0.35357086421059636,-0.3737172057966906,-0.8744249268273411,-0.33245180310749606,-0.8586142792177158,3.7789026600953255,1.9818994773459107,-0.9489020068173196,1.8721024405317,-0.8550727839717158,1.8085227517232567,2.544179010504596,-0.799692151865315,-0.8033885982760902,1.705671139302506,0.5929329479431199,3.302561197456057,0.07452680946299726,1.1634771259449639,-0.8236581961690548,-0.4728138993099537,0.06728696749267116,0.9008430464958529,-0.41952822494255576,-0.9099591090950043,-0.8913553939329828
SIDM00328,1.8097299430719014,1.439165032629795,2.323544497817039,1.9681378650748595,2.0797625588402067,-0.8627616224073256,-0.639170662228767,-0.46339168689474464,-0.18278024530630715,-0.8073060146699751,-0.634159783150441,-0.8255802058512989,3.34177477995851,1.6304494396795433,-0.9418121451938242,1.389050846270706,-0.8213166595605175,1.297979309808422,1.5667815838980137,-0.9208053334802624,-0.8543422677258519,1.724282931593743,1.6833625861497397,2.6749143186955617,0.2639321611335793,1.29977641013531,-0.8559774924762581,-0.1355839114468695,1.1599601883468509,1.436593953427014,0.836733429651995,-0.8834746170786039,-0.8170381237540291
