,AMD1,SRM,ADI1,AHCY,DNMT1,SDS,TRDMT1,DNMT3A,DNMT3B,LDHC,IL4I1,SMS,LDHB,ENOPH1,BHMT,GOT2,CDO1,APIP,GOT1,LDHAL6B,TAT,AHCYL1,MAT2B,LDHA,MTR,CBS,MAT1A,AHCYL2,CTH,MAT2A,MPST,LDHAL6A,DNMT3L
SIDM00490,1.3998554269970074,1.722951282336912,1.3889206571401533,1.2703677913035605,1.179012591146912,-0.8428813327470991,-0.5762717492920103,-0.5074127754249826,-0.7188600055284795,-0.7945023616292546,-0.7839045968736625,-0.7795310835940867,3.0509813292965737,1.5261597318857658,-0.9473135890294102,1.3395966461506992,-0.8200635846470775,1.3810749205494293,1.5536144285002065,-0.835785230392923,-0.9572220854054202,2.1797099603932515,1.333659924240559,3.557238198533814,0.10402604220469938,0.7310860117208767,-0.721624318718783,-0.23758848677629957,1.7175190763711874,0.6544233592054086,0.7717126991237523,-0.8826778469568305,-0.8955110603560166
SIDM01090,1.8600134117872014,2.0665146993765102,1.3930415072166036,2.1404620668534786,2.075696416402176,-0.7572067254759438,-0.5371290638435597,-0.46789301127356125,-0.45810031661268447,-0.892179142635088,-0.7274353655700623,-0.8516469660546143,3.542142428171129,1.6092494567978954,-0.9656753007135945,1.8107412477639329,-0.9348551497527424,1.308583267513208,1.6081549375207727,-0.851822194974369,-0.8724085859541035,1.3376229509009583,1.3985610714512982,2.9745448509608896,0.1577512453720695,-0.7498655399038651,-0.853765740764606,-0.29756949587149134,0.5995567765559465,1.2327846636840816,1.3802985291283463,-0.8312210611648081,-0.9081540598239275
SIDM00394,1.7977344362427934,1.5668143967385582,1.2173233491208821,1.4260122274515468,1.9165199143290457,-0.7525595536620228,-0.6963813132513135,-0.4753681046631597,-0.6433418669477968,-0.8399965984339028,-0.6250917539076675,-0.8530950123153743,-0.7041144770127901,1.4042777544595058,-0.9302457786347859,1.307678316611256,-0.9354686937884552,1.2417205887286469,2.210001073215174,-0.8472259525379622,-0.8539100203199175,1.7001263915601448,0.9802126834716239,3.423860010064631,0.24283579360999683,1.0376408905011631,-0.7659462736347086,-0.3421550761566507,1.5094101521627026,0.5502492699932834,1.2064752642230914,-0.8321505809386817,-0.7380194872991034
SIDM00538,1.4591761670847558,1.468680225619183,1.6163134300512947,1.0522464055738334,1.5737328133922186,-0.8028114530788808,-0.585074009118088,-0.32823852759434285,-0.5596915079356499,-0.8363034253461356,-0.6195753315770527,-0.9178553751480719,2.7981224207409148,1.1578228113892832,-0.9064564380634971,1.1913277039737455,-1.0108754779547011,1.409658229178303,1.5897430234173755,-0.8886436999842573,-0.8591093733023569,1.9233775490402436,1.5550749894841736,3.3773608010753895,0.13612282838704357,-0.7696551313614253,-0.7402514867397562,0.006335299721164802,0.717807794748437,0.7980336237322758,1.3613943534549438,-0.7846326808621624,-0.8022238134647427
SIDM01140,1.6515132260925227,2.037950270991945,1.7788551991669372,2.2938569294763136,2.0162062998981165,-0.8483731392498964,-0.2030092154244857,0.0857183419153435,1.578335522281874,-0.8587029637890891,-0.6602422529942868,-0.7431331435009901,3.5806252745877214,1.8552019546730947,-0.9398312575978243,1.825581581279777,0.8174767726690411,1.930064314037466,1.7218439990954806,-0.9524176580933292,-0.9292927851534936,1.583107175504015,0.8427009225244441,3.0095964180557435,0.2062560991034397,1.2956886531518186,-0.6641580918729129,0.298945020079216,0.7747045468131152,0.055852079700434626,1.131358586831167,-0.8984943401529691,-1.0081949738582607
SIDM00101,1.1306706563533273,1.3330871767825774,1.6826692092598725,1.5560216781594236,1.6456780058307696,-0.8594615214037914,-0.7733568319054287,-0.1610489299427054,-0.5966505553703658,-0.53736597772825,-0.5891862630506792,-0.8404104112138181,3.4518388754419997,1.7846695651351079,-1.0139316445704538,1.5828045860665527,-0.891643514068362,1.6858657651590645,1.6918937143278616,-0.8861706233630852,-0.964407397834685,1.0147093079290919,1.2413276467251293,3.275267375990224,0.45632401011833473,0.5761082005650695,0.06617191272383953,-0.43816875004187983,0.7650950484431295,0.3059610236748784,0.6356383131258921,-0.8537037063098396,-0.8090696648272853
SIDM00114,1.6250538006818511,1.3217222583540689,2.1069472432162617,1.282796837822944,1.4924231849195182,-0.839831897939285,-0.8074846866347043,-0.26599182259867027,-0.6047290496139526,-0.9108338745320479,-0.7102267076452142,-0.7567608633082524,3.0576055039913306,1.814954710045461,-0.9474503239834449,1.5745753291210693,-1.0700568888690283,1.3068527757430217,1.144799217844152,-0.9339046130067307,-0.9143130666132078,1.5418360790767187,1.5150143004579664,3.030462319873845,-0.03841093928003809,0.7692038339634847,-0.7321081373652799,-0.16245532312751548,-0.7457262496834072,0.358542357942734,0.7675950216530746,-0.8257774906073745,-0.8429211861851683
SIDM00102,1.3923322867776118,1.7779798888209672,1.5963264686009695,1.5588842484509886,1.4651482939877984,-0.8041810817333813,-0.5281892830322179,-0.4225434466322702,-0.6074263028917655,-0.0653818692427648,-0.4646516798728862,-0.7155129384352185,3.232598242560841,1.2806148349051032,-0.8916383432968106,1.6542102576558682,-0.9784598851174812,1.3679903167369691,1.5348570286541707,-0.9430939026814886,-0.8974983068301026,1.3238472282245832,1.519953528947652,3.1861247033975104,0.2667372139410219,0.7510943245628812,-0.7878125005409928,-0.5270413166772547,-0.2844512230749617,0.559278209993125,0.5686831966441732,-0.7484937263967081,-0.9685904530180229
SIDM01122,1.3361681843774162,1.9014395490556837,1.5978334921770292,1.8382967135566477,2.1564595371397086,-0.8714695971979419,-0.27550021477955483,-0.19332767163521514,-0.07310711445066456,-0.9071065738972327,-0.602928565321128,-0.6782108179520451,3.335026525845157,1.6647564095144005,-0.8704838186242421,-0.1684721418111874,2.0170316939401367,1.255117769018651,2.116306831977429,-0.8465551854605058,-0.9100251326396827,1.6094930622979446,1.4409097880965807,3.28988269324716,0.01350227454524506,1.5574921088336307,-0.8823001006988184,0.08025921190802289,1.0614144867092583,0.2561724725352028,0.9821090610012997,-0.8846144853515304,-0.7710158347839525
SIDM00261,1.872709359091993,2.030498761012152,1.1556116098036762,1.4457204813764453,2.2517201362848,-0.9076250180812863,-0.6024868250270542,0.6381025949903477,-0.6086059162322154,-0.971579548911822,-0.8588484738087704,-0.9051502546517133,3.656984220961588,1.8279032228703773,-1.0174005890616178,1.4545614597401049,-0.2891366474378996,1.503163930500112,1.7449666017493337,-0.9559530234387315,-0.9226114591518356,1.6373474353221256,1.5084894735826695,3.057803538888916,0.24290571159640548,0.7116910569426987,-0.7378261652094948,0.06473689660400928,-0.7585238967698065,1.347547439001844,0.6686401125077311,-0.8512766542991395,-1.0047663337332668
SIDM00154,1.2592552213351573,1.0347869922104076,2.4244656925310415,1.0838313442230072,1.8756528738082465,-0.7955874372188708,-0.8079160666479255,-0.09317886620806143,-0.5660081758093796,-0.7551898489972882,-0.747126872496702,-0.7418210354873651,3.335546826570275,1.4011076511005838,-0.9311720345656078,1.7367296864435107,-1.015157608091576,1.3327870008622391,1.1318089739495707,-0.968287467522823,-0.8810687250140844,1.6417572839401453,1.308906338004716,3.522361987869026,0.23124598772870075,1.2616564215241746,-0.9420029873037082,-0.557543947040296,0.6535002238185832,0.901482187010506,1.0506128129266485,-0.831394153983664,-0.8093567937758508
SIDM00104,1.5565575345918425,1.857220928842292,1.7724442705483543,1.5675347733759901,1.4037745625823843,-0.8691933937631235,-0.5807357792923368,-0.531970405305939,-0.550356583929197,-0.6349100303596251,-0.6349269722142508,-0.7494245674339911,3.4556749089450127,1.8197524795915825,-0.948904385944197,1.5555664391865651,1.2809563309374694,1.818873399136719,1.7313047975838527,-0.8487868639677936,-0.9383513468312296,1.2761434317122278,1.5584714260320411,3.325195345852141,0.3024744556134911,0.8828495341144541,-0.8280522043178021,-0.6171131177740553,1.556592484043573,0.4664275479347339,0.9759073304243107,-0.8255740710835779,-0.8372224178790199
SIDM00267,1.2030517569644203,1.6964161488599816,1.4266061931521559,2.116117832112032,2.0305066937884715,-0.8300813704598194,-0.5787659258019329,0.021991237899301387,-0.6076196091821364,-0.035722541780201435,-0.6003742440590071,-0.8569950692920478,1.2024005671172182,1.2558513629182166,-0.9709132481049211,1.7548276286849056,-0.9019063450241313,1.3107271384569226,1.6617279767707387,-0.8785203159052215,-0.9173578144249342,1.765676709982954,1.460196815351664,3.1310631247145775,0.18415758111023348,0.9703066367290003,-0.8757370317325158,-0.32643015468298486,1.043411501372499,1.1029279088006942,1.4435272390058325,-0.8889880822591144,-0.7924740859906657
SIDM00100,2.0434633083297564,1.7664951275089258,1.6469503407157629,1.369928774412826,2.2034714942554077,-0.8242732128002754,-0.7254926559331675,-0.18512684219697448,-0.40680407241255545,-0.8488550211037059,-0.6698685207336141,-0.7098532962607229,3.4617427141401635,1.8122594008532484,-0.9779622768223784,1.7067229972563003,-0.8127646148752478,1.3987434895928743,1.1877023041543437,-0.8666240704878864,-0.9578260195300241,2.009033270806703,1.1821400144946603,3.4961316903233968,0.150253669801835,-0.39366750453297006,-0.8541666742880423,-0.2815280142191985,0.847902402061225,0.6268219873383816,0.25634912490902195,-0.8064310082416123,-0.5941939106984492
SIDM00826,1.636163160199026,0.8872412059015036,1.4377938494091493,1.598251032839869,1.3656973159882249,-0.7715992442461748,-0.6356423858553318,-0.41301927368245567,-0.6184401136748512,-0.8977197546786854,-0.6995799859059386,-0.8222560986611888,-0.2463535023815253,1.9275136874300045,-0.8769738874335103,1.555578271753992,-0.9534589987359987,1.3267852241799556,2.4090339224678883,-0.9506247741857553,-0.7747917599700184,1.1073913671614115,1.372668905746092,2.875797284218084,0.06071060266387718,-0.753433181982004,-0.7586786324038749,0.4998795502996016,-0.014721435894423414,0.8946596541346621,2.02508885107723,-0.812477111224659,-1.01763314734304
SIDM00310,0.9780941541906208,2.087429453088759,1.9242446862437304,1.5906801712728613,1.8621542636528778,-0.6777275548615236,-0.7087828318126908,0.015548195659163216,-0.23833734576156626,-0.35222007727107013,-0.8150607398556169,-0.6158420453528235,3.5575908752465715,1.2897567682349993,-0.9372197533344352,1.9258781035599717,-0.9477760974941998,1.4644317220278953,1.1808498309381006,-0.9184119367038407,-0.8998251564723047,1.6791867078442229,1.318453436979197,3.6150330456312094,0.16606955657014955,0.37247135948934057,-0.7417638239044317,-0.6255189150854638,-0.3595530280000229,0.7514141673848888,0.857777078396592,-0.8060703907755794,-0.9011085304094101
SIDM00482,1.7599440655396847,1.9725964700377634,1.6798387228883125,2.029645926458414,2.4326645876077273,-0.8192146772831346,-0.6887059635368102,-0.1531257140916418,-0.6308805923846482,-0.5437016153445032,1.632830902534074,-0.6684816578215886,3.5498790782873413,1.9309721827365978,-0.7729547838640999,1.5758904842232921,-0.7768073586631603,1.9267682362695007,2.1250670612096276,-0.789443108273387,-0.8631389015849579,1.4821133740938042,1.662088318873994,3.3351018688143697,0.24072385163472762,-0.8354135839769548,-0.6753271950137493,-0.4522441916933853,2.3955820155480305,1.3605909726076488,1.0741952716462353,-0.8550120870176691,-0.7505589275322496
SIDM01247,2.0401077931504075,1.3776199712131765,0.526020425282238,1.142179169245182,2.155022583425559,-0.8278106278309391,-0.6043814453123841,-0.4290017650010555,-0.23027082321241493,-0.7567968242554234,-0.5027690679575466,-0.7751076653506981,3.3227136055718867,2.209044222204897,-0.9458631970669502,1.4821330045798367,-0.9624197946166672,2.043655372985824,1.8816310868751138,-0.8706298048241732,-0.8388777090188606,0.9205010432960398,1.7432149079227015,3.137228967146577,0.30493803072382963,1.1730300650522378,-0.7922132117627431,0.20878342073940753,1.455188553470843,0.808323475742746,-0.15444764452114643,-0.7915962772611496,-0.8392033404037875
SIDM00817,1.4243418089296551,1.3278106212596057,1.1572210504581137,1.8793447896120559,2.054941829342755,-0.7700190228329087,-0.24120862794720188,-0.3771993931515907,0.3524194946874138,-0.7575148472110758,-0.01790686552626232,-0.51728526862561,3.5626031960382574,1.729973862498105,-0.9200881443638773,1.4925411062314151,-0.981613688311401,1.6606265696240667,1.8915752242581814,-0.8392769302698779,-0.797774825337754,1.7901405157426604,1.5988532923782086,3.6693408365058153,0.34083629793733206,-0.6140632957967278,-0.8578519987919117,-0.3832123156654122,-0.25002094183624946,0.6056273709382787,0.7497503809664136,-0.8498667394262998,-0.7510336102028758
SIDM00448,1.7104090849567617,2.11397729980947,1.9224406546289685,2.3539665866214836,2.271182932477811,-0.9182022385933111,-0.7037401378455846,-0.3929846595145241,-0.5933953103785329,-0.7464904807503717,1.1932663844323104,-0.636008268063384,3.5974845467945102,1.5323710969340953,-0.9067010502791706,2.4074386268832244,-0.8539884943132136,2.101642366927667,1.8694429612525827,-0.7826501782377294,-0.7424591746912798,0.724736170365519,1.546758507323452,3.318468894064556,0.31980253573576467,-0.4756004407436889,-0.863482994327877,-0.2690469799613653,1.9758475955396404,1.042703156839525,0.4188281587620851,-0.8015151807224925,-0.7919163182185663
SIDM00086,1.5567243689892107,1.974497155618475,1.3993955318175682,1.4777760285214065,2.2168421528625792,-0.8532101267027461,-0.49779516968694987,-0.4420666793544231,0.27654528582440047,-0.8474038277629671,1.2219285221967093,-0.44821580182639764,3.254901207202924,1.4763863079247033,-0.7615229857269337,1.0541461634285874,-0.9778815134302017,1.8295343447616381,1.2413049154658584,-0.8293541069223562,-0.9168826248113134,1.526489543459159,1.2031099978040019,3.6097901326031128,0.2522591053270087,0.4382700471940028,-0.7760093477513247,-0.3030701010109118,0.5112136078517403,0.6906736253002114,0.6561127393366867,-0.8561878095003946,-0.7457077592441022
SIDM00466,0.7230922735936579,0.6875656178500364,1.6150484757826877,0.9626354291774145,1.7146980038930382,-0.6580145172700945,-0.7124373451424393,-0.48935452111798133,-0.2195193778687999,-0.919652931537982,0.4186777547775848,-0.809296230983804,3.2420264351768333,1.70046159703249,-0.9303926465189901,1.249010464085762,-1.0261018494791716,1.794372041466754,0.765219617671239,-0.8392846284744696,-0.9165924093854243,1.645813902516953,1.5155246328190806,2.8723231683845905,0.547618549541962,1.7154973279802797,-0.8662228604854729,-0.4577231950026904,0.48157554462641283,0.2908937206528694,0.5012113062236055,-0.8660147888040034,-0.7555390349318366
