,PDHB,VARS2,IARS2,PDHA1,PDHA2,LARS2,BCAT1,BCAT2
SIDM00623,2.4768603190952763,0.23648362668790884,1.9692591365675924,2.006973921939664,-0.7631337781384633,0.8252948373953465,0.6919681434611376,1.4461095777658055
SIDM00638,2.1762087394250456,-0.40677286767132836,2.366473346641402,2.262587294666504,-0.6978168968679356,0.26490407318000675,-0.7872582335303073,1.2597189385538328
SIDM00527,2.327193745342524,-0.4248121851946817,2.2272771606956256,2.0222121857709654,-0.784474235203912,0.70142147062862,0.3517832109769261,1.333053324112973
SIDM00976,2.253829526806706,-0.3410709186728416,2.427589211111657,2.0750302310425766,-0.855303249985593,0.26016637930081576,-0.7884293943604008,1.3724406452451965
SIDM00316,2.613568676137414,-0.2955042483466321,2.1986028036871006,1.9463283377648963,-0.756582626186295,0.8105663743438303,0.4030454305629804,1.4976761578189133
SIDM00326,2.621026780738091,-0.38276618202849394,1.8660175376855084,2.163309882865056,-0.7583985925354629,0.5672455668005971,0.003451747699277693,1.7655390226606824
SIDM01093,2.3832522538103125,-0.25581288917706957,2.359796733496591,2.2444429301415036,-0.828019593204592,0.9149531056747388,-0.7938549526123692,1.6987849062215765
SIDM01098,2.778923137319742,-0.2403585734182051,2.328487857041828,2.076034193422793,-0.8609739435597007,1.1397545319467466,-0.06315037377256531,1.7578580286472731
SIDM00424,2.444563859779393,-0.04235683392768777,2.0075762641859214,1.8645261066690588,-0.5956596760341438,0.9994758988420115,1.4136342263760555,1.5521209067402963
SIDM00973,2.3098438926688076,-0.2898058023546062,2.0922581259427813,2.0751614250609576,-0.8143804407933392,0.6003980009009904,-0.7791632554292692,1.1880942318527807
SIDM00411,2.1534152782368317,-0.4288452246984105,2.1546724148167495,1.9965508611662934,-0.6627883093881408,0.4492579985561473,0.6703849989141019,1.0703722399542266
SIDM00374,2.271566243230389,0.533152065791221,2.21061123480729,2.254013204686687,-0.7907424505343046,0.6827237077687935,1.1676983636282825,1.5091140300096995
SIDM01160,2.1013726424485544,-0.34433388089487466,2.2949412239511173,2.0347241819860824,-0.7731461448066996,0.7166745096305382,0.9233985419483473,2.5938401690715795
SIDM00145,2.462722323367238,0.06828989230232156,1.8840184638289352,2.0422382269088173,-0.6340919070628437,0.833490084669695,0.8861926220818312,1.5357228923034931
SIDM00975,2.286374876737556,-0.3177887587343421,2.509214893674421,1.8947878646239094,-0.7738204945361242,0.7106450266568484,-0.7792921093632924,0.8625348420520057
SIDM00971,2.4753164423891914,0.0573645601886097,2.6958094731176607,1.958513693917788,-0.7833977369754814,0.8026964102298763,-0.7649097221905973,2.0765374661572675
SIDM00251,2.5381756507948774,-0.379627066316841,2.2610826562519115,2.4643767112848827,-0.7931540127709297,1.067691602965092,-0.727138974346124,2.0281305412984594
SIDM00412,2.6826762527835757,0.18825208160743717,2.1817172793081476,2.1754520811597287,-0.7608020024978296,0.8984146873232494,1.0481807250646737,1.6934727776614498
SIDM00023,1.9969636938738249,-0.2122491208085207,2.402501235678944,1.9673467345342233,-0.8912791926014986,0.5704802873161016,-0.08950276606469985,1.4653507986968244
SIDM01198,1.9673364128538045,0.19944893938247485,2.0646061152860997,2.331593467285319,-0.7047652724546696,0.7542341887682573,0.8084699615083527,2.0424476266175478
SIDM00441,2.3141983553708405,0.09217379621224764,2.068061490589823,1.9737485393247012,-0.711462479446393,0.8340039421971187,0.1572308876894656,1.1289626566476474
SIDM00388,2.217770742882672,0.40016754841638147,2.111568724103847,2.360674756778284,-0.7493590305486243,0.4202231030739879,1.1557011355433855,1.478676610994291
SIDM00417,2.28670188048633,-0.3101827428856093,2.2097403782650575,1.8337214759785838,-0.7686717844311729,0.619770538606616,-0.21782454328351578,1.7783897387181615
SIDM00416,2.5209872289399438,0.32376010731615157,2.4299162541444748,2.2970959899970156,-0.6614754756115787,0.4628069400377067,1.3972554848664454,1.3897867332056815
SIDM00974,2.6078357581111407,0.3624894171114552,1.8846589306923465,1.8624443512151196,-0.7957135283999603,1.1925044319362434,-0.7067070068982689,1.3224750540787953
SIDM00833,1.97242545283686,-0.09070350384018347,2.337140174635283,2.0849836824557944,-0.7916499754039376,0.057224867802043194,-0.7348430803279914,1.4848754693982897
SIDM00562,2.8591211098915004,-0.22076336014763423,2.483385195092543,2.317127252062018,-0.7319606246115453,0.9116020686315532,-0.6851634616627712,2.0918708644871944
SIDM01102,2.1615754723781615,0.4903517801747307,1.9950841534873145,2.4057554371383563,-0.7449699602477553,0.4760057245280871,0.909916589222005,1.898307140225079
SIDM00418,2.6290357773718904,-0.353628342415713,2.4170743414908937,2.20579519966972,-0.7530363440183387,0.6700797715899107,-0.18573981904773043,1.3962427387793568
SIDM00841,2.5994670485911837,-0.12876733304850668,2.179890017812183,2.514781740448634,-0.7875878714011973,1.0365977449525021,-0.7167540068715148,1.829396170517127
SIDM00260,1.939137310215528,-0.24390036181040137,2.1768658309495885,1.9953240316693064,-0.6718625529340724,-0.3040968517242856,-0.5706209501744622,1.6003623933233786
SIDM00111,2.3715870392798366,-0.3206416757764561,2.034198448979057,2.7342044489399195,-0.7770533923869724,0.4451480528481039,0.7680374326979685,1.2273067140470362
SIDM01179,2.131469913767728,-0.16929414331968928,2.478609074426583,2.2863537625872543,-0.8279939904715647,0.3306214656959962,-0.5713580370928009,1.590641766564053
SIDM00351,2.0433086137345366,-0.4811429774642869,2.4432248251898434,1.9591251333462096,-0.7430932917080809,0.620286668924614,-0.08248088754650952,1.4370845189512895
SIDM01205,2.6533867172057577,0.5020141961843908,2.5803127133514363,2.5798042044145792,-0.7633744615146393,0.8411607030700865,-0.24701527417506045,1.6313136070958734
SIDM01095,2.191695355030533,-0.2388570245781043,2.1485459402397065,2.396769792699133,-0.8395348499078259,0.7135296134136986,1.570181993878301,1.730092405498609
SIDM01159,2.4835077583402314,-0.25420413452238777,2.1527021146196716,2.0360628907682874,-0.8041738453048078,0.4870005626653464,-0.15805599212461618,1.3078000363071898
SIDM01183,2.2319319808854154,-0.24789020812759466,2.4759765120049,2.185271068045393,-0.8458564382106503,0.5451170893873589,1.1127919137972901,1.6071049170860836
SIDM00328,2.3703184571608014,0.23362121117006465,2.2534007753975103,1.7780733672393423,-0.7085733716237903,0.446998271711368,0.38804512460742685,1.9827196437844519
SIDM00389,2.447875000796573,0.059435653645207205,2.294605755211952,2.240601986028356,-0.597007792738942,0.9140865929916182,1.076005070326664,1.657977296299767
SIDM00489,2.1161018120982185,0.1802096632627435,2.328390927064631,1.8820225855577877,-0.8326633097334498,0.38233950365860436,-0.12840104914213618,1.6133708198976795
SIDM00953,1.9938850795633223,0.4445598822048265,1.8132864314621646,2.462565839759925,-0.8273656436235409,-0.05081062824703332,0.3822762652310516,1.4276878409467026
SIDM01245,2.4966335263871646,0.37569191038172745,1.8013223202228321,2.132365141698876,-0.6415907158176104,0.8543314176338338,0.0038670791545491563,1.6153012157429885
SIDM00929,2.1985679639198437,-0.30562809123542367,1.4434072404567282,1.8134265393216293,-0.7367610320779968,0.007562055609070338,0.7399227300253041,1.2744828023666357
SIDM00732,2.5673606005358467,-0.4599395387535052,2.123737401916049,1.6543100311226466,-0.8214902241901407,0.44452255642268473,0.9052646908291362,2.022604778957097
SIDM01047,2.3278029999887186,0.14610992083143431,1.9798340468450406,1.6776073023887097,-0.6376113046961065,0.892671194226292,0.3661778201116755,1.7359225957234736
SIDM01229,1.7733611346297393,0.24449094892476725,2.2062731451274633,2.079265373192769,-0.8064825820075457,0.09376946435212695,0.09646770024933253,1.8519921353489863
SIDM00540,1.5859237308219098,-0.3804019354851353,1.9973481991941453,1.7810760146032736,-0.7354237870658806,0.06973628247169156,-0.6271719951631948,1.0912455544570177
SIDM00264,2.3171623588104726,-0.22790294489691035,2.386235131880837,1.728047182985084,-0.7141357669109953,0.6189734615696466,0.3694897173181554,1.3348225049088276
SIDM00842,2.6905154054637466,-0.2670652179446047,2.190109540696472,2.5565024558475438,-0.7647147077000076,0.4346775912639642,-0.6901936004082102,1.8689866259524501
SIDM00923,2.1788063690986528,-0.3571563955536382,1.962602973286934,2.179523797398456,-0.7459005259756335,0.47359791152061526,0.717770431160246,1.696704155137394
SIDM00120,2.1497990294638307,0.7833029285557724,2.427387640442625,1.7172082983272778,-0.8402127148950509,0.659886850192566,0.2898657362157919,1.3126088479809113
SIDM00900,2.072741779973243,-0.21958719381934313,1.8127016275476893,2.2347719196696483,-0.7752138636081913,0.43067096149569956,0.9416496893928675,1.5887633556771819
SIDM00962,2.397405667897578,0.004447061790214086,2.2632065504248726,2.0828420895918778,-0.7236291741750779,0.8398538163218875,0.999096126399743,1.5476370912324482
SIDM00889,2.5618387522669104,0.21633513331198787,2.3062175775890084,2.2474380309770687,-0.7535913168632287,1.1184384264901548,-0.017913891957283753,2.262061928849072
SIDM00864,1.9410755967494473,-0.3766015572820756,2.1969239411028836,1.7166070381947607,-0.8942260976253994,0.37460557855807713,-0.8695114205811154,1.6376068223140905
SIDM00233,2.62451430330077,-0.026862998942274608,2.033908632113524,2.0194048477694557,-0.6920626971286924,0.6859989071536416,0.7765391314685445,1.8242848681117239
SIDM01233,2.559370140342297,-0.36204145803810955,2.4465374756042904,1.9836056062712761,-0.8185430989996054,0.735651390688028,0.9778448812071672,1.8556731417204855
SIDM00964,1.9116924022699224,-0.3648553146547988,1.9209724656219775,1.9909951475380638,-0.9074025768450803,0.19748952002675774,-0.6618908674490512,1.6068830479482188
SIDM00196,2.4095994342755622,-0.26851786701044655,2.1824978949451324,2.5477202787326627,-0.7673770643408871,0.49382865239162077,0.6909358728792918,1.3928633484273798
SIDM00287,2.3268432942389543,-0.09509064512032435,2.3352008119090066,2.0589514199174372,-0.7398966659161005,0.5152570772332551,0.705189507337522,1.2034220007311687
SIDM00501,2.2190084367299634,-0.46281389231276016,2.18367006099323,2.3094356062642922,-0.7683434788533037,0.31122965363387295,0.09811228765955417,1.7107118663394731
SIDM01237,2.515586184273084,0.33138107505625064,2.37963933168191,1.7701202768154218,-0.8132034660876051,1.0131145450290244,-0.13110977977486954,0.00408175149995987
SIDM01228,2.1501384250941777,-0.2474120450748999,2.3604117614302895,1.6392289482102795,-0.6468685675878716,0.8795479224593209,-0.058627488154721345,1.3262700973644488
SIDM00935,2.0491282265015753,-0.425254811828787,1.9313724218775192,1.6467276154145067,-0.7729335058341305,-0.07173219396435422,0.1810951265469741,1.847913683426216
SIDM00954,2.160688780763103,-0.07479265516988251,2.3972232282713573,2.144096136137043,-0.7295196112008957,0.7315486913951308,-0.8819871395431607,1.3598386327596776
SIDM00951,2.5973700188465965,-0.09411892373847548,2.0721441607773436,2.100273552545415,-0.7927521088916922,0.9056946250376777,0.6189424794853278,1.1642681828992305
SIDM00948,1.9984843604932139,0.2166879756835982,1.9334077864118409,1.9766034838448374,-0.8270236063775251,-0.008152125877263595,1.1160085198938645,1.062642938615857
SIDM00203,2.3506776975947252,-0.08906503364802483,2.3125281419448145,2.0626200839571864,-0.8752064353767266,0.5682265831855914,0.4437352138921461,1.5545290225167783
SIDM00896,2.5093751498658627,0.13804441927732714,2.489201332152727,1.8043114173867971,-0.7057009419620066,1.1051708103570326,-0.7857760606947729,1.977118500429048
SIDM00285,2.072188953989882,-0.18209530138625968,2.135383287052144,1.9580162435907753,-0.7204923825080104,0.9198616914204392,0.7127299141779346,1.1468524916051617
SIDM00930,2.705654343414636,-0.4871289006485467,2.181003919863996,1.9694541322008488,-0.6892374945668197,0.42515657087988823,1.3862534199311067,0.8912481363723073
SIDM00205,2.037581899545604,0.09365269502514371,2.0497909132638448,2.081838076361409,-0.7854013426585166,0.030254019869758345,0.20255248758749084,1.731161550293555
SIDM00535,2.3738521020607855,-0.13378371361961128,2.327655247567052,1.8664896899541266,-0.6935936664767883,0.8880124653573973,0.5523604574192345,1.8324564869746645
SIDM01175,2.5046847797700686,-0.17305000823868047,2.170421711695683,2.202987512365624,-0.6762665740002353,0.700835805803403,-0.8606621635934515,1.5687760382559917
SIDM00832,2.636044096262656,-0.47951617581536254,2.3743665479773304,2.0521028013979694,-0.7751223033357444,0.8160229012842062,-0.9125857643766808,1.5764369546154016
SIDM00528,2.2561556902318,-0.026059630463050567,2.271977798766217,1.7137594634361724,-0.708037811305176,0.6326626698569042,-0.8366866375370265,2.073258818879629
SIDM00371,2.442848489149452,-0.3886264564883345,2.1820190052284607,2.0575683486828122,-0.7029084451610458,0.7237894898154936,0.10497102192560627,1.231815906866457
SIDM00688,3.0648232588984192,0.056454264583166776,2.3920709156111597,2.2233635915897296,-0.6753350016463361,0.9084061088367744,-0.6856926963417003,2.3466166803794772
SIDM00583,2.4705468137332525,-0.17733940026076564,2.3628362293943668,1.998992161239581,-0.7595756353107822,0.4888079479683395,-0.8024490806702306,1.4149098418218553
SIDM00188,2.0055349806596925,-0.3374882248591661,2.149662268479082,2.179040131113957,-0.8869859327112659,0.399253249132676,-0.7832597978354099,1.5773730488056588
SIDM00096,2.239100195482617,-0.23787934483244746,2.4428228201145643,1.7717100264061407,-0.7015778603382289,1.747651564786123,0.9155998968414427,1.554286249453435
SIDM00379,2.6864610182605038,-0.3755557327822615,2.0078929238120815,2.294126700271855,-0.6742978900157554,0.6016515971423385,0.696878772313105,1.4230518798713518
SIDM00381,2.3831358605330406,-0.40370299050317876,2.1147106258287267,1.8826257445542327,-0.831796725378955,0.10238565128071869,-0.3667189051662892,2.1096320799567523
SIDM00606,2.432207805255207,0.14452072042905423,2.3637281867767204,2.085733674108053,-0.7856225958938219,0.7232345221655276,0.6862885480447714,1.9997577790837249
SIDM00541,2.6265053714816498,-0.5028033834565245,2.424940505594877,2.447159862833698,-0.6511330979732189,0.3719985385559184,-0.7725650948820711,1.7936008952630516
SIDM00808,2.4185848657198323,0.2424151778651101,2.1526844919911436,2.2284145116993694,-0.7985042249506537,0.6736532386086118,0.8585563756235373,1.8719486254646691
SIDM00377,2.62238996632407,-0.37698966858203203,1.8318462530692166,2.0460770862255155,-0.8392460758943185,0.5574340753352868,0.8843784595423732,1.857433156186492
SIDM00289,2.352337628507717,-0.26547330018739246,2.0064443510349106,1.7410809435228936,-0.7238460818619828,0.491888158670766,0.7597318311726602,1.1689550742311596
SIDM00064,2.5789640659464608,-0.09035853937402209,2.141595922749109,2.450521534350281,-0.7801073513255284,0.8268899823910717,0.5275331820792674,1.5498776234831686
SIDM01097,2.424750442931584,-0.20260765972610356,1.7383525388764396,2.2880518517849153,-0.6854602025393102,0.8487493260797799,0.48699638979557835,1.4018669227826792
SIDM00350,2.1915957248956954,-0.1958976246240893,2.83939718922026,2.427280577851349,-0.8024982852189453,0.3449040922354509,-0.003280685805652629,1.5430379998087314
SIDM01163,2.330735521294033,-0.3284028333949773,2.352363991237856,2.3446221627281894,-0.8122858093630919,0.2108851169407072,-0.8750251425260467,1.49089493484497
SIDM00375,2.436653369625887,-0.2991187109194923,2.561696414767027,1.8664014361809376,-0.7714721878779977,0.038391111946870816,-0.2811799206321431,1.867781854031089
