fold	epoch	train loss	valid loss
2	1	2.422718625136729	2.0615455960108484
2	2	1.9965678639904678	1.8115829476810965
2	3	1.7867970455109858	1.6337591409683228
2	4	1.6316893152026801	1.5082014058901514
2	5	1.5419411823411135	1.5051035569032607
2	6	1.471021750556162	1.3427105873070038
2	7	1.429771794724474	1.3854523934827385
2	8	1.386488467730525	1.361924886488312
2	9	1.353230892125986	1.3210599499919353
2	10	1.328918716803966	1.3319650959452136
2	11	1.3053389062927485	1.3465187011643007
2	12	1.2798203059382645	1.297048144176979
2	13	1.2661814547994312	1.3501614538771152
2	14	1.2461181367958316	1.3310485146536293
2	15	1.228667046094353	1.2699135475210335
2	16	1.2103578580111254	1.2583418865066143
2	17	1.2003983758063406	1.2353925594138755
2	18	1.182480703852097	1.2395319707342003
2	19	1.1722750096470658	1.2259916721268251
2	20	1.1649517715576427	1.482680856643601
2	21	1.149643946638249	1.2353780606378286
2	22	1.1301925237105945	1.214934417594641
2	23	1.1217201606763334	1.225161832162189
2	24	1.1232299797857053	1.2255836155010045
2	25	1.1074358868728358	1.224532380538727
2	26	1.0991921333313754	1.235528880723547
2	27	1.0812446856934907	1.191334874944136
2	28	1.0838835602023298	1.2577387645356493
2	29	1.0737175012406548	1.2450319300489736
2	30	1.0754861118302654	1.246371758113269
2	31	1.0519878770819044	1.2251724534086372
2	32	1.0497477825597725	1.2101228496443064
2	33	1.041780820633927	1.3398878194580008
2	34	1.0433222293901692	1.2400976670132646
2	35	1.0363881246819284	1.2107296136312107
2	36	1.0336079419162507	1.2323318201281963
2	37	1.0150600662541092	1.1838992156276633
2	38	1.0092064406098158	1.2613311743478053
2	39	1.0298002260154062	1.2736369338061404
2	40	0.9882797677568704	1.2193246932451476
2	41	1.0156153212674037	1.2304927700263069
2	42	1.0072626560554956	1.2460831405884092
2	43	0.9831800563272147	1.1967261573467873
2	44	0.9917599421861807	1.1963252311148798
2	45	1.0142925384895938	1.219301609786409
2	46	0.9770127947329517	1.205291046777787
2	47	0.9771228521690821	1.2059563580187649
2	48	0.9665164694124118	1.2216488250971702
2	49	0.9723066128745441	1.188881044568568
2	50	0.9723877500327754	1.2103286361866479
2	51	0.9623311916220174	1.2147972762369508
2	52	0.9489357732700736	1.2005999151765225
2	53	0.9603623941834307	1.18643801489892
2	54	0.9428984646366743	1.2228320351791726
2	55	0.9498456733314015	1.2191161869450167
2	56	0.9475794235385946	1.216811949488058
2	57	0.9351060880826667	1.2470142963991269
2	58	0.9284033644951919	1.2286834536046327
2	59	0.9322188983948105	1.2372849830006003
2	60	0.9339538785555203	1.2329590690695422
2	61	0.9314410832328973	1.1931486796816333
2	62	0.9211019697105928	1.2350262742395435
2	63	0.9253380511436876	1.2531894706862068
2	64	0.9076343656880432	1.2221588907689394
2	65	0.9156842759552374	1.254354548368213
2	66	0.9099032527766747	1.2111814236167535
2	67	0.9105613244600836	1.2446939489040993
3	1	2.3990451017200685	2.111985945529456
3	2	1.9842616894612315	1.7497552736571549
3	3	1.7750110589551984	1.7951551062535722
3	4	1.636258081063047	1.5044547803565482
3	5	1.5471047580985118	1.489106731724653
3	6	1.4830162402947935	1.4080496488495424
3	7	1.432753232741001	1.3938217186755653
3	8	1.3911027047928433	1.3952019836498082
3	9	1.355814737611187	1.326404100505884
3	10	1.327881304684249	1.3277813536165424
3	11	1.315460090997663	1.4096250226351328
3	12	1.284866982211921	1.2847511417598931
3	13	1.2701327976904386	1.3234920183243735
3	14	1.2421615520394083	1.2895159324368846
3	15	1.228044792644269	1.2556046193687493
3	16	1.2076895229179887	1.2394638607002768
3	17	1.200596928320882	1.2547344939803389
3	18	1.195817608609466	1.268463705528514
3	19	1.188945829233205	1.2472590687903256
3	20	1.1489148415568176	1.2510871801135341
3	21	1.139536687706578	1.2368363172138641
3	22	1.1373542257950495	1.2262490724183162
3	23	1.1274799108744913	1.2253838319210368
3	24	1.1167905215019676	1.2347762457730538
3	25	1.0984947995747434	1.2013353382637355
3	26	1.103777449558574	1.2120969220188982
3	27	1.0955185264313034	1.2154553487412767
3	28	1.076478770664048	1.2377580036325144
3	29	1.075046065513226	1.260605678016098
3	30	1.0602750874543507	1.2097691430942246
3	31	1.0545948172219557	1.217236663245122
3	32	1.0598933274697049	1.2379206934345328
3	33	1.0484154794678229	1.2370125270492334
3	34	1.045862794150106	1.2022871579504186
3	35	1.047751586001994	1.1947823102293462
3	36	1.020009772301583	1.2170472758341353
3	37	1.0084914264306994	1.2144696200367346
3	38	1.0174717006191558	1.2026720308439827
3	39	1.0087389297211176	1.2405402000845553
3	40	1.0111546282385744	1.2312564677710138
3	41	1.0087102577539635	1.2174465467998696
3	42	1.0027938876398415	1.2088187859807205
3	43	0.9946354730185802	1.2171306443343524
3	44	0.981992447279187	1.2192929723848074
3	45	0.9914390222706083	1.2310999744850806
3	46	1.0155616916826944	1.1914818933509317
3	47	0.9830635647050914	1.2071805556543467
3	48	0.9741887631764314	1.3387220182358572
3	49	0.9930337545955138	1.194918913961748
3	50	0.9592481352475737	1.2441783997126004
3	51	0.9686693569407867	1.2070170364440134
3	52	0.9690132319783417	1.21436117379674
3	53	0.9596186932019072	1.208130974524288
3	54	0.9629131382159742	1.2045089957516115
3	55	0.9579051327144568	1.1896341070801772
3	56	0.9579196479793145	1.2203826172687517
3	57	0.9489270753178867	1.195723337602099
3	58	0.9521485181472173	1.193958052659293
3	59	0.9289772570924103	1.1945534985418353
3	60	0.964147132973044	1.2183073582632016
3	61	0.9370392269047092	1.2344032932704967
3	62	0.9531637158051618	1.2664620751508306
3	63	0.9334031577612628	1.2312985955592957
3	64	1.0086155549848133	1.200547644807974
3	65	0.9222466262723242	1.2616864675218877
3	66	0.9379575298428775	1.1964395659494917
3	67	0.9266083333618822	1.1873454929258849
3	68	0.9266394701141116	1.2033455902273473
3	69	0.9213076528411914	1.2118909044816606
3	70	0.9251346652424858	1.240377327810556
3	71	0.9172773411056341	1.221186250125458
3	72	0.915766220196788	1.2113198802574447
3	73	0.9095739591035394	1.2000238376834331
3	74	0.9025311023655981	1.1961901948555282
3	75	0.9086651291457055	1.223066582468873
3	76	0.9192567831380903	1.252259151815077
3	77	0.907001129536922	1.2032501611468593
3	78	0.9029196978909546	1.270540398811175
3	79	0.8941632379692723	1.2463575956623476
3	80	0.8965456387246044	1.219932343124913
3	81	0.8910284157277687	1.236410184457414
3	82	0.9056326492236808	1.2472302218636881
3	83	0.8971640677889715	1.268647876457187
3	84	0.8845613773659046	1.2789693055170108
3	85	0.8868783340067762	1.2323234860217098
3	86	0.897656297355375	1.2368245617577316
3	87	0.888963429346399	1.2456592224565224
3	88	0.8888062151095739	1.2117390641236563
3	89	0.8821872396190147	1.2594650936470995
3	90	0.8880036809883494	1.2236065079158824
3	91	0.8754791396182849	1.2684286105503675
3	92	0.8841484385678506	1.2565516706838504
3	93	0.8681996855862322	1.2498163953154526
3	94	0.8642061164892482	1.2343514436849188
3	95	0.8676454680101144	1.250024671911763
3	96	0.8702309144084885	1.239281219911059
3	97	0.8542759075407336	1.2862344711265838
4	1	2.4066659680896847	2.147779101283972
4	2	2.0135499191993587	1.7815433927821769
4	3	1.785820494371099	1.6960696005649085
4	4	1.6467882193951517	1.5103311921715306
4	5	1.5537314610065205	1.4888564982999533
4	6	1.4896070578034066	1.4212399243447755
4	7	1.4339501669620671	1.4456839075157357
4	8	1.3988935064732622	1.4034891096263156
4	9	1.3583295828710371	1.3598041048118783
4	10	1.3443998814012614	1.3117283669834963
4	11	1.3173095777804562	1.300470599628958
4	12	1.2822783067013588	1.3280609551319578
4	13	1.2678261030065423	1.2788736660988322
4	14	1.2484919978856177	1.3010985545733345
4	15	1.2301425758762727	1.3153414309885527
4	16	1.2185415404361561	1.2553241926410137
4	17	1.2158077487180547	1.304707696506693
4	18	1.186576369420371	1.2780051870466569
4	19	1.177225685977629	1.2860210785366568
4	20	1.1628496062338567	1.2645446916349528
4	21	1.1503296838642652	1.296333426602911
4	22	1.1387838914684854	1.256772160099732
4	23	1.1416923864495576	1.2588946102758607
4	24	1.1170644105966665	1.2665479783547053
4	25	1.117955898634631	1.276309700218779
4	26	1.103020587047037	1.2312160155833414
4	27	1.0908967999027683	1.240593354194173
4	28	1.0964619185869886	1.2436200298557212
4	29	1.0683953919634073	1.23632329508716
4	30	1.0741986348823607	1.2123388658792102
4	31	1.0576275742504555	1.2392889617367342
4	32	1.0633284118360529	1.2166930316587647
4	33	1.0430608548143085	1.202744153002109
4	34	1.0433794147981714	1.2065232835091408
4	35	1.046775297390969	1.2228141839108313
4	36	1.0304937225342947	1.2630243053935495
4	37	1.0420168122949973	1.2031536223871182
4	38	1.020238562681419	1.2372481495895111
4	39	1.0208130459805593	1.2586009319508549
4	40	1.0103726422014991	1.2221686745378515
4	41	1.0127019975671434	1.2120019392201187
4	42	0.9950871960820565	1.2305101481155367
4	43	0.993390994135232	1.2398976388821104
4	44	0.9925129076995474	1.2285973127353063
4	45	0.9934557678472291	1.1966123529289603
4	46	0.9870010335784769	1.2298318074498367
4	47	0.9740629582746373	1.231907058278576
4	48	0.9861850746554163	1.1962945087937242
4	49	0.9885695228434779	1.268041378754571
4	50	0.9935690274931697	1.2282105981227722
4	51	0.972695247291512	1.2384108259789781
4	52	0.9761710973523159	1.215817282991719
4	53	0.969532756445683	1.2478907144887352
4	54	0.960145035372904	1.218485895477047
4	55	0.9452848904790483	1.257051850053808
4	56	0.9875971705596227	1.2221435228840107
4	57	0.9563660320504199	1.2160855933001755
4	58	0.9561411391121343	1.2170463222674084
4	59	0.9425499622762851	1.2572807663184211
4	60	0.9552170369799567	1.2370076553916243
4	61	0.9557086147658548	1.2262645916818282
4	62	0.9305284644256503	1.2315815253593432
4	63	0.9346943625878463	1.267956110114225
4	64	0.9573300897739573	1.2605145917902785
4	65	0.9134820775785358	1.2303066744270739
4	66	0.9381862135958279	1.3859129847171936
4	67	0.926284380931187	1.2090374952188898
4	68	0.9324525054626596	1.226742152595348
4	69	0.9304689720398842	1.2227665714193336
4	70	0.9214214047946554	1.2374850162960562
4	71	0.9123973454343874	1.2167425857123915
4	72	0.9193080273267012	1.2765573994777693
4	73	0.9117572561631396	1.2267913961453558
4	74	0.9014494525509088	1.2454881741251755
4	75	0.9108303642603687	1.2157156421174211
4	76	0.9021844556880946	1.2425258394182803
4	77	0.9024184671783716	1.2173497224972998
4	78	0.9085189055248489	1.258639469151032
5	1	2.3912690205175235	2.085720590736031
5	2	1.9925079343066812	1.8446289569892609
5	3	1.773576371153052	1.717672890274103
5	4	1.6152454263290632	1.5402917089445065
5	5	1.5231508405083003	1.482651256266914
5	6	1.458953603341199	1.3763359137390494
5	7	1.419242823560122	1.3571144891129503
5	8	1.3858134012098624	1.3281982698165122
5	9	1.3405280505911048	1.3536276750616218
5	10	1.3189904173071432	1.3135818438839826
5	11	1.2913317176223904	1.311326321281681
5	12	1.2773601947705047	1.2794334436581885
5	13	1.249979587913662	1.289163183219166
5	14	1.2384868412550838	1.359850109053863
5	15	1.2150669107846481	1.2938218874191119
5	16	1.1997733450362515	1.2859211118643035
5	17	1.1912750281815938	1.2706040589387666
5	18	1.1801257817127833	1.3518517202418634
5	19	1.1557812003855443	1.2942764167320857
5	20	1.1584249665615403	1.2418524345335977
5	21	1.1402807291799346	1.2276620191357197
5	22	1.1395947838649243	1.2539341568086122
5	23	1.1210596681503968	1.2489716490253215
5	24	1.1073788616687934	1.2627378624699177
5	25	1.109253021467149	1.2154107052926983
5	26	1.0969394474898087	1.2559180429696175
5	27	1.0804543892662353	1.2120281833388744
5	28	1.0680575422436347	1.2632707536005372
5	29	1.0702845286690283	1.2391979979478926
5	30	1.0632636017069839	1.2120122459821323
5	31	1.0504796772919651	1.1922120765012953
5	32	1.0432162951838313	1.2121710567482973
5	33	1.0322774174609335	1.241180817035131
5	34	1.0413987861132115	1.228863944430644
5	35	1.0223375981861584	1.2582460121127241
5	36	1.029167837079481	1.2351167735640323
5	37	1.0175898873187665	1.231284540160038
5	38	1.0116493496781715	1.20837075830797
5	39	1.0055129452910727	1.2015951348986436
5	40	0.9930328634976862	1.2047214375721418
5	41	0.9939566130709063	1.2399704924344155
5	42	0.9939083763764094	1.2194415038243098
5	43	1.0054915847191621	1.1832098974863114
5	44	0.9775969473338769	1.2390406451285532
5	45	0.9799202196464799	1.2336011604281538
5	46	0.9658056149460678	1.253520005661658
5	47	0.9608460249290152	1.2341672125060636
5	48	0.9857952272527708	1.2149303514604535
5	49	0.979482656508792	1.1923702208574067
5	50	0.9777794484877423	1.2446847353601282
5	51	0.9619726022779582	1.21062128530943
5	52	0.9580720079486802	1.1998143456472816
5	53	0.9565203682960254	1.2288979244576463
5	54	0.9378309651316531	1.2470092508767057
5	55	0.9573846282156586	1.247110237498576
5	56	0.947296286736524	1.2522012292262878
5	57	0.9665299129380631	1.2111459202284418
5	58	0.9279652483069278	1.2415921735419264
5	59	0.9397158061925982	1.2438079871855918
5	60	0.9332011683930534	1.2114243111455483
5	61	0.9191204338582779	1.2184669760590425
5	62	0.9379016602906924	1.212597418885799
5	63	0.9195892734248619	1.2384042873279282
5	64	0.9273305336634318	1.2282486233039884
5	65	0.9122922713611804	1.262165307783478
5	66	0.9058367513991955	1.2114887345138439
5	67	0.9166039525623728	1.223589805704592
5	68	0.9056249380015828	1.2316502300410495
5	69	0.9119699250683518	1.220071191606969
5	70	0.9031695079674048	1.2081207011150539
5	71	0.9074184028952296	1.2243982977385126
5	72	0.9054291434900609	1.221799681548177
5	73	0.8944535819483321	1.2135612680593553
6	1	2.3813405289293343	2.1937125607087724
6	2	1.9789406395025602	1.8776461290538526
6	3	1.7610529122172371	1.7253401838915443
6	4	1.6224746423573873	1.5064658881955197
6	5	1.525003702011653	1.4315755367279053
6	6	1.4575738629448303	1.498098708231957
6	7	1.4179688283584182	1.3687211118019875
6	8	1.369723243829856	1.3096352606904205
6	9	1.3385355526968614	1.3435915781702805
6	10	1.3261971136964752	1.2852294468707557
6	11	1.2867575041323625	1.2848556252593168
6	12	1.2678950504457132	1.3355292938246193
6	13	1.2511791593346866	1.3164347199326387
6	14	1.2423376460414743	1.3424845243188879
6	15	1.2148314926654975	1.3102192928214367
6	16	1.2088687054642147	1.2854555520339994
6	17	1.1799855335773979	1.282448848877573
6	18	1.16694480837422	1.287945729730792
6	19	1.1653720323441257	1.2900637269880797
6	20	1.1365907539744238	1.238899468945252
6	21	1.134090082816537	1.276612124072946
6	22	1.1238642275860666	1.2389937375641902
6	23	1.1144205650676433	1.242878110077407
6	24	1.112323945132805	1.2751630921226116
6	25	1.0949570402401156	1.2204952164677507
6	26	1.0920709822735826	1.248515029784144
6	27	1.0731316386790557	1.2257031072132853
6	28	1.0749550876988432	1.2194555481418377
6	29	1.0565543369231667	1.1953484388034696
6	30	1.0565986355529235	1.2128949053451041
6	31	1.0447370744297961	1.2007529261094998
6	32	1.0464653604041154	1.2277247619542835
6	33	1.035104694450817	1.260760064374669
6	34	1.0235456130233307	1.2305462319498028
6	35	1.0292476709343412	1.257902901202763
6	36	1.014054739647809	1.2231010479402025
6	37	0.9997501489768126	1.267066089900392
6	38	1.0071601347003925	1.2701827264004235
6	39	0.9949359517405203	1.235425553812447
6	40	0.9866638974487709	1.1969115437153015
6	41	0.9775349944170862	1.1984556693893047
6	42	0.9760090436832848	1.2119467381105526
6	43	0.9675805980918587	1.1997548330992138
6	44	0.9680509405966308	1.2242489125754428
6	45	0.9676863246645657	1.222805365328324
6	46	0.9674033442797505	1.1983172825742714
6	47	0.9510103220986611	1.188018502203566
6	48	0.9436507073089115	1.2999709525048087
6	49	0.9428363454524034	1.2491269963743024
6	50	0.9533534598101273	1.2359446715361806
6	51	0.9309413521990605	1.230444147913895
6	52	0.935983408369786	1.2227617254756418
6	53	0.9255365110517363	1.213102574167699
6	54	0.9222240679514279	1.2117556742382394
6	55	0.9185326312218126	1.2124917687922179
6	56	0.9246023153510974	1.217822324928394
6	57	0.9187760172381092	1.2439213814718197
6	58	0.9213995990213448	1.2546698341300773
6	59	0.9082583473612613	1.2957034629604878
6	60	0.9260505134674935	1.2065961993558312
6	61	0.8954640082508674	1.2310938307954946
6	62	0.9039102634620992	1.2260877147908675
6	63	0.9055504404880169	1.2359074943762824
6	64	0.9014843562232188	1.354151718022591
6	65	0.8898086688654654	1.216086767963554
6	66	0.8878262335150703	1.2353852707556439
6	67	0.8948320666853088	1.2267234303891013
6	68	0.8898701494148471	1.2597907017714711
6	69	0.8841677247687042	1.261891779486453
6	70	0.8771613224424125	1.2554021069934653
6	71	0.8935992756448791	1.219463133424628
6	72	0.8718867973601622	1.223975767297435
6	73	0.8708287780669304	1.275437798095524
6	74	0.8728380578322539	1.2052005529403687
6	75	0.8789935230154275	1.214171483736176
6	76	0.8703441058458168	1.2150775032783674
6	77	0.8720770982503412	1.219585002114196
7	1	2.40811935566878	2.0892759920887998
7	2	2.0033461920794204	1.9012034709703192
7	3	1.7841255717791369	1.6666697506870174
7	4	1.6463883307788283	1.5551038438232367
7	5	1.5408458854114861	1.5185440143953592
7	6	1.4754735114802593	1.438256901524127
7	7	1.4232653393700365	1.3800095162667092
7	8	1.3726159552397572	1.3983147135710459
7	9	1.3538467663092741	1.3631829582827186
7	10	1.3262733244900728	1.3260437813906893
7	11	1.3017390998051164	1.3425247103298614
7	12	1.2833844781113668	1.2929184081752378
7	13	1.2528873620428231	1.2759113029882796
7	14	1.2463397920299448	1.2828280968786576
7	15	1.2232371550105785	1.2651024708248648
7	16	1.2090487279564106	1.2915155520723185
7	17	1.1902524211773875	1.2615041593997487
7	18	1.1803503908879027	1.2803330759279135
7	19	1.1657467044569376	1.2816142951968774
7	20	1.1597233763721797	1.2579574034102126
7	21	1.1405285003557233	1.3512351596828833
7	22	1.132916100577844	1.227971381874291
7	23	1.1186430317645193	1.2543281755722817
7	24	1.1073326060438329	1.2340979147904185
7	25	1.0995952343911974	1.2393594212050043
7	26	1.0971476242371625	1.2365678071114992
7	27	1.0781971997748814	1.2455563076136345
7	28	1.0781026717094135	1.278252188694606
7	29	1.0748607435881206	1.2584002289100675
7	30	1.0630153053416562	1.214080707260848
7	31	1.0551833873011762	1.2393942535569091
7	32	1.0554559413309217	1.2315406906906017
7	33	1.0558381730478645	1.2403551600470009
7	34	1.0357606950106273	1.2126543138862087
7	35	1.03735101566911	1.2128241002990021
7	36	1.0297536816901838	1.2078099362686654
7	37	1.0214129851724327	1.2275936375456167
7	38	1.0119073494016573	1.1965460527674816
7	39	1.0051481711562493	1.22988312102397
7	40	0.9985273796053934	1.1984131314694235
7	41	1.0067249419677675	1.1808055434846705
7	42	1.0141379488104072	1.2587444539104558
7	43	1.0306836185346995	1.1692481146392408
7	44	0.992735301832334	1.3189955284879527
7	45	0.9848500290308125	1.1898047010605945
7	46	0.9861236165146968	1.2335900286689991
7	47	0.9877598058233119	1.2006809883599676
7	48	0.9866089674067104	1.2093570025819302
7	49	0.9653812768975079	1.194566842235813
7	50	0.9843735231732957	1.2172323863428853
7	51	0.9653029460167856	1.2339283359179858
7	52	0.9731602048389778	1.2417306251259057
7	53	0.9609894687433438	1.2071656044639836
7	54	0.9517534809223753	1.231874717917253
7	55	0.9675108794951276	1.2452233846867558
7	56	0.9547770523646293	1.2458457837035941
7	57	0.950323943373761	1.2417268286112844
7	58	0.950740845113765	1.2101766804925802
7	59	0.9486708767954777	1.2372701652213554
7	60	0.9288208741690195	1.231467028602366
7	61	0.943291242145658	1.236316439692294
7	62	0.9342704974938743	1.2038882912711546
7	63	0.9302498474267769	1.2140115950296932
7	64	0.9264643333214183	1.2225475728726989
7	65	0.9436422862774596	1.2991775196812214
7	66	0.9325878954060738	1.1930574749996516
7	67	0.9254736539394346	1.2415439017412895
7	68	0.9348464485723712	1.2331321891464482
7	69	0.9063433655831629	1.2800786503815909
7	70	0.9193744529405654	1.239309075184247
7	71	0.9076036866237516	1.2367644073300412
7	72	0.9122692358556118	1.2302512294118586
7	73	0.9024971228648632	1.2719477407553565
8	1	2.399731261595023	2.1236181203208675
8	2	1.9905249435689778	1.8769584358384033
8	3	1.7894413011544767	1.6906129831871832
8	4	1.636288027304169	1.5281105207191907
8	5	1.5433985692552643	1.454167304271395
8	6	1.4738928656957693	1.402970694247566
8	7	1.4248791982310816	1.3573102391583824
8	8	1.3991733878359625	1.3679120349109388
8	9	1.3586678481936023	1.3213876251279233
8	10	1.3356783572310273	1.4285901810718358
8	11	1.3108242495883455	1.287755971566004
8	12	1.2845011627908973	1.3372563072059989
8	13	1.2706675664411284	1.2815712539727937
8	14	1.240888873604248	1.2991953350146324
8	15	1.2434961398802085	1.2475322136379752
8	16	1.2168981026203507	1.2752926866070027
8	17	1.2066413439154193	1.259850833605343
8	18	1.187771339540171	1.246331785667674
8	19	1.1845638212018768	1.271267797542393
8	20	1.1576414918103848	1.2844458855016136
8	21	1.1569877271197817	1.2484629358625585
8	22	1.1411258066376386	1.2131445616591279
8	23	1.128526404889463	1.2356248572199784
8	24	1.1268937945078308	1.2827431456276657
8	25	1.1263198315210499	1.2260335049043924
8	26	1.097284312618752	1.2216217634049564
8	27	1.097510241903739	1.2254580986628894
8	28	1.088043762861508	1.264252363129213
8	29	1.0759314716125905	1.2386074042492394
8	30	1.0611998970651415	1.21619033964102
8	31	1.0675772527134653	1.2393683216632059
8	32	1.0460367594131466	1.2184259177114989
8	33	1.046659247842619	1.2038543053267234
8	34	1.0426529614523705	1.2106850492609968
8	35	1.0320376744220474	1.2010550085818295
8	36	1.0334746676561197	1.2089010214547389
8	37	1.024607629326869	1.1870487909024372
8	38	1.0299942671989024	1.18196166680608
8	39	1.045882353976303	1.2019198227014782
8	40	1.0096082350768667	1.2332417396862154
8	41	0.9990504468882184	1.3361871001522463
8	42	1.0140969041460817	1.2076049778435636
8	43	0.9974568809521548	1.2061221357502232
8	44	0.9957973358259175	1.2505586487291522
8	45	0.998702546739655	1.2149728901334618
8	46	0.9865603446361287	1.2383202999722656
8	47	0.9882064672493293	1.21866938783804
8	48	0.9875224904454181	1.1981957658103226
8	49	0.9683500890948469	1.243910562690845
8	50	0.9807148496333883	1.232124996637179
8	51	0.9703612090187663	1.2519744789557337
8	52	0.958667231710934	1.2414613014308984
8	53	0.9744016140831202	1.269970127391471
8	54	0.970977315497197	1.2477832559213742
8	55	0.9608972634974856	1.2283273791147913
8	56	0.9958726236342809	1.2203542660074544
8	57	0.9411595437269782	1.2160357618805304
8	58	0.9405388727718249	1.2137433731598974
8	59	0.9654930194051188	1.2357432110645281
8	60	0.9495384687154131	1.1968404250454816
8	61	0.9240377320131721	1.2239757022057198
8	62	0.9638460265569146	1.206126755755731
8	63	0.9259658175800333	1.2859850747490618
8	64	0.9483857431659077	1.1958620334144965
8	65	0.9524397027746568	1.2054693758057342
8	66	0.9229356768167685	1.2038925088915153
8	67	0.9659720186636924	1.2499038210199198
8	68	0.944608003332474	1.1890817287811735
9	1	2.3964430351884287	2.1328710214325666
9	2	2.001495836966959	1.825759759878854
9	3	1.7909621730548673	1.7445520498261986
9	4	1.6339946923051727	1.5479894321317706
9	5	1.5502655712964788	1.5157731115172486
9	6	1.4726051137684146	1.4088388685715327
9	7	1.431345187795656	1.4008922477921855
9	8	1.3915676882480779	1.329215116018853
9	9	1.349689759077391	1.321792260404098
9	10	1.3382445788546455	1.382312045200637
9	11	1.306308477865341	1.315453963374403
9	12	1.2824658163589888	1.3139018500324622
9	13	1.277272739981282	1.329594657524398
9	14	1.2399062943425003	1.321943107709988
9	15	1.2246325852452007	1.275977011191716
9	16	1.2210126335500089	1.2918307279851893
9	17	1.2032826724999586	1.2362633420672227
9	18	1.1921606894880594	1.265370136994317
9	19	1.1836789704898203	1.2632981293468268
9	20	1.1694388598455308	1.2920062171853406
9	21	1.1581365187747152	1.2484809192509427
9	22	1.1411256594115298	1.2966407619228433
9	23	1.1294173642148155	1.2383234270643242
9	24	1.1273170299902948	1.2585707334835177
9	25	1.1131194299802178	1.268395024086164
