fold	epoch	train loss	valid loss
9	26	1.11962528589695	1.2627052019219105
9	27	1.0928907449532093	1.2909737559647336
9	28	1.0843064098363906	1.2514980807631455
9	29	1.0820249090915615	1.2324262439989442
9	30	1.0776718595347157	1.2615007424612767
9	31	1.0573376239808054	1.2354789654915943
9	32	1.0574911315133402	1.2140925348020202
9	33	1.0491846020340585	1.230372700235043
9	34	1.0416350469298759	1.2866850665330025
9	35	1.0569137417507977	1.2286108146936023
9	36	1.0273960559158186	1.228390256635549
9	37	1.032406476364109	1.232303570539082
9	38	1.0151704648771005	1.2669143400252512
9	39	1.0079478797756336	1.2090455276441057
9	40	1.0117614335763583	1.2146341103509015
9	41	1.0177142127695264	1.2206615035284296
9	42	1.0112282123894494	1.2377018206601538
9	43	0.9968050109798476	1.2267606307883556
9	44	0.9895895563027061	1.2468803068791054
9	45	0.9974552072407876	1.220585397649758
9	46	0.9918894455837446	1.2656674716446805
9	47	0.9763950489710074	1.218964935424956
9	48	0.9694958228661346	1.233704996883654
9	49	0.9825303592162291	1.2271707882089304
9	50	0.9887047340508489	1.2248253599616163
9	51	0.9634550960729243	1.309700507979961
9	52	0.9772261333455989	1.2851960884965283
9	53	0.9809453672177829	1.2291549078393929
9	54	0.9633499904358583	1.2449183646952633
9	55	1.0005799639546158	1.1935600588898365
9	56	1.040613464852342	1.2428842488178709
9	57	0.9756980149152531	1.2347076920395723
9	58	0.9457537354620575	1.2497411512295693
9	59	1.0191321697971358	1.2172530342955883
9	60	0.9621433206097304	1.2360181939731005
9	61	1.069840745114398	1.2312149151567948
9	62	0.9626194063947054	1.2242217776147037
9	63	0.9933406231055357	1.193455192586575
9	64	0.95655021030691	1.205827089423307
9	65	0.9563846660154048	1.308006706650937
9	66	0.9592069819551613	1.2026295009933223
9	67	0.9911959497718673	1.2322197758764135
9	68	0.9243323396116938	1.224085961545848
9	69	0.9316788365743128	1.2573021598671317
9	70	0.9589730496141965	1.2527430638509538
9	71	0.9475583415650727	1.2354133131271665
9	72	0.9576095413097571	1.2256997141597072
9	73	0.9313486571838254	1.2386684247733024
9	74	0.954145902220293	1.2952668641018092
9	75	0.948552309160593	1.282306930433542
9	76	0.9220760886478385	1.2556312301529013
9	77	0.9296383308055749	1.2374531424432886
9	78	0.9355024386588282	1.2320192585352956
9	79	0.9279883419072528	1.243241800513078
9	80	0.9136185604714945	1.2173256039189086
9	81	0.9255921568288639	1.253500207666886
9	82	0.9171959144023225	1.3082422423663982
9	83	0.9139535788567995	1.2416199523189007
9	84	0.9161019168515545	1.2612892227913068
9	85	0.9012327055807424	1.2441174886071724
9	86	0.8962913620026177	1.2755551962215548
9	87	0.9090988397190837	1.2390959081021458
9	88	0.8931038880448865	1.238103997190937
9	89	0.8957829080195517	1.2112270446245421
9	90	0.9046127495094145	1.2309735387240937
9	91	0.887926575825499	1.243565520654947
9	92	0.8808267097253611	1.2465547869782154
9	93	0.9004406769399332	1.2661044089802767
10	1	2.381523642858253	2.0477017385864946
10	2	1.9880991029269637	1.7807620733653595
10	3	1.7620522162019847	1.5737644939646394
10	4	1.6210826711813802	1.4757385720845164
10	5	1.538425390325879	1.5216990810439044
10	6	1.4720295172021434	1.432995830632289
10	7	1.423498872429384	1.3972484045510687
10	8	1.3990090591484732	1.3643003476225513
10	9	1.3571792703030527	1.2976209060810102
10	10	1.3281807711098537	1.2827073841318757
10	11	1.3018727668519474	1.300797379404199
10	12	1.283841483531633	1.2924551064357
10	13	1.256567922111108	1.3087714118647662
10	14	1.2479797194509272	1.2706467182197296
10	15	1.2313715339330098	1.2560097964662076
10	16	1.2139340943009391	1.28999160300093
10	17	1.1938480496478454	1.2431849811481654
10	18	1.1875406562634918	1.217610258272839
10	19	1.1731082492915799	1.2792213320301757
10	20	1.1618348643704979	1.2267369965783956
10	21	1.136986025998906	1.2893406778896759
10	22	1.138991648526761	1.224312471999158
10	23	1.1321056937902962	1.2127752771016063
10	24	1.11254490355339	1.2245866266829013
10	25	1.1139311625816566	1.2171582392406808
10	26	1.098520450243089	1.215058845518298
10	27	1.0878639306032758	1.2465693083480807
10	28	1.0760730287373952	1.2084343568943037
10	29	1.0771579348182985	1.2614675478384383
10	30	1.0729324584942914	1.2200149607572315
10	31	1.0498294756864994	1.1848420890229703
10	32	1.0491152461460904	1.2069805141820804
10	33	1.062090784778641	1.212404936444458
10	34	1.04149995813132	1.1923158144047115
10	35	1.0368316038622163	1.2028162565472325
10	36	1.0362519995846038	1.2165073246732085
10	37	1.033134527363641	1.2039384808566165
10	38	1.0179598263146938	1.1977082622180346
10	39	1.012133927591172	1.2144666489496128
10	40	1.0058092493631297	1.217903881942322
10	41	1.005508240466622	1.2720570764386696
10	42	0.9936551800874711	1.2109786670130513
10	43	1.0027042738658911	1.1857523070345717
10	44	0.9807211923153466	1.185233008560291
10	45	0.9823714703692937	1.2205401592306282
10	46	0.9784916036331275	1.261412503056578
10	47	0.9753616292480489	1.2016407888288532
10	48	0.9676199177445587	1.2056051275360025
10	49	0.9568574252284863	1.1917413006190358
10	50	0.9671555148174736	1.2179004611306241
10	51	0.9518927893678875	1.1987173337798687
10	52	0.9556541568814966	1.2046185241279188
10	53	0.9533951903352978	1.2008145400978598
10	54	0.9450620599165949	1.2076162332231817
10	55	0.9401295760404551	1.2045118815201714
10	56	0.9382187201883786	1.2378413421152301
10	57	0.9881621789850765	1.2097768292960707
10	58	0.953128012455176	1.1970830990088976
10	59	0.9242045949346146	1.1969834977108649
10	60	0.9243240732000111	1.2690703259908767
10	61	0.9358790458854442	1.209054373877143
