,IMMP1L,SRP14,SEC61B,SEC63,SRPRB,SRP19,SRP54,SEC61G,HSPA5,IMMP2L,SEC61A2,OXA1L,SEC11A,SPCS1,SEC11C,SPCS2,SEC62,SPCS3,SEC61A1,SRP72,SRP68
SIDM00501,-0.09399702566515168,2.5157649152599157,3.1025013222522437,1.179539749327625,1.8539918879556743,1.7725507239282396,1.7051390300752423,3.178290497231131,1.8528201733786058,-0.20994641361474883,-0.7945637037954782,1.330601932201326,2.7912542076457103,2.4734214998159674,-0.06470551264189361,-0.5362154880945709,1.0132888824657558,1.0839665950099466,0.7664248595810411,2.578401722209006,1.944359499323773
SIDM01237,-0.20263378420599723,2.4798738388095973,3.1340781524805412,1.7535263374831027,1.8790102983572607,1.7419816410837285,1.6629368506782771,2.9083794753701384,2.279546567912061,0.08509910656164003,-0.6660550659829566,1.4008804061850517,2.808376465365196,2.3763529702732473,0.9257280163050297,-0.32335581361041166,1.2360471249006608,0.7338133685346574,1.3686352832134085,2.516971935033152,1.96718623561997
SIDM01228,-0.015351481588298823,2.8150808842486956,3.1401404854169535,1.6362971564333066,1.9268807908743324,2.0775598938994646,1.5407108730694716,3.0912351669963796,1.8594269178858096,0.09028769794194355,-0.7471079490152343,1.1637809817173772,2.9525180256689256,2.5852756029292747,0.4368977300771699,-0.3215105159704025,1.3811963319220586,1.352867907582143,0.8428463042807978,2.6359720695894864,1.7864571643512501
SIDM00935,-0.20504200737942013,2.8526701485097368,3.020888810221161,1.4777381583540705,1.708811151324545,1.738294184378896,1.7609218777918294,2.7676563065433637,2.0007167469847182,-0.16711364824459046,-0.7415438982721193,0.9843762415086521,2.813855834851907,2.5280786104179414,-0.4173754406138532,-0.4048024971894085,1.46220734228541,1.380189322112841,0.9614372720964888,2.3990405726222974,1.8292289973989333
SIDM00954,0.20258033581692572,2.5586006217362014,2.8066745306728222,1.7017245159752434,1.4856552322076326,1.557355693489986,1.5158057659084132,2.926620277928874,1.0995365208034784,0.5862612434733367,-0.5596440238550355,1.1107238092271057,2.563163963235698,2.3769294918444532,0.6261002178901387,-0.45335812755953875,0.5308136520258038,0.5889732576935783,0.5849919286393075,2.5779559501288385,1.6331639446677266
SIDM00951,0.20442217772859023,2.77739355152392,2.979533301528493,2.136177108856536,1.7684152027877087,1.6945295676942393,1.8832903478740193,3.000199071368619,0.975473147938464,-0.28622099506491167,-0.6579496214987093,1.3360652755267393,2.4710242947460506,2.592978337387238,0.07570330422013,-0.3496946462815298,0.7936367841853752,1.2290403073148657,1.0775105076047728,2.8219909335051914,1.940824135208823
SIDM00948,0.802876593097755,2.448297134804257,3.0647460333239778,1.6571384348037221,1.9733438002375316,2.222208496370471,1.7593107695477808,2.8646246944250353,1.6846561088815863,0.250022423637604,0.025832142704400946,1.2528031024461197,2.6224386397126453,2.147418949072195,1.0982986106186352,-0.1573895306279949,1.3321951601810753,1.0971435817726969,0.9585913897282737,2.7711081611679567,1.9853263459614854
SIDM00203,0.11018270172864794,3.0262148993322575,3.122721883188787,1.8925199186681771,1.4704513396528383,1.6441306273723233,1.264089610318977,3.07473707424601,1.4445411700892958,-0.06357248778472181,-0.5272994424892005,1.0255276407249083,2.4818652094934563,2.3724822342230896,0.6503963649882177,-0.4501533910619446,1.0577232688443958,0.7515216359205191,0.6406390617312512,2.555653604358881,1.8920619232066074
SIDM00896,0.10074429925201653,2.8479232949307103,2.869192730755426,1.7819989629812167,1.8390086029948496,1.943702468999398,1.6627578850009426,3.014444391474676,1.8289736094823428,0.4051797866061888,-0.10104027489749207,1.4008997612447232,2.8906311416388557,2.826537449976724,0.306445328812293,-0.45996035120261053,1.2269740203895967,1.6857566766994694,0.6868169019647195,2.552688470835437,1.8900001400953637
SIDM00285,0.13898529667017734,2.545425792593403,2.8639711790715108,1.8481665160653162,1.5362089610719254,1.6870418664576325,1.4251520513018623,3.019379980507495,1.3351270435530598,0.18068305268698348,-0.3594792472746175,1.143265055988415,2.7534439736842375,2.300061337025666,0.5739857930593282,-0.15268829633294018,0.9848442397778966,0.4589182961577559,0.4731923347548056,2.6475394783154957,1.893234942141416
SIDM00930,0.05795532079484957,2.516698693387968,3.0516099885137216,1.6179097122069723,1.7747046787443181,2.0819939694755734,1.731234318348386,2.827555215536831,1.8780491350428863,-0.23108677475617417,-0.6066470324611186,1.0694320511163813,2.878868750586419,2.4263147467937336,-0.12330981820987363,-0.34405018892652683,1.246339285869061,1.0208028615781721,0.7519442571911447,2.9850978859420785,2.2078488623491355
SIDM00205,-0.6875434669803195,2.5564932264068037,3.3417016950650242,2.097303862585151,1.396737164048941,2.2633973941948113,1.858899424466255,3.0971608111391675,2.3559811104063355,-0.12945026157724218,-0.5372022220355913,1.2819787044061326,2.118674664856231,2.0795516454467435,1.199959880999579,-0.5005170701821361,1.4177481692635758,1.0205303188053063,0.709509186294551,2.821261819029672,1.8436112972913703
SIDM00535,-0.6075008031660833,2.6335475095267573,3.1047287152115204,1.8432789194911547,1.9897423679765864,2.2614707149994597,1.8292747509747143,2.8507069236438984,2.001210961069284,-0.03106079258606717,-0.05823285784342826,1.4701464628909673,3.0205769685463366,2.481129284281765,0.2812534303358067,-0.4625161102215732,1.1325024491041886,0.8170633514918453,1.388763766042573,2.6650477928440943,1.968714129280585
SIDM01175,-0.10840165627157088,2.64156983910663,3.0986912797794837,1.8222712734784834,1.5907468227632648,1.4950960704038074,1.5307165750123473,2.9227108255156486,1.8141171755613745,0.08033181829881293,-0.6221019410534353,0.8891485146830641,2.7051953080565694,2.52092113015336,0.05461752165522329,-0.42206638388598,0.8943271286139325,1.2565833365919354,1.1911403925851223,2.5603292140749687,1.8737970173626375
SIDM00832,-0.17877005317542047,2.3809340064462776,3.1523235363025637,1.552151740899209,1.791164815417363,1.5101106638485162,1.3232811891074485,2.96167861126522,1.481366796246563,0.016405541487564346,-0.7187168981447574,1.016724754009863,2.8334536836540254,2.4949672657709288,-0.15962942724663587,-0.5107840454408088,0.923028459625221,0.5816202152699707,0.9106508024188218,2.5472503207382937,1.808270308858284
SIDM00528,-0.43403221400766945,2.637523859919845,2.818708323234939,1.5868576624433124,2.1185097093413128,1.8429968351557309,1.5326432627104227,2.7867542883329643,1.5143971226663318,-0.09412136235006302,-0.40818581255336256,0.9548232843954052,2.6738112440216097,2.4793127115016773,0.1295460795221295,-0.3593119257699792,1.096024943673472,0.7211939587418935,1.0213292389905488,2.7214846088914224,2.4503780166448017
SIDM00371,-0.25888525308922206,2.7029341481864773,3.1572756168407885,1.9713900043123638,2.1170867060740894,1.7551843942140943,1.4832906106617647,3.0204609533988114,2.325393788082208,-0.1975090727870103,-0.5814624075124746,0.8673348370053525,2.8577905307374074,2.5941791119061066,0.20059023834528633,-0.0763317145546759,1.342645902080829,1.1288104543294328,1.3452952213971114,2.6197640769259936,1.715485655762752
SIDM00688,0.07704008687580172,2.5495982783018922,2.8705872891652016,1.5461001855701813,1.9043532206155334,2.200097704887626,1.8945286488198607,2.899181231609426,1.7623433247024947,0.06168919070493657,-0.4532434905500902,1.38796607562197,2.7344558184301575,2.6546527606383097,0.23158351983312747,-0.382370072320748,1.0802737419847956,1.833907885208138,0.6736744483032744,2.659889300019104,2.102914335037323
SIDM00583,-0.043082438887325235,2.4942797121928226,2.74354807199434,1.5290519781897236,2.0919536441799877,1.9647948735182545,1.64551803862412,2.9486826288930112,1.9900063239163477,-0.02825616188488302,-0.6955382735745066,0.9387769821871907,2.80304419300929,2.4552535051906883,-0.16058527349168433,-0.35517291578957644,1.109198629865683,1.4038450800039204,1.1377835909543632,2.3597414357326993,1.885613715222369
SIDM00188,-0.3057916979106743,2.5018464692755806,3.055841374832191,1.4832519629222938,1.778458588730878,1.9543666043684356,1.3998464239345816,3.067446787617494,1.8967932798546632,0.13474586437353214,-0.5489494921952073,0.6755546081764499,2.7372288496203003,2.1541545373343403,-0.2084877775932779,-0.47741580767604347,1.108456482166472,1.1931514744008287,1.0555734259187008,2.415576862507784,1.7640166574815044
SIDM00096,-0.021114822904602912,2.643886941195581,2.8205078738904703,1.3806917702107453,2.139643481322727,2.0857559712080755,1.6876291806914154,3.069792683915759,1.8813396228393364,0.2428557739099064,-0.49738962350855365,1.1300503118880385,2.6053618364652387,2.4017779100923766,0.047908980493950815,0.015380210973523996,0.8694151779882814,1.2712965347711145,1.0146078653347848,2.5346393388058703,1.9065577911063258
SIDM00379,0.0355518824148152,2.5738083673109338,2.9769377141909272,1.6184788067341584,1.547832440173686,2.17013594525153,1.8679699723048726,3.3355964366118664,2.1463175820142473,-0.050233858203692555,-0.5569788461279769,1.1294043791410093,2.7128305000450412,2.5986732176521703,-0.1904477363025626,-0.3232961748785297,1.1092046863617013,1.0843936483032042,0.9810557766948347,2.573404377343537,1.7399875186902447
SIDM00381,0.4812934689430917,2.4119967963302376,2.8805247915999685,1.4343257233446003,1.364813265677416,1.8601599135886016,1.9025006472692236,2.8309545954592243,1.9066349342332578,0.16395133781904134,-0.6876037770858471,1.0985240722881755,3.045429955571923,2.0801216371020064,-0.1523303984345616,-0.3347253011836036,1.1907236407864348,1.2003001612166122,0.4155882826752826,2.4147500820102437,2.046082720381538
SIDM00606,-0.20930717123244721,2.594657377912342,2.677933316587248,1.4375544324140461,1.785750746827465,1.6777711751653517,1.6924894716529177,3.132474331354857,1.8570644285255564,0.0997258401382172,-0.6366845901854263,1.220868067271928,2.7753649935714737,2.272047867887899,-0.4907242677345954,-0.3693417116730241,1.2547993172746401,1.2106138446017416,0.8921472974278597,2.568069920906977,2.029707732281624
SIDM00541,-0.2642310991697858,2.6220507276973812,3.105315264087443,1.707349431633503,1.673415809043105,1.5716852108543802,1.4917289710342745,2.872477820261259,1.9336136992425825,0.15080176319930402,-0.668083867187663,1.0764984159116477,2.845288514332614,2.430688958484144,-0.1450658430611662,-0.3608596511284155,0.8913813356265783,0.7627710157910351,0.7834301985347027,2.123831222920811,1.792778540736412
SIDM00808,-0.162309740632174,2.8159972573160186,3.359341133170852,1.5728499660254285,1.8766142593039394,2.0814373565098103,1.9249768485133216,3.2107427629192147,2.040200523273133,-0.005361858942818458,-0.5232776900038107,1.6484375607693706,2.599514096405499,2.818931165604133,0.8688853671917781,-0.4534273460267772,1.2460373013517976,1.8565190029478247,1.0036991197716696,2.5161516948627747,1.9567192511673388
SIDM00377,-0.3686651692304377,2.727819923757707,3.3176987779703957,1.5903854995485598,2.1194842279913995,2.107146435164546,1.8936485592008518,3.21013850838905,2.055473105668091,-0.24370800710154497,-0.45372182906552116,1.0796455675923713,2.757799962603365,2.3111342046646692,-0.3488986415005627,-0.2366517226667827,0.9002038662589474,1.9582951936254782,1.2570501046261235,2.4767106522629123,1.9674726208651552
SIDM00289,0.4270135645524419,2.5860949941438145,2.56093841167465,1.7851982917150724,1.5794126210057047,1.6679086222781703,1.5915933336631052,2.35307742234407,0.7598705116772992,-0.1273732896323644,-0.5118839688407641,1.2290907123036876,3.0584262681095495,2.166497825474692,-0.11066612747287749,-0.36557694338338814,1.1753800249518036,0.8479219682477314,0.41312790795600235,2.608112687477715,1.7575338980566608
SIDM00064,-0.4701077112767797,2.5690771838890134,2.8821362570555698,1.5563752110218607,1.3783259361156588,2.237762483088931,1.4620962951647167,2.921782477658933,1.5924610950376155,-0.24072062415516365,-0.4057399441275232,1.1114765458177396,2.7232213355450097,2.701096907923282,0.12408877116926624,-0.37705317685527345,0.7593040995256876,2.0702935592327036,0.7602052691146871,2.8708205224779753,1.8723158286827197
SIDM01097,-0.29415632523232965,2.6791255871973405,3.104183672512525,2.1475241028896193,1.9773842495345484,1.904422855225605,1.5340924587012088,3.0560919157195716,1.2536535802749103,0.5161712950852091,-0.6687066911854245,0.8866759338106558,2.766688837115036,2.6425811144145164,1.0895030528397247,-0.5202974964938333,1.0015719399599856,1.146675917523558,0.8765159509060408,2.6950710522859236,1.7199180467869926
SIDM00350,-0.36439790231887254,2.6732177313412633,2.8972303226044773,1.3027088937117988,2.0097752435990848,1.4895387744113993,1.7304121264389276,2.9391224375240124,2.962491900792231,0.011836400498588764,-0.7193367948535728,1.5351692860518393,2.5975850230569746,2.0942796645875568,0.038019238893131434,-0.27251575038422343,1.0638069132177783,1.1483505124844633,1.080973758334633,2.326119448036046,2.052720156493366
SIDM01163,-0.1856316394514406,2.752520317072334,2.9229479276328005,1.4862565071182159,1.5947640591764956,1.7970383057787915,1.3894504644324732,2.9122117470402626,2.079116045397727,0.17727244396412986,-0.4664964664958192,1.3982079842210295,2.99012441977096,2.380339115789442,-0.13742411055368475,-0.48281216505036395,0.9652631940007194,0.5481421687690481,0.5982305265886623,2.4048791900696127,1.8325582440611965
SIDM00375,-0.40248856601612426,2.5948370050454295,2.987159642910314,1.3810258407631684,1.5197403324207845,1.8838073675056375,1.6877188573679192,2.9972835429651545,2.1419393552806962,-0.25905001580190595,-0.7049215765565031,1.5635556346088908,2.7874922514767246,2.22324772335119,-0.4552447172808771,-0.4618303660408802,1.143588017180637,1.1196130598483787,0.46126903311666423,2.69099581428412,2.1363844733192354
SIDM00600,-0.20014910540086003,2.4830003749120735,3.006155275939223,1.770140381167994,1.628703387424259,2.0739572658537737,1.5853542083713599,3.128924637638393,2.2121278585250352,-0.25510615763165795,-0.6693186153968992,1.4642284787522322,2.9144043409388014,2.6044299948537044,0.03006120226882576,-0.4054164108971508,1.1139942055429684,1.2742536156759567,1.165596646710448,2.840327890773647,1.9448882169555577
SIDM00367,-0.29028737324174847,2.5912599322357184,3.065590647815797,1.731993822370624,1.9202131347669735,2.0847708188271645,1.6110391507233675,2.9632383495626424,1.9816629184516574,-0.07511829692287517,-0.40090586508112824,1.4859525439225667,2.9565585290094827,2.3556341009899247,-0.16793290637216962,-0.19163398187271433,1.0742074146317335,1.273035542596071,0.8161322776391551,2.570628781743583,2.0096171658581166
SIDM00632,-0.3217898956754144,2.2981552492468778,3.151951106125898,1.7106915637777682,2.1818759729780557,2.196506309390811,1.7831442971545237,3.0503292927882106,1.6215447110609411,0.14809996170842107,-0.41845411592852655,1.5200221740442756,2.8580793419987334,2.496152068987997,0.9193240329628168,-0.38852342126466505,0.7012397297872286,1.7995721217034533,0.9343815911395882,2.653462346458056,1.7846939081637267
SIDM00550,-0.14275272046175458,2.470885151583931,2.910986022737218,1.3758868405427886,2.09288481553038,1.721454046306251,1.5718704748672228,3.123194460964532,1.764860498764829,-0.22740058021673246,-0.7081295990069774,1.11413013975182,2.640012218707731,2.342754956349945,-0.3897695101494596,-0.3459482820622191,1.3780885487081638,1.1814619472454253,1.2372508872805466,2.1916055054592785,2.1121702769264035
SIDM00230,0.8726995141239133,2.9236336069653954,2.990385955121978,2.0421307527617567,1.4360936317296225,1.2716104427117585,1.6682127328422014,2.611439178942238,1.2190038110883632,-0.12449906751228537,-0.5827520517326091,0.6902420685532052,2.636181421885264,2.075591815697747,0.25639718403076645,-0.2961498248198071,1.0496015796535885,0.9604021070484331,0.6890068968139047,2.3949973120619683,1.610590766052857
SIDM01206,-0.48971050409388117,2.6416801863097272,2.940119214951496,1.8760449012712506,1.7544337288801708,2.163742852764399,1.2540241788751394,3.057585537942285,1.3576379691655174,0.24511330356125846,-0.20866003319469215,0.9280934442362386,2.897902469856482,2.229673447751962,0.16924538960281893,-0.2565569912990117,1.0353183291337686,0.8409469620742003,0.34788437074317247,2.669298942996713,2.235983873335614
SIDM00127,-0.11049836405356718,2.7120511329919186,3.0037711966375764,1.3902179467453017,1.5654627789160604,1.6775806434297051,2.062357366730702,2.985084300385333,1.7779643146733723,0.3261830642167753,-0.7375619775101614,1.313512581511725,2.713687039831473,2.187002446598077,-0.6754624835875063,-0.1643139629539924,1.1124202127289162,1.4298862624778543,1.0131843967864438,2.17796731639114,2.1350963790887723
SIDM01042,0.3532787516934132,2.5015676082577767,3.2609233202415724,1.9443912321563688,2.201063233657691,2.0871519378389074,1.562220651898998,2.613783806377821,2.115578577440564,0.2673139377501894,-0.7582628114445108,0.9250026944685406,2.560533449430922,2.523956015809666,0.3938719937405634,-0.17361800920893913,1.5459509112778045,1.1744444997470054,1.0324453684930275,2.6729434564886927,2.0060794095270382
SIDM00491,-0.18283927908048758,2.321270983515922,3.095029917050466,1.611221487785567,1.8692271398642393,2.2125142949970305,2.23418037444082,2.8033685453466313,2.387432537408622,-0.07635118252941173,-0.5825108696718915,1.234535880676035,2.7913700410785864,2.787277494486031,-0.4062487757564448,-0.33477355271252834,1.424774645273537,1.6025908482716986,1.0824246678105376,2.404361328742963,1.7394441522136443
SIDM00488,-0.2998060732336002,2.728772518435748,3.233573631425846,1.1610896408597036,1.8032666923971117,2.176299941394138,1.5215443189244549,3.077066908060705,2.2381097915445323,0.2951051841609329,-0.8098935807413125,1.0857089277354524,2.9786035704633633,2.2682382461995596,0.030248176230343364,-0.2781210519383739,1.142049696680212,0.9516200177611148,0.7952988469370554,2.304810718568052,2.3812277385230636
SIDM00190,-0.2600107768890114,2.745279432807196,3.041981391219589,1.8961521622384028,1.9079587859731086,1.856185292910478,1.5586452314197594,2.8129293925871264,2.10766513301618,0.8601917551367663,-0.709244762659169,1.402843251202737,2.917673266410545,2.710224081342186,0.7485374403579201,-0.25286145517967584,1.1679579328250416,0.8419825113703525,1.0776207421586967,2.45825820781487,2.3753197265162838
SIDM00542,-0.3812229527341786,2.6906221263614225,3.1940970021925637,1.523681421449189,2.2600876704482795,1.8155973267775738,1.819753682988391,3.2881141562811473,2.350837486285236,-0.18877006107393945,-0.6597977871360721,0.7880747252411183,2.9742784157129414,2.538410175918743,0.1342299687826931,-0.429519314020539,1.2504612645987163,1.581446092360424,1.3844197067515245,2.588650648722152,1.7588683958845364
SIDM00198,-0.3271986222584719,2.8155382864187626,3.236637977108639,1.5817768574057516,1.4162296696181091,1.9937899464116697,1.4806297196385372,2.6659069738249404,1.7402155008935223,-0.12243208983722742,-0.5206302862307859,1.0083531559979506,2.7111430106384358,2.514441265130402,0.8236533940479579,-0.3622437188208904,0.928870849772607,0.7985521833165222,0.8435871737281581,2.6791491811350987,1.8152242644670709
SIDM00269,-0.38313339880499,2.663513139321172,2.87028879417784,1.8107989147985724,1.5228953459822134,1.9368145401196186,1.3576649737831965,2.758885618138648,1.6593695059635092,0.2123479093984227,-0.5054209099938312,0.7579086410179673,2.561776790144131,2.6065196014288508,0.13995643007837114,-0.3968248190948838,1.218862351964418,1.010056130414329,0.8133672013837009,2.9444610905018838,1.7903974393020181
SIDM00621,-0.5329945554960792,2.8769931230816312,3.223214123527183,1.9378660663913816,0.8274696586334018,1.7172408920744497,1.7314924491172832,3.1203588286326123,1.1798426250570535,-0.10092902260533988,-0.24697440169729185,0.8481503054195576,2.287931391434583,2.5945772664102327,1.2924269062226672,-0.39102757430757534,0.7429145672379067,0.9827646369003389,0.4169982430406362,2.641260954584878,1.6495912263760586
SIDM00599,0.25669114901934104,2.605671438340722,3.3038771798410838,1.4827885083184051,2.069893372561201,2.1825548833385353,2.0029870733658237,3.2885081002945413,1.6374489458794592,-0.07664182785006968,-0.44197913656865934,1.1188699312953,2.9116811425101456,2.5288585783848685,0.21325938055198923,-0.24361193747308868,0.8202081565167091,1.582826162630497,1.3866458268713227,3.0308213268378705,1.8203720351671875
SIDM00118,-0.4336690840857977,2.512439914670599,2.871289894052133,1.4573716199733473,1.9986801116446538,1.7124124646188776,1.74925553323135,2.9988760858832886,1.821052484505673,0.2308925685019799,-0.6960995687577688,1.2798029712277204,2.607849151079607,2.5555074593594633,0.26147848238007426,-0.379325897915016,0.9638497317924798,1.3449626013722722,0.9770513901917788,2.505732037491315,1.8816061909858137
SIDM00596,0.13552474547390844,2.4960108082024046,2.953516582594061,1.395827784571001,2.0278806277700165,1.7958820555963306,1.3157734202122595,3.0006181720217104,2.0415454508969924,0.36377009029000107,-0.6010519709927397,1.2127020018200316,2.7592005074019665,2.3504236118803083,-0.10318173045806338,-0.37982648114496054,0.6406632370286062,0.6241665606281279,1.0050259943219069,2.1011503942298493,1.8490261041793004
SIDM01251,0.13536978660594937,2.288741132559168,3.2015563358479073,1.6982857391945507,2.194500326070148,1.8436038297922979,1.5883894474403533,3.0880025033095233,1.8925645474715411,0.38946747703848933,-0.4318546796964818,0.9950889735946963,2.742956389122512,2.382085973068878,0.8505227212646063,-0.15450891704438482,0.8205823439329576,1.183390988489574,0.9243806301785293,2.5185885490484354,2.0654484991353934
SIDM00197,-0.18896126324839313,2.8231521465834413,2.920449131083274,1.837598766588801,1.545152661244482,1.7807457083512601,1.5181230986281948,3.0899247375989005,1.5021315789554526,0.375535327225427,-0.6382608803300956,1.0300374640295749,2.3194411585119243,2.2141222928876223,0.954323642973255,-0.32964929842032364,0.8625311918697951,0.31475496156434396,0.6321465856707412,2.6440405626221692,1.9519801943682125
SIDM00810,0.3402406125079534,2.3101185596616047,2.4223179967634763,1.2599969053341562,1.490999139185824,2.009140217553568,1.5945639552483508,3.0061201641187614,1.9797573677127167,-0.28837697141776625,-0.6079734362411771,1.2797833662270472,2.6174879132152324,2.550057257195035,0.5424491168755816,-0.36288041639924024,1.3026394204093092,1.0290109978504591,0.9272919531831119,2.6763011245091533,1.6143366506251335
SIDM00174,-0.6488950079103124,2.6457237799097575,3.278786089877372,1.633285744544094,1.9992175884715426,2.1254070025114737,1.5089631535302883,2.915237465103024,2.504527467349309,0.09670321376474732,-0.6294981930936174,1.4040671074365765,2.9474580861075292,2.5934820158262437,-0.06150242296462772,-0.16780564659933403,1.298640531791021,1.3692731088531427,1.1447671522222205,2.5393037640857234,1.8804314452584217
SIDM00487,0.12500880252671076,2.541770985751977,2.9035207012239543,1.0498196213904933,2.2712354133896295,1.545918514084905,1.7965036645545078,3.0201511636852567,1.4479447248810051,-0.07335041499305342,-0.6070649946884608,1.154434147841683,2.5871400746110234,2.743302952491654,0.07006587016740012,-0.36954507709947276,0.6179459889781171,1.0005918497312976,0.9413643794308915,2.49970577558619,1.8932731918895764
SIDM00263,-0.47621318093310144,2.9261665730126936,2.9538382048794807,1.8900517390180633,1.5869019315676864,1.845679513423073,1.6194603061245307,3.087125964877652,2.259459274285502,-0.01085441048804701,-0.5467340276536743,0.8390314468631254,2.6570249505053884,2.536384221577309,0.03195557543463692,-0.3110020065641491,1.142482286949631,0.5324835418939959,0.72969649377012,2.652396535044702,1.9893978441101152
SIDM00277,-0.5119801868883862,2.5046116332541835,2.3519483101511063,2.2417704995546384,1.8135951025028536,1.738645688334328,1.4729816437518752,2.5550414273521285,1.7233858557042667,0.008343398007645905,-0.5394911688854949,1.5945355292800223,2.5052566977187665,2.4390724858063373,-0.36679707765620917,-0.35148651222304467,0.9447044944167184,1.3524545382568567,0.7736232527264315,3.0831801408187447,1.755314556165433
SIDM00592,-0.7047887049864443,2.5572481792790946,3.1802340263384083,1.2806280852048797,1.310453307963955,1.913134157557684,1.762423942635398,3.0173858563098714,2.118591177825386,0.2919373521947296,-0.6947852579489561,1.0890081059522287,2.977817268972139,2.1998303125705574,-0.3958974959301839,-0.24530535990437288,0.39993454662321276,0.6958175022014285,0.7471112390698915,2.3477517945550885,1.8834966588980164
SIDM00496,-0.4991149328518969,2.5790527956987104,3.063028993515173,1.2014048031468234,1.6495909904713058,1.8144622800401666,1.8327650164204965,2.8563627065135573,1.8667901405418634,0.060774891313968675,-0.7598081509301202,1.342055833558531,2.7227321015336017,2.5302543130507686,-0.23801576313369793,-0.37891154904422547,1.15184442665151,1.625998431038794,1.097728369751705,2.710606435577114,1.8335563336790042
SIDM00793,0.9662294813408302,2.90042009626764,3.3693837658955457,1.6471938205284586,1.880668044467342,2.3786120354534974,1.8887008820270417,3.3755387560275176,1.9312978217183474,0.3018822968012969,-0.20305158390308653,0.9644746334966999,2.539870757098847,2.738749091440414,0.7441982941639549,0.22468065147169475,1.3099361863262244,1.1465574497893407,1.2045988334807933,2.5101317768490077,2.1547566841242936
SIDM00121,0.5277054826397692,2.7180586860925526,3.1233836465530964,1.710586811287701,1.782902791146084,1.90786776684662,1.6677466999885504,2.994797195558287,1.411570080034194,0.02636377251421867,-0.47710975774234093,0.9637062456602449,2.3283007846265296,2.475255692920306,0.3928131376747093,-0.16124827014327442,0.8678689037637183,1.4829531570132122,0.8706235111980403,2.670042647033406,1.8237799209624297
SIDM00202,-0.6148832997512653,2.8956824467012012,2.824378051853052,1.9495707988303201,1.202433981873711,1.8830092699737606,1.3229892230641398,2.6360696635433487,0.9240026355028873,0.24638665313191102,-0.6466686054313252,0.9360136218030033,2.437714603090402,2.3994453339632114,0.6915374088617092,-0.40142965135725994,0.9458540412058557,0.6363851981188886,0.5589198900628263,2.713796279995306,1.657570363820783
SIDM00047,-0.16639627188086,2.9135051057604304,3.0318626286537897,1.6201328967662219,1.9698488128257132,1.8039947085737527,1.5497297720546377,2.836460798695855,1.8432205793641947,0.3958695046340801,-0.5320525838652361,1.2744533332552814,3.2956999386273402,2.6296170501554195,0.32765786295731525,-0.1639217930198441,1.2788317045942996,0.8346892406234121,0.9795935701002569,2.658924584448341,2.2206673214857426
SIDM00885,-0.03404723452978694,2.5325447510882912,3.1441406006572596,1.5306063210734282,1.5149182425631305,1.8436221957597765,1.495907561362028,2.9629303444925115,1.9935140743384563,-0.00031329131083491276,-0.5254830152292546,1.2135465799677927,2.624907462514168,2.2622613152949462,-0.4520297236595008,-0.2703305185823207,0.6045942443549441,0.8743547621165093,0.8334758196974839,2.5643340173626137,1.8358628812193476
SIDM00201,-0.41678607346755353,2.6902637895243893,2.923259918924525,1.9715857976154196,1.3444231080782962,1.668751401623264,1.6378832502978817,2.714532412009031,1.1739399797191374,-0.012479967428053813,-0.38435769550557847,0.8537132923813179,2.8414472150698367,2.312608497248187,0.9225034759574808,-0.3296097355815239,1.0632868069968404,1.3374704567491127,0.6198574625883633,2.4381521891196165,2.116795708469482
SIDM00789,-0.38874894616233296,2.3995024393376845,3.163376571838354,1.24822263566074,1.8687998615544796,1.9466603272311305,1.5814939261925693,3.0366519344552425,2.192049073289935,-0.2514079435884916,-0.5660684111743838,1.2107796643808062,3.0117264317093206,2.5491422874130554,0.053585926426420995,-0.22740936871337653,0.6670519837156904,1.128427881923755,1.1237542353333423,2.5968246527157515,2.0784153208590523
SIDM01248,-0.6153049434607624,2.5068750265004662,3.174194082853483,1.9700133830093949,2.2260727822037314,1.6359614699609755,2.121186250978685,2.9265962603499758,2.157120665747414,-0.04063352791630179,-0.7091861503884618,1.0835578139845696,2.725718212044107,2.539084038866817,-0.12212383981274609,-0.2333947797101123,1.1880815383655752,1.0746767113985745,1.5096154119870513,3.4853921456281185,1.8740484538830127
SIDM00195,-0.47339092135981026,2.8472586797393467,3.1531540180204574,1.869677487361453,1.6853645528367531,2.1454760638123065,1.2161465120902795,2.8395851503766503,1.442444108668364,-0.07015533294684953,-0.5107993264623347,0.8341811622936101,2.5272757155255916,2.59474482271068,1.2118739372364977,-0.35038788771039164,0.977346273879756,0.6702343560070373,0.8272396678892815,2.6675782742126617,1.999934835594364
SIDM00517,-0.45389060824205285,2.936683103088829,3.042634901710927,1.7261111749059643,1.9328933628821627,1.7747911277665043,1.3417497628591757,3.1947447441593613,2.5019670778986547,0.2388593246877064,-0.5344776403525283,0.8625399448396767,3.039127097255502,2.356909750535349,0.18267110529383027,-0.32157248382756765,1.3687462140095081,1.1058434915889563,0.636839774967867,2.4125534930124286,1.9143578763265394
SIDM00534,-0.1784306565719921,2.468708178291094,2.968328539172067,1.4071716528459526,2.068781327245281,1.9233568372458616,1.5173212610236602,2.933685253344894,1.7428191756972848,0.4973249103580465,-0.7026031257140407,1.2120465799377813,2.52773644673134,2.7052897830870353,0.20055497852130935,-0.40134154445930537,0.7733330938346936,1.085665969920808,0.8477413922706056,2.85783908744235,1.8203050473033107
