,RAD54L,XRCC3,RAD51B,NBN,RAD52,RAD51D,XRCC2,BLM,EME1,RPA1,RAD51,POLD3,RAD50,RPA3,RPA2,RAD51C,POLD1,POLD2,MUS81,TOP3A,RAD54B,TOP3B,SSBP1
SIDM00299,-0.11932605839255575,-0.7059405717404893,-0.5854996514287383,1.1269020417764917,-0.6315643909804,-0.3536438360864492,-0.5097316810070404,1.0976845309937433,0.80211641034614,0.9860070500852557,0.6049976464387706,0.032143120151667745,0.860377965582169,1.462260113663749,1.658161639352957,1.2013999406786207,0.9551191602277189,2.020441973271499,0.8960716270828786,-0.28099327955928444,1.1420931728813004,-0.7926957455179289,2.300957767160187
SIDM00308,1.0594078962356455,-0.5790220875184972,-0.5604699014984182,1.896925866218491,-0.7307672343834838,-0.3831890939439463,-0.5844620974321849,1.7537991511640985,0.943078991237984,0.9978047776753445,1.3863810472790323,0.28609690489989087,0.8504884028652016,1.6404213265836876,2.2127522432294815,1.061480737636794,1.1314597741981245,1.7665333855023453,1.770682905792355,-0.38722693706406114,1.293642371002905,-0.700827918862216,2.3208135030905646
SIDM00227,-0.4843088062029341,-0.8587184708974668,-0.5414097687880937,0.795966558307291,-0.43123922957580935,-0.4028404969970991,-0.7428637999266424,0.2609059423939309,0.5764888083530707,0.8738042809649587,-0.5849550843395658,-0.42675723471896626,0.9726162809429418,1.239240262827903,1.171904917753409,1.331072492754849,0.6011177984397661,1.5908311959786565,1.5243181160613204,-0.24795559728616512,0.15280906487435977,-0.7720880779066998,2.437632263156804
SIDM00294,1.4305267707390221,-0.5287839259078957,-0.8164386406936126,-0.25853349235745215,-0.4568846651073969,-0.30685085363541165,-0.2909043292782886,1.700845996899579,1.1292402667481813,1.2951850495092159,0.927670291403901,0.28616157518287294,0.1755063401199946,1.9114788516084382,2.6559875672487547,1.899520806998835,1.4666209024611236,2.286363646889311,1.1808634613143265,0.4674975707639461,1.9508674533370842,-0.6459817685092542,2.4162050455846886
SIDM00677,0.10836937762433847,-0.5940119393061611,-0.7359165901293373,0.6196303067440667,-0.7213503616270512,-0.5513258065848761,-0.546428785190639,1.2240339261526836,0.5233311272628649,0.7040203416822701,0.7788829820703276,-0.08428367679668755,1.4420900583301115,1.6507576954930474,1.8552498251224432,0.913794049889609,0.674433918834104,2.0880541453907075,1.1012154537792225,-0.45930301564661474,0.7329736710583465,-0.7811202216849426,2.660751684955671
SIDM01220,0.6314301862268062,-0.7341423693074617,-0.7143152478917842,0.8538543593543982,-0.6370335912124698,-0.3557685818468381,-0.6204074043837158,1.3172301647073676,1.0248335407893165,1.307741764822698,1.0601372156650595,-0.026197338943668342,0.16615144757938663,1.9675269477181203,2.042713489852917,1.1584746673882191,1.0046623354623259,2.0397025377703843,1.1494103533493893,-0.2658411497381336,1.1117448558108016,-0.6688630924775356,2.38780998329626
SIDM01259,0.2899253304941474,-0.22128824983304482,0.08215391098016948,1.0836910879292714,-0.2869511717948597,-0.1705661766953205,-0.0728871445017555,2.5413519417577626,0.7901116398996874,1.1805801959118802,2.245546106367565,0.5793360552924429,1.2701458201183031,2.0403874319601556,2.410991775296397,1.681439288255428,1.169591952872975,2.18906557019365,1.4583097526514612,0.2904538384216932,-0.12040443662382659,-0.6322271910634885,2.3085792856347367
SIDM00680,0.25565511866122687,-0.6067876094964197,-0.6868997476189719,1.008026917397404,-0.5919370530946311,-0.426568729767219,-0.6459054808092474,1.0403929388819868,0.6426913014931122,0.7865503120667727,0.8279137793632902,-0.18326292617921086,0.6464058073287474,1.3884882616209673,1.741318486881221,1.1381451420168418,0.27714278762413636,1.8011424998832464,1.5510558042892642,-0.15532873011335718,1.1077750488828126,-0.7612549800063534,2.2106448194299784
SIDM00346,1.062293072694758,-0.6952838176777943,-0.5668989455078696,1.7254742438635229,-0.5219689654093718,-0.11426945606629864,-0.4120611462588694,1.7309904844445565,1.2352864282386555,0.9202345776817064,1.4935138924528475,0.3214541778807313,1.3395124396948452,1.6572787868083565,2.288538651561588,1.3483251278906498,1.1859410784716764,1.837864800599381,2.041333073938443,-0.35781019955866006,1.338872069534389,-0.7386763361410219,2.2270373927704186
SIDM00129,0.05947105923024751,-0.20066941895512908,-0.5680772335915248,-0.3834802552294079,-0.635538672857339,-0.3858328771538279,-0.68102362379605,0.4267304875265359,0.6266698161082045,0.38151868418535884,0.523586759879097,-0.6933282648529472,-0.6846713326385774,1.3661548725926516,1.7210710638268885,1.0979465215065254,0.8752687910950901,2.448873318662958,2.0786737174078316,-0.09379740795367866,0.3702530634854356,-0.4133621790952457,2.5373782671286516
SIDM00627,-0.05152204850053605,-0.6263652356915664,-0.6482416631883298,0.6648300618669128,-0.583699082590299,-0.4193586559864335,-0.5956361531446009,1.0817914067005863,0.6754166009933534,1.0491885670452332,0.8709423076701196,0.34675953766563505,0.9908359702841097,1.7901106423734439,2.1149824413414433,1.4468272211739586,0.9530956112529417,2.003794499140689,1.0051910393168066,-0.10661495864567852,0.7450308478928799,-0.7608289327857013,2.039274969078921
SIDM00293,1.0202823430722412,-0.48652110795477105,-0.7619123555757439,-0.37176480454781813,-0.5978917507715015,-0.12218610356889018,-0.38884885516853085,1.720313695739939,1.6905329690455815,1.1546461478141317,0.8621523182704354,0.160754749731088,1.0285298547725792,2.221145985538116,2.5766544717264384,1.7385541777654636,1.4204898064537272,2.0952278492938734,1.0288323954667742,-0.06946370726638675,1.6900337539006056,-0.7570137547757216,2.4967472721814112
SIDM00274,-0.12280724615463566,-0.7571258571203698,-0.8403682866333856,1.1596705746883955,-0.6212143093675647,-0.6314796441355318,-0.6160384483359019,0.9054010710736577,0.8222161250634089,0.7743200535502897,0.10859430313597652,-0.14087975630879113,0.9832146271104873,1.8961986694339243,1.7354581643543792,0.7968255990611883,1.031453844527394,2.4814105762124727,1.122244541737963,-0.6565562167994292,0.9254984404298428,-0.7892989404559998,2.512489952749095
SIDM00544,1.2167733132249137,-0.49702807311489006,-0.7561056362656743,1.445176607289163,-0.7189578859107754,-0.5596474655467938,0.17591998969286188,2.231455776495414,1.26851496523661,1.1537123542346395,1.0189934748164609,0.2614863632540666,0.7261684721188777,1.7987383676252502,1.6800793930194762,1.7725375428063035,0.8234687722920582,1.9843510461565952,1.283773887844049,0.007263312705805106,1.4417591416747753,-0.7290588944081164,2.79286415466791
SIDM01006,0.5358276772112379,-0.6332670593924935,-0.7268224683216106,1.4070872900062827,-0.6271978043075114,-0.20795543343129222,-0.10151345752951514,1.9127091752735295,1.1607506314070415,1.0881809055393434,1.1679063488713908,0.2568064964748423,0.6687000737241737,1.9114921018732347,1.7950302469253865,0.9691616634520299,1.2536443343490014,2.223852190637891,1.3619450537473063,-0.31228951003266203,1.051666510591242,-0.6990871004975753,2.7364935385489715
SIDM00302,0.08983170242171892,-0.833717642371362,-0.7034154750042912,0.9458533984033353,-0.6975817329338724,-0.48787758355231675,-0.62614438276732,0.6762732310566346,0.8168403526051828,0.9758919822098596,0.6671969237420642,-0.13370058898799358,1.1185041797041015,1.5181236864307301,1.788202649667758,1.1577283527941942,0.24393827604749357,2.1176346396278984,1.1423533807548572,-0.4454498963913382,1.1539014010154864,-0.7621518904756659,2.322654729515984
SIDM00549,1.3853110312569972,-0.5045310653769636,-0.6254887250723752,0.8553782048513056,-0.6078901153754488,-0.09793294667815074,-0.12779931779334128,2.2408365677814657,1.0616066394679822,1.2679815302215547,1.5319537816640545,0.4052339265996071,0.2866334534548689,2.0417533540177217,2.2039482650206783,1.1190166891078694,1.4455375734940774,2.2883295410515827,1.512343894388093,-0.17303600296093177,1.1624406943416417,-0.6954901853811964,2.5424979880815424
SIDM00292,1.0886103116061578,-0.8102268778915217,-0.8642308798282202,0.6645738091017549,-0.7790370038223318,-0.4967294601118027,-0.5455047024404821,1.352602872921023,1.3998943403166355,0.8334102170204587,0.5732303663479107,0.01927293059448155,0.6336185422745623,1.8513928194550138,2.67502417362511,1.8628050219924286,0.3417102710623714,2.1712066995989256,1.296650127040891,-0.3188033166598453,1.282731211727346,-0.8145065150775751,2.1402028405653843
SIDM00623,0.5305195441339486,-0.7243741612977403,-0.6311193469886964,1.2535531171431709,-0.4918471079900199,-0.2742985732805846,-0.666992860247774,2.4678839198813294,0.9417009569627841,0.6829603041930233,1.0001493704894244,0.13457714188728456,0.6374351653488828,1.323310938015608,2.094819646821068,1.6292243931115622,0.8749729508016761,1.744372306281295,1.3988999783196858,-0.30695644882697254,1.1718547831811446,-0.7040210973913208,2.2421070127144827
SIDM00638,0.7252817695357439,-0.6528675173075531,-0.6908831738032496,1.498383339713041,-0.5731879453989325,-0.3978149750060613,-0.5083152041348069,1.5204385806524185,0.8516340744571685,1.2876468223060804,1.3142303435409068,0.42087079449799675,0.9672845679860043,1.5947856541275176,2.2259561947966295,1.5798355848448113,1.0520317671806938,2.479675648697647,1.183495177171931,-0.17655925632373054,1.5005602793495247,-0.568180857291559,2.46128932774652
SIDM00527,-0.34442497882074036,-0.8085374538436406,-0.4486019636685541,1.2674026079028236,-0.6732843211706285,-0.3216156494371941,-0.7108695778388355,0.9139634186939218,0.575726807762832,0.757144183666533,0.2860505621007584,-0.04791163325132233,-0.06624978782166023,1.6362858305789163,1.4065687954706947,0.8088917926202782,0.4124945697365198,2.1960362657070047,1.6546675916847469,-0.29836892303802004,0.5875822938827021,-0.7050009055336122,2.8006258627187486
SIDM00976,0.21152337162633159,-0.7325205147649416,-0.724359643428449,1.2621236972558196,-0.5751581155173501,-0.45533218259634767,-0.4022338478748003,1.1228527812458906,1.057071761307387,1.1121045068205895,0.7193481075739973,0.03704467442475217,0.3802968892038823,1.973101986468844,1.7736554209155668,1.0646373933492572,0.5462168480201577,2.287577023738394,0.9692535087678368,-0.508818405204954,1.3023121866449316,-0.739077011810135,2.544740223098941
SIDM00316,0.20667766379714392,-0.6802308446503611,-0.622985897746985,1.2120077413807469,-0.633975447313028,-0.41112749675140675,-0.5753232630364736,0.7807852560799585,1.0616976247430177,0.7193857752460695,0.8786219556451448,0.1363886986546974,0.9454092030901291,1.8179780125068363,1.8398187865101643,1.1659218280090677,0.7204145839395782,2.3990310135331376,1.1517470104015275,-0.6305546730784379,1.1953817612450737,-0.8198081725002613,2.7605122470436343
SIDM00326,0.14840812986013938,-0.6526716128613507,-0.6897189292783481,0.967955978240924,-0.5316243807598721,-0.5250141720483174,-0.5946387440423846,1.7009954727167276,0.6340130029279532,0.999444081528974,1.0495372769196365,-0.1506493306258988,0.8298735281811388,1.9299820245336332,1.9150554587895445,1.1266822218588004,0.6495814817740143,2.154825774235701,1.05744487840513,-0.3957114963449826,1.4110403372236773,-0.7525631178951254,2.227713527900433
SIDM01093,0.59619801986618,-0.49723819356060206,-0.7181165091102969,0.747038374261479,-0.5039330675410698,-0.3857279491493753,-0.32184117544577606,1.2427574335370344,0.48142797291411427,1.0891507617551026,1.1184222985746957,0.48159397792610126,0.7765059048346464,1.9078228674789424,2.2349003764704904,1.2221527250216884,1.1130839118828824,1.9569851431571523,0.8496224988719808,-0.17711371338839696,1.1159712962682304,-0.7049005793250119,2.476398632059128
SIDM01098,-0.1871225880643516,-0.5832360352640668,-0.7775847966727584,0.5178898111549788,-0.7651289227313948,-0.374607315431014,-0.6198525304926709,0.8678851213042145,1.0450568762696635,0.9865050787710851,0.6261554787894759,-0.33235884462779514,0.9060908789770917,2.086656672345881,1.9895417005210903,1.2244073516810918,0.7442213961716705,2.350448128382148,1.0443946133731976,-0.1305355961130863,0.5600676777979293,-0.8404753604721762,2.8364087209205096
SIDM00424,0.9923883681070131,-0.524883428684837,-0.6051365223453995,0.9244589347202479,-0.3545190976667185,-0.23450021393358694,-0.1632269858312128,2.3753711653379224,1.0301649619485047,0.7741101466028087,1.4483663463822587,1.0473184438444196,0.9547630984059396,2.105071504077872,2.2605847205409213,1.775440612864593,1.4271722469255144,2.6425153683433904,1.0129164342705361,-0.18267957840539972,0.5820535438398264,-0.6915529879665285,2.8479388399582484
SIDM00973,-0.6517598226655816,-0.7558136205832434,-0.8239034667444125,0.3198052240892882,-0.7757083308672252,-0.5107351955868693,-0.7999009188140078,-0.22598991666742835,0.5037895930581926,0.6868834075209316,-0.49814231007635595,-0.6486770401273361,0.09671210242818633,1.5460758322866295,1.8642166486320486,1.2277961344407013,-0.42695899842339563,2.159104014574909,0.9159268332640406,-0.13678353163657953,-0.17141383527721402,-0.7967997329223495,2.4915172425467764
SIDM00411,0.414278495879643,-0.5131544548698342,-0.49749117557139855,1.345350031810196,-0.7780752124950852,-0.4143272586500162,-0.4222007895539061,1.6680298784396927,1.073558017602784,0.825512809976765,1.1246756657750878,0.8298843902290246,1.2441285920355571,2.0486892275879565,1.8662371775052755,1.2741873960840342,0.5975972770267579,1.964268578368571,1.343566552195846,-0.4552442027912973,1.3735215485675545,-0.8627025374153847,2.4877789739912095
SIDM00374,0.533239071200373,-0.534138779927252,-0.4718684132558123,2.0344049146305774,-0.6944626226326507,0.15543493768176234,-0.3503183719903551,1.4867233458011981,0.9510351642207526,1.1593171551192945,1.071203087478661,0.5409309824553933,1.1170036240469967,1.6265183931109537,2.2383963382238647,1.610732403512015,0.9515695351140733,1.8890826640048473,1.5194460727068795,-0.1517585544359505,1.4998475326694436,-0.6683708661610551,2.309660387169708
SIDM01160,-0.42919468954563494,-0.6936724432422771,-0.5681712818066702,1.239192815041196,-0.5322828036193824,-0.4568765536112712,-0.6667416953091919,0.7926308262786879,0.4580695306630708,0.8695117337598722,0.33155432346357594,-0.08348031870145503,1.1141069190950244,1.5611135834998031,1.687874707066374,1.250988377809617,0.27354172850223446,1.7711007321768006,1.2220663481309346,-0.30068258601838954,0.6520910263093497,-0.8116782858405158,2.3447743596784303
SIDM00145,1.592300318454363,-0.605245374027342,-0.5161526062180314,1.1581007767651486,-0.4496222627186548,0.14377200425495237,0.2551495958248115,2.234135611494424,1.5834096789284673,1.1360962318891994,1.4584583101454816,0.6483377895081806,0.45948840532264046,1.8400695555717685,2.415147762194062,1.8204533610267237,1.4868177405153409,2.2724863493315937,1.4761181856906729,-0.16691391489572857,1.785458633949845,-0.6766751154340116,2.82542224245816
SIDM00975,-0.13984103257365693,-0.860834806664682,-0.719806109613843,1.1542887500037666,-0.6517087505338662,-0.5157243916742047,-0.6087605465671564,0.4521585813779158,0.6018271715197334,0.6176055035472188,-0.13479395721280538,-0.33325770538598165,0.3517641064186748,1.7578500791681313,1.3091808201785737,1.0104996707569311,0.1257741764112699,1.9653410316309194,1.0148599741855335,-0.5801071826022294,1.0160221680567842,-0.5926329756785288,2.605098457591804
SIDM00971,0.2262203741087281,-0.6326196575797624,-0.5503178915868956,0.5122076874298218,-0.6012100776122159,-0.5572975977307045,-0.6009573005065424,1.022305498534886,0.4779097621192455,0.6432196856175388,0.8921330137854059,-0.335771793204792,1.0588521027581301,1.47475900379663,1.227872999968124,1.1688213563850183,0.6239372989382095,1.9135702335931952,1.1220270624587112,-0.4637891119791198,1.6805121895504196,-0.7559027949193564,2.3627737313845194
SIDM00251,0.629417100028439,-0.5279736545362511,-0.7252727723341357,1.1065243536389906,-0.38842944920887473,-0.32877555676492204,-0.4646055723042888,1.3254417956379803,0.9292938327048883,1.056708005187605,0.9667454035044986,0.08031819406123177,0.6166758253618734,1.440395026687063,2.1136753780152984,0.5424040762943956,0.6827504983346016,1.9556676950800809,1.2008859210718863,-0.3308727978734511,1.910475527049998,-0.6327761930018408,2.3242474273951097
SIDM00412,1.1825579148040595,-0.47695928641971835,-0.5759569170960861,0.8847415634791945,-0.44833422740933193,-0.28389913073244843,-0.29178703859164795,2.081676561367572,1.4515149971290384,1.00810230222288,1.7878905494109405,0.5335748128058858,0.8012748836279253,2.202416980017068,2.396971977368436,1.6811532481477331,1.2701466604300224,2.064192241185004,1.4040830188931601,-0.36672856214263,1.4191780312122508,-0.2946268331956984,2.3841577136388974
SIDM00023,1.0780019846267865,-0.5516395021921764,-0.49472697414262123,0.5905196070912896,-0.5878124895032419,-0.36534528148738876,-0.38377015791206665,2.0508432994553543,1.5152487137626196,1.1610150168415942,2.0209417565849805,0.5807679644626363,0.6235814577437683,2.386101243584581,1.879833566506965,1.21325362032444,0.8609727950289215,2.2419001757317636,1.082147495872184,-0.24458879801568995,1.6093429828796377,-0.7167324524831611,2.144917492990778
SIDM01198,0.4113926431414109,-0.541222537999949,-0.49381640139635974,0.9664527506914392,-0.5599214781311037,-0.3538952288167373,-0.27557019144510364,1.8075810353692194,0.8854751050609524,1.0400293581322504,0.869807002198385,0.02351244414092996,0.9806724556040979,1.900498745950365,2.179237505501928,1.4892168205819851,0.8727705740282302,2.285652494102592,1.2289891188872204,-0.18946708696779796,0.5502406510391928,-0.5281911573557706,2.524946980435042
SIDM00441,1.2138907020366891,-0.4578691278257802,-0.5059750828167634,1.2027171491139033,-0.4720468546268107,0.0529989915154852,-0.04173581836140931,2.5888749287931474,1.2844282331064847,1.0233922609438149,1.6553801269196295,0.8429513753251755,1.1223220303048842,1.9709655828719324,2.0015546069740857,1.5316979672668343,1.3747374961137315,1.996428116327794,1.4001243492590747,-0.4255308994395235,1.4437164820525696,-0.7266712377936372,2.313852677920883
SIDM00388,1.117334588754704,-0.5788583917071024,-0.5789931719993264,0.6913163826609185,-0.5448113856466175,-0.3521528661015692,0.05611097707847378,1.844335415824559,1.3772429242995852,1.3082144722469073,1.8058175721707297,0.43570952097012966,0.9185933067272353,1.952029755265955,2.0375283953588825,1.6249412312022284,1.2535699693150246,2.3681231424700706,1.7595129030073287,-0.04953060539604909,1.280924893051083,-0.6549222647006685,2.1366988940037266
SIDM00417,-0.033198693289893465,-0.6260722119229064,-0.781117388387289,0.8030834126108464,-0.7458272300711386,-0.2537712625211646,-0.6444675307389397,1.8954456115929805,1.175099248858856,0.8320338548626444,1.5443137571623633,0.03688875951695403,1.017486207322606,2.070780523913266,2.4569106965417706,1.833812289428822,1.384995475187525,2.386859530879514,1.5623484963236545,-0.08370372040387924,1.366368997145298,-0.7548912317064352,2.8485623204268373
SIDM00416,-0.44580732025101233,-0.6826319364948579,-0.5246268194406636,1.307621512040303,-0.36225364223647866,-0.35273195018411935,-0.6072197547520672,1.4960560247463908,-0.0332677672968358,1.0683579706900415,-0.2897083579923603,-0.429719135692121,0.972708627685242,1.9530431513943554,2.115023685737102,1.3883263713524172,0.589352871213067,1.897914424042977,1.0909051650777966,-0.35304622482132153,0.9991823154329044,-0.4803861338963416,2.3190049582114263
SIDM00974,0.6468714051402558,-0.6932920821473123,-0.5562445230533082,0.6904594201517008,-0.6620522139877367,-0.5066057173008838,-0.557466539906927,1.641565416293699,1.1492222151417426,0.7666724112486608,0.7461247342222139,-0.004479252061249512,0.6998941027624723,1.5730321001745657,1.939675718535342,1.3427979760448712,0.7242240749716828,2.0146701470682324,1.2998690080868895,-0.42708615393397303,1.0484535585775836,-0.7313736945708125,2.5928186638360016
SIDM00833,0.4442311549086087,-0.6278665974345502,-0.5889896097926156,0.8188449517051404,-0.5852366224936549,-0.49666981841771063,-0.4600601414290547,1.2986261790101306,0.7235377223878761,0.5617031627858469,0.7887074074896555,0.04275160619106172,1.4961297130986715,1.624251989172434,2.0419207415468943,1.0283442186984617,1.1080579511128608,2.0046167125099217,1.3042169905050565,-0.567688587987915,1.8286232893266527,-0.628665820788211,2.3538729200147612
SIDM00562,0.3249867156688531,-0.5897272671192402,-0.7264708619715633,1.5619150964259598,-0.7502262365648275,-0.4366478037303908,-0.3663814747507923,1.6227032262446284,0.6681516676526785,1.0826028259477891,1.0406784342406457,-0.14820271227350695,1.0348132089310933,1.7244941722315688,1.5878607035830845,1.6190996817310195,0.7988878010917313,2.4323663458857747,0.9770907828504423,-0.3208748901835918,1.7948128248051125,-0.6503927037476424,2.910093863673044
SIDM01102,-0.10760481296375286,-0.7145717725173746,-0.39706101446621767,1.651581766647942,-0.5577027611000713,-0.42345182599193226,-0.7070028820037345,1.1866267177701333,0.900456258657403,0.8937831117243683,0.716514678370822,0.19801079019324494,0.6654304056813704,2.0713655996748854,2.581021200027674,1.2290684801826421,0.3302166405044074,1.7534203183585857,1.1437472051189486,-0.2590569059185176,1.4183879099586836,-0.6661309963249842,2.169587268063051
SIDM00418,-0.3255740290253629,-0.7481527157165152,-0.579629219551006,0.9879102648115184,-0.4288968214448953,-0.3018554150453842,-0.6367898877417268,0.6658566049917439,0.8561372641518754,0.9584344320442866,0.10067613056379444,-0.037147068145395715,0.912894116123329,1.446658099621525,1.7663107792411938,1.2118719909589477,0.23394923833395923,2.142142567023956,1.5556601026763814,-0.5768819079810363,1.2868044100728113,-0.7623904949972949,2.532674875829459
SIDM00841,0.06676821930053928,-0.31677808456095546,-0.6632660234535376,1.0173752853729423,-0.5574951521701043,-0.2768516964326454,-0.5601141951562815,1.2742978314023325,0.9586864737420903,0.8509741333401523,0.9975533709424469,0.31507383235092656,0.718365448648687,1.687811426259747,2.1700507933576088,1.3272143761736952,0.9742046497271419,2.2729353144653173,1.1841319981159275,0.09765117418903581,1.2922718275589018,-0.7154804992823323,3.013493517573446
SIDM00260,0.37865691171381377,-0.7646055152295989,-0.6854203403515959,1.4257097131615817,-0.7433221715692959,-0.5443041599872757,-0.5705269624348918,1.6050033776461203,0.6292914337670911,1.0576661258786622,1.0534945643364007,0.3622016727931413,0.8013391732476063,1.8812291632113536,1.6665880120037462,1.42825196036709,0.6369501095375973,1.7390092274110631,1.3246083835557463,-0.5043749358687464,1.5604033442044198,-0.7578721537949615,2.123941631739166
SIDM00111,0.7948441393669555,-0.7891859487128241,-0.7612333502866345,0.6476479796503799,-0.6246127586828615,-0.4630474077515409,-0.4356951555160232,1.456937015352155,1.2396652275389157,1.1968733202887025,0.9161985408438381,0.12067971509546543,0.7084287792206152,2.259876695503058,2.3733422817646543,1.3319285122668647,0.8160830237803429,2.0880717511257116,1.2864388832520268,-0.14343510358961215,1.3205930554471101,-0.7361552698775767,2.252820344229639
SIDM01179,-0.3479435826983827,-0.7953598404603983,-0.4453606263669823,1.796173966312038,-0.3550039694854811,-0.3169420475651956,-0.6282653309200369,0.5471188678370579,0.6375920215050401,0.9985452474170627,0.2586589413441509,-0.27565933068470644,1.07976134853845,1.6146469043616223,1.2171638392597397,1.1668937438510198,0.8519384479609476,2.0679361781428356,0.9446768225955355,-0.36602798138536957,1.0067744647183736,-0.734922000942607,2.486990566549981
SIDM00351,0.7967910366048755,-0.6683891007525167,-0.5492548981258535,1.0883192972903448,-0.6698595779733519,-0.4073184398103693,-0.3185571814909993,1.1742082053636929,1.1503248910888297,0.9472390766748829,1.2201817911394535,0.7427773036379114,1.4620292351320467,1.754034690917514,1.9683446664610744,1.3427601146854586,0.7665896235923552,2.20035846608192,1.1521086560538303,0.007802370968393891,1.1986342238758279,-0.7053110294753792,2.570698767132922
SIDM01205,0.8304245271557272,-0.5855011866458377,-0.41647403421833235,1.1007457292935068,-0.5403856464390822,-0.3889835674797661,-0.43606591780367115,2.224706467453344,1.6717929548050983,1.1469836683243915,1.0672651057634104,0.45159668227133754,0.12539508187865162,1.9218864606159578,2.4339124225711974,1.1109351521011965,1.448802981622068,2.0628088990029303,1.1143666602301578,-0.1549223498546234,1.5188912705462465,-0.726246533194987,2.3134265854979708
SIDM01095,0.42208887380407334,-0.6417637577457838,-0.7482150737771185,0.3037835214225228,-0.7349370923936905,-0.39398089039174566,-0.2206839061953024,1.589116814564961,0.8605560983892826,0.7191352107960602,1.1979703066896896,-0.2709604019709656,0.670148721540451,1.7099464623331346,2.5680725850146775,1.3761966179343266,0.6090001373083911,2.157480879090679,0.9070907743249087,0.343781073240777,1.4113644268554884,-0.7837342334955566,2.582486150447648
SIDM01159,-0.45460271976156413,-0.7432708681233067,-0.6869001408690508,0.9459750308363245,-0.6839283438857222,-0.4739192378797766,-0.6652394411989092,0.7319726794771465,0.7726405819784913,1.082715764479459,-0.1845639337284691,-0.08582240737147333,1.3438624742754313,1.814421052762462,1.7928520048782521,1.0505758229259625,0.5148624119022445,1.7235373767715514,1.2169309988101293,-0.4131076699028262,0.9252502372182521,-0.7612318799474421,2.577639574869665
SIDM01183,0.7853999494735665,-0.804052800457616,-0.8077179432603673,0.5257760192885355,-0.7173469391371348,-0.20172685501114165,-0.38772930205232287,1.6427717653378981,1.296287549863535,0.8079306524796499,0.8035896925181737,-0.22709888589240163,0.5898077823531944,2.2617910018458147,1.6744269528307214,1.7275867506904534,0.016161815703720002,2.3936627929810546,0.9465045299101914,-0.24997703657403036,1.368450298997671,-0.7345316458301896,2.4396377501262876
SIDM00328,0.16683667233774901,-0.5116578610580238,-0.730815473996053,1.346813317433841,-0.3975982797921176,-0.5456709083681605,-0.6722462871845701,1.5286495870306371,1.0448678498287762,1.0541066951596774,0.7972389099343021,-0.19241914673973645,0.7459297662614416,1.6318051738184434,1.8657940031969,1.1888336742286338,0.8222043195239223,2.219754369288318,1.1347336094828242,-0.33222348495694054,1.7551634611671263,-0.5837364899089875,2.231243749482985
SIDM00389,0.9237640337698726,-0.47798333138699645,-0.448488705939062,1.4484137214367727,-0.5387305728305388,0.006920331281611201,0.13852569076552151,2.330642791207582,1.1350042959248514,1.1435076928370191,1.7672293246939792,0.6682769645527634,1.2829113665540102,2.4835416859086035,2.29348123844501,1.849950363813941,1.3888237369930552,2.377462051625392,1.165795722190372,-0.23931313381210298,1.6303465847456544,-0.6970459336361181,2.96266254266282
SIDM00489,-0.0032476543930025485,-0.5501456392872702,-0.7737112380986565,1.180206981780994,-0.6568301489555739,-0.476432434103446,-0.6121700068353674,0.8410873244829769,0.782221019846536,0.914334726986083,0.5970561666733561,0.21804199959874074,0.9083264782985114,1.1479059417936803,1.8626226070681144,0.7829820073531654,0.7807333591700941,1.812176646379808,1.3414317204235768,-0.43434889974627217,0.7929031037760179,-0.744559789509651,2.1423187732393134
SIDM00953,1.016111407366765,-0.3779845697163612,-0.7354057538206649,0.3931200001450955,-0.6885502127443611,0.026183431289514565,-0.4624558664786533,1.6534196649091701,0.9498860674736066,1.2234104055082131,1.2200500025673526,0.4792014076248551,0.3925878289080378,1.799427954832445,2.5305251626378116,1.6267380590993208,1.0905923561950288,2.22610774775152,1.1143172640208376,-0.05526918032458523,0.8876359750730638,-0.75504154335881,2.2591852208850116
SIDM01245,1.5915341409511825,-0.5856579107234838,-0.6873700038634185,1.0629131166437544,-0.13298830097874156,-0.17658850366853518,-0.1262990718419198,2.169151545843191,1.2817337997262128,1.1159095791402351,1.3994668587910377,0.4536481240156462,0.16564510086055814,1.8610823197117807,2.284013515356959,1.3823993766471814,1.5341055491053075,1.8532559398906292,1.6993871263055327,-0.0666270575544892,1.0293251189037518,-0.6399873719513015,2.3999124308581266
SIDM00929,0.7736903835188007,-0.6683618303357374,-0.6838676879962212,1.0336671811195444,-0.5786317487285475,-0.2548219017977723,-0.4089830008517729,1.1647043698858728,0.7299715408393748,1.0359923672094353,1.0641615757762888,0.26577266751675305,1.00488420154597,1.6537217579743475,2.5405983684271307,1.1135170491557107,0.8492782171021581,1.7801728133878574,1.4926190655073708,0.012052407514518975,1.3256944372995807,-0.6965312215645826,2.5176724194270834
SIDM00732,0.19897724660520819,-0.7077396291524187,-0.7011786047135075,0.6868483545210928,-0.4757636288227575,-0.4288740368366744,-0.5946940985075145,0.5483443092728161,1.0319971174993918,0.6912979484784704,0.2159215201701318,0.16984825361125921,0.7857918658919849,1.3017406997186507,2.0511041449739102,1.0485056086671305,0.867959297513514,1.702211877009291,1.765037948251554,0.4107132324313864,0.9743380101157647,-0.6973176787677478,2.34390554046706
