,RAD54L,XRCC3,RAD51B,NBN,RAD52,RAD51D,XRCC2,BLM,EME1,RPA1,RAD51,POLD3,RAD50,RPA3,RPA2,RAD51C,POLD1,POLD2,MUS81,TOP3A,RAD54B,TOP3B,SSBP1
SIDM00490,-0.3455391179810015,-0.7679103734864786,-0.7645467404222318,1.0971609799745523,-0.5822790136585967,-0.5372243558089929,-0.7432084753666014,-0.21438394097664437,0.30456463192636835,0.8361131703359225,-0.7496497923926263,-0.33202037358732195,0.8005048583713864,1.3696259242759647,1.5392216112574724,0.851867202613536,0.17849243673864804,2.1649665275647707,1.366786283105446,-0.4517258674124212,-0.11802642422138207,-0.7540777916879657,2.5824560233452645
SIDM01090,0.31446223535417284,-0.7216627153889971,-0.6688349403813345,1.4590850204938703,-0.446788081422691,-0.22412468118433812,-0.4442663839198426,1.2391296706621768,0.6190756876512987,0.8209408529561717,0.630545516943775,-0.245190388721471,0.5530140943507397,0.9978003131871072,1.9695158004042386,1.1309315798422357,0.936398508848887,2.067958988535266,1.2764340241947987,-0.11088283808740475,1.1256715205979295,-0.6265851094049244,2.57832268950311
SIDM00394,0.46397502489867065,-0.6141454153016684,-0.7090058773197813,1.1081663583137276,-0.693505919457023,-0.6175518826018516,-0.38708893417526224,1.7114620349560932,1.0796105430009117,0.7708169651147352,0.9258804426099756,0.49988773459898844,0.9058203408827946,2.100752340058372,1.738205876580998,1.2743037455416404,1.6021694191115623,1.9831753005195445,1.44861264274437,-0.41764004237859187,1.563396726141907,-0.7122007587412525,2.00666789552123
SIDM00538,0.26664938357321843,-0.6845198866391321,-0.8063227456013037,0.82970083528058,-0.6847106516317066,-0.6380382409436961,-0.662771212029258,0.578993112140539,0.5728116943890529,0.8679963694755577,0.3007619715626386,-0.38049836363403505,0.6579440681581543,1.5242005378995864,2.1008901592422182,0.7625095484954486,0.5361145973724155,1.5904853866284272,0.7229743762723637,-0.3289047520168147,0.9928357328190884,-0.7482166800697563,1.7971498888101305
SIDM01140,0.5398382447149681,-0.7056946121401557,-0.7810784777672777,0.941344192200028,-0.6557271570703799,-0.4828825505259226,-0.27934661670354033,1.5425616221684715,0.9805892661606997,1.2080294859278293,0.8634197067839445,-0.04634764662112338,-0.026754898516537198,2.1989174496396924,1.9909076286459968,0.9481921449092485,1.1471760638647486,2.0860686978034475,0.8019142306704593,-0.39188172038636887,1.2450800748787676,-0.6910466718914251,2.5321493680856157
SIDM00101,0.3557698814382242,-0.8411405746682102,-0.624920317339445,0.8242555134408609,-0.6995396027080946,-0.1623471315447352,-0.46218925513257286,0.9662580354928271,0.7078048716062445,0.7748178551938024,0.4490955341219166,0.09900004907574779,0.7639802959553155,1.668894242169611,2.291795051138208,1.2721342018565511,0.9462411464450746,2.3575473676862098,1.364355706912463,-0.538985867605226,0.6042043277575518,-0.6456088531695868,2.50448427880193
SIDM00114,-0.20209943038447056,-0.7286588111093936,-0.771637673715758,0.951862775638146,-0.21655245331662107,-0.5868363165799877,-0.6081872695528798,-0.07394838712587157,0.37766961758295187,0.5913444523831737,0.02689861231592823,0.38627175449064094,1.1257412394294986,1.7006719393036744,1.934905552154919,1.1362608218002623,0.0846010800733653,1.5786778294507942,1.561645903646713,-0.5496614675177786,0.3520556048331493,-0.6969797431701067,2.7483985081255566
SIDM00102,-0.22387843708230182,-0.688721807924167,-0.685518507240114,0.8550404499409975,-0.7671628103284842,-0.4319586158090953,-0.656642775415501,0.2680308716174738,0.7068665199438464,0.8381939762298609,0.15334204374470903,-0.23035066315981295,1.0247396834293918,1.875869695137721,1.5800403274630377,1.0437469714914367,0.2726461891297037,2.499006960904594,1.0257017823495154,-0.5000204208567637,0.09505182229338108,-0.7405489703948691,2.638093422038733
SIDM01122,0.18418772310534104,-0.5701108111610335,-0.2765915526929252,0.8639747478124478,-0.6727077488854895,-0.43753246984885047,-0.25127744100707033,1.345572541105426,0.832698128828998,1.1850650014487158,0.8796040563539242,-0.04183402008278674,1.1277334860517922,1.94293191176279,1.8958446028557414,1.0691870280358096,0.8848092068549875,2.3754954894187685,1.6462353817423085,-0.207099853782662,1.2110154665075183,-0.7116851642964841,2.276536952757455
SIDM00261,0.4353258319414782,-0.6359535807409679,-0.6086363445451286,0.819794203985339,-0.44774788593448134,-0.5171612474199245,-0.5891458159600197,1.5582554013194112,1.1542605904431278,0.7516731286887411,0.3214184710788947,0.27563290436478777,1.476395720126227,1.3910207573899094,1.9538181961843966,1.6610658421531697,0.5039059831882523,1.9012242649529603,1.2042537391485195,-0.2144701650799865,1.619457976449768,-0.6208829898958751,2.307794056030362
SIDM00154,0.32972513620015537,-0.709101402601603,-0.6313795627697283,1.3520182177257614,-0.49488284621733003,-0.4660127585722715,-0.6467572500135732,0.8664046722801843,0.96665969767945,0.883125449381833,0.8505577426734443,0.07369575969730566,1.189073030038358,1.8375747321142673,1.2945783017183186,1.2203682766184956,0.5791641502754566,1.5695823562864404,1.0182313920455888,-0.5210216754007441,0.9132425428800852,-0.6795608915932021,1.9398794146089695
SIDM00104,-0.37806624151739826,-0.680152406945271,-0.8200722537362352,0.9155824800747853,-0.3595690351989873,-0.7458572968129021,-0.6228484029186053,-0.2116464709496963,0.3087804717979315,0.5057313406309454,-0.49323712173860895,-0.053629202839760554,1.1498818493432734,1.7258153388431097,1.7561363284757643,1.2469224137106112,0.14543216302598977,2.1420959682870215,1.1237512522115862,-0.6803083354036686,0.4130258123723879,-0.6639849612079516,2.4169210954554035
SIDM00267,0.7426248090093301,-0.46239324136918525,-0.6964992205231781,1.0870305752944194,-0.6131198962875573,-0.12845087641051983,-0.11353750068861942,2.0283434455340306,1.4466807419892698,0.9640087463621902,1.335677879816908,0.5593786483875245,0.658922164532868,2.1751604098608595,1.9020959940990156,0.7655528068412908,1.236322929057551,2.327590660268905,1.5495311009251078,-0.3981856302315432,1.4126565067415473,-0.7635340135540114,2.8179611557273274
SIDM00100,1.1041856970691442,-0.6822095652987764,-0.7910830402594133,0.5287418877394232,-0.5506041088810942,-0.4695949915157899,-0.11762373693438118,1.2205267597945186,1.0994267071720354,1.3984928317908627,0.8723680224084059,0.15435309779876266,1.1516605056976585,1.8707915133203834,2.0639445334219046,1.5904123194729682,1.2912538757279153,2.144420633197727,1.0416388635345104,-0.23644590765890142,0.7584648400993754,-0.6817051442647208,2.613452403156415
SIDM00826,-0.5850245278406715,-0.8218143436969818,-0.6780238192656615,1.2000843176859561,-0.5977660179850007,-0.468305182894093,-0.7029559362193862,0.791126059968957,0.4974255692586469,0.8652774390962896,0.09235557788372703,-0.19574352170423567,1.1067209092635037,1.7660842064374604,1.9097595844455366,1.154737975629471,-0.07155472851627936,1.21015715289918,0.9505378531184608,-0.45896922505529814,0.8841753698507296,-0.77850774382608,2.427847168447223
SIDM00310,0.6868478800732081,-0.655223135144891,-0.7374756045745439,1.0121654745183621,-0.6535280683168811,-0.305031484061806,-0.11373997330100452,0.6464132871456202,0.8481557283531059,1.1173226297577936,0.8252573693311956,0.0207966761699965,0.3196091764025669,1.7226065807044506,1.793025471993103,0.7959780690183501,0.8173514577905797,2.0207195280447574,1.0498677779374472,-0.31246926065239156,1.0375418940167935,-0.7464016925018163,2.1532860526351536
SIDM00482,0.8457344144394305,-0.6215122387876909,-0.5084333452837176,2.349434288589538,-0.4820689747845223,-0.19833697750083798,-0.3520142519042354,1.6256992651238509,1.068568850384406,1.0684927360335905,1.0924533425498735,0.40166454164460114,1.2562174549828042,1.853074711546201,2.3793322153171044,1.7522426462717111,1.0860599785576772,1.9608859947442197,1.5500219504810988,-0.15674074983724448,1.9127141848067395,-0.6726800400255724,2.6162770503710537
SIDM01247,-0.024963544323986588,-0.7082233117850841,-0.5771650531912061,1.103730443388951,-0.5990176581573026,-0.4033838496652295,-0.43851959766934967,1.5367659094678132,0.7203307978755213,0.8818673540759348,1.0691084274063378,0.2988159775709955,1.5163944704814216,1.675170804921427,2.285126572152614,0.9741393160854626,0.5190371974481741,1.9464156604447964,0.7280218002550967,-0.3162504554119073,0.3612434311317115,-0.6171872636555216,2.427437101849373
SIDM00817,0.045512475977175074,-0.6646368867688343,-0.7347495265214659,1.4728033027043435,-0.7502517145503945,-0.28590724292465036,-0.012460988908901273,1.4123167419066531,1.0687283530556146,1.081902850726411,0.8470032574616511,0.4530050994664909,1.241945898217928,2.194375057019976,1.7273973052893055,1.327697650124874,0.9321312641431231,2.2590307195672263,1.049779488527641,-0.30964429524371256,1.6065668292696105,-0.7625937543570943,2.8202486769498467
SIDM00448,0.6424975637412191,-0.5731015234665601,-0.5750088713971017,0.7950096798192409,-0.5677705903984303,-0.3288463391003494,-0.13528424156730326,2.0177248143110833,0.9485688689118811,1.0156254663806317,1.130375320335405,0.11478878016051311,0.8326274928176042,2.2427925359761347,2.228040746773101,2.0351990024122406,1.3341133051137046,2.5055670411927724,1.385755180553117,-0.03654707923729968,0.8447410238695252,-0.6280120865542997,2.8895019404172735
SIDM00086,0.5967032950005055,-0.7073302174917606,-0.4295632075526103,1.7103342698561856,-0.7034734010026319,-0.4545743846651253,-0.44719318272008773,1.057810618784125,0.7262822757383659,0.7626938675666666,1.2819006443195473,-0.20957422694339775,1.2055938296969961,1.67921615775188,1.947473383876559,0.6725389256234131,0.8265127698857517,1.84484999699846,1.8983433198126038,-0.3631038307982916,1.9919803058159107,-0.7198853074248807,2.545312779900968
SIDM00466,-0.1799161161149567,-0.756672621673472,-0.7563119169810784,0.771964505455155,-0.8232770282486843,-0.5544107345403396,-0.5808192866985437,0.41282678779197945,0.9127375041038652,0.7099423907620641,0.27718058847354893,0.373727048379444,0.5752496527153179,1.6941765684575443,2.2863998681745525,1.4116302893729247,0.45932537000294876,1.6316789845813362,1.5858509457566714,-0.6375256819309301,1.0008275647884284,-0.7738441212248091,2.188778485520261
SIDM01132,0.8414688753660661,-0.7321143921532853,-0.7598437472073574,0.9675265359508508,-0.6253904871994195,-0.2006504574913269,-0.3809418059253908,1.7498864405414751,1.2442554849204535,1.1904983052496312,1.3149076464791862,0.28591667547813493,-0.36709285738916897,1.6680572818020314,2.166668506755303,1.3880215692308011,1.2053918510104524,2.136052733578991,1.6130152776570306,-0.08093650665485635,1.2869410203269758,-0.6751057597318157,2.5869812288767142
SIDM00465,0.07435963315313238,-0.6584589485622402,-0.33375406259897267,1.1631569241248627,-0.7040983403405743,-0.4893665592523714,-0.48226216099665553,0.7621710845000909,0.4309507811207053,0.7706415365048431,0.549835370558838,-0.13870724396700093,1.028525803638218,1.3100231030033245,1.8927726305773456,0.9384468890430158,0.6450945988162741,1.8976832507054522,1.3376294338433232,-0.4187644355434056,1.5441024984274685,-0.7067956260427986,2.4067339836028356
SIDM00565,0.3135345021253097,-0.6456948007126617,-0.6703548634943399,0.9004295147982933,-0.692113257777,-0.4465018045472992,-0.5485892185852639,1.2243926644350078,0.8920568154611631,1.0559347721300674,1.0623123742881797,0.38881492246896887,0.7972812386158936,2.4128402943468052,2.045623093273164,1.4495602111286277,0.6520789458335263,2.2534906484476798,1.023486012722876,-0.3173692734135233,1.4350054239132426,-0.49621507532918824,2.2517692663367144
SIDM01092,0.7084577506339731,-0.5465025931300851,-0.5909138509524168,1.6965179824309302,-0.6108247565965927,-0.2051781157106606,-0.680486636485307,1.376279921747991,0.9069485957516541,1.0542211148288585,1.240442189834613,0.08778684105819005,0.8156271811122113,1.9718325989852983,2.098390193247785,1.5103086810158994,0.9435849554919201,1.9590492454832031,1.3858352554586597,-0.12871921544631285,1.5563334906133013,-0.7534520265793464,2.12077257333557
SIDM00218,-0.6682994415459508,-0.6718925336187646,-0.6979106375220163,0.4893027853215836,-0.5463724011271365,-0.46647364231824995,-0.5668424714072821,0.15135761508565165,0.7277662763302967,0.7540220534006058,-0.01423836553172729,-0.048481253721855785,0.07453231007591808,1.3292460332021665,1.3847455775926938,0.3439191207276958,0.31731400706967344,1.7909335300162386,0.7231682433888346,-0.39351747150154065,0.4039804689223744,-0.782980810060724,1.5335026458456158
SIDM00044,0.5165638705176874,-0.699202382132991,-0.5727891207699778,0.5510825682707654,-0.7198343787269004,-0.352553652641703,-0.6275668392727214,1.2439678467167947,0.9252713100321884,1.1218617970473392,1.0824114807728398,-0.12735796293634433,0.4878473507043783,2.3030804008041454,1.2412458857637494,0.12784878732138397,1.0879891658519576,2.0450994037102985,1.1591095494622756,-0.519388958983456,1.262897389972618,-0.7479621683880654,2.5101134551153836
SIDM00362,1.2722720351114785,-0.608952323397658,-0.7409788985379159,0.9619573167825216,-0.4585913978775477,-0.15573081809355152,0.0827322628245672,2.1687122304621584,0.9003599597138852,0.9514650542085968,1.6992474508979156,0.6149539542395303,1.0486068463767657,1.893450337147891,2.179880043408671,1.7278804539943662,1.5018299531003163,2.3056978052006243,1.589336940611531,-0.3541749468167146,1.2764447809221418,-0.5144550841640918,2.8005450650137824
SIDM00813,-0.5980352830738794,-0.7900660842272302,-0.5324792869971858,2.1933455768814802,-0.643218920134964,-0.3429341037427176,-0.8390714832971619,0.8129829079301019,-0.0011848469814132998,0.910291437056141,-0.2415731187093097,-0.03638986344477458,1.3983091819991906,1.7266197125989489,2.1375757040397527,0.95391280437764,-0.0016615968466420128,1.4809739456773487,1.38933053648237,-0.4011691405357342,0.5451399476346305,-0.7939958908955181,2.2217683954203036
SIDM00364,0.8080542138147334,-0.657312158405082,-0.6677819029748789,0.6682334589582146,-0.6831719062417086,-0.2772981000429652,-0.2462674733987876,2.2702443678690516,0.9895648077465633,1.1756213610835407,1.9639446177710074,0.07775864951397461,0.2629450029792179,2.1247940597560873,2.861381577775062,1.5067385503856123,0.9641282289764592,1.6814129818781796,1.339721235937617,0.23114495643561705,1.0491390212545433,-0.6387105610807651,2.3607274645346505
SIDM00792,0.14328394415254686,-0.5565432531524888,-0.5915225766553975,0.5227140393948664,-0.7539774825013092,-0.4039303791861925,-0.550283788715407,1.005032167318488,0.9840990271633396,0.9316344213276513,0.8984756308155677,-0.0008955956919111326,-0.08800993191208226,1.8675119570742544,2.1248808874493506,1.3769777162229182,0.4204538983697389,2.085975168143774,1.1996172179329219,-0.09839324448769643,1.1351373982528303,-0.568832298929578,1.9643869027694945
SIDM00241,0.6346280685797511,-0.6804964547066582,-0.8173137750669262,1.3456553813562941,-0.6823455022208141,-0.4573429399456833,-0.46752385559195464,1.449683967585267,0.7463856803621269,0.8087885904095388,1.018991065118315,0.22753382693924495,0.5990557692132352,1.899674858388393,2.194344304563275,1.738497386902146,0.8143714141531337,2.0283887944904913,1.236436006999508,-0.38104187132316314,1.6029526922342772,-0.7802593552928857,2.5174040897965
SIDM00091,0.20204259840813432,-0.5813652511702314,-0.7026111344191377,1.5086241037316326,-0.6048753847403626,-0.3493213571942327,-0.5009681446536537,1.4457463394710133,0.8103666942522372,0.8032406404668491,0.7487123337019932,0.1327038149733552,1.1114129740228167,1.869134692236419,1.99495604186581,0.814688694247746,0.5323996522136469,1.9632638439432288,1.1373339208286632,-0.3946795564231077,1.293610166729424,-0.7564066951395289,2.2439757059467036
SIDM00427,-0.24906478643958121,-0.6911220929516462,-0.7875018079893825,0.6122386889839949,-0.2789563822387345,-0.31528323627780697,-0.5652485059076512,1.2240293052483615,0.7193549718015855,0.7284451612590855,0.4342193047767588,0.11287516300972897,0.9966111327962353,1.6218427948899818,2.355766321122789,1.593248520981113,0.6063087788825308,2.21336446634445,1.0717482880160678,-0.342409434051042,1.4498836191256521,-0.8384099128636299,2.7263372991730814
SIDM00758,-0.5858175105638104,-0.7774098409673577,-0.7431839699060532,1.3407801765171787,-0.648674278414118,-0.557588499397963,-0.6492010920454834,0.32748984323441366,0.6776911792309414,0.8667099270107973,-0.3851212076686842,-0.0266764135785262,0.9615578116830766,1.5312349193607073,1.5726827795297096,1.2263695067038132,0.0397831054356563,1.8454610398793379,1.285521178615112,-0.6765063710078184,1.5288458097711373,-0.6926702152909558,1.9734357048739568
SIDM00612,0.601501002196691,-0.7565395060444536,-0.7327051944431714,1.0146021028352274,-0.5239247772652372,-0.3016099394720099,-0.47123881983057114,1.2676937106329742,0.9841789793758147,1.1107964020384045,0.9606309460790649,0.23323500985103574,0.6007632323416693,1.950360807692577,1.751100023285432,1.214863416965767,0.4119771737531374,2.1752883921588606,1.0894385514575324,-0.31826839196089984,1.41326086118249,-0.7616523946668616,2.5283202454687195
SIDM00553,1.0929158937227965,-0.5014634907706201,-0.5806584933003174,1.0907276613813868,-0.501873415497417,-0.02048082565534073,-0.09149849156840098,2.1046696518925074,1.0950880954874298,0.7794377192501876,1.4874299221014455,0.320959381929265,0.8301923071197509,1.7235353009509047,2.3354311114673094,1.3513226344072664,1.646221450248068,2.3966374435414597,1.268074630073931,-0.399216089513373,1.290919490921244,-0.6685213907973532,2.6384109560145426
SIDM00343,0.4789768295761766,-0.7091549671314561,-0.7939890891278711,0.9586212440467416,-0.7111382626420704,-0.28525792199767597,-0.6328617646420511,0.7530248144592677,0.737404724806082,1.0831270087670142,0.5117000329856289,0.20157479604098952,0.6951904624936843,2.1851478771491673,1.81845323927113,1.335227190034887,0.7050070402341395,1.8063312892072518,1.1806922065693846,-0.1765991255457208,1.2748237129000444,-0.6646682080286742,2.223353990205135
SIDM00543,-0.26775315395713445,-0.6893915005185192,-0.6405336706914129,0.7683239824680951,-0.4631464844059392,-0.3544997451660078,-0.6565725050809661,1.0833048435580788,0.33175054712731006,0.564831428036476,-0.3543564833243804,-0.4697148827878263,-0.3188959392302491,1.434322350638764,1.5406430037756997,0.9162456857882402,0.4638472579406048,2.2709835214919307,1.1153466880091958,-0.2571171366024544,0.8113591642913309,-0.7129505258236287,2.3946048928910004
SIDM00537,0.6242245515139969,-0.6888265145945334,-0.4725401934618437,0.8953413872112373,-0.4673814884008904,-0.5151445034719442,-0.5692112092527423,1.0064532594105904,0.7486727410124276,0.9333623567493982,0.9951348723175943,0.07418627736035335,0.7756908264217927,1.4440048028855468,1.8559228996199224,1.0352361885115082,0.9122257710732972,2.2401250338364393,1.2742125829320494,-0.22248906630886078,0.9242256521421055,-0.7355908118507763,2.3494877672968424
SIDM00332,0.3368261241882338,-0.6153725760289038,-0.5256579670399014,0.22568446793152272,-0.6198243397005823,-0.3971840517883129,-0.531385561821741,1.9773671579729128,1.0844866014254932,0.9531418302859576,1.3108210240995601,0.031790882254069834,0.6827288949681267,1.675787989992222,1.7087829576071494,1.1474516682081617,1.0873192219835472,2.1535069336781514,0.9292906500129604,-0.6136986831168195,1.1603956709449486,-0.8567677000254003,2.500408422936887
