,mse,rmse,R2,PCC
0,15.019882333478533,3.8755492944198933,-0.9588878427755851,0.21364088724002464
1,10.020492823769072,3.1655162017859064,-0.21974542320248913,0.31476394981102174
2,12.573426883890066,3.545902830576448,-0.5005805508630965,0.31390296979404136
3,14.57883808997772,3.8182244682545474,-0.2518528150175321,0.22788537102915307
4,13.117617953600273,3.6218252240548927,-0.5168666725626718,0.2843903120234992
5,10.407656981602848,3.2260900454889425,-1.1635811835903604,0.29109836257591065
6,8.567053617555256,2.9269529578650997,-0.8462754133205488,0.4268186931141189
7,15.15315721238721,3.892705641631179,-1.4886168387746612,0.31398832240180863
8,14.509215181300524,3.8090963733280003,-0.3577990445757673,0.2812807603081527
9,9.602851406915141,3.0988467866151663,-1.4644540686524872,0.37914140907635635
