,mse,rmse,R2,PCC
0,16.640602228714297,4.079289426936302,-1.1702615692025478,-0.024295118966097005
1,11.350801487445596,3.369095054676492,-0.3816773693156672,-0.19023181161348396
2,14.302440137016191,3.781856704981852,-0.7069303140410153,-0.026083806991713723
3,16.04597018809403,4.005742151973093,-0.37783222679878237,0.01880388083874256
4,14.843260704557888,3.8526952519707405,-0.7164128086779222,0.004824672839423423
5,12.032182582450012,3.468743660527542,-1.501293411084665,-0.04020540258497015
6,10.137772634695276,3.1839869086877974,-1.1847791780965875,-0.028230743165722022
7,17.08106228870248,4.132924181339706,-1.8052384489929776,-0.06420491026550469
8,16.27982780897136,4.03482686232896,-0.5234962310964895,-0.08522648501441413
9,11.53120783301782,3.3957632180435993,-1.959343100955818,0.15169834607516589
