,JUN,CD80,CD86,STAT1,CCL3,MYD88,CCL5,MAP2K4,CCL4,LBP,RIPK1,IKBKB,LY96,MAP3K8,MAP3K7,AKT1,AKT2,CD14,CTSK,AKT3,SPP1,IKBKE,NFKB1,NFKBIA,PIK3R5,TLR5,TIRAP,MAPK14,MAPK12,RELA,TRAF6,TRAF3,TOLLIP,CXCL11,TAB2,TLR7,TLR8,CXCL10,CASP8,TICAM1,CHUK,TNF,IFNA5,IFNA4,IFNA2,FADD,IRAK4,MAPK9,IL12B,MAPK10,MAPK11,MAP2K2,MAP2K3,IL12A,MAPK13,MAP2K1,MAP2K7,MAP2K6,IFNA21,IFNA6,IFNA7,IFNA8,IFNA10,IFNA14,IFNA16,MAPK3,RAC1,MAPK1,IRF3,IKBKG,MAPK8,IFNB1,IFNAR1,IL1B,IRAK1,CD40,PIK3R3,TBK1,PIK3CA,CXCL9,PIK3CB,PIK3CD,TLR3,TLR4,TAB1,TLR1,FOS,TLR2,IRF5,PIK3CG,IL6,PIK3R1,IRF7,PIK3R2
SIDM00261,0.21200879062207703,-0.9031326147558087,-0.895327170012619,0.016943816094455173,-0.9835270963074151,-0.8369858535026626,-0.8047445946023457,0.5627188013998319,-0.9704845628929695,-0.9895679047009686,-0.12421651540203837,-0.19530238084238633,0.20810501048583774,-0.9132892080263759,1.4243931795608442,-0.36017975551765274,-0.5425628439613502,-0.7581277399487149,1.7874890798894427,-0.7800540074531597,-0.9079188193674297,-0.6572061454411822,1.3307700502676185,1.8883918970382607,-0.7869605807273079,-0.9072158325126846,-0.7624150432060086,0.1298033496174843,-0.038652460504180655,-0.03563124169586875,-0.09692956956506557,0.7814005717480451,-0.388258495603769,-0.5221214832498886,0.4673756385478445,-0.9013363844001242,-0.8313352954580893,-0.6173236481275151,-0.698812193494907,0.42435294342485563,0.791590663533751,-0.8676021595718613,-0.8911367921681027,-0.858052008192477,-1.0139402992257085,1.0513645620007068,0.036601795951284495,0.3217617842245312,-0.9124049238382291,-0.4147360502828808,-0.6507909635844382,0.9604518785460419,0.34754483335430575,-0.4145595677338363,-0.6560135742245528,1.045603561801778,0.0591768352726033,1.248128657766354,-1.0060574081800078,-0.8541261717011528,-0.7586597669373797,-0.753481183849357,-0.9929665435518145,-0.796837587702262,-1.032944412921247,0.007689611316032604,2.524356873487222,0.6068781732208816,-0.3370917352732402,-0.40303252453624694,-0.4076592813072775,-0.8044310918729274,0.24820857805371505,-0.7490255636392803,1.5164864109167435,-0.3643187944896997,-0.4868842550121182,1.5607490709383023,0.7191616883532095,-0.9881660843643417,-0.3367886656550469,-0.7592659276830058,-0.2696426289309196,-0.8179925294897483,-0.7068706242128934,-0.9933352077915142,0.3601619190923404,-0.9710408347582372,-0.7159012172633522,-0.7472628299930861,-0.8577872356328377,0.11988484330864434,0.7013317497562422,-0.32284026842293295
SIDM00154,2.034276892885075,-0.8618352688569257,-0.8613370868284782,1.8282688940096103,-1.0418242088973029,0.21050105710715586,-0.4051868436904327,0.5292504325457257,-0.9183387206733808,-1.018492294004425,0.6138133307220227,-0.1280009459659035,-1.0161915877632277,0.1400763134512305,0.9936141850813732,-0.0933770597802056,-0.545979830260974,-0.7370485511236853,0.7988066509465955,-0.7621983329535564,-0.881751600536438,-0.5055611356128416,2.100418852372771,2.4703875259757737,-0.8585212336692144,-0.8862577404175792,-0.7643740393088799,0.21860945192699033,0.2618136041122834,0.08567483134257996,0.16035994943520515,0.28365725110074574,-0.38951635210938684,-0.9218713888979706,0.2615602915251929,-0.9019395468531961,-0.9257326740300524,-0.4355721496631914,0.2938440631005506,0.4001062920975849,0.3265851909856956,-0.4892559120717661,-1.0096243022521312,-0.9261663966661198,-0.9586648400573029,1.4713026292251905,-0.0660633553502943,0.4043171657564685,-0.8128261024856405,-0.9226029819219327,-0.5098381132374324,0.4288102237864587,0.6169984732781426,-0.6939507470760876,-0.6142449230414545,1.087027537413626,-0.21187232500939007,-0.00997365472796012,-0.7890161888546813,-0.8715434251641526,-0.8344851308330852,-0.6488109376142409,-1.0254048392241575,-0.6445272785343118,-1.0119742371285025,0.34667114963441054,2.794152850425385,0.3633459324748118,-0.2515590935381569,-0.6356756599420175,-0.6668871174212486,-0.4845359346905444,0.7468469351689287,-0.38371988938548934,2.0377788227364615,-0.6495749447582045,-0.6863564931115482,1.6339067292503788,0.8937474790542002,-0.9604902521632749,-0.1318539385768953,-0.6774799382455801,0.7479822179410305,-0.7932542552809254,-0.554183420996632,-0.8227927529626134,2.391990498136796,-0.6908955753551185,-0.6216053906099671,-0.8813627191351198,0.1889747392350637,-0.08188170366773397,2.446537501988437,-0.44670475959756684
SIDM00104,1.7305170830533008,-0.8603419716718843,-0.8908790707720218,0.7687866011156711,-1.1463845592890545,-0.2992591706438536,-0.7789721661572097,0.4237305594799777,-0.9739428768512921,-0.9806044270302533,0.032036043803927716,0.06268816075669824,1.9504367832348966,-0.49276252721686037,1.3543674789808764,-0.15798054417580107,-0.6591689372693976,2.12108252990725,0.7348503237785939,-0.0859061242964753,-0.8373483490122069,-0.6755882627689581,1.9603098623790889,1.9761830237408378,-0.7963605259101457,-0.9195970015087251,-0.7352971281836349,0.4850297588167362,-0.015584359468254176,0.10458099880323313,-0.10873006831537618,0.7795654126180559,-0.5578522946438687,-0.9284199661785083,0.42718518425164026,-0.8883137036374718,-0.7913187684519278,-0.7428892798953319,-0.1762030869117959,0.6363247765535691,0.6682114561045944,-0.6591472326337814,-0.9464156568619075,-0.7428072220265602,-0.8261265914743539,1.3047938509292334,0.25015318862561314,0.5607438648569538,-0.9108996161013644,-0.8009631704331839,-0.6972555870888062,1.5618762939297497,0.273394020042014,-0.3719531926354139,-0.4561013492481528,1.6096289004713025,-0.16692778578021084,-0.32018392581693467,-0.8311097957323145,-0.8869636724242596,-0.8865340079516322,-0.6119865892844987,-1.0064712553905562,-0.7840998915681869,-0.8457898351074777,0.2557634555983044,2.6726090415411665,0.3477555433159035,-0.05622221219312747,-0.5930957042942336,-0.3180487228705898,-0.766374921293046,0.2512864212280028,1.084834024331001,2.1799763675651778,1.1586707549319466,-0.6977328561059671,1.7050521901039926,0.777177265097798,-1.050129650219331,-0.04065631824717853,-0.3770292179818483,-0.23559386460984116,0.02089461156741064,-0.6651629596952081,-0.9456198914326932,-0.41378166908510683,-0.32889603425356956,-0.6031689704341198,-0.8003283384783919,1.5863042851970575,-0.3800244858471662,0.4187084235738196,-0.344607199598009
SIDM00267,1.5972289825389134,-0.8265943403450936,-0.8180942655507486,0.491225390518834,-0.7948662173417431,-0.5531285004727133,-0.7933983199551226,0.4731118483281158,-0.7786358490193694,-1.0718215100633741,-0.17829976683749477,-0.21728493132696478,-0.7436349200550786,-0.8894058971960398,1.2432760665658593,-0.2789228389785299,-0.51856636634975,-0.8398184332042307,0.29448722257539633,-0.7759699469345643,1.6544531974066363,-0.5420347033211801,1.0420196797868875,1.6957808669846315,-0.7651726845061156,-0.8458547308202403,-0.5962741480453115,0.4696660679187385,-0.14995833659465072,-0.06718568996842987,-0.6375572642284433,-0.030148766357439644,-0.48980013546464957,-0.9253177218030325,-0.025380284853812173,-0.9274034166799502,-0.7486036865371208,-0.6310442271133807,0.07921152629241672,0.08929265012791285,1.053301593149867,-0.6921110452229128,-1.01404455026451,-0.8668188078467836,-0.9593423328280041,1.3148065486171943,-0.1993885411595469,0.8519992204955543,-0.8752782275000756,-0.8037590547551653,-0.6437417960283764,1.171266102465666,0.39325760965882056,-0.7244370688219551,1.0424817608681596,1.8086478014921823,-0.2170773803335082,0.9491406870115376,-0.820523092670245,-0.8963210278643443,-0.9224609720838444,-0.5492785904155232,-1.0196881917379856,-0.6216731187804823,-0.9251506576780102,0.20307675785838694,2.493950595062173,0.5494160832424906,0.09399648274358528,-0.6168054118368654,-0.31066929176283525,-0.7911976280528927,0.34117189512494994,-0.7925841121289362,1.8661051980778802,-0.3585853650753377,-0.578414615304893,1.6365858605354848,0.2633099305061805,-0.8240199944514531,0.12423005640118817,-0.7537687508504943,-0.7535266013439123,-0.8192540840245894,-0.6527044161983877,-0.41730300430739176,0.0812647888367947,-0.8675371684467883,-0.49949432253826764,-0.8385187382391202,-0.7260090929740358,-0.30567821777031673,0.25598028562489133,-0.21430984142540802
SIDM00100,1.1295669927049383,-0.9234019208241083,-0.899626410202648,0.6249815685170372,-0.9418139282181224,-0.8123218686512711,-0.7563350716898116,1.222330653760787,-0.9650154258197857,-1.0080848548727577,0.19662812144389266,-0.26850803104457516,-0.6567739331706033,-0.9929940766746409,1.4510129695734653,-0.010417331180112075,-0.4709432775142222,-0.43328782250150316,0.30797622458072876,-0.6940811579029966,-0.43004856685717463,-0.6432323826469213,1.715441432690348,1.5531400832218638,-0.8257987003101517,-0.9614301674191882,-0.7519216010754811,0.4260139819285977,0.27900257432955966,-0.3254602359179757,-0.35401923390641427,0.6797141843315919,-0.28370527693694875,-0.9320783962568233,0.7346971067817356,-0.8686706919157605,-0.819962255536166,-0.8018909425016546,-0.19166010838978978,0.13377652164663453,0.7933004670410919,-0.6878367157393741,-0.9338612025012435,-0.6239292363548813,-0.8428577254883807,1.4120703996743795,-0.20905776885428554,0.8658139879339964,-0.7709298178428736,-0.8236940110876397,-0.6357310167314895,1.2891398342472582,1.2559085359670188,-0.704175210483531,-0.6683660382099329,1.9134497207734025,-0.26772636628157254,-0.434783938463448,-0.8316344202688323,-0.9026565223786268,-0.9566803648515195,-0.6357653398864858,-0.8595651254351793,-0.6075968646188585,-1.05353450714726,0.38866305987935745,2.737606800726682,0.3996411674339278,-0.009031254552779215,-0.37888688885133054,-0.44681324403435646,-0.8766089070573518,0.7729646518516016,-0.6121375686826059,2.288031674827384,-0.5362534464657213,-0.6672453818496477,1.6567426642044576,0.6888437146452333,-0.8211051048426999,0.45002158474045056,-0.730966463370778,-0.7586569883522939,-0.8989360803789107,-0.6661495173114741,-0.9195371891815115,0.851643687366286,-0.9148308837140747,-0.6589069081974426,-0.9346492561462004,-0.7525483765356749,-0.3696228243866325,0.8976500016975306,-0.1210862121459311
SIDM00826,1.2916697281168232,-0.8069096514789562,-0.9024544410905802,0.4533582299674614,-0.89176622352746,-0.5493122143396556,-0.7848334048739899,0.4106098150147458,-0.8848477631734789,-1.1207852895648525,0.21710779093815705,-0.20305185638968265,-0.6657671252049223,-0.31501921754286755,0.689509874274334,-0.4124786902952521,-0.5319656753018117,-0.5304932819661475,0.4086034421086368,-0.8800057637497062,-0.8068984981907374,0.03264410786153891,1.5526569148308145,1.1358248432495552,-0.787009969995734,-0.9072545659183008,-0.5334226189486193,0.2066428906617205,-0.6113178304561216,-0.1840076399612674,-0.1397374114752227,-0.2406883303309244,-0.05485755815628553,-0.9132457791068279,-0.3806058747508643,-0.8707308608164125,-0.7564661856262713,-0.45668696099778133,0.5524216193800823,0.0025031029820438058,0.7803889523811258,-0.7076551969328374,-0.9266480737034971,-0.8068645862236038,-0.9225384361458301,1.4859951373980835,0.2725764069079594,0.37657412882145114,-0.9289393914911492,-0.8452709477844528,-0.8174390353678158,1.0755869762862416,0.8063525208668675,-0.6875817809514373,0.5650398881681816,1.9590651359280598,-0.1339119971993442,1.646082893039402,-0.9113909917536829,-0.967355647872302,-0.9247074204342376,-0.6646371771899898,-0.9540844743005691,-0.5880727430334418,-0.9587248053751343,0.4232527027104167,2.2277501659656105,0.3223670243134948,-0.03871048034568814,-0.5392105256902578,-0.15247092535423948,-0.625895246507373,0.7128171291743336,-0.6834211364067349,1.9611675103659136,-0.6759598775270651,-0.6393103990257559,1.4256824326112172,0.7878615592626284,-0.9368146677421122,0.5809658782067711,-0.6253786927946398,0.30161520733320174,-0.7480557051092629,-0.5268971583808394,-0.870381681553464,0.024526902724661025,-0.9279109540274945,-0.6578975592695891,-0.9182817269371946,-0.7567905073424537,0.08495764361839421,0.9930872123900811,-0.43201310618195315
SIDM00310,1.2640542513568287,-0.8700246788561473,-0.8163147430952775,1.3598715089747622,-0.9839060447127939,-0.6263139485126307,2.8793624864319662,0.2626855134382939,-0.8977307274583832,-0.9954647171428542,0.11550337980777325,-0.10774278553657303,0.869883624478707,-0.5843291157791658,1.0838507246814058,-0.07770286108127003,-0.6116584593294827,-0.5663126734368854,0.5748396026474231,0.18959611296830278,1.0944079373588813,-0.15743110091105253,1.8699884739130648,1.8242495024026844,-0.7538829740910694,-1.027352678690589,-0.7337177726593401,0.06199222915046161,0.1357445430579844,0.02188001831419752,-0.31846028788206465,0.1925895436490709,-0.16313282599493273,-0.8304950962677184,0.015584167083775928,-0.913294487382739,-0.8792082132496644,-0.47524437139005116,0.03311679002290374,0.41822621759023515,0.5108609266998438,-0.7636457293348989,-0.9643056861764148,-0.9337270695044873,-0.9751991504142464,1.5323991818302665,-0.14744451566236325,0.9661757632884486,-0.8627415942091083,-0.87452954143025,-0.5819609991681646,1.3882145686292955,1.0859645824030821,-0.40856623784854357,-0.7617182985335325,1.5295221507794032,-0.2993062068189601,0.31969782934463103,-0.8707584184124039,-0.9315420607076232,-0.9029897395215623,-0.808436100758479,-1.001414199997099,-0.6293982709313931,-0.9658232550899525,0.25548580253254904,2.5733477653968877,0.12602829784831926,-0.09778220664723014,-0.4919931073657882,-0.5840254071573753,-0.644957883357097,-0.22856537923092915,-0.13102280004239628,2.3475532149712004,-0.6124336913912458,-0.4357784053323078,1.4449983628136076,0.3873475646651633,-0.9179952819217875,0.07478778692807408,-0.6921761453466075,-0.20751442924490818,-0.6913854962575824,-0.6673054202151024,-1.0368606746386835,0.7377210260882373,-0.8957856372538806,-0.6025671469571995,-0.8631121295700916,1.1919251443809453,-0.43813855787913775,2.111176264264611,-0.28033575047979975
SIDM00482,-0.39100642721655887,1.0658254768179456,1.820607181845758,0.3295153168257948,2.5748919231015712,-0.39851710758044895,1.4497849711578803,0.6813550529304568,1.7969928205379815,-0.91300653512502,-0.42651667219012007,0.10121743436282335,1.6483146125312222,-0.4059044330197619,1.330330636282627,-0.20349770380167093,-0.5004083678898026,-0.8440436809096169,0.3724717150205467,-0.7927590850421693,-0.8703045326963357,-0.3153732916399667,2.754046576100288,2.5859676506269214,-0.2544648882446872,-1.0074616306610216,-0.5434542095968007,0.5306359825451694,0.312642472881145,-0.09759955855901778,0.3365620970485489,1.5306935508631645,-0.38413971091438365,-0.8802978284821289,0.5814332616730772,0.32678861274581145,-0.8402844298059782,-0.6724808945080072,-0.19507189382745124,0.7381484763732139,0.9028528279036581,1.098202844922755,-0.9304190762197001,-0.8245884430966781,-0.9503911622479724,1.21426050352916,0.30250360065155896,0.43936863788165514,0.14020396490535447,-0.4471956926084235,-0.3201005305447773,1.1127610642467403,0.9589373043587367,-0.31815731083090903,-0.6583813286316745,2.0409396520818763,-0.17376725390750405,-0.21791421622705337,-0.7482023731024992,-0.8242265598146304,-0.8804010071301573,-0.702443030397917,-0.858852866796023,-0.4428417157125371,-0.9087946273287361,0.020597086822492883,2.1786542624686707,0.7592497061185668,-0.035131322454079565,-0.49489540417730465,0.5109450213631771,-0.6973841155790461,0.8159225217309326,-0.6701203630107014,1.6894176397897396,2.196696239876847,-0.5158183557851505,1.8254558320789627,1.7811167681443594,-0.8287529548422842,0.24870347203304394,0.02915113448052046,-0.1760594329027524,-0.7772716485187826,-0.5756349602598757,1.1415790103134986,-0.24943628784640165,-0.8938436104523938,-0.19178423713514808,0.21714741495992487,-0.6177397548827678,0.8810889318175439,0.5341180528181207,-0.5697231408367845
SIDM01247,-0.43385719400804396,-0.7151615448915404,0.34114160873957927,0.542886659956175,-0.9812056271217818,-0.4577698816555842,-0.8443896059686038,0.2660875635670841,-0.7668410924914375,-1.056316813091516,-0.30889976569052396,0.011982670695684244,-0.055659476936630786,-0.38877267490588197,1.2903134069827635,-0.47755080420188767,-0.6094215719112079,-0.6224486473123049,2.0762374329176367,-0.7750987989954524,-0.8682178872258599,0.31690621362440585,1.938210829302395,2.055112756401687,-0.6644824501594544,-0.8357390400405996,-0.71154184574081,0.5355370639129559,-0.3161679514892822,0.19262758066983424,-0.29865840884514083,-0.584994928547971,-0.5109470052231438,-0.9212105370075538,0.35980820482116976,0.3455564853806093,-0.7293450590900471,-0.6750094522070729,-0.0633277827605585,1.3157390560725986,1.1533345365728314,-0.4288450289663613,-0.9061738330900508,-0.7820094186174947,-0.9489234063190526,1.1621805900055917,0.23786236902573246,0.2749910296338902,-0.8155907087847821,-0.8969308837823258,-0.6951280616707899,1.007395683161872,1.103767185754195,-0.693630601678665,-0.5163021658081138,2.355932454270403,0.08260103352502668,0.02754723600497384,-0.784380547124692,-0.7462849863149338,-0.9771108137876315,-0.6880799177661168,-0.9348534935490056,-0.5521139661679422,-0.8868218077303764,0.03884744492527801,1.998397348272978,0.6544711628801052,-0.14354992082345516,-0.5610794388729136,-0.38355512080136955,-0.7331529460024675,0.850912411322229,-0.5256231190257385,1.8646194144452168,1.891096344046701,-0.2257534514760963,1.8266516707624625,1.3464639101335694,-0.8755657620587166,-0.2774778952105066,-0.4183956227497151,0.7778512168475222,-0.8431266493987237,-0.5356552997382206,-0.2846874467014514,-0.7071259087036913,-0.955974307836859,-0.5367470001162373,0.1112983246909287,-0.644396629623731,0.28260841045483875,0.34558271687827813,-0.5312793538869147
SIDM00817,1.4710996751342396,-0.8158216077152136,-0.8380814368266947,0.8924692713772356,-0.9820814990058065,-0.7079953434662538,-0.7946557669109782,0.751653954471988,-0.875733783550184,-0.8715640980977708,0.1823940448974567,-0.21512703186581145,0.6027668044912374,-0.9699977003321077,0.929670681263929,-0.2188700012007418,-0.5924964433293856,-0.7657944953044623,0.15924689647763937,-0.5695869077646616,2.9605375191875782,-0.42413238365420386,1.3278039832900412,1.1143993010034228,-0.7145860695583779,-0.8703234666939005,-0.6660559104719757,0.13205285380492301,0.14215512960820753,-0.18602246090987792,-0.09938890570353937,0.0888105862008426,-0.3785210230986551,-0.9687013962190593,0.026985032996167096,-0.9465980176457293,-0.8181895827063403,-0.6958576886334573,0.21326808768167205,0.700371038191316,0.7553337704516478,-0.6571232323780553,-0.913549634846387,-0.7616548889322006,-0.93480485976263,1.4348756370453954,-0.03405310293206316,0.772805916764004,-0.7797409089009422,-0.6053535097000171,-0.41548843359782556,1.0439750695846417,0.6120961572225796,-0.5645626023228812,0.6836093113997522,1.4638098384543239,-0.2091124276965636,-0.26415510063901315,-0.8043056123975221,-0.7615439277857234,-0.8604872368295229,-0.716514639563962,-0.9969011810793961,-0.7182336502856677,-0.8224244309179486,0.31955188278981317,2.577907432578608,0.4390834529817389,-0.3219345725499181,-0.533928118985156,-0.15860403734746992,-0.8181695959958081,0.6566206833553591,-0.878739667837604,1.995881502210568,1.091162696321881,-0.6800810771269066,1.5850302286649853,0.9718949590334227,-0.8880147436620359,0.7550389152247471,-0.6363754732635356,0.43011318715134456,-0.8363650103177321,-0.619421164933477,-0.9973884448871773,-0.34055349132203155,0.08554569030831867,-0.48299953691727865,-0.8259811102520371,0.3017914255281935,-0.25529306053008904,0.7219983701082194,-0.48573431245357324
SIDM00448,1.2380164304389976,0.9011566587674585,0.5965136160700324,1.7922848367557525,0.3136110391945445,-0.33696570035404105,-0.025007933722401163,0.5397300007448611,-0.7583614805425933,-0.9195122947575501,-0.0989004075922157,-0.1532037998063882,-0.6947859595398544,-0.46591603141018956,1.3799597797962029,-0.24368516093929146,-0.48358968306745553,-0.6431597906086794,0.828527797742419,-0.6271527695290572,-0.860681580037162,-0.37043307642832046,2.4812020038492117,2.483867996003291,0.5539356039554068,-0.9047890469528762,-0.5866829613930632,0.20381376235166299,0.27113461532687017,0.12656265469261127,-0.36591203493534724,0.2977996152625227,-0.5259119594804615,-0.9383445175567524,0.3027188109262491,-0.8141237323800586,-0.6942578344238618,0.694650440004092,0.08369648063632022,0.6375499417219388,1.1301281017793703,1.9596738624331616,-0.9074795682529476,-0.5898118435200398,-0.8720221238286501,1.3007009961349298,0.06656803068265468,0.03633881558097403,-0.8045791225629891,-0.7824690190134064,-0.3634043167876189,1.323731215043596,0.9311438059158632,-0.7237455017208768,1.1060532274316734,1.733980187224856,-0.10347442739483215,-0.5052263998148745,-0.8646304448859601,-0.830818070170027,-0.9894363885286124,-0.6123720763859637,-0.9488560445312201,-0.4714542370582082,-0.9126661319182974,-0.00666606454153344,2.114337649365554,0.3704914839218036,-0.15062864614212784,-0.5104689502100548,-0.15405696603894042,-0.5645203674237221,0.31914978813563727,-0.6990270115370761,2.145953076977541,2.9649827654190015,-0.5373119673149434,1.695098375223342,1.3053893062620265,-0.6839070327984033,-0.12148094384382549,-0.44544165900057775,-0.5765340432352385,-0.7278686729663834,-0.5995395107521948,-0.5465114207386449,0.24725780992219942,-0.8159106566602654,-0.2820267949437397,0.481280340645391,-0.5484421181910574,0.5922459912495555,1.9977544319241909,-0.49097216863600046
SIDM00086,2.0282695679111264,-0.843135196827301,-0.8937385741461276,2.3423285025373652,-0.895194958920536,-0.5741919772283066,1.0563704083152763,0.2972019841001693,-0.7991749365211489,-0.977517249432897,-0.03859219651783688,-0.2566033134006641,1.5412998891760272,-0.4848036695560127,1.2251555909596223,-0.22507833591018228,-0.5874285321473871,-0.762885046110175,0.578557324772798,-0.3784532829643173,3.0966562909495954,-0.1505017653923367,1.9429308350758423,1.7094645494913019,-0.7188134627341799,-0.9136161971496776,-0.6676032471011651,0.20770782223820325,0.4046338099304397,0.36049682916743925,0.21275438096132984,0.2628196410208053,-0.46351674947640337,-0.741081590830938,0.25347455185888934,-0.9399703945150804,-0.835344295326653,0.012806557876227252,0.2955755280890137,0.7255331801080618,0.5172410668742027,-0.11695334499229654,-0.921256583969642,-0.8068110270853861,-0.9745022297196376,1.538022188804937,-0.13280735760124696,0.35217191000835535,-0.8250826657154281,-0.8364226448618834,-0.45311047963752416,1.1712290319170087,0.7416537935631523,0.2541281797030583,0.0983832927154407,1.8143134370148402,-0.15859561583655465,-0.3485510104825223,-0.8648829218440018,-0.9685949956565295,-0.9372868084004182,-0.6708315354479519,-1.009872659821057,-0.5937203430556252,-0.8024441071514412,0.0671685067563657,2.7292129699531875,0.8147899696782434,-0.138595099397202,-0.6215141742454905,-0.2557806416071467,-0.7084867614900251,1.0245116242547518,-0.6466907463843322,2.228047260706225,0.9112413395021276,-0.7030738845874301,1.23964070668657,0.6750768340611812,-0.8707593318394823,0.44690918885331915,-0.4429239864056855,-0.41306213980161643,-0.7233621607164186,-0.7168856300863096,-0.9479514280160536,-0.5979760204836064,-0.616211037542342,-0.5388833169271259,-0.7635415471543586,1.573402507533957,-0.05682675860367507,1.5035506578370712,-0.6527060312197587
SIDM00466,1.3097751260880603,-0.9363880239675808,-0.9029453588884319,0.9847824018635007,-0.9848405514874182,-0.6500166653170215,-0.8645099295613753,0.14481899908178805,-0.9700290212222494,-1.0574819466842136,-0.41517635824091237,-0.1351628442738482,-0.6235345497523935,-0.8902053342332018,1.0509590679259277,-0.20081566789164382,-0.5766543487438994,-0.34171370376800897,1.4873938307038415,-0.20340503913099794,2.9666408583152672,-0.41654726215768184,1.474040214386544,1.966876426166555,-0.7117290641646432,0.8337783446101533,-0.6933539398257877,-0.09890433755809803,-0.41208824770109176,0.3218749900292531,-0.2846798969489786,-0.07611123448157989,-0.41179094328076,-0.9900026571290546,0.08692394414293582,-0.920020426765581,-0.8046464340623029,-0.6032134028744603,0.0472562648943989,0.9859501800032044,0.010263849462203293,-0.6638437298809036,-0.9592594540485883,-0.8009796249165805,-0.9556673121025345,1.6626435124491843,-0.24042836843508686,0.4136732193748056,-0.8995791735668749,-0.8093186017578068,-0.614248589936925,0.8975703415594846,0.40005092395538533,-0.7381798248872677,-0.226646644387733,1.6690989545561075,-0.11395011351089679,1.13281695671649,-0.800889614108396,-0.947188243182043,-0.8709742757147116,-0.810542541226507,-1.0069510463951867,-0.6289961031658662,-0.9278017312850009,0.8811868919654443,2.5422259562159084,0.255753918286753,-0.016341569180786903,-0.6500166653170215,-0.527473704302461,-0.867909855042338,0.6707729813615858,-0.7204018914154321,1.986584322364174,0.6192528468824547,-0.6607661602225058,1.359993467584365,1.311997949844798,-0.9038814894633976,0.42210601422594707,-0.5990083800734508,-0.012958884580909252,-0.8598028730397349,-0.7005269159933867,0.7878767916953431,0.2385782447788727,-0.6268055987489446,-0.48595202494618206,-0.7159732468961943,-0.5845284841305716,-0.2054137706004169,0.33955001461853057,-0.5557252805761712
SIDM01132,0.2638091307731317,-0.8709229403040357,-0.8324298598675579,0.44553103037647085,-0.8995673862866846,-0.8476009712388516,-0.7799225121889983,0.4841790307254759,-0.9216649706880844,-0.9717965196404011,0.2694774845834092,-0.1339506434179865,0.7970839040060841,-0.9451743651635592,1.3694396794433132,-0.27920494414552227,-0.430019544991773,-0.7310662698812983,1.220900643457676,-0.6298733058430959,3.257166050424254,0.2053956076526523,1.7965469276017336,0.841332923939329,-0.5150300724459816,-0.8583568012540026,-0.6489240531714953,0.1605390651809623,0.3348457025967439,0.024557423085203613,0.14997086631801937,0.213583359128474,-0.20581039077442842,-0.9229685354600259,0.2967413299998094,-0.9089327972065279,-0.7936310233012385,-0.3808537530832196,-0.05544200337739953,0.40979349390114395,0.6328334701408365,-0.7701225640041286,-0.9861284779238748,-0.9806542628921896,-1.0236101437598688,1.5425584001126684,-0.2923594575769957,0.5465947663066258,-0.8084113793375954,-0.7975718147808796,-0.503654904813544,1.5836946293743508,1.220160253913827,-0.626209368054532,-0.6272001075660637,1.9883943118645477,0.1759307933650624,0.7983646171167643,-0.8063997755929706,-0.8589277438339892,-0.8903715453535087,-0.6799636895366226,-0.9938747448715644,-0.5817467377491137,-0.9516719827468221,0.633687987836097,2.524063618169457,0.49786272898134276,-0.19855813499423974,-0.5923991285055146,-0.46361210993394064,-0.8374674164626423,0.6167760345928186,-0.7541403395838222,2.269567356224425,-0.603171189395936,-0.5804349570109381,1.3276059276405638,0.6252736265999598,-0.8795936955086378,-0.2975365067724615,-0.6558992984267049,-0.6377832532829553,-0.873814406306862,-0.5894348787441765,-0.17016350564648863,0.28229142399300733,-0.8872900980472787,-0.6232285439673745,-0.7924152507539545,-0.7758929428375128,-0.14714500227789082,0.8318476339015961,-0.4012412376460209
