,MTHFD2,GART,TYMS,FTCD,ALDH1L1,MTFMT,AMT,MTHFD2L,SHMT1,MTHFD1L,MTHFD1,MTR,ATIC,MTHFR,SHMT2
SIDM00362,2.675803715914557,1.617559447556225,2.6686812329939302,-0.6814112552109997,-0.7680421266145326,0.0011707196149160731,-0.5907143610914865,-0.41189596415258295,0.23559293226782335,1.9054101209608036,1.639630230767009,0.40808824543298894,2.505319193187567,0.8779407658925723,1.927272971409981
SIDM00813,2.782856221167487,1.1121555513218884,1.6810370230186198,-0.7645575610472835,-0.7167185941646816,-0.09763498914625461,-0.5005218106164669,-0.658921124963753,-0.10735571665448757,1.7492407645269081,1.8042977093182868,0.33864396281446457,2.2743453288766227,0.6140227351222765,2.21243683326151
SIDM00364,2.9592441392003157,1.220362295713051,2.8516155241344654,-0.657674296423243,-0.6604646285590524,-0.1377456706969594,-0.5644164009498517,-0.42373878785338026,0.4469068880878395,1.6725869124488415,1.254966221928801,0.24072923781289107,2.1804560378940656,-0.177756502975763,2.117277666942298
SIDM00792,2.5705671873773888,1.616024187552212,2.4149889422660755,0.17449530882107422,-0.8125846567258022,-0.11544019230661953,-0.5783440210772902,-0.6585079695932486,0.7291659526610607,1.2573568789840484,2.182411429443546,-0.12721441859853466,2.183159022812209,0.9009439180726202,2.4561374627316783
SIDM00241,2.695708176152978,1.6026408952774858,2.2077655664165823,-0.758087326457187,-0.7606318498232577,-0.1510221441475915,-0.6552832611859662,-0.6574445224544573,0.2813336092394715,1.6206768961214162,1.562119380236627,0.08799114322577396,2.073494696922328,0.45678248406744565,1.966202582723357
SIDM00091,2.2240234579162506,0.9188058584874125,2.55043269100524,-0.7091041025909351,-0.6275717214990031,-0.03799223827547959,-0.4196789474919413,-0.6042517993091244,0.30668186959472943,1.4495111122318343,2.2851696850321,0.13787049654366537,2.213362423727799,0.5385794645361068,1.132158473977957
SIDM00427,3.072389093689824,1.5075718237831581,1.9107190674348955,-0.6695146544946198,-0.5597148610404523,0.12186535924677742,-0.565795978029308,-0.6595150245621274,0.35586873946821007,1.8550414127971269,1.6202605959542105,0.48586066390568383,2.486936321401902,0.4223981869440337,2.2990363650223693
SIDM00758,2.8978036439966295,1.2297205533415925,0.5894187917132098,-0.8156336082272994,-0.7796971943984317,-0.17090629381561176,-0.6209908869924666,-0.45404959185249816,0.26849381737193867,1.4470893925318142,1.170432850421198,0.004153191975076019,1.7808766285322013,0.24705416309202063,2.5055754776444794
SIDM00612,1.6971574102998044,1.0774222841167649,2.5655883653569207,-0.6303433706837234,-0.7929359394808897,0.04825998566968559,-0.5841294185041965,-0.4142895780875389,0.3802816550985649,1.407400509331258,1.8476670140841718,0.2727185002451871,1.3083028662093432,-0.043008793341020285,1.6046144898395662
SIDM00553,2.389227380154432,1.28867788361924,2.5817601295552777,-0.5808754724336973,-0.739652915016525,-0.01859940393096885,-0.5651286869866079,-0.5921406613201442,0.460250892564121,1.418497472632905,2.2917980509454323,0.43182736200535277,2.216666304705717,0.46612926565205554,1.9986570589190273
SIDM00343,2.0723667604344613,1.1206919724672697,2.371564859685289,-0.6847954346076133,-0.741578933632487,-0.16800958115017753,-0.6436184801662093,-0.738060227378271,0.36654227115846055,1.6400756592247963,1.9282992793013873,0.15019706315704656,1.9663105833561987,-0.2660871738718972,1.475764283980172
SIDM00543,2.6394139500840237,1.1735598860996126,1.4498514279591639,-0.6360091923815351,-0.6457824107196389,0.47811720005988834,-0.4062616920232989,-0.5508521046529905,-0.21207876099671163,1.8002749848536148,1.923176951447772,0.2057353383995182,1.7672802323763381,0.3591845270890168,2.366447095033284
SIDM00537,2.6516001666533247,1.2598371105761534,2.081486087955552,-0.7282314790512814,0.27213020542863137,0.08423884840665656,-0.5947790420400113,-0.49337633375989415,0.5498745885301926,1.5567078070789608,1.747843955381187,0.1208671294393765,2.0359632307014444,0.7203351869048554,2.068328092342166
SIDM00332,2.445075762162881,1.325695953532434,1.6126686916608624,-0.6351373899132888,-0.8035212855767516,0.05149939679758677,-0.5671090231774466,-0.7783418392370071,0.1515029118354569,1.5842638394457194,2.336492632539079,-0.061389900297527986,2.343554571807947,0.24463297254227973,2.260874740456065
SIDM00299,2.432505454761921,1.024702726088408,2.1868913558866843,-0.7453252136834915,-0.7145794810175649,0.1613960368374928,-0.5673501088565361,-0.725596353311582,0.09575758310951393,1.7486763890561068,2.1650606363087803,0.2999305695232975,2.14142390782118,0.08123816270214755,1.6351608711947896
SIDM00308,2.647193046778175,1.583186008245755,2.6301155157235776,-0.7325081363606316,-0.6684520813089427,-0.1201933005494722,-0.6111804703935961,-0.1925385064862189,0.24516813825052353,1.8483415604209128,2.446524649230149,0.3665481979595921,2.1419078380648515,1.4549909836952355,1.541689931516268
SIDM00227,1.9266087541665131,1.204473179421873,1.5462828156313373,-0.5539984371431412,-0.7448932875370897,-0.137784919523102,-0.43171609066167466,-0.8088107910372783,-0.29071881533878013,1.6159712524378813,1.7856069452405086,0.6458846811730204,2.1769644420206076,-0.1885378822795613,1.4847000928675749
SIDM00294,2.7539866016105634,1.6296815643914846,2.864719018100215,-0.6226260280704238,-0.7637927850316574,-0.18926613142279183,-0.6706074267514636,-0.5092547375939853,1.1965230611423525,1.3278918281664285,2.7069448254180997,0.5284245103764083,1.969011190341284,0.4322426176697237,1.842480738626465
SIDM00677,1.9773897265736486,1.2432942562379155,1.988119684236646,-0.6538623200168311,-0.7230220705486593,0.10870520579416638,-0.5967530929003975,-0.6700738530798964,0.21460937517781042,1.6301519099501358,1.9865693462582834,0.20243061534848444,2.1224938185939224,0.9667823089387136,1.7385750817658931
SIDM01220,2.383675062155333,0.8233528141386005,2.593393933109459,-0.7256929366191549,-0.8170601749298336,0.009768158542929456,-0.5842299158938885,-0.6383047972500171,0.7771672065181136,0.615288206484407,2.062436906735222,0.2731640846773322,1.6752484752010273,0.14961641335534354,1.7234082445354166
SIDM01259,2.653228672819269,0.9466050438115778,2.639616762624205,-0.6927347169586651,-0.7254628483233146,-0.03463609719372927,-0.6690562423003732,0.015542582969534868,0.928750704597352,1.7232854603420134,2.1053033876655434,0.22171626436510172,2.399876743812968,0.6759778565738964,2.8392392314209602
SIDM00680,2.690481801988433,1.0222150968507882,2.3829632540739327,-0.787712559028705,0.2689291059502614,-0.1349364828307563,-0.6334956068736802,-0.4407840484887007,0.6942724077135319,1.8084495201536854,1.8934455605445677,-0.0032700340564892376,2.1462779478655905,0.25856520503529273,2.4012236496941544
SIDM00346,2.8519766849508192,1.874780031717884,2.7600476788370045,-0.6148791252088897,-0.7235386339283965,-0.04575866022619941,-0.528734752141808,-0.699298745781311,0.4848493786949261,1.940757264724536,2.467599007866974,0.3019733056028372,2.145012572191644,1.5010209613989216,2.313135212891041
SIDM00129,2.8182143566658775,1.3606748580917343,2.2448020205903565,-0.6245844764922235,-0.8522896602411633,0.139593718021832,-0.5469084245630323,-0.7389670077561695,0.0396392143696135,2.2797678822637355,1.61859951004521,0.008124164000070391,2.2064819604361956,0.9895025900349608,3.050775102970823
SIDM00627,2.4427032392300507,0.8001253390927336,2.121994890578214,-0.7809826238366259,-0.6793934121302914,-0.03305954401584022,-0.6665706959845468,-0.8320532945629042,1.1353348282377733,0.14706132490721238,2.3426464302258148,0.01930367014683708,1.630511052538156,-0.005453871731789295,1.8649260796949392
SIDM00293,2.841318935490982,1.5144186637511947,2.6781165096380297,-0.6316020759795221,-0.8346742186833995,-0.1485523411453315,-0.6300854687134205,-0.5365950922001872,0.5180142790864124,1.0606327625124734,2.2799868151269473,0.09931220475744675,1.7423143432267385,0.3356923993287016,2.3318625958020336
SIDM00274,2.671636297274543,1.4222890571253632,2.0832232281555787,-0.6062196144524726,-0.5015789237904626,-0.15529464252664385,-0.46102237981039434,-0.6955432740299529,0.24455191391700515,1.3455064300721533,1.7686707214136088,0.3107465384705795,2.113584755489015,0.7151737156417962,1.7026146147082597
SIDM00544,2.8175969482722825,1.5904714959875554,2.593718378953404,-0.7387067985259929,-0.7598838863571203,-0.0946473766241962,-0.6394417357357131,-0.8450557565594754,0.3783378695493604,1.7244723914693754,2.190528381519652,0.32289342370114105,2.2862021594906,-0.10442163105775476,2.1741897275302877
SIDM01006,2.37088983179119,1.3741327254269289,2.717270769965914,-0.7219183479119701,-0.7638186051570863,0.1139742027522736,-0.6261289396654685,-0.5524520937699229,0.3551039752443461,1.9814207046747137,2.3542474579153825,0.29940049902381644,1.911356700425923,0.5463762141809776,2.187534414702542
SIDM00302,2.4345200402224583,1.2853577889146932,2.487667835728903,-0.7331105078795089,-0.7581280685454845,-0.06353384902028776,-0.6629680706259545,-0.7741910965245224,0.2366409545204784,1.8445494549397246,1.960441705844017,0.1746345003727368,2.0055052727263503,-0.2183628822382896,1.9716078904122698
SIDM00549,2.5492371724668184,1.4236548062721928,3.044696623956772,-0.6154088474028333,-0.6631318159414477,0.04057276717750611,-0.5188055725792546,-0.6677607577981572,0.7378729819826253,1.8393768526878305,2.1904591907169584,0.45673466957408404,2.2617182584821784,0.49010643242181257,2.335091993106419
SIDM00292,2.900104725282645,1.2413061986955822,2.650799362111262,-0.7173410555226457,-0.8543405604406665,0.2843594283665163,-0.38485391208869635,-0.49025632015425097,-0.056278446603764215,1.0977289000780468,2.007586193817028,0.38365535891634855,1.852545955357541,1.138041580790873,1.0731661219030855
SIDM00623,3.0638038371162213,1.523172820552334,2.5608625468572024,-0.6740937514804454,-0.7423864733860072,0.08548321192820325,-0.6180817742243477,-0.6091178937777759,-0.07227939897836715,1.9347809274243772,2.098433412065322,0.4885027804864702,2.3248052333061713,0.7451575655561362,2.7469671012518013
SIDM00638,2.6743771430332894,1.5006383433069606,2.7408296331249895,-0.6481584450304269,-0.6462990800857376,0.1680827297053174,-0.6543126793535949,-0.7508128739619327,1.4749821423854605,1.4348207296384357,2.422400038917555,0.10307210880668571,1.8816705874602937,0.12336138581811412,1.9007512093711343
SIDM00527,2.631097230691787,1.431887060092483,1.9850101270607412,-0.6111153514988356,-0.7904896932302845,0.12482210566581876,-0.5175365618026467,-0.7866098494535128,-0.01807027939884128,1.8451759869830362,1.6398272542462349,0.14865918413281495,2.3131387996877533,0.1967464083125083,2.125017976177602
SIDM00976,2.115596852181259,1.2128716164938007,2.7513836248258308,-0.723331135020331,-0.7501827834046862,-0.06722348938566398,-0.5945329794038641,-0.7521817896330744,0.24072779934488014,1.57821724363273,1.6071416544844566,0.3818709967486891,1.959215069995197,0.11785472165513536,1.4856936445126827
SIDM00316,1.7133449080670362,1.2078191748137201,2.5724217147583044,-0.7366629694661506,-0.7205953975141678,0.021003064427834946,-0.3605906922366415,-0.6209835002359428,-0.25290233579923754,1.489021277062367,2.121940782755123,0.20530185142813584,1.9600514602321588,-0.024711721505545015,1.5813365846835483
SIDM00326,2.3251410164956807,1.2385741480411612,2.325088799539091,-0.5190961938343174,-0.6874738713935546,0.421364510315784,-0.4748468871752453,-0.8698095362311098,0.5216276226133493,1.177096091452242,2.063837415656327,0.1423088165770761,1.9104501115837857,0.9387293633083325,1.7507459772650054
SIDM01093,2.0908896321121517,1.459068674200303,2.736191111377901,-0.6789595250610941,-0.7872954775753567,0.5708497926590423,-0.5966227132430783,-0.6825508209305821,1.2126480686452896,1.7573645505166093,2.2919907913985518,0.1440558164730423,1.8600972123147517,0.13274352276684342,1.2799449421500264
SIDM01098,1.8867780563927306,1.2837518716699234,2.3992767395011563,-0.6090637942417195,-0.5381865418751314,-0.16075524390594673,-0.24036769386869422,-0.6177753415845699,-0.09050366151277237,1.3078384247557757,1.6889950413361312,0.44641336499440604,2.247413108504625,0.3922345648661631,1.2027437838969666
SIDM00424,3.091132258903697,1.7227192835957736,2.8020654464218544,-0.6296905615532513,-0.7009753306230403,0.1702828376709969,-0.557365360878893,-0.2982204762106272,0.12955024490779704,2.474022991569314,2.102890499835387,0.3113192610465065,2.422806948428176,1.0286627906809573,2.7951824957866047
SIDM00973,2.2316191235717993,1.1880989070278738,1.4484642717731502,-0.6249469137624248,-0.7177501372668742,-0.08114129133652022,-0.6630890201116492,-0.3565071884398041,-0.5685877669661838,2.235303166927078,1.1729414383068733,0.26025249413404383,2.5697426245061226,0.24740666863051536,1.3592038632309866
SIDM00411,2.2997598695076906,1.2807528432692066,2.3398502006390234,-0.7213859464870118,-0.6768470015687604,0.19404928011569436,-0.6139879089341186,-0.6049352636566425,0.5271667506606443,1.4599788836157395,2.132751781120217,0.03215242728739418,2.1374664325155313,0.2532264050958556,1.6212785698271408
SIDM00374,3.1549507606365528,1.7310273989260507,2.7333600768150643,-0.6833535642809416,-0.5574112379534355,-0.27304299156262235,-0.551391519688633,-0.37421136524757015,0.47187466222903107,2.049096423585712,2.0745577329080214,0.41411548470662785,2.6125681042915385,0.20885246416919426,2.455092899279726
SIDM01160,2.795929360098132,1.2103386572259465,1.98934105362912,-0.7106636770765352,1.4616327191874534,0.1554128707253623,-0.6684900976532862,-0.8430377995170738,0.6087724262334673,1.7165473528882618,1.7474255709430526,0.12285262009767631,2.192060993958223,0.21696327107743013,2.3758427827903756
SIDM00145,2.510279740277486,1.4641694539740155,3.0996075975547965,-0.6473685844065494,-0.698637280185154,-0.004402211309478395,-0.5585022080887762,-0.3473734027580304,0.6621681801183226,1.5574729935656508,2.168462507227971,0.34265663991364054,2.1312284098546375,0.6382707599714806,1.6750141924721396
SIDM00975,2.431347571397395,0.8777597967459828,1.8920317013303039,-0.7058927858480856,-0.7981320223949208,0.3368221351913979,-0.5525333454527647,-0.5552015223637429,0.3378548306212838,1.861503527242421,1.2316045772456017,0.6974031922870274,2.159992789751453,0.11956210784525635,1.5088336197786518
