SANGER_MODEL_ID,Camptothecin,Vinblastine,Cisplatin,Cytarabine,Docetaxel,Gefitinib,Navitoclax,Vorinostat,Nilotinib,Olaparib,Axitinib,AZD7762,SB216763,KU-55933,Afatinib,PLX-4720,NU7441,Doramapimod,Wee1 Inhibitor,Nutlin-3a (-),PD173074,ZM447439,Alisertib,RO-3306,MK-2206,Palbociclib,Dactolisib,Pictilisib,AZD8055,PD0325901,Obatoclax Mesylate,5-Fluorouracil,Dasatinib,Paclitaxel,Crizotinib,Rapamycin,Sorafenib,BI-2536,Irinotecan,Oxaliplatin,BMS-536924,GSK1904529A,Tozasertib,PF-4708671,Erlotinib,Niraparib,MK-1775,Dinaciclib,Gemcitabine,Bortezomib,GSK269962A,SB505124,Tamoxifen,Fulvestrant,EPZ004777,Daporinad,BMS-345541,AZ960,Talazoparib,XAV939,Trametinib,Dabrafenib,Temozolomide,Ruxolitinib,Linsitinib,Epirubicin,Cyclophosphamide,Pevonedistat,Sapitinib,Uprosertib,LCL161,Lapatinib,Luminespib,Alpelisib,Taselisib,EPZ5676,SCH772984,IWP-2,Leflunomide,Entinostat,OSI-027,LGK974,VE-822,WZ4003,CZC24832,AZD5582,GSK2606414,PFI3,PCI-34051,Wnt-C59,I-BET-762,RVX-208,OTX015,GSK343,ML323,Entospletinib,PRT062607,Ribociclib,AGI-6780,AZD4547,Ibrutinib,Dactinomycin,Sabutoclax,LY2109761,OF-1,MN-64,Buparlisib,Ulixertinib,Venetoclax,ABT737,Afuresertib,AGI-5198,AZD3759,AZD5363,AZD6738,AZD8186,Osimertinib,Cediranib,Ipatasertib,GDC0810,GSK2578215A,I-BRD9,MIRA-1,NVP-ADW742,P22077,Savolitinib,UMI-77,WIKI4,Sepantronium bromide,MIM1,WEHI-539,Foretinib,BIBR-1532,AMG-319,MK-8776,Vinorelbine,VX-11e,AZ6102,GSK591,VE821,AZD6482,AT13148,BMS-754807,JQ1
SIDM01247,-2.139788,-6.070833,2.525926,2.591498,-5.046044,1.93151,0.574821,0.878225,1.449205,3.105015,,-1.150814,,,0.634289,4.235215,,,0.688783,3.7684,2.611462,,0.676045,,2.185637,4.248627,-2.770203,1.037507,,2.202574,0.278695,4.289183,1.117989,-1.878902,1.171453,,1.891303,,4.173431,3.626215,4.200746,4.19269,,,2.894922,4.174438,-0.635003,-3.929691,-0.589506,-4.542997,,,3.710303,3.035004,4.348324,-6.160756,1.817455,0.186913,4.200936,4.104158,1.758051,4.104374,4.918189,4.136648,4.504892,-0.912797,4.200936,0.918062,3.511292,1.0421115,4.197321,1.86067,-3.088661,3.826168,2.580272,4.378183,3.791592,1.71818,4.140507,1.718672,,3.201119,1.569085,3.806493,4.197915,1.632543,,4.112186,3.157462,3.1549,2.596761,3.533613,2.586622,2.694322,3.745653,3.668251,2.596223,,3.217204,0.830801,4.20053,-4.111444,,4.200842,3.262492,4.20047,0.803508,3.396217,2.474577,1.149712,1.458759,3.708632,2.093389,4.200936,2.094793,4.200891,1.898351,1.861136,2.969833,3.967989,4.200923,2.615107,3.093402,4.200936,4.200685,1.575447,2.229182,3.411874,-4.822058,3.600411,2.016345,0.311319,2.885341,4.200936,1.547716,-4.164601,2.199115,2.057599,2.846829,1.267648,,1.220584,,
SIDM00482,-4.387523,,0.864002,,-5.278249,,0.417878,,,,,,,,0.997811,3.576055,,,,1.042698,,,-1.144776,,1.623163,0.331505,,-0.478269,,2.273754,-1.335822,1.753896,-0.080566,,0.774871,-4.067677,,,0.842464,1.9695515,,2.445357,,,,2.434171,-1.192068,-3.710246,-5.135252,,,,,2.658874,4.715474,,1.818958,-0.392242,,3.429314,1.060799,2.83397,3.184952,4.084634,3.881928,,,,2.772847,2.3220785,4.352516,,-3.965765,2.408338,-0.755593,4.715038,2.62643,2.128635,2.629075,0.181813,,3.393167,-0.46989,3.605548,4.418191,1.549352,2.861577,4.702848,4.167148,3.011341,1.426802,3.812533,0.372997,2.415659,3.535002,1.468513,1.041896,,3.686989,,2.190715,-4.957511,-2.984964,3.759347,3.623327,4.244209,,,,,,,2.347455,,,,,,,,,,,,,,,,,,,0.551368,4.177602,3.94534,1.703959,-5.846982,1.800114,1.766854,2.098912,1.484918,,3.842082,,
SIDM01248,-2.594992,0.870607,4.383904,2.365584,-3.413156,4.072795,3.00295,1.882175,3.564148,3.44864,,0.199331,,,2.913051,3.935563,,,4.116408,5.823056,3.935904,,,,4.183962,3.586208,-0.170025,2.22799,,1.802213,,5.564812,-0.950283,-0.7614,,0.323034,3.239859,,2.234602,6.048577,1.990321,3.812765,,,4.325348,,4.638083,,-0.015726,-4.123735,,,4.122002,3.332659,4.574202,-6.056064,,,3.583831,,1.041195,5.825343,6.905166,,5.623316,0.096525,5.275135,-1.121124,5.52843,4.715596,,5.011313,-2.196621,5.281289,3.081257,5.932491,3.041071,,,,,3.727592,,,,,,,,,,,,,,,,,,4.03432,,,,,,,2.337865,3.4445125,3.845672,4.62537,4.02253,4.497065,3.201516,4.756278,4.385369,4.263453,2.424075,-0.52879,5.506761,5.213781,5.111044,5.856529,4.623485,5.126736,5.399699,3.660957,3.434257,5.141053,-4.918234,4.709429,5.108609,-0.726401,4.478555,5.453737,2.942838,0.029419,3.213882,4.330826,4.387994,5.76614,,5.932708,,
SIDM00842,-1.334407,-5.295009,2.110349,-1.579185,-2.588001,3.451744,3.011346,0.012607,0.926019,4.35935,,-0.689126,5.821405,,1.626988,3.257526,,,-0.581156,4.263031,4.046963,,2.864516,,2.059959,2.056733,-1.96925,0.433531,1.28242,2.82617,-0.373311,3.577761,2.756129,-4.245937,1.387272,-0.858275,-0.139246,,3.24854,4.168295,-1.482362,4.287136,,,3.550507,5.195159,-1.000236,-3.341142,-2.015035,-5.041032,,2.411862,1.277015,3.248801,4.793289,-7.124304,2.016192,2.788211,2.991756,3.737613,3.001172,4.71779,5.387604,3.718268,1.509899,-1.630305,5.0618,2.965883,5.191566,3.71772,4.80089,2.603604,-2.808957,2.313011,1.259014,4.400747,4.727414,2.130347,4.473863,4.345235,3.644898,3.814688,2.999829,4.881258,4.643635,4.727723,3.195126,4.857708,3.844773,3.729333,4.785361,4.756647,3.881375,1.8591425,3.332853,4.640153,4.580988,,3.062958,2.122777,4.978914,-3.5873625,0.827184,5.009357,2.618131,4.03918,0.1411,1.842795,0.662326,0.642943,0.289844,4.831363,2.555897,2.795842,-0.081235,2.359633,-0.224872,1.073735,1.955891,1.011849,4.461401,3.428053,3.877936,-0.633545,2.339374,2.507913,1.276547,3.679508,0.451091,1.221978,3.180409,-0.085109,1.180918,4.296877,0.878247,-2.912481,3.301088,1.934632,3.693879,3.59573,,4.375098,,
SIDM00233,-4.231875,-5.992298,2.010789,-2.00584,-5.590279,2.896374,-2.476184,-0.203578,2.821301,3.351973,,-2.356726,,,1.024553,4.44664,,,-0.708205,4.624956,3.015235,,-3.513054,,-0.082992,1.868225,-2.485349,-0.687099,,2.532553,-0.868866,0.152787,1.030632,-5.414933,-0.008722,-3.604839,1.471878,,0.556376,3.6510125,-1.048013,3.514985,,,2.561166,3.3973,-2.814454,-4.08853,-6.116078,-5.856797,,,2.691782,2.538529,3.910476,,1.545934,-1.140623,0.779215,3.12825,2.211872,3.178764,2.482598,2.414868,0.746343,-3.584057,4.507502,-0.837007,4.125269,1.5434845,4.411706,2.323992,-3.135521,1.110954,-1.912198,4.373911,3.570654,1.22916,4.156228,0.723292,,2.31135,0.522648,4.507509,4.506891,4.467562,4.171183,4.506931,4.463744,3.087779,3.334513,4.507085,4.163669,2.061676,3.473884,3.816497,3.099808,,3.635351,2.528691,4.506691,-4.5061515,-0.924472,3.992221,1.079929,3.817611,-0.382894,2.675821,-0.32646,-1.987583,2.389407,4.490875,2.435851,1.230461,-0.397369,2.058171,1.832778,1.949369,2.578128,4.472847,4.507376,3.0163,4.595372,0.362208,2.261326,1.564552,2.010196,2.865106,-4.290538,2.750868,-1.700128,0.123354,4.174863,3.679073,-0.432377,-6.482674,2.620051,1.416827,3.233742,0.945623,,2.907324,,
SIDM00917,-5.095388,-5.983109,0.711708,-2.085508,-5.632599,2.575077,1.157571,0.273419,1.307868,3.111055,,-2.090824,,,1.150206,2.662398,,,-0.659141,0.527224,3.985917,,-1.631893,,1.382538,1.890382,-3.372058,1.712207,,1.078897,-1.126114,1.901817,-0.499013,-5.752084,1.908763,-3.865832,1.416366,,-0.124227,2.188653,1.317756,2.564082,,,0.713584,1.642063,-1.64564,-3.930567,,-5.363677,,,1.973522,3.214489,4.417926,,1.816148,0.076278,-2.044728,4.135373,1.282108,4.126191,3.595362,3.285305,3.477511,-4.62161,4.597398,-2.515772,3.666546,1.393563,4.057962,3.552089,-4.125308,2.412598,2.481488,3.987989,2.256927,1.52993,4.045055,0.826668,2.59362,3.828747,1.162118,2.478805,3.800453,1.756482,2.639727,4.087719,2.356968,2.701424,2.603789,4.288684,2.412145,3.2024275,4.592885,0.864686,1.055985,,3.259825,0.795007,3.791897,-5.9907125,-2.110417,3.869306,4.42671,4.909326,0.215182,2.6146035,-0.328585,0.476816,0.704281,4.204602,1.990493,0.426746,0.507285,0.526867,1.210826,2.049417,0.657497,4.714859,4.523673,3.280439,4.81854,1.039335,2.966187,1.149607,2.442734,3.353052,-5.457923,2.483627,2.96146,3.053278,3.154207,2.528778,1.731119,-4.756967,3.399754,2.129737,3.907602,2.942204,,3.482991,,
SIDM00343,0.062444,1.335609,5.578354,4.530495,-0.2544625,3.778055,1.94457,3.630648,5.143183,4.63599,,1.806514,,,3.847659,5.465154,,,5.224397,6.049825,4.995669,,2.821565,,3.463962,5.47682,-0.874359,1.279854,,3.100705,0.373636,6.101765,1.072844,0.422688,4.647222,-1.407126,3.83999,,5.679202,6.4774835,4.007005,5.253133,,,4.152883,5.327256,2.900004,-2.027895,3.970937,-4.121911,,,5.301679,4.970309,5.898426,,5.774344,3.560181,4.350938,4.825657,3.04768,6.236953,5.957758,5.943527,5.243396,2.399102,6.236953,4.239057,5.489993,3.247416,5.720226,5.987416,-0.131302,4.524474,1.949851,6.304622,4.803579,3.509573,4.948511,3.256612,2.926091,4.56073,5.176464,5.698697,5.381498,2.680485,4.281081,5.919452,5.797839,5.548719,4.521777,5.069796,3.005645,4.981627,5.978223,4.448566,5.65293,,5.15561,3.251571,5.501975,-2.171057,0.257586,6.074611,3.322856,4.183572,2.415741,4.7095435,2.583674,4.05754,2.938768,5.306658,3.457065,3.165244,3.528144,3.628145,3.190104,5.514877,4.513925,6.181135,6.123173,5.972566,6.601213,5.481176,6.022405,3.18516,3.821456,4.994989,-3.724969,4.540642,4.185724,1.953456,5.487209,3.345012,3.507935,0.164312,5.59793,2.655235,5.288114,5.971833,,5.831771,,
SIDM00267,0.650903,-3.098993,6.194939,4.424626,-4.399077,0.792507,-1.676188,1.28793,2.784008,4.877474,,0.48036,,,0.402874,4.971363,,,2.434203,5.583999,3.290957,,1.346009,,1.980365,3.968115,-2.998731,-1.024053,,1.839749,2.620364,6.969594,0.876929,-2.389333,2.723442,-0.02114,2.150292,,5.949643,6.469641,-0.384817,4.63545,,,1.278899,5.887732,0.637885,-1.336281,0.387068,-2.205661,,,3.296985,4.6613105,5.970428,,4.537372,4.979356,5.174135,4.0878,-0.978788,5.921924,7.672738,5.579596,2.08694,3.196861,5.743907,3.030841,0.207762,3.6085665,5.598038,1.615458,0.930038,1.647098,-1.327918,5.202111,2.743306,3.471764,5.361726,3.123887,,3.141718,4.807958,5.271609,5.943687,5.424751,3.644823,5.712324,5.784064,3.567132,2.079684,4.2387,0.802818,4.4173085,3.160315,4.309901,5.522811,,4.338703,4.289643,5.077577,-2.3421455,2.746667,6.014389,1.613622,5.240473,-0.200214,3.241052,2.564965,0.443659,1.358635,5.043532,2.026516,3.085643,1.719966,1.838597,0.097156,2.110158,3.057886,5.821938,5.847893,4.961773,5.597572,0.129733,5.818261,2.05568,6.045668,2.915563,-0.042472,6.161625,0.724452,-0.259277,5.59777,5.736259,3.778083,-1.602246,3.523305,1.941602,4.346404,5.979676,,3.054348,,
SIDM01233,0.342885,-0.681085,4.287714,2.917281,-0.5930635,3.968477,1.304275,1.520015,2.652653,6.645957,,2.997346,6.027876,,2.739204,5.289576,,,2.728205,6.199884,4.181016,,4.576492,,2.963832,5.892031,-2.529623,-0.150238,0.312687,0.513687,0.076891,5.541599,1.613203,0.985598,3.915682,-0.9889,2.940689,,5.906862,3.639759,5.138553,4.52576,,,3.333798,6.304951,1.838394,-2.000374,1.557271,-4.759192,,-0.852822,3.649441,4.998894,6.556827,,3.509565,2.582341,5.52257,6.515868,-0.389648,6.276868,8.334454,6.248011,3.912477,0.967466,6.890442,2.716201,2.325257,3.622767,6.262801,3.136563,-1.83787,4.185727,1.069836,6.435764,2.57271,4.165703,5.999492,2.975619,1.837895,3.895076,6.246838,4.316267,6.361846,4.726047,4.168855,6.37079,4.978184,2.717836,3.846866,6.267203,3.597799,5.1984295,4.732432,2.876508,5.555017,,5.229348,6.406839,3.283569,-2.2030375,0.392222,7.032531,3.720597,6.73699,0.441999,3.6026005,3.736786,1.670033,2.654248,5.702127,2.738243,3.404528,2.274581,-0.10401,1.751272,2.207552,3.74146,6.462043,5.269113,5.351201,7.291203,3.117841,3.61517,3.228321,1.697711,2.965499,-4.336893,5.291894,3.352828,2.001516,5.580072,6.934709,6.157275,-0.222999,2.793273,2.840922,4.281626,5.84664,,3.138261,3.713903,
SIDM00287,-5.092175,-6.232064,0.660434,-4.155263,-5.854285,2.500602,-2.739189,0.072552,1.884648,1.852624,,-2.054089,,,0.725691,3.631054,,,-0.374493,3.996311,3.309772,,-1.716562,,1.977751,0.155006,-2.333427,0.027468,,2.598375,0.012224,1.933673,1.059076,-5.011637,1.213159,-5.884764,1.015943,,-0.348285,1.0486,1.548149,2.969312,,,1.471154,0.883096,-1.85004,-3.741303,-5.308209,-5.576921,,,3.01079,2.659945,3.881365,,1.619819,-0.444428,-2.57305,3.471678,1.934148,3.497101,5.65618,4.15605,2.727204,-3.087618,3.665342,-0.742567,3.373166,1.510637,4.221568,3.124499,-2.77422,2.567474,1.70281,4.174978,2.605158,1.705427,2.866681,0.099702,3.591536,2.926352,-0.997021,3.003481,3.727204,1.752076,2.395158,4.278217,2.538598,2.790853,0.779078,2.891867,0.283951,2.4996265,3.028188,2.587187,1.934929,,2.418836,0.216912,4.154544,-5.1128515,-2.625523,4.325631,3.75967,3.980782,0.202987,1.781228,-5.184789,-3.603611,1.688533,4.370744,1.438399,1.973799,-0.493691,2.829021,0.275135,1.684948,2.549853,3.696162,4.219576,1.979682,2.006098,1.330336,2.321271,0.599319,2.101442,2.826993,-5.331182,1.211501,2.802637,-0.034052,4.011888,3.390505,0.078719,-6.265411,1.848263,1.679023,3.090737,0.248712,,3.078299,,
SIDM00962,-4.959861,-5.612224,0.193129,-4.220749,-6.324436,2.708382,-3.232697,-0.172402,-4.722363,1.306411,,-1.581887,,,0.576125,2.995332,,,0.326078,0.182611,1.518464,,-3.581242,,1.166462,1.095018,-3.154286,1.727503,,-1.369708,0.504236,2.229731,-6.001648,-5.56625,-0.646758,-3.409054,1.009487,,-0.285639,-0.868357,0.818704,2.397931,,,1.943692,0.604343,-1.473859,,-3.133666,-5.996294,,,2.751803,2.775912,4.176873,,1.696137,-0.989035,-1.73724,2.890575,-1.862529,1.905611,6.002478,3.02547,2.568404,-3.681625,4.78023,-2.123841,3.348192,2.000643,3.858514,1.259333,-4.194709,4.46513,2.932329,4.107205,1.075642,0.723585,3.323018,,,2.993822,,,,,,,,,,,,,,,,,,2.355879,,,,,,,-0.054399,1.3443315,-3.025933,-2.765518,2.384482,3.079088,2.66678,2.58898,-0.81831,4.540842,0.866934,1.257842,2.967979,4.482257,4.521972,2.963217,2.944489,1.583743,1.852079,1.779723,1.654345,2.16461,-5.673937,2.504457,1.819212,-1.641455,2.805545,4.364244,0.269723,-5.944696,1.872511,2.033476,3.850594,0.298567,,1.654642,,
SIDM00324,-2.911757,-5.050045,2.422297,1.458284,-4.8445045,3.568209,-3.585232,0.64396,3.888411,3.127006,,-0.06631,,,1.948791,5.108177,,,0.707628,4.373749,4.120463,,-1.554848,,2.960988,2.897508,-0.836442,0.965752,,1.231605,-0.188475,5.209102,3.425204,-0.932862,0.897055,-0.517872,1.9494,,2.18804,4.4340905,0.050266,2.993779,,,2.803478,4.004108,-0.372439,-3.472543,0.286532,-4.688836,,,3.038232,2.607945,5.307832,-6.169767,3.486136,-0.257596,3.618236,4.612381,0.584149,3.796044,6.115021,4.785734,1.774591,-0.112759,3.972225,-0.481216,4.596575,2.807844,5.222392,4.330623,-2.572743,2.59545,1.282111,5.521895,3.298761,2.28334,4.870387,0.902195,,3.631053,3.638464,2.152826,5.00421,5.043587,3.493663,4.77943,3.037539,4.948026,2.159848,5.044439,0.021679,3.6456645,4.040626,4.405343,2.247971,,2.892104,2.694908,4.376167,-3.777866,-0.627521,4.460073,4.112165,4.833297,0.424839,0.463042,-0.640557,-2.737064,2.223115,3.700505,2.297047,2.159919,2.871816,3.638342,1.345828,1.910107,3.434231,3.665242,3.797185,3.271028,4.31451,1.924506,4.434708,2.383454,1.221141,3.305193,-3.063333,2.750071,-1.675233,0.312826,4.000026,5.025039,2.310877,-3.439477,2.997027,4.403612,3.367352,4.656879,,1.921797,,
SIDM00569,-3.132558,-5.369472,1.428854,0.956264,-6.0650555,3.709594,2.558374,0.804204,4.093147,4.048552,,-0.618057,,,2.040957,4.299939,,,1.928064,4.903914,1.638767,,2.735295,,4.366509,4.84394,0.775446,1.885884,,3.196551,0.77151,6.362838,0.944138,-4.338991,3.938355,-0.902902,2.940498,,1.547091,6.20498,1.521452,4.065886,,,3.363613,2.883979,-0.110507,-3.65795,-2.92412,-3.537004,,,4.653469,3.7834195,5.039782,-5.506916,4.296946,-0.639313,2.883632,3.361972,2.236753,4.750913,6.445792,3.366646,4.164381,-1.070592,4.273265,2.806675,4.725727,4.453734,5.115168,5.281278,-2.828186,4.845719,3.471167,6.020752,5.335526,3.12554,4.966933,1.337584,,4.5596,3.205696,5.096513,5.311839,2.008795,4.171659,5.637889,4.658831,4.134552,2.442588,4.202321,0.464972,4.060292,5.682131,3.041807,2.990782,,5.487258,1.756791,3.146349,-3.54637,-0.131528,4.779655,4.638574,5.308364,0.764833,1.328806,2.634751,2.836703,3.401778,4.534986,2.472175,3.449913,2.397944,3.438579,1.675999,1.415775,3.546986,5.358045,4.826987,3.711453,5.619499,3.687499,5.47997,3.249607,2.302151,4.770456,-0.31534,4.37284,4.852801,1.151621,5.594125,3.768875,2.518707,-4.574014,3.859241,2.829895,4.406175,3.904993,,5.218975,,
SIDM01237,-1.811713,-1.002488,3.176287,1.29386,0.4033315,4.524778,4.886845,1.644105,5.926444,4.638481,,3.161737,,,3.60868,4.236613,,,6.844178,3.055898,5.656491,,4.746169,,3.594106,2.701855,1.373946,3.303014,,0.342821,-0.025994,5.634754,4.732042,0.808129,3.821368,0.900908,2.550087,,4.243064,5.381244,4.065141,7.07677,,,5.59759,6.271179,1.135201,0.052558,-1.413564,-3.167876,,,6.006672,5.6078735,6.254827,,2.828978,3.65038,4.560431,3.929859,-0.623585,6.445877,7.300386,4.477076,4.982135,2.482687,6.928433,6.549649,6.040976,4.574253,6.928433,3.579786,-3.433072,5.745572,3.979688,6.261464,3.025862,4.625848,6.309448,2.4363,5.680058,3.508335,5.840215,3.595756,7.308154,6.528024,5.058523,6.870721,4.980109,4.958867,5.274847,6.332815,3.966289,4.1287665,5.066171,4.841113,4.537536,,6.46812,3.388069,6.102458,-0.8130795,0.523135,6.275652,3.006016,7.293998,2.352254,4.1118255,5.00579,6.867781,4.961523,5.900869,4.250407,5.72096,5.474803,5.886558,2.7257,4.626951,6.556814,6.426797,5.192315,6.766177,5.728998,3.701709,4.122141,2.678299,5.461249,5.80967,-0.260698,6.823633,4.975629,1.250853,4.494604,6.68311,4.486818,0.146102,3.207054,1.906847,5.245566,4.56167,,4.218128,,
SIDM00810,-1.842638,,,,,,,,,,,,,,2.983178,3.606333,,,,,,,-0.886705,,,,,,,-0.131043,-0.509973,3.455405,,,1.2708,,,,2.490292,3.7732875,,2.668644,,,,4.459442,,-3.659864,,,,,,,4.756546,,2.408728,1.024377,,3.216062,,,,3.209704,2.814828,,,,3.485309,3.76334,4.203179,,-2.702668,4.274718,3.712213,4.833896,0.574215,1.651102,4.659065,3.174883,3.704402,2.723526,1.746469,4.864204,4.864108,2.174648,1.84968,4.901872,3.610122,2.931869,3.48213,4.571523,3.775121,1.657199,3.009535,3.680004,3.025933,,3.779548,,3.147016,-4.090301,-1.393403,5.12887,2.511003,3.581333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDM01228,-1.47483,-3.354508,3.719222,3.07155,-4.897916,2.31368,1.975103,1.347344,4.570168,3.748263,,0.260137,,,-0.698962,4.570662,,,1.261408,5.698712,2.786968,,1.368726,,3.831275,3.999681,-1.315083,0.228911,,2.362913,-0.225481,6.512552,2.612915,-3.336847,3.483543,-0.841322,3.621134,,3.826294,4.9567385,2.543265,4.064374,,,2.128966,4.303324,0.113128,-3.470655,2.558237,-4.839085,,,4.099713,3.8533665,5.216119,-4.92035,3.437156,2.513423,4.030102,3.648199,1.148328,5.04322,6.879999,5.585637,4.031796,-1.496516,5.26841,2.900553,0.491402,3.423523,4.737407,1.902137,-1.574362,5.318519,1.64717,6.065731,4.947625,2.710122,4.852977,2.989158,,3.316077,2.112062,4.649066,5.209719,4.227009,4.549207,5.377492,5.703547,5.019251,3.46535,4.983174,3.154273,4.4209415,4.18052,5.460989,5.664437,,3.446972,3.671076,2.507995,-3.879034,-0.059086,5.721891,2.993055,4.772622,1.054144,1.711931,2.606629,2.540241,3.076986,4.774804,2.326636,3.641954,1.19128,2.631369,-0.475064,2.451758,4.332964,4.828069,5.498498,4.45384,5.453903,4.390684,2.490186,3.396463,1.955036,4.718245,-5.637255,3.417185,4.16807,1.266789,5.450491,4.378342,4.351809,-3.549649,4.864172,2.976544,3.597829,4.232076,,3.736184,,
SIDM01197,0.80367,-1.129352,5.944965,4.534688,0.4299155,4.223119,1.105191,2.304719,3.933907,5.139924,,-0.837449,4.740807,,3.409841,6.363701,,,3.432905,6.52302,5.142064,,5.798677,,1.330317,4.079928,0.326346,1.811389,0.739774,-1.525776,1.958878,4.080307,4.331449,-1.439887,1.82656,-0.055489,4.142289,,6.379777,4.99785,1.473645,5.10246,,,4.135304,5.96715,1.61007,-2.783173,3.12504,-3.638212,,2.882738,3.741247,4.279625,6.213961,-3.66168,3.5483,6.00665,5.690267,6.312036,-2.636317,4.36382,7.870979,5.422647,1.981397,4.966746,5.97651,3.297239,6.898904,1.137024,5.199467,5.527402,3.600213,4.099076,0.340254,6.578701,-1.569336,3.983196,5.48656,0.485483,,4.127237,2.74565,4.90186,6.055026,3.934801,5.410039,6.79175,6.651483,5.094375,3.708506,6.525946,3.180078,4.752511,5.384547,5.386003,3.360878,,5.169608,2.614678,5.308512,-1.7858885,0.58037,5.655764,5.024187,4.588785,1.930524,0.867855,4.437182,2.2638,0.567877,5.03614,4.279741,2.128563,4.065369,5.387113,4.015917,6.218729,2.227599,6.11849,5.368156,5.567224,6.532299,1.530817,5.838486,3.46428,5.513878,5.424982,-0.992732,5.055702,2.230605,1.512101,6.279662,6.001524,3.266947,-2.315054,2.035481,4.476699,5.130171,4.556343,,4.42719,-1.429507,
SIDM01198,-3.427675,-6.148191,1.925957,-1.170807,-6.0541305,3.20501,-0.472771,0.486871,0.60777,4.255178,,-1.400357,,,0.482309,3.600479,,,0.50693,3.909549,2.556395,,-2.175358,,3.19541,2.168179,-2.41341,0.93739,,0.735745,0.65784,3.656843,0.335028,-4.697744,0.441351,-3.584165,1.484046,,1.095098,2.6133125,2.679421,3.488994,,,3.24768,2.982173,-1.280854,-4.350546,-3.681742,-5.509532,,,2.717369,2.4253205,5.004666,-7.482204,1.858396,-0.385766,3.316208,3.3128,0.646759,1.286458,5.444433,3.510111,3.974744,-1.299008,4.814448,-0.831253,3.418521,1.9865125,4.180677,2.422281,-2.724419,4.020506,2.848985,4.796691,2.121713,2.033293,4.213821,0.134355,,3.643524,1.896724,1.826047,4.675794,0.465063,2.205689,4.595382,2.069152,3.089813,-0.052455,2.860671,-1.347681,2.130072,3.304672,2.124613,1.474758,,2.440743,1.936237,2.89612,-4.548221,-2.298791,4.573462,4.942905,4.700229,0.517176,2.2113725,2.173789,0.102045,2.261427,3.224481,2.427634,4.101212,0.947382,4.731903,0.959156,1.389483,4.39469,4.149322,3.708539,2.392171,3.383461,2.286585,4.045959,1.018599,2.125613,4.788044,-4.984006,2.623971,0.403755,-0.710776,4.814289,3.986856,0.778732,-5.741642,2.827485,1.801684,3.699264,2.378002,,0.856254,,
SIDM01187,-2.13024,-1.463222,3.518721,4.884193,-3.233451,3.743174,1.957301,1.608329,5.578955,4.932301,3.614132,3.387329,,,1.022277,4.295139,,,1.807742,3.152664,4.230237,,,,1.806948,3.881588,-0.463752,0.259686,,4.309752,,3.474266,2.401875,-3.348612,4.674481,-0.722236,2.107243,,2.898965,4.296255,5.406343,5.484927,,,5.607128,,2.840821,,2.241003,-4.524712,,,3.937792,3.108543,6.283159,-0.149548,,,1.955501,,3.236443,5.629003,7.854548,,6.508894,-0.295789,5.646067,2.895861,1.293052,4.65849,,1.018219,-2.739998,2.532909,1.046366,6.543222,5.811658,,,,2.30381,4.180055,,,,,,,,,,,,,,,,,,5.160375,,,,,,,1.514388,3.982369,4.721814,4.408901,2.091306,4.668599,3.979941,2.998448,3.355016,2.184037,-0.060692,2.146758,3.327421,5.60537,6.581701,5.630752,5.510698,3.996271,4.427617,4.415623,2.543035,4.086718,-4.602057,6.435773,6.211488,2.21023,5.833734,6.183359,5.562955,-1.709646,4.860358,3.092977,6.221171,6.288759,,3.127567,,
SIDM00896,-3.564289,-6.717137,1.471394,0.432377,-6.2770855,2.941313,2.434247,0.125024,1.694701,3.620763,,-0.73927,,,0.666779,2.743108,,,0.385742,-0.306387,1.963186,,-2.480796,,0.505214,-1.338401,-3.950241,0.36996,,2.181638,-1.241303,1.787749,1.540082,-4.593713,0.549069,-5.880655,1.488492,,0.764395,1.7278925,2.144722,2.492363,,,3.00893,2.001771,-1.226337,-4.401708,-4.192701,-5.557698,,,1.933307,1.2757255,4.532793,-5.177438,1.400841,-0.975477,2.998981,4.470965,1.137281,3.100332,3.372542,3.412623,2.588526,-2.743117,4.223522,-2.466181,3.385851,1.2367775,3.396053,1.998421,-4.662906,2.213919,1.278878,4.458965,1.996104,1.88953,3.249561,0.386633,,2.790198,1.472736,1.654207,2.529364,1.358756,1.503716,3.880878,2.450347,2.095405,-0.845121,2.466761,-1.699665,2.362646,2.523865,1.990081,1.264509,,1.584905,2.791742,3.030479,-5.447863,-2.680254,3.004665,2.550048,3.368381,-0.170023,0.3363995,2.79127,3.073048,1.749867,4.513759,1.945719,1.120274,1.005798,3.158305,0.411295,1.420071,1.969875,3.402765,3.481331,1.532801,3.206583,1.996492,1.882154,2.248166,1.912933,4.151501,-5.403584,3.573893,4.818739,-0.420068,4.550509,2.125971,0.640476,-5.077756,1.089416,1.816016,3.915098,1.873566,,2.420521,,
